---------------------------------------------------------------------------------------------------------------------------
 Mult. |          Configurations           |     Terms    |       Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                   |              |     (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                   |              |                             |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------
       |                                   |              | 110103.834   -  110544.850  |  4 - 6  | 1.24e+04  | D+   |    |
       |                                   |              | 110035.720   -  110521.050  |  2 - 4  | 1.37e+04  | D+   |    |
       |                                   |              | 110103.834   -  110521.050  |  4 - 4  | 1.74e+03  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   258 | 2s2.2p2.(3P).5s - 2s2.2p2.(3P).5p |   2P  - 2S*  | 110081.129   -  111060.905  |  6 - 2  | 9.32e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110103.834   -  111060.905  |  4 - 2  | 5.77e+04  | D+   |    |
       |                                   |              | 110035.720   -  111060.905  |  2 - 2  | 3.55e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   259 |                                   |   2P  - 2P*  | 110081.129   -  111208.463  |  6 - 6  | 4.65e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110103.834   -  111213.271  |  4 - 4  | 3.69e+05  | D+   |    |
       |                                   |              | 110035.720   -  111198.848  |  2 - 2  | 3.40e+05  | D+   |    |
       |                                   |              | 110103.834   -  111198.848  |  4 - 2  | 1.42e+05  | D+   |    |
       |                                   |              | 110035.720   -  111213.271  |  2 - 4  | 8.82e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   260 |                                   |   2P  - 2D*  | 110081.129   -  111884.59   |  6 - 10 | 6.47e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110103.834   -  111905.609  |  4 - 6  | 6.45e+05  | D+   |    |
       |                                   |              | 110035.720   -  111853.061  |  2 - 4  | 5.52e+05  | D+   |    |
       |                                   |              | 110103.834   -  111853.061  |  4 - 4  | 9.84e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   261 | 2s2.2p2.(3P).5s - 2s2.2p2.(1D).3p |   2P  - 2P*  | 110081.129   -  112311.206  |  6 - 6  | 3.55e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110103.834   -  112319.805  |  4 - 4  | 2.90e+05  | D+   |    |
       |                                   |              | 110035.720   -  112294.007  |  2 - 2  | 2.45e+05  | D+   |    |
       |                                   |              | 110103.834   -  112294.007  |  4 - 2  | 1.12e+05  | D+   |    |
       |                                   |              | 110035.720   -  112319.805  |  2 - 4  | 6.34e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   262 | 2s2.2p2.(3P).4d - 2s2.2p2.(3P).5p |   4F  - 4D*  | 110252.272   -  111212.942  | 28 - 20 | 3.03e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110303.233   -  111260.873  | 10 - 8  | 2.68e+05  | C    |    |
       |                                   |              | 110247.288   -  111204.016  |  8 - 6  | 2.44e+05  | C    |    |
       |                                   |              | 110212.396   -  111165.158  |  6 - 4  | 2.37e+05  | C    |    |
       |                                   |              | 110194.654   -  111143.567  |  4 - 2  | 2.92e+05  | C    |    |
       |                                   |              | 110247.288   -  111260.873  |  8 - 8  | 3.62e+04  | C    |    |
       |                                   |              | 110212.396   -  111204.016  |  6 - 6  | 5.79e+04  | C    |    |
       |                                   |              | 110194.654   -  111165.158  |  4 - 4  | 6.24e+04  | C    |    |
       |                                   |              | 110212.396   -  111260.873  |  6 - 8  | 2.04e+03  | C    |    |
       |                                   |              | 110194.654   -  111204.016  |  4 - 6  | 3.34e+03  | C    |    |
       |                                   |              |                             |         |           |      |    |
   263 | 2s2.2p2.(3P).4d - 2s2.2p2.(1D).3p |   2P  - 2D*  | 110228.466   -  110535.33   |  6 - 10 | 1.42e+03  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110220.107   -  110544.850  |  4 - 6  | 1.66e+03  | D+   |    |
       |                                   |              | 110245.183   -  110521.050  |  2 - 4  | 8.50e+02  | D+   |    |
       |                                   |              | 110220.107   -  110521.050  |  4 - 4  | 2.21e+02  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   264 | 2s2.2p2.(3P).4d - 2s2.2p2.(3P).5p |   2P  - 2S*  | 110228.466   -  111060.905  |  6 - 2  | 4.21e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110220.107   -  111060.905  |  4 - 2  | 2.89e+05  | D+   |    |
       |                                   |              | 110245.183   -  111060.905  |  2 - 2  | 1.32e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   265 |                                   |   2P  - 2P*  | 110228.466   -  111208.463  |  6 - 6  | 9.52e+02  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110220.107   -  111213.271  |  4 - 4  | 8.25e+02  | D+   |    |
       |                                   |              | 110245.183   -  111198.848  |  2 - 2  | 5.85e+02  | D+   |    |
       |                                   |              | 110220.107   -  111198.848  |  4 - 2  | 3.16e+02  | D+   |    |
       |                                   |              | 110245.183   -  111213.271  |  2 - 4  | 1.53e+02  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   266 |                                   |   2P  - 2D*  | 110228.466   -  111884.59   |  6 - 10 | 1.60e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110220.107   -  111905.609  |  4 - 6  | 1.69e+05  | D+   |    |
       |                                   |              | 110245.183   -  111853.061  |  2 - 4  | 1.22e+05  | D+   |    |
       |                                   |              | 110220.107   -  111853.061  |  4 - 4  | 2.56e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   267 | 2s2.2p2.(3P).4d - 2s2.2p2.(1D).3p |   2P  - 2P*  | 110228.466   -  112311.206  |  6 - 6  | 3.78e+03  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110220.107   -  112319.805  |  4 - 4  | 3.23e+03  | D+   |    |
       |                                   |              | 110245.183   -  112294.007  |  2 - 2  | 2.40e+03  | D+   |    |
       |                                   |              | 110220.107   -  112294.007  |  4 - 2  | 1.24e+03  | D+   |    |
       |                                   |              | 110245.183   -  112319.805  |  2 - 4  | 6.23e+02  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   268 |                                   |   2F  - 2D*  | 110329.823   -  110535.33   | 14 - 10 | 2.01e+03  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110362.462   -  110544.850  |  8 - 6  | 1.27e+03  | C    |    |
       |                                   |              | 110286.305   -  110521.050  |  6 - 4  | 2.84e+03  | C    |    |
       |                                   |              | 110286.305   -  110544.850  |  6 - 6  | 1.80e+02  | C    |    |
       |                                   |              |                             |         |           |      |    |
   269 | 2s2.2p2.(3P).4d - 2s2.2p2.(3P).5p |   2F  - 2D*  | 110329.823   -  111884.59   | 14 - 10 | 4.05e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110362.462   -  111905.609  |  8 - 6  | 3.77e+05  | C    |    |
       |                                   |              | 110286.305   -  111853.061  |  6 - 4  | 4.15e+05  | C    |    |
       |                                   |              | 110286.305   -  111905.609  |  6 - 6  | 2.18e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   270 |                                   |   4P  - 4D*  | 110315.896   -  111212.942  | 12 - 20 | 1.85e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110299.974   -  111260.873  |  6 - 8  | 2.24e+04  | D+   |    |
       |                                   |              | 110322.721   -  111204.016  |  4 - 6  | 1.21e+04  | D+   |    |
       |                                   |              | 110350.014   -  111165.158  |  2 - 4  | 5.69e+03  | D+   |    |
       |                                   |              | 110299.974   -  111204.016  |  6 - 6  | 5.58e+03  | D+   |    |
       |                                   |              | 110322.721   -  111165.158  |  4 - 4  | 8.03e+03  | D+   |    |
       |                                   |              | 110350.014   -  111143.567  |  2 - 2  | 1.05e+04  | D+   |    |
       |                                   |              | 110299.974   -  111165.158  |  6 - 4  | 8.16e+02  | D+   |    |
       |                                   |              | 110322.721   -  111143.567  |  4 - 2  | 2.32e+03  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   271 |                                   |   4P  - 4P*  | 110315.896   -  111303.88   | 12 - 12 | 4.76e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110299.974   -  111326.798  |  6 - 6  | 3.72e+04  | D+   |    |
       |                                   |              | 110322.721   -  111285.644  |  4 - 4  | 5.85e+03  | D+   |    |
       |                                   |              | 110350.014   -  111271.596  |  2 - 2  | 6.41e+03  | D+   |    |
       |                                   |              | 110299.974   -  111285.644  |  6 - 4  | 2.12e+04  | D+   |    |
       |                                   |              | 110322.721   -  111271.596  |  4 - 2  | 3.50e+04  | D+   |    |
       |                                   |              | 110322.721   -  111326.798  |  4 - 6  | 1.49e+04  | D+   |    |
       |                                   |              | 110350.014   -  111285.644  |  2 - 4  | 1.68e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   272 |                                   |   4P  - 4S*  | 110315.896   -  111501.368  | 12 - 4  | 7.78e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110299.974   -  111501.368  |  6 - 4  | 4.04e+05  | D+   |    |
       |                                   |              | 110322.721   -  111501.368  |  4 - 4  | 2.55e+05  | D+   |    |
       |                                   |              | 110350.014   -  111501.368  |  2 - 4  | 1.19e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   273 |                                   |   4D  - 4D*  | 110399.367   -  111212.942  | 20 - 20 | 3.65e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110403.220   -  111260.873  |  8 - 8  | 3.65e+04  | C    |    |
       |                                   |              | 110401.356   -  111204.016  |  6 - 6  | 2.00e+04  | C    |    |
       |                                   |              | 110395.463   -  111165.158  |  4 - 4  | 1.23e+04  | C    |    |
       |                                   |              | 110385.795   -  111143.567  |  2 - 2  | 1.47e+04  | C    |    |
       |                                   |              | 110403.220   -  111204.016  |  8 - 6  | 6.58e+03  | C    |    |
       |                                   |              | 110401.356   -  111165.158  |  6 - 4  | 1.05e+04  | C    |    |
       |                                   |              | 110395.463   -  111143.567  |  4 - 2  | 1.41e+04  | C    |    |
       |                                   |              | 110401.356   -  111260.873  |  6 - 8  | 6.10e+03  | C    |    |
       |                                   |              | 110395.463   -  111204.016  |  4 - 6  | 8.32e+03  | C    |    |
       |                                   |              | 110385.795   -  111165.158  |  2 - 4  | 7.98e+03  | C    |    |
       |                                   |              |                             |         |           |      |    |
   274 |                                   |   4D  - 4P*  | 110399.367   -  111303.88   | 20 - 12 | 2.35e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110403.220   -  111326.798  |  8 - 6  | 2.00e+05  | C    |    |
       |                                   |              | 110401.356   -  111285.644  |  6 - 4  | 1.38e+05  | C    |    |
       |                                   |              | 110395.463   -  111271.596  |  4 - 2  | 1.07e+05  | C    |    |
       |                                   |              | 110401.356   -  111326.798  |  6 - 6  | 4.53e+04  | C    |    |
       |                                   |              | 110395.463   -  111285.644  |  4 - 4  | 7.17e+04  | C    |    |
       |                                   |              | 110385.795   -  111271.596  |  2 - 2  | 1.10e+05  | C    |    |
       |                                   |              | 110395.463   -  111326.798  |  4 - 6  | 5.13e+03  | C    |    |
       |                                   |              | 110385.795   -  111285.644  |  2 - 4  | 1.16e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   275 |                                   |   2D  - 2P*  | 110460.959   -  111208.463  | 10 - 6  | 1.09e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110470.244   -  111213.271  |  6 - 4  | 9.66e+04  | C    |    |
       |                                   |              | 110447.032   -  111198.848  |  4 - 2  | 1.11e+05  | C    |    |
       |                                   |              | 110447.032   -  111213.271  |  4 - 4  | 1.18e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   276 |                                   |   2D  - 2D*  | 110460.959   -  111884.59   | 10 - 10 | 6.45e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110470.244   -  111905.609  |  6 - 6  | 6.17e+04  | C    |    |
       |                                   |              | 110447.032   -  111853.061  |  4 - 4  | 5.59e+04  | C    |    |
       |                                   |              | 110470.244   -  111853.061  |  6 - 4  | 5.91e+03  | C    |    |
       |                                   |              | 110447.032   -  111905.609  |  4 - 6  | 4.62e+03  | C    |    |
       |                                   |              |                             |         |           |      |    |
   277 | 2s2.2p2.(3P).4d - 2s2.2p2.(1D).3p |   2D  - 2P*  | 110460.959   -  112311.206  | 10 - 6  | 1.20e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110470.244   -  112319.805  |  6 - 4  | 1.08e+05  | C    |    |
       |                                   |              | 110447.032   -  112294.007  |  4 - 2  | 1.19e+05  | C    |    |
       |                                   |              | 110447.032   -  112319.805  |  4 - 4  | 1.24e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   278 | 2s2.2p2.(1D).3p - 2s2.2p2.(3P).5d |   2D* - 2P   | 110535.33    -  112803.21   | 10 - 6  | 2.58e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  112801.031  |  6 - 4  | 2.29e+05  | D+   |    |
       |                                   |              | 110521.050   -  112807.567  |  4 - 2  | 2.65e+05  | D+   |    |
       |                                   |              | 110521.050   -  112801.031  |  4 - 4  | 2.62e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   279 |                                   |   2D* - 2F   | 110535.33    -  112857.501  | 10 - 14 | 1.27e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  112891.238  |  6 - 8  | 1.31e+06  | C    |    |
       |                                   |              | 110521.050   -  112812.518  |  4 - 6  | 1.14e+06  | C    |    |
       |                                   |              | 110544.850   -  112812.518  |  6 - 6  | 7.90e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   280 |                                   |   2D* - 2D   | 110535.33    -  112938.307  | 10 - 10 | 3.00e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  112945.809  |  6 - 6  | 2.79e+05  | C    |    |
       |                                   |              | 110521.050   -  112927.055  |  4 - 4  | 2.71e+05  | C    |    |
       |                                   |              | 110544.850   -  112927.055  |  6 - 4  | 2.92e+04  | C    |    |
       |                                   |              | 110521.050   -  112945.809  |  4 - 6  | 2.05e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   281 | 2s2.2p2.(1D).3p - 2s2.2p2.(1D).4s |   2D* - 2D   | 110535.33    -  119210      | 10 - 10 | 1.27e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  119210.0    |  6 - 6  | 1.16e+05  | C+   |    |
       |                                   |              | 110521.050   -  119210.0    |  4 - 4  | 1.09e+05  | C+   |    |
       |                                   |              | 110544.850   -  119210.0    |  6 - 4  | 1.37e+04  | C+   |    |
       |                                   |              | 110521.050   -  119210.0    |  4 - 6  | 1.31e+04  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   282 | 2s2.2p2.(1D).3p - 2s2.2p2.(1D).3d |   2D* - 2F   |                             |         |           |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  119812.9    |  6 - 8  | 2.16e+07  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   283 |                                   |   2D* - 2D   | 110535.33    -  120152.4    | 10 - 10 | 2.22e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  120150.1    |  6 - 6  | 2.06e+07  | C+   |    |
       |                                   |              | 110521.050   -  120155.8    |  4 - 4  | 2.01e+07  | C+   |    |
       |                                   |              | 110544.850   -  120155.8    |  6 - 4  | 2.22e+06  | C+   |    |
       |                                   |              | 110521.050   -  120150.1    |  4 - 6  | 1.47e+06  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   284 |                                   |   2D* - 2P   | 110535.33    -  120310.1    | 10 - 6  | 8.93e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  120309.6    |  6 - 4  | 8.00e+06  | C    |    |
       |                                   |              | 110521.050   -  120311.2    |  4 - 2  | 9.10e+06  | C    |    |
       |                                   |              | 110521.050   -  120309.6    |  4 - 4  | 8.48e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   285 | 2s2.2p2.(1D).3p - 2s.2p4          |   2D* - 2D   |                             |         |           |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110544.850   -  121200.5    |  6 - 6  | 1.36e+07  | C+   |    |
       |                                   |              | 110521.050   -  121200.5    |  4 - 6  | 9.51e+05  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   286 | 2s2.2p2.(1D).3p - 2s2.2p2.(1D).4s |   2F* - 2D   | 110713.261   -  119210      | 14 - 10 | 1.16e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110715.152   -  119210.0    |  8 - 6  | 1.10e+07  | C+   |    |
       |                                   |              | 110710.739   -  119210.0    |  6 - 4  | 1.16e+07  | C+   |    |
       |                                   |              | 110710.739   -  119210.0    |  6 - 6  | 5.52e+05  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   287 | 2s2.2p2.(1D).3p - 2s2.2p2.(1D).3d |   2F* - 2F   |                             |         |           |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110715.152   -  119812.9    |  8 - 8  | 1.02e+07  | C+   |    |
       |                                   |              | 110710.739   -  119812.9    |  6 - 8  | 3.71e+05  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   288 |                                   |   2F* - 2D   | 110713.261   -  120152.4    | 14 - 10 | 2.08e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110715.152   -  120150.1    |  8 - 6  | 1.98e+06  | C+   |    |
       |                                   |              | 110710.739   -  120155.8    |  6 - 4  | 2.07e+06  | C+   |    |
       |                                   |              | 110710.739   -  120150.1    |  6 - 6  | 1.04e+05  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   289 | 2s2.2p2.(1D).3p - 2s.2p4          |   2F* - 2D   |                             |         |           |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 110715.152   -  121200.5    |  8 - 6  | 2.89e+05  | C+   |    |
       |                                   |              | 110710.739   -  121200.5    |  6 - 6  | 1.31e+04  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   290 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).5d |   2S* - 2P   | 111060.905   -  112803.21   |  2 - 6  | 1.08e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111060.905   -  112801.031  |  2 - 4  | 1.07e+06  | D+   |    |
       |                                   |              | 111060.905   -  112807.567  |  2 - 2  | 1.09e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   291 |                                   |   4D* - 4F   | 111212.942   -  112807.039  | 20 - 28 | 1.46e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111260.873   -  112861.348  |  8 - 10 | 1.47e+06  | C    |    |
       |                                   |              | 111204.016   -  112797.725  |  6 - 8  | 1.25e+06  | C    |    |
       |                                   |              | 111165.158   -  112760.325  |  4 - 6  | 1.09e+06  | C    |    |
       |                                   |              | 111143.567   -  112759.966  |  2 - 4  | 1.06e+06  | C    |    |
       |                                   |              | 111260.873   -  112797.725  |  8 - 8  | 1.86e+05  | C    |    |
       |                                   |              | 111204.016   -  112760.325  |  6 - 6  | 3.29e+05  | C    |    |
       |                                   |              | 111165.158   -  112759.966  |  4 - 4  | 4.08e+05  | C    |    |
       |                                   |              | 111260.873   -  112760.325  |  8 - 6  | 1.17e+04  | C    |    |
       |                                   |              | 111204.016   -  112759.966  |  6 - 4  | 2.70e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   292 |                                   |   4D* - 4P   | 111212.942   -  112836.61   | 20 - 12 | 1.18e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111260.873   -  112824.459  |  8 - 6  | 8.42e+04  | D+   |    |
       |                                   |              | 111204.016   -  112838.02   |  6 - 4  | 7.57e+04  | D+   |    |
       |                                   |              | 111165.158   -  112870.27   |  4 - 2  | 6.83e+04  | D+   |    |
       |                                   |              | 111204.016   -  112824.459  |  6 - 6  | 2.11e+04  | D+   |    |
       |                                   |              | 111165.158   -  112838.02   |  4 - 4  | 4.13e+04  | D+   |    |
       |                                   |              | 111143.567   -  112870.27   |  2 - 2  | 7.09e+04  | D+   |    |
       |                                   |              | 111165.158   -  112824.459  |  4 - 6  | 2.52e+03  | D+   |    |
       |                                   |              | 111143.567   -  112838.02   |  2 - 4  | 6.70e+03  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   293 |                                   |   4D* - 4D   | 111212.942   -  112909.9    | 20 - 20 | 4.05e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111260.873   -  112911.079  |  8 - 8  | 3.19e+05  | C    |    |
       |                                   |              | 111204.016   -  112910.630  |  6 - 6  | 2.36e+05  | C    |    |
       |                                   |              | 111165.158   -  112909.076  |  4 - 4  | 1.76e+05  | C    |    |
       |                                   |              | 111143.567   -  112904.5    |  2 - 2  | 2.26e+05  | C    |    |
       |                                   |              | 111260.873   -  112910.630  |  8 - 6  | 7.07e+04  | C    |    |
       |                                   |              | 111204.016   -  112909.076  |  6 - 4  | 1.44e+05  | C    |    |
       |                                   |              | 111165.158   -  112904.5    |  4 - 2  | 2.18e+05  | C    |    |
       |                                   |              | 111204.016   -  112911.079  |  6 - 8  | 5.88e+04  | C    |    |
       |                                   |              | 111165.158   -  112910.630  |  4 - 6  | 1.03e+05  | C    |    |
       |                                   |              | 111143.567   -  112909.076  |  2 - 4  | 1.14e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   294 |                                   |   2P* - 2P   | 111208.463   -  112803.21   |  6 - 6  | 1.14e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111213.271   -  112801.031  |  4 - 4  | 9.40e+04  | D+   |    |
       |                                   |              | 111198.848   -  112807.567  |  2 - 2  | 7.82e+04  | D+   |    |
       |                                   |              | 111213.271   -  112807.567  |  4 - 2  | 3.81e+04  | D+   |    |
       |                                   |              | 111198.848   -  112801.031  |  2 - 4  | 1.93e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   295 |                                   |   2P* - 2D   | 111208.463   -  112938.307  |  6 - 10 | 1.14e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111213.271   -  112945.809  |  4 - 6  | 1.15e+06  | C    |    |
       |                                   |              | 111198.848   -  112927.055  |  2 - 4  | 9.51e+05  | C    |    |
       |                                   |              | 111213.271   -  112927.055  |  4 - 4  | 1.86e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   296 | 2s2.2p2.(3P).5p - 2s2.2p2.(1S).3s |   2P* - 2S   | 111208.463   -  116278.558  |  6 - 2  | 2.27e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111213.271   -  116278.558  |  4 - 2  | 1.51e+04  | C    |    |
       |                                   |              | 111198.848   -  116278.558  |  2 - 2  | 7.61e+03  | C    |    |
       |                                   |              |                             |         |           |      |    |
   297 | 2s2.2p2.(3P).5p - 2s2.2p2.(1D).3d |   2P* - 2S   | 111208.463   -  120566      |  6 - 2  | 6.75e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111213.271   -  120566.0    |  4 - 2  | 4.49e+06  | C    |    |
       |                                   |              | 111198.848   -  120566.0    |  2 - 2  | 2.26e+06  | C    |    |
       |                                   |              |                             |         |           |      |    |
   298 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).5d |   4P* - 4P   | 111303.88    -  112836.61   | 12 - 12 | 3.93e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111326.798   -  112824.459  |  6 - 6  | 2.56e+05  | D+   |    |
       |                                   |              | 111285.644   -  112838.02   |  4 - 4  | 5.44e+04  | D+   |    |
       |                                   |              | 111271.596   -  112870.27   |  2 - 2  | 7.42e+04  | D+   |    |
       |                                   |              | 111326.798   -  112838.02   |  6 - 4  | 1.69e+05  | D+   |    |
       |                                   |              | 111285.644   -  112870.27   |  4 - 2  | 3.62e+05  | D+   |    |
       |                                   |              | 111285.644   -  112824.459  |  4 - 6  | 1.19e+05  | D+   |    |
       |                                   |              | 111271.596   -  112838.02   |  2 - 4  | 1.75e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   299 |                                   |   4P* - 4D   | 111303.88    -  112909.9    | 12 - 20 | 1.13e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111326.798   -  112911.079  |  6 - 8  | 1.09e+06  | C    |    |
       |                                   |              | 111285.644   -  112910.630  |  4 - 6  | 8.22e+05  | C    |    |
       |                                   |              | 111271.596   -  112909.076  |  2 - 4  | 5.00e+05  | C    |    |
       |                                   |              | 111326.798   -  112910.630  |  6 - 6  | 3.26e+05  | C    |    |
       |                                   |              | 111285.644   -  112909.076  |  4 - 4  | 6.24e+05  | C    |    |
       |                                   |              | 111271.596   -  112904.5    |  2 - 2  | 9.93e+05  | C    |    |
       |                                   |              | 111326.798   -  112909.076  |  6 - 4  | 5.42e+04  | C    |    |
       |                                   |              | 111285.644   -  112904.5    |  4 - 2  | 1.93e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   300 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).6s |   4S* - 4P   | 111501.368   -  112638.144  |  4 - 12 | 8.92e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111501.368   -  112681.389  |  4 - 6  | 9.93e+04  | D+   |    |
       |                                   |              | 111501.368   -  112609.612  |  4 - 4  | 8.23e+04  | D+   |    |
       |                                   |              | 111501.368   -  112565.470  |  4 - 2  | 7.28e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   301 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).5d |   4S* - 4P   | 111501.368   -  112836.61   |  4 - 12 | 6.74e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111501.368   -  112824.459  |  4 - 6  | 6.56e+05  | D+   |    |
       |                                   |              | 111501.368   -  112838.02   |  4 - 4  | 6.76e+05  | D+   |    |
       |                                   |              | 111501.368   -  112870.27   |  4 - 2  | 7.26e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   302 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).7s |   4S* - 4P   | 111501.368   -  114101.422  |  4 - 12 | 4.05e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111501.368   -  114146.525  |  4 - 6  | 4.26e+04  | D+   |    |
       |                                   |              | 111501.368   -  114071.153  |  4 - 4  | 3.90e+04  | D+   |    |
       |                                   |              | 111501.368   -  114026.654  |  4 - 2  | 3.70e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   303 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).6d |   4S* - 4P   | 111501.368   -  114204.1    |  4 - 12 | 1.85e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 111501.368   -  114191.6    |  4 - 6  | 1.83e+05  | D+   |    |
       |                                   |              | 111501.368   -  114200.0    |  4 - 4  | 1.84e+05  | D+   |    |
       |                                   |              | 111501.368   -  114249.5    |  4 - 2  | 1.95e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   304 | 2s2.2p2.(3P).5p - 2s2.2p2.(3P).8s |   4S* - 4P   | 111501.368   -  114972.7    |  4 - 12 | 2.44e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
