----------------------------------------------------------------------------------------------------------------------------------
 Mult. |           Configurations                 |     Terms    |       Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                          |              |     (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                          |              |                             |         |           |      |    |
----------------------------------------------------------------------------------------------------------------------------------
   136 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).6s      |   3P  - 3S*  |  99681.051   -  105165.232  |  9 - 3  | 1.70e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  105165.232  |  5 - 3  | 9.47e+05  | C+   |    |
       |                                          |              |  99680.968   -  105165.232  |  3 - 3  | 5.68e+05  | C+   |    |
       |                                          |              |  99681.309   -  105165.232  |  1 - 3  | 1.89e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   137 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).5d      |   3P  - 3D*  |  99681.051   -  105409.008  |  9 - 15 | 1.18e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  105409.008  |  5 - 7  | 1.18e+06  | C+   |    |
       |                                          |              |  99680.968   -  105409.008  |  3 - 5  | 8.85e+05  | C+   |    |
       |                                          |              |  99681.309   -  105409.008  |  1 - 3  | 6.56e+05  | C+   |    |
       |                                          |              |  99681.049   -  105409.008  |  5 - 5  | 2.95e+05  | C+   |    |
       |                                          |              |  99680.968   -  105409.008  |  3 - 3  | 4.92e+05  | C+   |    |
       |                                          |              |  99681.049   -  105409.008  |  5 - 3  | 3.28e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   138 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).7s      |   3P  - 3S*  |  99681.051   -  106627.934  |  9 - 3  | 8.88e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  106627.934  |  5 - 3  | 4.93e+05  | C+   |    |
       |                                          |              |  99680.968   -  106627.934  |  3 - 3  | 2.96e+05  | C+   |    |
       |                                          |              |  99681.309   -  106627.934  |  1 - 3  | 9.86e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   139 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).6d      |   3P  - 3D*  |  99681.051   -  106765.803  |  9 - 15 | 4.65e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  106765.803  |  5 - 7  | 4.65e+05  | C+   |    |
       |                                          |              |  99680.968   -  106765.803  |  3 - 5  | 3.49e+05  | C+   |    |
       |                                          |              |  99681.309   -  106765.803  |  1 - 3  | 2.58e+05  | C+   |    |
       |                                          |              |  99681.049   -  106765.803  |  5 - 5  | 1.16e+05  | C+   |    |
       |                                          |              |  99680.968   -  106765.803  |  3 - 3  | 1.94e+05  | C+   |    |
       |                                          |              |  99681.049   -  106765.803  |  5 - 3  | 1.29e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   140 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).8s      |   3P  - 3S*  |  99681.051   -  107497.224  |  9 - 3  | 5.31e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  107497.224  |  5 - 3  | 2.95e+05  | C+   |    |
       |                                          |              |  99680.968   -  107497.224  |  3 - 3  | 1.77e+05  | C+   |    |
       |                                          |              |  99681.309   -  107497.224  |  1 - 3  | 5.89e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   141 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).7d      |   3P  - 3D*  |  99681.051   -  107582.777  |  9 - 15 | 2.34e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  107582.777  |  5 - 7  | 2.34e+05  | C+   |    |
       |                                          |              |  99680.968   -  107582.777  |  3 - 5  | 1.76e+05  | C+   |    |
       |                                          |              |  99681.309   -  107582.777  |  1 - 3  | 1.30e+05  | C+   |    |
       |                                          |              |  99681.049   -  107582.777  |  5 - 5  | 5.85e+04  | C+   |    |
       |                                          |              |  99680.968   -  107582.777  |  3 - 3  | 9.75e+04  | C+   |    |
       |                                          |              |  99681.049   -  107582.777  |  5 - 3  | 6.50e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
   142 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).8d      |   3P  - 3D*  |  99681.051   -  108114      |  9 - 15 | 1.36e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  108114.0    |  5 - 7  | 1.36e+05  | C+   |    |
       |                                          |              |  99680.968   -  108114.0    |  3 - 5  | 1.02e+05  | C+   |    |
       |                                          |              |  99681.309   -  108114.0    |  1 - 3  | 7.54e+04  | C+   |    |
       |                                          |              |  99681.049   -  108114.0    |  5 - 5  | 3.39e+04  | C+   |    |
       |                                          |              |  99680.968   -  108114.0    |  3 - 3  | 5.65e+04  | C+   |    |
       |                                          |              |  99681.049   -  108114.0    |  5 - 3  | 3.77e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
   143 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2P*).3s      |   3P  - 3P*  |  99681.051   -  113916.277  |  9 - 9  | 3.21e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  113910.957  |  5 - 5  | 2.41e+04  | C    |    |
       |                                          |              |  99680.968   -  113921.391  |  3 - 3  | 8.05e+03  | C    |    |
       |                                          |              |  99681.049   -  113921.391  |  5 - 3  | 1.34e+04  | C    |    |
       |                                          |              |  99680.968   -  113927.534  |  3 - 1  | 3.22e+04  | C    |    |
       |                                          |              |  99680.968   -  113910.957  |  3 - 5  | 8.03e+03  | C    |    |
       |                                          |              |  99681.309   -  113921.391  |  1 - 3  | 1.07e+04  | C    |    |
       |                                          |              |                             |         |           |      |    |
   144 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2D*<3/2>).3d |   3P  - 3P*  |  99681.051   -  123326.418  |  9 - 9  | 5.41e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  123296.777  |  5 - 5  | 4.04e+05  | C+   |    |
       |                                          |              |  99680.968   -  123355.512  |  3 - 3  | 1.36e+05  | C    |    |
       |                                          |              |  99681.049   -  123355.512  |  5 - 3  | 2.26e+05  | C    |    |
       |                                          |              |  99680.968   -  123387.339  |  3 - 1  | 5.44e+05  | C    |    |
       |                                          |              |  99680.968   -  123296.777  |  3 - 5  | 1.35e+05  | C    |    |
       |                                          |              |  99681.309   -  123355.512  |  1 - 3  | 1.81e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
   145 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2D*<5/2>).3d |   3P  - 3D*  |  99681.051   -  124254      |  9 - 15 | 2.33e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  124247.1    |  5 - 7  | 2.35e+05  | C+   |    |
       |                                          |              |  99680.968   -  124257.7    |  3 - 5  | 1.74e+05  | C+   |    |
       |                                          |              |  99681.309   -  124264.0    |  1 - 3  | 1.28e+05  | C    |    |
       |                                          |              |  99681.049   -  124257.7    |  5 - 5  | 5.84e+04  | C    |    |
       |                                          |              |  99680.968   -  124264.0    |  3 - 3  | 9.60e+04  | C    |    |
       |                                          |              |  99681.049   -  124264.0    |  5 - 3  | 6.43e+03  | D    |    |
       |                                          |              |                             |         |           |      |    |
   146 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2D*<3/2>).3d |   3P  - 3S*  |  99681.051   -  124336.3    |  9 - 3  | 8.18e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  124336.3    |  5 - 3  | 4.56e+05  | B    |    |
       |                                          |              |  99680.968   -  124336.3    |  3 - 3  | 2.72e+05  | C+   |    |
       |                                          |              |  99681.309   -  124336.3    |  1 - 3  | 9.05e+04  | C    |    |
       |                                          |              |                             |         |           |      |    |
   147 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2D*<5/2>).4d |   3P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  129692.3    |  5 - 7  | 2.81e+04  | D    |    |
       |                                          |              |  99680.968   -  129697.5    |  3 - 5  | 2.01e+04  | D    |    |
       |                                          |              |  99681.309   -  129703.0    |  1 - 3  | 1.45e+04  | D    |    |
       |                                          |              |  99681.049   -  129697.5    |  5 - 5  | 6.72e+03  | D    |    |
       |                                          |              |  99680.968   -  129703.0    |  3 - 3  | 1.10e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
   148 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2D*<3/2>).4d |   3P  - 3S*  |  99681.051   -  129736.6    |  9 - 3  | 6.53e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  129736.6    |  5 - 3  | 3.64e+05  | C+   |    |
       |                                          |              |  99680.968   -  129736.6    |  3 - 3  | 2.17e+05  | C    |    |
       |                                          |              |  99681.309   -  129736.6    |  1 - 3  | 7.22e+04  | C    |    |
       |                                          |              |                             |         |           |      |    |
   149 |                                          |   3P  - 3P*  |  99681.051   -  129974.745  |  9 - 9  | 1.43e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  129970.000  |  5 - 5  | 1.07e+05  | C    |    |
       |                                          |              |  99680.968   -  129979.384  |  3 - 3  | 3.57e+04  | D    |    |
       |                                          |              |  99681.049   -  129979.384  |  5 - 3  | 5.95e+04  | C    |    |
       |                                          |              |  99680.968   -  129984.553  |  3 - 1  | 1.43e+05  | D    |    |
       |                                          |              |  99680.968   -  129970.000  |  3 - 5  | 3.57e+04  | C    |    |
       |                                          |              |  99681.309   -  129979.384  |  1 - 3  | 4.76e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
   150 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2P*).3d      |   3P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  137962.5    |  5 - 7  | 1.48e+05  | C    |    |
       |                                          |              |  99680.968   -  137962.5    |  3 - 5  | 1.08e+05  | D    |    |
       |                                          |              |  99681.309   -  137962.5    |  1 - 3  | 9.00e+04  | D    |    |
       |                                          |              |  99681.049   -  137962.5    |  5 - 5  | 7.10e+04  | D    |    |
       |                                          |              |  99680.968   -  137962.5    |  3 - 3  | 9.57e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
   151 | 2s2.2p3.(4S*).4p - 2s2.2p3.(2P*).4d      |   3P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  143363.4    |  5 - 7  | 1.67e+05  | D    |    |
       |                                          |              |  99680.968   -  143363.4    |  3 - 5  | 1.35e+05  | D    |    |
       |                                          |              |  99681.309   -  143363.4    |  1 - 3  | 8.29e+04  | D    |    |
       |                                          |              |  99680.968   -  143363.4    |  3 - 3  | 2.48e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
   152 | 2s2.2p3.(2D*).3s - 2s2.2p3.(4S*).4f      |   3D* - 3F   | 101143.45    -  102968.343  | 15 - 21 | 1.56e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  102968.343  |  7 - 9  | 1.58e+04  | C+   |    |
       |                                          |              | 101147.526   -  102968.343  |  5 - 7  | 1.38e+04  | C+   |    |
       |                                          |              | 101155.422   -  102968.343  |  3 - 5  | 1.29e+04  | C+   |    |
       |                                          |              | 101135.407   -  102968.343  |  7 - 7  | 1.76e+03  | C+   |    |
       |                                          |              | 101147.526   -  102968.343  |  5 - 5  | 2.42e+03  | C+   |    |
       |                                          |              | 101135.407   -  102968.343  |  7 - 5  | 6.97e+01  | C    |    |
       |                                          |              |                             |         |           |      |    |
   153 | 2s2.2p3.(2D*).3s - 2s2.2p3.(4S*).5p      |   3D* - 3P   |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  103869.968  |  7 - 5  | 2.20e+04  | C+   |    |
       |                                          |              | 101147.526   -  103870.028  |  5 - 3  | 1.93e+04  | C+   |    |
       |                                          |              | 101155.422   -  103870.252  |  3 - 1  | 2.56e+04  | C+   |    |
       |                                          |              | 101147.526   -  103869.968  |  5 - 5  | 3.87e+03  | C+   |    |
       |                                          |              | 101155.422   -  103870.028  |  3 - 3  | 6.39e+03  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   154 | 2s2.2p3.(2D*).3s - 2s2.2p3.(4S*).5f      |   3D* - 3F   | 101143.45    -  105441.724  | 15 - 21 | 4.35e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  105441.724  |  7 - 9  | 4.37e+04  | C+   |    |
       |                                          |              | 101147.526   -  105441.724  |  5 - 7  | 3.85e+04  | C+   |    |
       |                                          |              | 101155.422   -  105441.724  |  3 - 5  | 3.62e+04  | C+   |    |
       |                                          |              | 101135.407   -  105441.724  |  7 - 7  | 4.87e+03  | C+   |    |
       |                                          |              | 101147.526   -  105441.724  |  5 - 5  | 6.76e+03  | C+   |    |
       |                                          |              | 101135.407   -  105441.724  |  7 - 5  | 1.92e+02  | C    |    |
       |                                          |              |                             |         |           |      |    |
   155 | 2s2.2p3.(2D*).3s - 2s2.2p3.(4S*).6f      |   3D* - 3F   | 101143.45    -  106785.201  | 15 - 21 | 2.51e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  106785.201  |  7 - 9  | 2.52e+04  | C+   |    |
       |                                          |              | 101147.526   -  106785.201  |  5 - 7  | 2.22e+04  | C+   |    |
       |                                          |              | 101155.422   -  106785.201  |  3 - 5  | 2.09e+04  | C+   |    |
       |                                          |              | 101135.407   -  106785.201  |  7 - 7  | 2.81e+03  | C+   |    |
       |                                          |              | 101147.526   -  106785.201  |  5 - 5  | 3.90e+03  | C+   |    |
       |                                          |              | 101135.407   -  106785.201  |  7 - 5  | 1.11e+02  | D    |    |
       |                                          |              |                             |         |           |      |    |
   156 | 2s2.2p3.(2D*).3s - 2s2.2p3.(4S*).7f      |   3D* - 3F   | 101143.45    -  107595.147  | 15 - 21 | 1.54e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  107595.147  |  7 - 9  | 1.55e+04  | C+   |    |
       |                                          |              | 101147.526   -  107595.147  |  5 - 7  | 1.37e+04  | C+   |    |
       |                                          |              | 101155.422   -  107595.147  |  3 - 5  | 1.29e+04  | C+   |    |
       |                                          |              | 101135.407   -  107595.147  |  7 - 7  | 1.73e+03  | C    |    |
       |                                          |              | 101147.526   -  107595.147  |  5 - 5  | 2.40e+03  | C    |    |
       |                                          |              | 101135.407   -  107595.147  |  7 - 5  | 6.82e+01  | D    |    |
       |                                          |              |                             |         |           |      |    |
   157 | 2s2.2p3.(2D*).3s - 2s2.2p3.(2D*).3p      |   3D* - 3D   | 101143.45    -  113295.529  | 15 - 15 | 3.25e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  113294.816  |  7 - 7  | 2.89e+07  | C+   |    |
       |                                          |              | 101147.526   -  113298.320  |  5 - 3  | 8.13e+06  | C+   |    |
       |                                          |              | 101147.526   -  113294.816  |  5 - 7  | 3.62e+06  | C+   |    |
       |                                          |              | 101155.422   -  113298.320  |  3 - 3  | 2.43e+07  | C+   |    |
       |                                          |              | 101155.422   -  113294.854  |  3 - 5  | 4.86e+06  | C+   |    |
       |                                          |              | 101147.526   -  113294.854  |  5 - 5  | 2.26e+07  | C+   |    |
       |                                          |              | 101135.407   -  113294.854  |  7 - 5  | 5.08e+06  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   158 | 2s2.2p3.(2D*).3s - 2s2.2p3.(2P*).3p      |   3D* - 3D   | 101143.45    -  127286.336  | 15 - 15 | 7.47e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 101135.407   -  127282.626  |  7 - 7  | 6.63e+05  | C+   |    |
       |                                          |              | 101147.526   -  127288.349  |  5 - 5  | 5.19e+05  | C+   |    |
       |                                          |              | 101155.422   -  127291.638  |  3 - 3  | 5.59e+05  | C+   |    |
       |                                          |              | 101135.407   -  127288.349  |  7 - 5  | 1.17e+05  | C    |    |
       |                                          |              | 101147.526   -  127291.638  |  5 - 3  | 1.87e+05  | C    |    |
       |                                          |              | 101147.526   -  127282.626  |  5 - 7  | 8.31e+04  | C    |    |
       |                                          |              | 101155.422   -  127288.349  |  3 - 5  | 1.12e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
   159 | 2s2.2p3.(2D*).3s - 2s2.2p3.(2D*).3p      |   1D* - 1P   | 102662.026   -  113204.445  |  5 - 3  | 2.34e+07  | B    |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
   160 |                                          |   1D* - 1F   | 102662.026   -  113996.239  |  5 - 7  | 2.93e+07  | B    |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
   161 |                                          |   1D* - 1D   | 102662.026   -  116631.094  |  5 - 5  | 5.05e+07  | B    |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
   162 | 2s2.2p3.(2D*).3s - 2s2.2p3.(2P*).3p      |   1D* - 1P   | 102662.026   -  127667.754  |  5 - 3  | 2.41e+06  | B    |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
   163 |                                          |   1D* - 1D   | 102662.026   -  128594.916  |  5 - 5  | 1.63e+06  | B    |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
   164 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).4f      |   5D* - 5F   | 102865.562   -  102968.249  | 25 - 35 | 2.40e+02  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102865.506   -  102968.249  |  9 - 11 | 2.40e+02  | C+   |    |
       |                                          |              | 102865.547   -  102968.249  |  7 - 9  | 2.00e+02  | C+   |    |
       |                                          |              | 102865.606   -  102968.249  |  5 - 7  | 1.64e+02  | C+   |    |
       |                                          |              | 102865.655   -  102968.249  |  3 - 5  | 1.34e+02  | C+   |    |
       |                                          |              | 102865.679   -  102968.249  |  1 - 3  | 1.12e+02  | C+   |    |
       |                                          |              | 102865.506   -  102968.249  |  9 - 9  | 4.00e+01  | C+   |    |
       |                                          |              | 102865.547   -  102968.249  |  7 - 7  | 7.20e+01  | C+   |    |
       |                                          |              | 102865.606   -  102968.249  |  5 - 5  | 9.58e+01  | C+   |    |
       |                                          |              | 102865.655   -  102968.249  |  3 - 3  | 1.12e+02  | C+   |    |
       |                                          |              | 102865.506   -  102968.249  |  9 - 7  | 3.43e+00  | C+   |    |
       |                                          |              | 102865.547   -  102968.249  |  7 - 5  | 9.60e+00  | C+   |    |
       |                                          |              | 102865.606   -  102968.249  |  5 - 3  | 1.60e+01  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   165 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).5p      |   5D* - 5P   | 102865.562   -  103626.273  | 25 - 15 | 2.02e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102865.506   -  103626.611  |  9 - 7  | 1.56e+05  | C+   |    |
       |                                          |              | 102865.547   -  103626.111  |  7 - 5  | 1.13e+05  | C+   |    |
       |                                          |              | 102865.606   -  103625.754  |  5 - 3  | 7.04e+04  | C+   |    |
       |                                          |              | 102865.547   -  103626.611  |  7 - 7  | 4.04e+04  | C+   |    |
       |                                          |              | 102865.606   -  103626.111  |  5 - 5  | 7.05e+04  | C+   |    |
       |                                          |              | 102865.655   -  103625.754  |  3 - 3  | 9.06e+04  | C+   |    |
       |                                          |              | 102865.606   -  103626.611  |  5 - 7  | 5.77e+03  | C+   |    |
       |                                          |              | 102865.655   -  103626.111  |  3 - 5  | 1.81e+04  | C+   |    |
       |                                          |              | 102865.679   -  103625.754  |  1 - 3  | 4.02e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   166 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).5f      |   5D* - 5F   | 102865.562   -  105441.645  | 25 - 35 | 2.68e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102865.506   -  105441.645  |  9 - 11 | 2.68e+06  | C+   |    |
       |                                          |              | 102865.547   -  105441.645  |  7 - 9  | 2.24e+06  | C+   |    |
       |                                          |              | 102865.606   -  105441.645  |  5 - 7  | 1.84e+06  | C+   |    |
       |                                          |              | 102865.655   -  105441.645  |  3 - 5  | 1.50e+06  | C+   |    |
       |                                          |              | 102865.679   -  105441.645  |  1 - 3  | 1.25e+06  | C+   |    |
       |                                          |              | 102865.506   -  105441.645  |  9 - 9  | 4.47e+05  | C+   |    |
       |                                          |              | 102865.547   -  105441.645  |  7 - 7  | 8.05e+05  | C+   |    |
       |                                          |              | 102865.606   -  105441.645  |  5 - 5  | 1.07e+06  | C+   |    |
       |                                          |              | 102865.655   -  105441.645  |  3 - 3  | 1.25e+06  | C+   |    |
       |                                          |              | 102865.506   -  105441.645  |  9 - 7  | 3.83e+04  | C+   |    |
       |                                          |              | 102865.547   -  105441.645  |  7 - 5  | 1.07e+05  | C+   |    |
       |                                          |              | 102865.606   -  105441.645  |  5 - 3  | 1.79e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   167 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).6p      |   5D* - 5P   | 102865.562   -  105788.684  | 25 - 15 | 1.35e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102865.506   -  105788.856  |  9 - 7  | 1.04e+04  | C+   |    |
       |                                          |              | 102865.547   -  105788.595  |  7 - 5  | 7.57e+03  | C+   |    |
       |                                          |              | 102865.606   -  105788.431  |  5 - 3  | 4.73e+03  | C+   |    |
       |                                          |              | 102865.547   -  105788.856  |  7 - 7  | 2.71e+03  | C+   |    |
       |                                          |              | 102865.606   -  105788.595  |  5 - 5  | 4.73e+03  | C+   |    |
       |                                          |              | 102865.655   -  105788.431  |  3 - 3  | 6.08e+03  | C+   |    |
       |                                          |              | 102865.606   -  105788.856  |  5 - 7  | 3.86e+02  | C+   |    |
       |                                          |              | 102865.655   -  105788.595  |  3 - 5  | 1.22e+03  | C+   |    |
       |                                          |              | 102865.679   -  105788.431  |  1 - 3  | 2.70e+03  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   168 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).6f      |   5D* - 5F   | 102865.562   -  106785.16   | 25 - 35 | 1.37e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102865.506   -  106785.160  |  9 - 11 | 1.37e+06  | C+   |    |
       |                                          |              | 102865.547   -  106785.160  |  7 - 9  | 1.14e+06  | C+   |    |
       |                                          |              | 102865.606   -  106785.160  |  5 - 7  | 9.37e+05  | C+   |    |
       |                                          |              | 102865.655   -  106785.160  |  3 - 5  | 7.65e+05  | C+   |    |
       |                                          |              | 102865.679   -  106785.160  |  1 - 3  | 6.37e+05  | C+   |    |
       |                                          |              | 102865.506   -  106785.160  |  9 - 9  | 2.28e+05  | C+   |    |
       |                                          |              | 102865.547   -  106785.160  |  7 - 7  | 4.10e+05  | C+   |    |
       |                                          |              | 102865.606   -  106785.160  |  5 - 5  | 5.46e+05  | C+   |    |
       |                                          |              | 102865.655   -  106785.160  |  3 - 3  | 6.37e+05  | C+   |    |
       |                                          |              | 102865.506   -  106785.160  |  9 - 7  | 1.95e+04  | C+   |    |
       |                                          |              | 102865.547   -  106785.160  |  7 - 5  | 5.46e+04  | C+   |    |
       |                                          |              | 102865.606   -  106785.160  |  5 - 3  | 9.11e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   169 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).7f      |   5D* - 5F   | 102865.562   -  107595.14   | 25 - 35 | 7.88e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102865.506   -  107595.140  |  9 - 11 | 7.88e+05  | C+   |    |
       |                                          |              | 102865.547   -  107595.140  |  7 - 9  | 6.57e+05  | C+   |    |
       |                                          |              | 102865.606   -  107595.140  |  5 - 7  | 5.40e+05  | C+   |    |
       |                                          |              | 102865.655   -  107595.140  |  3 - 5  | 4.41e+05  | C+   |    |
       |                                          |              | 102865.679   -  107595.140  |  1 - 3  | 3.68e+05  | C+   |    |
       |                                          |              | 102865.506   -  107595.140  |  9 - 9  | 1.31e+05  | C+   |    |
       |                                          |              | 102865.547   -  107595.140  |  7 - 7  | 2.36e+05  | C+   |    |
       |                                          |              | 102865.606   -  107595.140  |  5 - 5  | 3.15e+05  | C+   |    |
       |                                          |              | 102865.655   -  107595.140  |  3 - 3  | 3.68e+05  | C+   |    |
       |                                          |              | 102865.506   -  107595.140  |  9 - 7  | 1.13e+04  | C+   |    |
       |                                          |              | 102865.547   -  107595.140  |  7 - 5  | 3.15e+04  | C+   |    |
       |                                          |              | 102865.606   -  107595.140  |  5 - 3  | 5.25e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   170 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).4f      |   3D* - 3F   | 102908.42    -  102968.343  | 15 - 21 | 4.68e+01  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102908.374   -  102968.343  |  7 - 9  | 4.69e+01  | C+   |    |
       |                                          |              | 102908.443   -  102968.343  |  5 - 7  | 4.15e+01  | C+   |    |
       |                                          |              | 102908.489   -  102968.343  |  3 - 5  | 3.92e+01  | C+   |    |
       |                                          |              | 102908.374   -  102968.343  |  7 - 7  | 5.23e+00  | C+   |    |
       |                                          |              | 102908.443   -  102968.343  |  5 - 5  | 7.29e+00  | C+   |    |
       |                                          |              | 102908.374   -  102968.343  |  7 - 5  | 2.06e-01  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   171 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).5p      |   3D* - 3P   |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102908.374   -  103869.968  |  7 - 5  | 3.06e+05  | C+   |    |
       |                                          |              | 102908.443   -  103870.028  |  5 - 3  | 2.73e+05  | C+   |    |
       |                                          |              | 102908.489   -  103870.252  |  3 - 1  | 3.64e+05  | C+   |    |
       |                                          |              | 102908.443   -  103869.968  |  5 - 5  | 5.46e+04  | C+   |    |
       |                                          |              | 102908.489   -  103870.028  |  3 - 3  | 9.09e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   172 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).5f      |   3D* - 3F   | 102908.42    -  105441.724  | 15 - 21 | 2.72e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102908.374   -  105441.724  |  7 - 9  | 2.72e+06  | C+   |    |
       |                                          |              | 102908.443   -  105441.724  |  5 - 7  | 2.42e+06  | C+   |    |
       |                                          |              | 102908.489   -  105441.724  |  3 - 5  | 2.29e+06  | C+   |    |
       |                                          |              | 102908.374   -  105441.724  |  7 - 7  | 3.03e+05  | C+   |    |
       |                                          |              | 102908.443   -  105441.724  |  5 - 5  | 4.25e+05  | C+   |    |
       |                                          |              | 102908.374   -  105441.724  |  7 - 5  | 1.20e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   173 | 2s2.2p3.(4S*).4d - 2s2.2p3.(4S*).6p      |   3D* - 3P   |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              | 102908.374   -  105912.031  |  7 - 5  | 5.70e+04  | C+   |    |
