# eta f fd fdd g gd y p T rho u
4.849699 3.677989 0.999964 0.000317 1.000571 -0.004608 0.002888 1013.000000 300.171433 0.011755 1389.949404
4.859719 3.688009 0.999967 0.000305 1.000526 -0.004489 0.002893 1013.000000 300.157761 0.011755 1389.953733
4.869739 3.698028 0.999970 0.000294 1.000481 -0.004373 0.002898 1013.000000 300.144442 0.011756 1389.957905
4.879760 3.708048 0.999973 0.000283 1.000438 -0.004259 0.002902 1013.000000 300.131470 0.011756 1389.961924
4.889780 3.718068 0.999975 0.000273 1.000396 -0.004148 0.002907 1013.000000 300.118836 0.011757 1389.965798
4.899800 3.728088 0.999978 0.000263 1.000355 -0.004039 0.002912 1013.000000 300.106531 0.011757 1389.969529
4.909820 3.738108 0.999981 0.000253 1.000315 -0.003933 0.002917 1013.000000 300.094549 0.011758 1389.973124
4.919840 3.748128 0.999983 0.000244 1.000276 -0.003830 0.002921 1013.000000 300.082881 0.011758 1389.976586
4.929860 3.758147 0.999986 0.000235 1.000238 -0.003729 0.002926 1013.000000 300.071520 0.011758 1389.979921
4.939880 3.768167 0.999988 0.000226 1.000202 -0.003630 0.002931 1013.000000 300.060460 0.011759 1389.983132
4.949900 3.778187 0.999990 0.000218 1.000166 -0.003534 0.002936 1013.000000 300.049692 0.011759 1389.986225
4.959920 3.788207 0.999992 0.000210 1.000131 -0.003440 0.002940 1013.000000 300.039209 0.011760 1389.989202
4.969940 3.798227 0.999994 0.000202 1.000097 -0.003349 0.002945 1013.000000 300.029005 0.011760 1389.992069
4.979960 3.808247 0.999996 0.000194 1.000064 -0.003259 0.002950 1013.000000 300.019074 0.011761 1389.994828
4.989980 3.818267 0.999998 0.000187 1.000031 -0.003172 0.002955 1013.000000 300.009408 0.011761 1389.997484
5.000000 3.828287 1.000000 0.000180 1.000000 -0.003087 0.002959 1013.000000 300.000001 0.011761 1390.000041
