-------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |        Ei           Ek        | gi   gk |    Aki    | Acc. |Type|
  No.  |                                         |                |      (cm-1)       (cm-1)      |         |    s^-1   |      |    |
       |                                         |                |                               |         |           |      |    |
-------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                |                               |         |           |      |    |
  1142 |                                         |    2F  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202155.9425   -  205079.1331  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1143 |                                         |    2F  - 2[5]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 201608.9017   -  205104.4297  |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1144 |    3s2.3p4.(3P).5d - 3s2.3p4.(3P<1>).5f |    2F  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202155.9425   -  206120.3769  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1145 |                                         |    2F  - 2[4]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 201608.9017   -  206149.0242  |  8 - 8  |           |      |    |
       |                                         |                | 201608.9017   -  206132.7924  |  8 - 10 |           |      |    |
       |                                         |                | 202155.9425   -  206149.0242  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1146 |                                         |    2F  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 201608.9017   -  206245.6390  |  8 - 8  |           |      |    |
       |                                         |                | 202155.9425   -  206245.6390  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1147 |    3s2.3p4.(3P).5d - 3s2.3p4.(3P<0>).5f |    2F  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202155.9425   -  206631.7185  |  6 - 6  |           |      |    |
       |                                         |                | 202155.9425   -  206623.9138  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1148 |    3s2.3p4.(3P).5d - 3s2.3p4.(1D<2>).4f |    2F  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202155.9425   -  208921.2645  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1149 |    3s2.3p4.(3P).5d - 3s2.3p4.(3P<2>).6f |    2F  - 2[4]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 201608.9017   -  210447.1140  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1150 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    4P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202253.6552   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                | 202149.1571   -  207095.2846  |  6 - 6  |           |      |    |
       |                                         |                | 202420.5754   -  207277.3869  |  2 - 4  |           |      |    |
       |                                         |                | 202253.6552   -  207095.2846  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1151 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    4P* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202253.6552   -  208011.8628  |  4 - 4  |           |      |    |
       |                                         |                | 202149.1571   -  207746.4757  |  6 - 6  |           |      |    |
       |                                         |                | 202149.1571   -  207694.4965  |  6 - 8  |           |      |    |
       |                                         |                | 202253.6552   -  207746.4757  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1152 |                                         |    4P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202420.5754   -  208481.7065  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1153 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).8d    |    4P* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202149.1571   -  214812.44    |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1154 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    4D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202467.1718   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                | 202544.4050   -  207277.3869  |  6 - 4  |           |      |    |
       |                                         |                | 202429.8993   -  207095.2846  |  8 - 6  |           |      |    |
       |                                         |                | 202467.1718   -  207095.2846  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1155 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    4D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202467.1718   -  208011.8628  |  4 - 4  |           |      |    |
       |                                         |                | 202429.8993   -  207746.4757  |  8 - 6  |           |      |    |
       |                                         |                | 202467.1718   -  207746.4757  |  4 - 6  |           |      |    |
       |                                         |                | 202429.8993   -  207694.4965  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1156 |                                         |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202544.4050   -  208673.3904  |  6 - 6  |           |      |    |
       |                                         |                | 202544.4050   -  208143.0731  |  6 - 8  |           |      |    |
       |                                         |                | 202429.8993   -  207936.9137  |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1157 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7d    |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 202544.4050   -  212342.380   |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1158 |    3s2.3p4.(1D).5p - 3s2.3p4.(3P).7s    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203594.3546   -  208329.1101  |  2 - 2  |           |      |    |
       |                                         |                | 203007.8061   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1159 |                                         |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203594.3546   -  208249.7978  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1160 |    3s2.3p4.(1D).5p - 3s2.3p4.(3P).6d    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203007.8061   -  208695.1309  |  4 - 4  |           |      |    |
       |                                         |                | 203007.8061   -  208481.7065  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1161 |                                         |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203594.3546   -  209413.5184  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1162 |                                         |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203594.3546   -  209597.4982  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1163 |                                         |    2F* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203151.2627   -  207694.4965  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1164 |    3s2.3p4.(1D).5p - 3s2.3p4.(1D).6s    |    2F* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203151.2627   -  212932.3602  |  6 - 4  |           |      |    |
       |                                         |                | 203197.5711   -  212933.6439  |  8 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1165 |    3s2.3p4.(1D).5p - 3s2.3p4.(1D).5d    |    2F* - 2G    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203151.2627   -  214184.8519  |  6 - 8  |           |      |    |
       |                                         |                | 203197.5711   -  214189.4823  |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1166 |                                         |    2F* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203151.2627   -  214667.52    |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1167 |                                         |    2F* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203151.2627   -  214911.3656  |  6 - 6  |           |      |    |
       |                                         |                | 203197.5711   -  214832.2625  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1168 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203345.0332   -  208329.1101  |  4 - 2  |           |      |    |
       |                                         |                | 203345.0332   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1169 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    2D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203345.0332   -  208673.3904  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1170 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    2D* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203345.0332   -  208249.7978  |  4 - 4  |           |      |    |
       |                                         |                | 203501.8810   -  208249.7978  |  6 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1171 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203345.0332   -  209198.6869  |  4 - 6  |           |      |    |
       |                                         |                | 203345.0332   -  208695.1309  |  4 - 4  |           |      |    |
       |                                         |                | 203345.0332   -  208481.7065  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1172 |                                         |    2D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203501.8810   -  209377.2099  |  6 - 6  |           |      |    |
       |                                         |                | 203501.8810   -  209015.7090  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1173 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203730.9181   -  208329.1101  |  4 - 2  |           |      |    |
       |                                         |                | 203786.7024   -  208329.1101  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1174 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    2P* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203786.7024   -  209268.3541  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1175 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203786.7024   -  208765.8367  |  2 - 2  |           |      |    |
       |                                         |                | 203730.9181   -  208249.7978  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1176 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203730.9181   -  209198.6869  |  4 - 6  |           |      |    |
       |                                         |                | 203730.9181   -  208695.1309  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1177 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    4S* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203918.1752   -  208329.1101  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1178 |                                         |    4S* - 2P    | 203918.1752   -  208421.8108  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203918.1752   -  208765.8367  |  4 - 2  |           |      |    |
       |                                         |                | 203918.1752   -  208249.7978  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1179 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).6d    |    4S* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203918.1752   -  209198.6869  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1180 |                                         |    4S* - 2F    | 203918.1752   -  209377.2099  |  4 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203918.1752   -  209377.2099  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1181 |                                         |    4S* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 203918.1752   -  210125.7255  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1182 |    3s2.3p4.(1D).5p - 3s2.3p4.(3P<2>).6g |    2D* - 2[2]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204113.7598   -  210658.7338  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1183 |    3s2.3p4.(1D).5p - 3s2.3p4.(1D).6s    |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204113.7598   -  212932.3602  |  4 - 4  |           |      |    |
       |                                         |                | 204134.0653   -  212933.6439  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1184 |    3s2.3p4.(1D).5p - 3s2.3p4.(1D).5d    |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204134.0653   -  214667.52    |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1185 |                                         |    2D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204113.7598   -  214911.3656  |  4 - 6  |           |      |    |
       |                                         |                | 204134.0653   -  214832.2625  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1186 |    3s2.3p4.(3P).5d - 3s2.3p4.(1D<2>).4f |    2D  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204417.2985   -  208592.2016  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1187 |                                         |    2D  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204417.2985   -  208921.2645  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1188 |    3s2.3p4.(3P).5d - 3s2.3p4.(3P<2>).6f |    2D  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204417.2985   -  210527.119   |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1189 |    3s2.3p4.(3P).5d - 3s2.3p4.(1D<2>).4f |    2P  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204515.050    -  208591.8039  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1190 |    3s2.3p4.(3P).5d - 3s2.3p4.(3P<2>).6f |    2P  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204515.050    -  210584.91    |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1191 |    3s2.3p4.(3P).5d - 3s2.3p4.(3P<1>).6f |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205221.512    -  211669.17    |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1192 |    3s2.3p4.(3P).6p - 3s2.3p4.(3P).7s    |    2S* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204929.4477   -  208329.1101  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1193 |                                         |    2S* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204929.4477   -  208765.8367  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1194 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P).6d    |  2[4]* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204951.1273   -  207746.4757  |  8 - 6  |           |      |    |
       |                                         |                | 204937.8473   -  207694.4965  | 10 - 8  |           |      |    |
       |                                         |                | 204951.1273   -  207694.4965  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1195 |                                         |  2[4]* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204937.8473   -  207936.9137  | 10 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1196 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P<2>).6g |  2[4]* - 2[5]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204937.8473   -  210607.6278  | 10 - 12 |           |      |    |
       |                                         |                | 204951.1273   -  210607.7571  |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1197 |                                         |  2[4]* - 2[4]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204937.8473   -  210609.378   | 10 - 10 |           |      |    |
       |                                         |                | 204951.1273   -  210609.378   |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1198 |                                         |  2[4]* - 2[3]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204951.1273   -  210630.181   |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1199 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P).7d    |  2[4]* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204937.8473   -  212224.389   | 10 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1200 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P).6d    |  2[3]* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204977.6464   -  207746.4757  |  6 - 6  |           |      |    |
       |                                         |                | 204977.6464   -  207694.4965  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1201 |                                         |  2[3]* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204996.1739   -  208673.3904  |  8 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1202 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P<2>).6g |  2[3]* - 2[5]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204996.1739   -  210607.7571  |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1203 |                                         |  2[3]* - 2[4]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204977.6464   -  210609.4258  |  6 - 8  |           |      |    |
       |                                         |                | 204996.1739   -  210609.378   |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1204 |                                         |  2[3]* - 2[3]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 204977.6464   -  210630.117   |  6 - 6  |           |      |    |
       |                                         |                | 204996.1739   -  210630.181   |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1205 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P).6d    |  2[2]* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205056.3109   -  208011.8628  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1206 |                                         |  2[2]* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205079.1331   -  208695.1309  |  6 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1207 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P<2>).6g |  2[2]* - 2[3]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205056.3109   -  210630.117   |  4 - 6  |           |      |    |
       |                                         |                | 205079.1331   -  210630.181   |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1208 |                                         |  2[2]* - 2[2]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205056.3109   -  210658.602   |  4 - 4  |           |      |    |
       |                                         |                | 205079.1331   -  210658.7338  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1209 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P).6d    |  2[5]* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205104.4297   -  208143.0731  | 10 - 8  |           |      |    |
       |                                         |                | 205100.5847   -  207936.9137  | 12 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1210 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P<2>).6g |  2[5]* - 2[5]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205104.4297   -  210607.7571  | 10 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1211 |                                         |  2[5]* - 2[6]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205100.5847   -  210642.7273  | 12 - 12 |           |      |    |
       |                                         |                | 205104.4297   -  210642.7273  | 10 - 12 |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1212 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P).6d    |  2[1]* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205180.4124   -  208011.8628  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1213 |                                         |  2[1]* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 205194.0978   -  208481.7065  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
  1214 | 3s2.3p4.(3P<2>).5f - 3s2.3p4.(3P<2>).6g |  2[1]* - 2[3]  |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
