---------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |         Ei           Ek         | gi   gk |    Aki    | Acc. |Type|
  No.  |                                         |                |       (cm-1)       (cm-1)       |         |    s^-1   |      |    |
       |                                         |                |                                 |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 228747.45      -  276075.32     |  8 - 6  | 2.15e+06  | D    |    |
       |                                         |                | 228723.84      -  275983.95     |  6 - 4  | 2.25e+06  | D    |    |
       |                                         |                | 228723.84      -  276075.32     |  6 - 6  | 1.08e+05  | E    |    |
       |                                         |                |                                 |         |           |      |    |
   235 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).5s    |    2F* - 2D    | 228737.33      -  278144.5      | 14 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 228723.84      -  278144.33     |  6 - 4  |           |      |    |
       |                                         |                | 228723.84      -  278144.62     |  6 - 6  |           |      |    |
       |                                         |                | 228747.45      -  278144.62     |  8 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   236 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).6s    |    2F* - 2D    | 228737.33      -  287046.5      | 14 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 228723.84      -  287047.1      |  6 - 6  |           |      |    |
       |                                         |                | 228723.84      -  287045.6      |  6 - 4  |           |      |    |
       |                                         |                | 228747.45      -  287047.1      |  8 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   237 |    2s2.2p2.(1D).3p - 2s2.2p2.(3P).3d    |    2D* - 4D    |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  232753.816    |  6 - 8  | 1.44e+03  | C    |    |
       |                                         |                | 229968.44      -  232747.562    |  4 - 6  | 5.49e+03  | C    |    |
       |                                         |                | 229947.07      -  232747.562    |  6 - 6  | 3.21e+02  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   238 |                                         |    2D* - 2F    | 229955.62      -  232889.391    | 10 - 14 | 3.38e+04  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  232959.210    |  6 - 8  | 3.98e+04  | D    |    |
       |                                         |                | 229968.44      -  232796.298    |  4 - 6  | 2.44e+04  | D    |    |
       |                                         |                | 229947.07      -  232796.298    |  6 - 6  | 1.46e+03  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   239 |                                         |    2D* - 2D    | 229955.62      -  234433.899    | 10 - 10 | 4.68e+04  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  234454.634    |  6 - 6  | 4.64e+04  | C+   |    |
       |                                         |                | 229968.44      -  234402.797    |  4 - 4  | 3.92e+04  | C+   |    |
       |                                         |                | 229947.07      -  234402.797    |  6 - 4  | 4.96e+03  | C+   |    |
       |                                         |                | 229968.44      -  234454.634    |  4 - 6  | 2.23e+03  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   240 |    2s2.2p2.(1D).3p - 2s2.2p2.(3P).4s    |    2D* - 2P    | 229955.62      -  240454.9      | 10 - 6  | 4.10e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  240517.35     |  6 - 4  | 3.77e+06  | C+   |    |
       |                                         |                | 229968.44      -  240517.35     |  4 - 4  | 4.16e+05  | C+   |    |
       |                                         |                | 229968.44      -  240330.01     |  4 - 2  | 3.94e+06  | C+   |    |
       |                                         |                |                                 |         |           |      |    |
   241 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).3d    |    2D* - 2F    | 229955.62      -  251223.3      | 10 - 14 | 9.87e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  251224.79     |  6 - 6  | 6.59e+06  | D    |    |
       |                                         |                | 229947.07      -  251222.19     |  6 - 8  | 9.88e+07  | D    |    |
       |                                         |                | 229968.44      -  251224.79     |  4 - 6  | 9.20e+07  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   242 |                                         |    2D* - 2D    | 229955.62      -  253047.99     | 10 - 10 | 7.23e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  253048.82     |  6 - 6  | 6.76e+07  | D    |    |
       |                                         |                | 229947.07      -  253046.74     |  6 - 4  | 7.24e+06  | D    |    |
       |                                         |                | 229968.44      -  253048.82     |  4 - 6  | 4.82e+06  | D    |    |
       |                                         |                | 229968.44      -  253046.74     |  4 - 4  | 6.50e+07  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   243 |                                         |    2D* - 2P    | 229955.62      -  253791.6      | 10 - 6  | 3.56e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  253792.40     |  6 - 4  | 3.21e+07  | D    |    |
       |                                         |                | 229968.44      -  253792.40     |  4 - 4  | 3.56e+06  | D    |    |
       |                                         |                | 229968.44      -  253789.99     |  4 - 2  | 3.56e+07  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   244 |    2s2.2p2.(1D).3p - 2s2.2p2.(3P).4d    |    2D* - 2P    | 229955.62      -  255209.7      | 10 - 6  | 9.73e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  255173.58     |  6 - 4  | 8.73e+06  | D    |    |
       |                                         |                | 229968.44      -  255281.93     |  4 - 2  | 9.80e+06  | D    |    |
       |                                         |                | 229968.44      -  255173.58     |  4 - 4  | 9.67e+05  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   245 |                                         |    2D* - 2F    | 229955.62      -  255395.82     | 10 - 14 | 7.57e+05  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  255466.10     |  6 - 8  | 7.64e+05  | D    |    |
       |                                         |                | 229947.07      -  255302.11     |  6 - 6  | 5.00e+04  | E    |    |
       |                                         |                | 229968.44      -  255302.11     |  4 - 6  | 6.98e+05  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   246 |                                         |    2D* - 2D    | 229955.62      -  255875.72     | 10 - 10 | 3.18e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  255897.59     |  6 - 6  | 2.98e+06  | D    |    |
       |                                         |                | 229968.44      -  255897.59     |  4 - 6  | 2.12e+05  | D    |    |
       |                                         |                | 229947.07      -  255842.91     |  6 - 4  | 3.17e+05  | D    |    |
       |                                         |                | 229968.44      -  255842.91     |  4 - 4  | 2.85e+06  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   247 |    2s2.2p2.(1D).3p - 2s2.2p2.(3P).5s    |    2D* - 4P    |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229968.44      -  257695.74     |  4 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   248 |                                         |    2D* - 2P    | 229955.62      -  258541.32     | 10 - 6  | 2.25e+05  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  258606.35     |  6 - 4  | 2.04e+05  | D    |    |
       |                                         |                | 229968.44      -  258606.35     |  4 - 4  | 2.26e+04  | E    |    |
       |                                         |                | 229968.44      -  258411.26     |  4 - 2  | 2.22e+05  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   249 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).4s    |    2D* - 2D    | 229955.62      -  259287.79     | 10 - 10 | 1.09e+08  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  259288.07     |  6 - 4  | 1.09e+07  | C    |    |
       |                                         |                | 229947.07      -  259287.61     |  6 - 6  | 1.02e+08  | C    |    |
       |                                         |                | 229968.44      -  259288.07     |  4 - 4  | 9.77e+07  | C    |    |
       |                                         |                | 229968.44      -  259287.61     |  4 - 6  | 7.24e+06  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   250 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).4d    |    2D* - 2F    | 229955.62      -  274764        | 10 - 14 | 6.35e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  274781.5      |  6 - 8  | 6.36e+06  | D    |    |
       |                                         |                | 229968.44      -  274740.7      |  4 - 6  | 5.91e+06  | D    |    |
       |                                         |                | 229947.07      -  274740.7      |  6 - 6  | 4.23e+05  | E    |    |
       |                                         |                |                                 |         |           |      |    |
   251 |                                         |    2D* - 2D    | 229955.62      -  274923.2      | 10 - 10 | 3.27e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  274928.0      |  6 - 6  | 3.06e+06  | D    |    |
       |                                         |                | 229968.44      -  274916.0      |  4 - 4  | 2.94e+06  | D    |    |
       |                                         |                | 229947.07      -  274916.0      |  6 - 4  | 3.27e+05  | E    |    |
       |                                         |                | 229968.44      -  274928.0      |  4 - 6  | 2.18e+05  | E    |    |
       |                                         |                |                                 |         |           |      |    |
   252 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).5s    |    2D* - 2D    | 229955.62      -  278144.5      | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  278144.62     |  6 - 6  |           |      |    |
       |                                         |                | 229947.07      -  278144.33     |  6 - 4  |           |      |    |
       |                                         |                | 229968.44      -  278144.62     |  4 - 6  |           |      |    |
       |                                         |                | 229968.44      -  278144.33     |  4 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   253 |    2s2.2p2.(1D).3p - 2s2.2p2.(1D).6s    |    2D* - 2D    | 229955.62      -  287046.5      | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 229947.07      -  287047.1      |  6 - 6  |           |      |    |
       |                                         |                | 229947.07      -  287045.6      |  6 - 4  |           |      |    |
       |                                         |                | 229968.44      -  287047.1      |  4 - 6  |           |      |    |
       |                                         |                | 229968.44      -  287045.6      |  4 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   254 |    2s2.2p2.(1S).3s - 2s2.2p2.(1D).3p    |    2S  - 2P*   | 230609.45      -  232511.54     |  2 - 6  | 1.04e+03  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 230609.45      -  232527.09     |  2 - 4  | 1.06e+03  | B    |    |
       |                                         |                | 230609.45      -  232480.44     |  2 - 2  | 9.86e+02  | B    |    |
       |                                         |                |                                 |         |           |      |    |
   255 |    2s2.2p2.(1S).3s - 2s2.2p2.(3P).4p    |    2S  - 2P*   | 230609.45      -  248485.67     |  2 - 6  | 2.16e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 230609.45      -  248515.30     |  2 - 4  | 2.17e+06  | D    |    |
       |                                         |                | 230609.45      -  248426.41     |  2 - 2  | 2.14e+06  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   256 |    2s2.2p2.(1S).3s - 2s2.2p2.(1S).3p    |    2S  - 2P*   | 230609.45      -  252991.34     |  2 - 6  | 9.00e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 230609.45      -  252993.39     |  2 - 4  | 9.00e+07  | C+   |    |
       |                                         |                | 230609.45      -  252987.23     |  2 - 2  | 9.00e+07  | C+   |    |
       |                                         |                |                                 |         |           |      |    |
   257 |    2s2.2p2.(1S).3s - 2s2.2p2.(3P).5p    |    2S  - 2P*   | 230609.45      -  262340.97     |  2 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 230609.45      -  262368.05     |  2 - 4  |           |      |    |
       |                                         |                | 230609.45      -  262286.82     |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   258 |    2s2.2p2.(1S).3s - 2s2.2p2.(1S).4p    |    2S  - 2P*   | 230609.45      -  289997.1      |  2 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 230609.45      -  290000.3      |  2 - 4  |           |      |    |
       |                                         |                | 230609.45      -  289990.7      |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   259 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p    |    4F  - 4D*   | 231428.973     -  245922.86     | 28 - 20 | 3.05e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  246029.295    |  6 - 8  | 1.64e+05  | D    |    |
       |                                         |                | 231296.126     -  245903.224    |  4 - 6  | 2.97e+05  | D    |    |
       |                                         |                | 231427.970     -  246029.295    |  8 - 8  | 3.17e+06  | C    |    |
       |                                         |                | 231350.087     -  245903.224    |  6 - 6  | 5.35e+06  | C    |    |
       |                                         |                | 231296.126     -  245816.70     |  4 - 4  | 6.12e+06  | C    |    |
       |                                         |                | 231530.246     -  246029.295    | 10 - 8  | 2.72e+07  | C    |    |
       |                                         |                | 231427.970     -  245903.224    |  8 - 6  | 2.48e+07  | C    |    |
       |                                         |                | 231296.126     -  245768.37     |  4 - 2  | 3.03e+07  | C    |    |
       |                                         |                | 231350.087     -  245816.70     |  6 - 4  | 2.43e+07  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   260 |                                         |    4F  - 4P*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231427.970     -  246455.629    |  8 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   261 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f D  |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  255689.939    |  4 - 6  |           |      |    |
       |                                         |                | 231350.087     -  255691.346    |  6 - 8  |           |      |    |
       |                                         |                | 231350.087     -  255689.939    |  6 - 6  |           |      |    |
       |                                         |                | 231427.970     -  255691.346    |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   262 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f G  |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  255756.131    |  4 - 6  |           |      |    |
       |                                         |                | 231350.087     -  255759.384    |  6 - 8  |           |      |    |
       |                                         |                | 231350.087     -  255756.131    |  6 - 6  |           |      |    |
       |                                         |                | 231427.970     -  255759.384    |  8 - 8  |           |      |    |
       |                                         |                | 231427.970     -  255756.131    |  8 - 6  |           |      |    |
       |                                         |                | 231530.246     -  255759.384    | 10 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   263 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f D  |    4F  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  255812.728    |  4 - 4  |           |      |    |
       |                                         |                | 231350.087     -  255813.472    |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   264 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f G  |    4F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  255829.58     |  6 - 8  |           |      |    |
       |                                         |                | 231427.970     -  255829.58     |  8 - 8  |           |      |    |
       |                                         |                | 231427.970     -  255827.657    |  8 - 10 |           |      |    |
       |                                         |                | 231530.246     -  255829.58     | 10 - 8  |           |      |    |
       |                                         |                | 231530.246     -  255827.657    | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   265 |                                         |    4F  - 2[5]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231427.970     -  255983.584    |  8 - 10 |           |      |    |
       |                                         |                | 231530.246     -  255983.584    | 10 - 10 |           |      |    |
       |                                         |                | 231530.246     -  255977.481    | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   266 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f F  |    4F  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  256087.746    |  4 - 6  |           |      |    |
       |                                         |                | 231296.126     -  256083.604    |  4 - 4  |           |      |    |
       |                                         |                | 231350.087     -  256087.746    |  6 - 6  |           |      |    |
       |                                         |                | 231350.087     -  256083.604    |  6 - 4  |           |      |    |
       |                                         |                | 231427.970     -  256087.746    |  8 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   267 |                                         |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  256125.785    |  4 - 6  |           |      |    |
       |                                         |                | 231350.087     -  256125.785    |  6 - 6  |           |      |    |
       |                                         |                | 231350.087     -  256123.231    |  6 - 8  |           |      |    |
       |                                         |                | 231427.970     -  256125.785    |  8 - 6  |           |      |    |
       |                                         |                | 231427.970     -  256123.231    |  8 - 8  |           |      |    |
       |                                         |                | 231530.246     -  256123.231    | 10 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   268 |                                         |    4F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  256143.187    |  6 - 8  |           |      |    |
       |                                         |                | 231427.970     -  256143.187    |  8 - 8  |           |      |    |
       |                                         |                | 231427.970     -  256136.036    |  8 - 10 |           |      |    |
       |                                         |                | 231530.246     -  256143.187    | 10 - 8  |           |      |    |
       |                                         |                | 231530.246     -  256136.036    | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   269 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p    |    4F  - 4D*   | 231428.973     -  261068.37     | 28 - 20 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  261180.59     |  6 - 8  |           |      |    |
       |                                         |                | 231427.970     -  261180.59     |  8 - 8  |           |      |    |
       |                                         |                | 231296.126     -  261044.03     |  4 - 6  |           |      |    |
       |                                         |                | 231350.087     -  261044.03     |  6 - 6  |           |      |    |
       |                                         |                | 231296.126     -  260958.62     |  4 - 4  |           |      |    |
       |                                         |                | 231530.246     -  261180.59     | 10 - 8  |           |      |    |
       |                                         |                | 231427.970     -  261044.03     |  8 - 6  |           |      |    |
       |                                         |                | 231296.126     -  260911.96     |  4 - 2  |           |      |    |
       |                                         |                | 231350.087     -  260958.62     |  6 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   270 |                                         |    4F  - 2D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  261869.94     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   271 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).5f D  |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  265637.10     |  4 - 6  |           |      |    |
       |                                         |                | 231350.087     -  265638.59     |  6 - 8  |           |      |    |
       |                                         |                | 231350.087     -  265637.10     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   272 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).5f G  |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  265718.48     |  4 - 6  |           |      |    |
       |                                         |                | 231350.087     -  265720.38     |  6 - 8  |           |      |    |
       |                                         |                | 231350.087     -  265718.48     |  6 - 6  |           |      |    |
       |                                         |                | 231427.970     -  265720.38     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   273 |                                         |    4F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  265763.36     |  6 - 8  |           |      |    |
       |                                         |                | 231427.970     -  265763.36     |  8 - 8  |           |      |    |
       |                                         |                | 231427.970     -  265761.29     |  8 - 10 |           |      |    |
       |                                         |                | 231530.246     -  265761.29     | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   274 |                                         |    4F  - 2[5]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231427.970     -  265930.31     |  8 - 10 |           |      |    |
       |                                         |                | 231530.246     -  265930.31     | 10 - 10 |           |      |    |
       |                                         |                | 231530.246     -  265925.19     | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   275 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).5f F  |    4F  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231296.126     -  265957.37     |  4 - 4  |           |      |    |
       |                                         |                | 231350.087     -  265963.54     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   276 |                                         |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  265992.37     |  6 - 6  |           |      |    |
       |                                         |                | 231427.970     -  265992.37     |  8 - 6  |           |      |    |
       |                                         |                | 231427.970     -  265992.31     |  8 - 8  |           |      |    |
       |                                         |                | 231530.246     -  265992.31     | 10 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   277 |                                         |    4F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 231350.087     -  266004.90     |  6 - 8  |           |      |    |
       |                                         |                | 231427.970     -  266004.90     |  8 - 8  |           |      |    |
       |                                         |                | 231427.970     -  265999.75     |  8 - 10 |           |      |    |
       |                                         |                | 231530.246     -  266004.90     | 10 - 8  |           |      |    |
       |                                         |                | 231530.246     -  265999.75     | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   278 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p    |    4P  - 4D*   | 232510.427     -  245922.86     | 12 - 20 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 232462.724     -  246029.295    |  6 - 8  |           |      |    |
       |                                         |                | 232462.724     -  245903.224    |  6 - 6  |           |      |    |
       |                                         |                | 232535.949     -  245903.224    |  4 - 6  |           |      |    |
       |                                         |                | 232462.724     -  245816.70     |  6 - 4  |           |      |    |
       |                                         |                | 232535.949     -  245816.70     |  4 - 4  |           |      |    |
       |                                         |                | 232535.949     -  245768.37     |  4 - 2  |           |      |    |
       |                                         |                | 232602.492     -  245816.70     |  2 - 4  |           |      |    |
       |                                         |                | 232602.492     -  245768.37     |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   279 |                                         |    4P  - 4S*   | 232510.427     -  246291.822    | 12 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 232462.724     -  246291.822    |  6 - 4  |           |      |    |
       |                                         |                | 232535.949     -  246291.822    |  4 - 4  |           |      |    |
       |                                         |                | 232602.492     -  246291.822    |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   280 |                                         |    4P  - 4P*   | 232510.427     -  246442.268    | 12 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 232462.724     -  246483.317    |  6 - 4  |           |      |    |
       |                                         |                | 232462.724     -  246455.629    |  6 - 6  |           |      |    |
       |                                         |                | 232535.949     -  246483.317    |  4 - 4  |           |      |    |
       |                                         |                | 232535.949     -  246455.629    |  4 - 6  |           |      |    |
       |                                         |                | 232602.492     -  246483.317    |  2 - 4  |           |      |    |
       |                                         |                | 232535.949     -  246320.086    |  4 - 2  |           |      |    |
       |                                         |                | 232602.492     -  246320.086    |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   281 |                                         |    4P  - 2D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 232462.724     -  248186.64     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   282 |    2s2.2p2.(3P).3d - 2s.2p3.(5S*).3s    |    4P  - 4S*   | 232510.427     -  254981.55     | 12 - 4  | 2.87e+05  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 232462.724     -  254981.55     |  6 - 4  | 1.44e+05  | D    |    |
       |                                         |                | 232535.949     -  254981.55     |  4 - 4  | 9.54e+04  | D    |    |
       |                                         |                | 232602.492     -  254981.55     |  2 - 4  | 4.73e+04  | E    |    |
       |                                         |                |                                 |         |           |      |    |
   283 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f D  |    4P  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 232462.724     -  255691.346    |  6 - 8  |           |      |    |
       |                                         |                | 232462.724     -  255689.939    |  6 - 6  |           |      |    |
       |                                         |                | 232535.949     -  255689.939    |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   284 |    2s2.2p2.(3P).3d - 2s2.2p2.(3P).4f G  |    4P  - 2[3]* |                                 |         |           |      |    |
