#x(m)	y(m)	z(m)	du(m/s)	dy(m)	rho(kg/m^3)	mu(N.s/m^2)	tau_w(N/m^2)	y_plus 
4.059748e-01	6.489561e-02	0.000000	276.408827	7.861374e-05	1.487062e-01	2.566680e-05	90.245	11.220284 
4.069959e-01	6.492158e-02	0.000000	275.873502	7.864462e-05	1.484702e-01	2.565637e-05	89.999	11.204991 
4.080115e-01	6.494712e-02	0.000000	275.342610	7.867499e-05	1.482412e-01	2.564552e-05	89.753	11.190095 
4.090214e-01	6.497223e-02	0.000000	274.702722	7.870485e-05	1.480234e-01	2.563685e-05	89.480	11.172880 
4.100258e-01	6.499691e-02	0.000000	274.093868	7.873421e-05	1.477934e-01	2.562759e-05	89.216	11.155910 
4.110247e-01	6.502118e-02	0.000000	273.499817	7.876307e-05	1.475658e-01	2.561814e-05	88.957	11.139325 
4.120179e-01	6.504503e-02	0.000000	272.923576	7.879145e-05	1.473406e-01	2.560857e-05	88.705	11.123169 
4.130056e-01	6.506848e-02	0.000000	272.359763	7.881934e-05	1.471185e-01	2.559901e-05	88.457	11.107338 
4.139876e-01	6.509153e-02	0.000000	271.805109	7.884675e-05	1.469002e-01	2.558957e-05	88.214	11.091758 
4.149641e-01	6.511418e-02	0.000000	271.261622	7.887370e-05	1.466851e-01	2.558028e-05	87.975	11.076451 
4.159350e-01	6.513644e-02	0.000000	270.732665	7.890018e-05	1.464729e-01	2.557105e-05	87.743	11.061490 
4.169003e-01	6.515831e-02	0.000000	270.218909	7.892620e-05	1.462637e-01	2.556184e-05	87.516	11.046909 
4.178600e-01	6.517981e-02	0.000000	269.717976	7.895177e-05	1.460582e-01	2.555264e-05	87.294	11.032677 
4.188141e-01	6.520092e-02	0.000000	269.226438	7.897690e-05	1.458567e-01	2.554354e-05	87.076	11.018730 
4.197626e-01	6.522167e-02	0.000000	268.741787	7.900158e-05	1.456595e-01	2.553457e-05	86.862	11.005015 
4.207055e-01	6.524205e-02	0.000000	268.263442	7.902583e-05	1.454667e-01	2.552575e-05	86.650	10.991522 
4.216428e-01	6.526207e-02	0.000000	267.792709	7.904965e-05	1.452777e-01	2.551704e-05	86.443	10.978265 
4.225745e-01	6.528174e-02	0.000000	267.331898	7.907305e-05	1.450917e-01	2.550849e-05	86.240	10.965247 
4.235006e-01	6.530105e-02	0.000000	266.882968	7.909603e-05	1.449077e-01	2.550014e-05	86.042	10.952474 
4.244211e-01	6.532001e-02	0.000000	266.446702	7.911859e-05	1.447253e-01	2.549209e-05	85.849	10.939914 
4.253361e-01	6.533864e-02	0.000000	266.021864	7.914075e-05	1.445451e-01	2.548426e-05	85.662	10.927591 
4.262454e-01	6.535692e-02	0.000000	265.606884	7.916251e-05	1.443666e-01	2.547679e-05	85.480	10.915420 
4.271492e-01	6.537488e-02	0.000000	265.197916	7.918387e-05	1.441922e-01	2.546921e-05	85.300	10.903518 
4.280474e-01	6.539250e-02	0.000000	264.616899	7.920484e-05	1.440591e-01	2.546253e-05	85.068	10.889407 
4.289401e-01	6.540980e-02	0.000000	264.087932	7.922543e-05	1.439014e-01	2.545494e-05	84.851	10.875594 
4.298272e-01	6.542678e-02	0.000000	263.566339	7.924563e-05	1.437459e-01	2.544722e-05	84.636	10.862009 
4.307087e-01	6.544344e-02	0.000000	263.070265	7.926546e-05	1.435899e-01	2.543934e-05	84.429	10.848929 
4.315847e-01	6.545979e-02	0.000000	262.594341	7.928492e-05	1.434345e-01	2.543144e-05	84.230	10.836257 
4.324551e-01	6.547584e-02	0.000000	262.129755	7.930401e-05	1.432813e-01	2.542364e-05	84.035	10.823844 
4.333201e-01	6.549158e-02	0.000000	261.676220	7.932274e-05	1.431305e-01	2.541601e-05	83.844	10.811685 
4.341795e-01	6.550702e-02	0.000000	261.242463	7.934112e-05	1.429805e-01	2.540854e-05	83.661	10.799896 
4.350333e-01	6.552217e-02	0.000000	260.833683	7.935914e-05	1.428291e-01	2.540124e-05	83.488	10.788504 
4.358817e-01	6.553702e-02	0.000000	260.445597	7.937682e-05	1.426770e-01	2.539416e-05	83.322	10.777436 
4.367246e-01	6.555159e-02	0.000000	260.073138	7.939415e-05	1.425246e-01	2.538732e-05	83.162	10.766601 
4.375620e-01	6.556588e-02	0.000000	259.708548	7.941115e-05	1.423738e-01	2.538072e-05	83.006	10.755904 
4.383939e-01	6.557989e-02	0.000000	259.348871	7.942782e-05	1.422253e-01	2.537436e-05	82.853	10.745320 
4.392204e-01	6.559362e-02	0.000000	258.992722	7.944416e-05	1.420796e-01	2.536820e-05	82.702	10.734844 
4.400414e-01	6.560707e-02	0.000000	258.639899	7.946017e-05	1.419369e-01	2.536221e-05	82.553	10.724488 
4.408570e-01	6.562027e-02	0.000000	258.292149	7.947587e-05	1.417969e-01	2.535633e-05	82.407	10.714290 
4.416671e-01	6.563319e-02	0.000000	257.952337	7.949125e-05	1.416589e-01	2.535060e-05	82.264	10.704274 
4.424719e-01	6.564586e-02	0.000000	257.623277	7.950631e-05	1.415224e-01	2.534497e-05	82.125	10.694491 
4.432712e-01	6.565827e-02	0.000000	257.307538	7.952108e-05	1.413862e-01	2.533958e-05	81.992	10.684919 
4.440651e-01	6.567042e-02	0.000000	257.003853	7.953554e-05	1.412511e-01	2.533419e-05	81.863	10.675612 
4.448537e-01	6.568233e-02	0.000000	256.458663	7.954970e-05	1.411906e-01	2.532931e-05	81.659	10.663978 
4.456369e-01	6.569398e-02	0.000000	256.060496	7.956357e-05	1.410812e-01	2.532283e-05	81.497	10.653857 
4.464148e-01	6.570540e-02	0.000000	255.640233	7.957715e-05	1.409718e-01	2.531639e-05	81.328	10.643245 
4.471873e-01	6.571657e-02	0.000000	255.242099	7.959044e-05	1.408596e-01	2.530983e-05	81.167	10.632987 
4.479546e-01	6.572751e-02	0.000000	254.866490	7.960346e-05	1.407460e-01	2.530326e-05	81.013	10.623120 
4.487165e-01	6.573822e-02	0.000000	254.505157	7.961619e-05	1.406324e-01	2.529679e-05	80.865	10.613509 
4.494731e-01	6.574870e-02	0.000000	254.151287	7.962865e-05	1.405204e-01	2.529049e-05	80.720	10.604056 
4.502245e-01	6.575895e-02	0.000000	253.804335	7.964084e-05	1.404103e-01	2.528438e-05	80.578	10.594750 
4.509706e-01	6.576897e-02	0.000000	253.467443	7.965277e-05	1.403007e-01	2.527851e-05	80.440	10.585605 
4.517115e-01	6.577878e-02	0.000000	253.143182	7.966443e-05	1.401905e-01	2.527292e-05	80.308	10.576620 
4.524472e-01	6.578837e-02	0.000000	252.831224	7.967583e-05	1.400793e-01	2.526766e-05	80.181	10.567764 
4.531776e-01	6.579774e-02	0.000000	252.528892	7.968698e-05	1.399675e-01	2.526270e-05	80.058	10.559004 
4.539029e-01	6.580691e-02	0.000000	252.233080	7.969788e-05	1.398561e-01	2.525801e-05	79.938	10.550319 
4.546231e-01	6.581586e-02	0.000000	251.941619	7.970853e-05	1.397461e-01	2.525355e-05	79.821	10.541711 
4.553380e-01	6.582462e-02	0.000000	251.653504	7.971894e-05	1.396381e-01	2.524926e-05	79.706	10.533188 
4.560479e-01	6.583317e-02	0.000000	251.368352	7.972911e-05	1.395323e-01	2.524511e-05	79.592	10.524769 
4.567526e-01	6.584152e-02	0.000000	251.086172	7.973904e-05	1.394290e-01	2.524108e-05	79.480	10.516457 
4.574523e-01	6.584967e-02	0.000000	250.807167	7.974873e-05	1.393283e-01	2.523713e-05	79.370	10.508280 
4.581469e-01	6.585764e-02	0.000000	250.532600	7.975820e-05	1.392298e-01	2.523332e-05	79.262	10.500227 
4.588364e-01	6.586541e-02	0.000000	250.262791	7.976744e-05	1.391335e-01	2.522951e-05	79.155	10.492342 
4.595209e-01	6.587299e-02	0.000000	249.719757	7.977645e-05	1.391207e-01	2.522598e-05	78.963	10.481792 
4.602004e-01	6.588039e-02	0.000000	249.382880	7.978525e-05	1.390587e-01	2.522065e-05	78.832	10.474070 
4.608749e-01	6.588761e-02	0.000000	248.994752	7.979383e-05	1.389952e-01	2.521550e-05	78.684	10.465158 
4.615444e-01	6.589465e-02	0.000000	248.614514	7.980220e-05	1.389293e-01	2.521029e-05	78.540	10.456316 
4.622090e-01	6.590152e-02	0.000000	248.253106	7.981036e-05	1.388625e-01	2.520504e-05	78.401	10.447823 
4.628687e-01	6.590821e-02	0.000000	247.909387	7.981831e-05	1.387950e-01	2.519981e-05	78.269	10.439654 
4.635234e-01	6.591473e-02	0.000000	247.576612	7.982605e-05	1.387281e-01	2.519469e-05	78.140	10.431695 
4.641733e-01	6.592108e-02	0.000000	247.250327	7.983360e-05	1.386628e-01	2.518973e-05	78.014	10.423880 
4.648183e-01	6.592726e-02	0.000000	246.929009	7.984095e-05	1.385992e-01	2.518495e-05	77.891	10.416187 
4.654585e-01	6.593328e-02	0.000000	246.612280	7.984810e-05	1.385371e-01	2.518038e-05	77.770	10.408583 
4.660938e-01	6.593914e-02	0.000000	246.299154	7.985506e-05	1.384760e-01	2.517612e-05	77.651	10.401010 
4.667243e-01	6.594485e-02	0.000000	245.987425	7.986184e-05	1.384157e-01	2.517225e-05	77.535	10.393404 
4.673501e-01	6.595039e-02	0.000000	245.674703	7.986843e-05	1.383568e-01	2.516876e-05	77.419	10.385734 
4.679711e-01	6.595579e-02	0.000000	245.359167	7.987483e-05	1.383000e-01	2.516562e-05	77.304	10.377993 
4.685873e-01	6.596103e-02	0.000000	245.039788	7.988106e-05	1.382458e-01	2.516277e-05	77.188	10.370197 
4.691989e-01	6.596612e-02	0.000000	244.719732	7.988711e-05	1.381947e-01	2.516012e-05	77.073	10.362444 
4.698058e-01	6.597107e-02	0.000000	244.405259	7.989298e-05	1.381457e-01	2.515761e-05	76.961	10.354843 
4.704080e-01	6.597588e-02	0.000000	244.098730	7.989869e-05	1.380984e-01	2.515520e-05	76.852	10.347443 
4.710055e-01	6.598054e-02	0.000000	243.800945	7.990422e-05	1.380529e-01	2.515293e-05	76.746	10.340249 
4.715985e-01	6.598506e-02	0.000000	243.511161	7.990960e-05	1.380088e-01	2.515070e-05	76.643	10.333258 
4.721868e-01	6.598945e-02	0.000000	242.867611	7.991480e-05	1.380769e-01	2.514908e-05	76.430	10.322810 
4.727706e-01	6.599370e-02	0.000000	242.460496	7.991985e-05	1.380643e-01	2.514559e-05	76.287	10.314726 
4.733498e-01	6.599782e-02	0.000000	242.052143	7.992474e-05	1.380537e-01	2.514160e-05	76.141	10.306774 
4.739245e-01	6.600181e-02	0.000000	241.658101	7.992948e-05	1.380418e-01	2.513748e-05	76.000	10.299086 
4.744947e-01	6.600567e-02	0.000000	241.270043	7.993406e-05	1.380322e-01	2.513342e-05	75.862	10.291582 
4.750605e-01	6.600941e-02	0.000000	240.892150	7.993849e-05	1.380239e-01	2.512942e-05	75.727	10.284310 
4.756217e-01	6.601302e-02	0.000000	240.526968	7.994278e-05	1.380160e-01	2.512551e-05	75.596	10.277295 
4.761786e-01	6.601651e-02	0.000000	240.173408	7.994692e-05	1.380085e-01	2.512172e-05	75.470	10.270499 
4.767310e-01	6.601988e-02	0.000000	239.827438	7.995092e-05	1.380021e-01	2.511810e-05	75.346	10.263858 
4.772790e-01	6.602313e-02	0.000000	239.484386	7.995478e-05	1.379978e-01	2.511463e-05	75.225	10.257310 
4.778227e-01	6.602627e-02	0.000000	239.144020	7.995850e-05	1.379968e-01	2.511134e-05	75.104	10.250891 
4.783621e-01	6.602930e-02	0.000000	238.803820	7.996208e-05	1.379977e-01	2.510831e-05	74.985	10.244476 
4.788971e-01	6.603221e-02	0.000000	238.464419	7.996554e-05	1.379995e-01	2.510571e-05	74.867	10.238014 
4.794279e-01	6.603501e-02	0.000000	238.128763	7.996886e-05	1.380017e-01	2.510353e-05	74.752	10.231544 
4.799544e-01	6.603770e-02	0.000000	237.797522	7.997206e-05	1.380043e-01	2.510170e-05	74.640	10.225101 
4.804766e-01	6.604029e-02	0.000000	237.472581	7.997513e-05	1.380075e-01	2.510014e-05	74.531	10.218743 
4.809947e-01	6.604278e-02	0.000000	237.155751	7.997807e-05	1.380111e-01	2.509883e-05	74.425	10.212512 
4.815085e-01	6.604516e-02	0.000000	236.847365	7.998090e-05	1.380154e-01	2.509770e-05	74.322	10.206441 
4.820182e-01	6.604745e-02	0.000000	236.548153	7.998360e-05	1.380205e-01	2.509674e-05	74.223	10.200544 
4.825238e-01	6.604963e-02	0.000000	236.257615	7.998619e-05	1.380263e-01	2.509589e-05	74.126	10.194831 
4.830252e-01	6.605172e-02	0.000000	235.520703	7.998867e-05	1.381692e-01	2.509598e-05	73.893	10.184329 
4.835226e-01	6.605371e-02	0.000000	235.072117	7.999103e-05	1.382026e-01	2.509425e-05	73.745	10.176354 
4.840158e-01	6.605561e-02	0.000000	234.639935	7.999328e-05	1.382426e-01	2.509169e-05	73.600	10.169126 
4.845051e-01	6.605742e-02	0.000000	234.225227	7.999542e-05	1.382833e-01	2.508886e-05	73.460	10.162343 
4.849903e-01	6.605914e-02	0.000000	233.819547	7.999746e-05	1.383254e-01	2.508603e-05	73.322	10.155788 
4.854715e-01	6.606077e-02	0.000000	233.420461	7.999939e-05	1.383693e-01	2.508327e-05	73.187	10.149406 
4.859488e-01	6.606232e-02	0.000000	233.032393	8.000122e-05	1.384142e-01	2.508058e-05	73.056	10.143269 
4.864221e-01	6.606378e-02	0.000000	232.661461	8.000295e-05	1.384586e-01	2.507792e-05	72.931	10.137467 
4.868915e-01	6.606516e-02	0.000000	232.310927	8.000458e-05	1.385017e-01	2.507531e-05	72.812	10.132034 
4.873570e-01	6.606645e-02	0.000000	231.981163	8.000612e-05	1.385430e-01	2.507278e-05	72.700	10.126957 
4.878186e-01	6.606767e-02	0.000000	231.670467	8.000755e-05	1.385826e-01	2.507035e-05	72.594	10.122201 
4.882764e-01	6.606881e-02	0.000000	231.376016	8.000890e-05	1.386212e-01	2.506802e-05	72.494	10.117732 
4.887304e-01	6.606987e-02	0.000000	231.094908	8.001016e-05	1.386595e-01	2.506580e-05	72.398	10.113507 
4.891806e-01	6.607086e-02	0.000000	230.824531	8.001132e-05	1.386969e-01	2.506379e-05	72.306	10.109431 
4.896270e-01	6.607177e-02	0.000000	230.563352	8.001240e-05	1.387336e-01	2.506208e-05	72.219	10.105461 
4.900696e-01	6.607261e-02	0.000000	230.310977	8.001340e-05	1.387696e-01	2.506064e-05	72.135	10.101589 
4.905085e-01	6.607338e-02	0.000000	230.067111	8.001431e-05	1.388035e-01	2.505963e-05	72.055	10.097733 
4.909438e-01	6.607408e-02	0.000000	229.832990	8.001514e-05	1.388347e-01	2.505916e-05	71.979	10.093877 
4.913753e-01	6.607471e-02	0.000000	229.609202	8.001588e-05	1.388645e-01	2.505903e-05	71.908	10.090116 
4.918033e-01	6.607528e-02	0.000000	229.395587	8.001655e-05	1.388940e-01	2.505904e-05	71.841	10.086534 
4.922275e-01	6.607578e-02	0.000000	228.700820	8.001714e-05	1.390843e-01	2.506043e-05	71.626	10.077903 
4.926482e-01	6.607622e-02	0.000000	228.307813	8.001766e-05	1.391418e-01	2.505937e-05	71.500	10.071565 
4.930653e-01	6.607660e-02	0.000000	227.943229	8.001810e-05	1.392037e-01	2.505772e-05	71.381	10.066120 
4.934789e-01	6.607691e-02	0.000000	227.605945	8.001847e-05	1.392620e-01	2.505580e-05	71.269	10.061186 
4.938889e-01	6.607717e-02	0.000000	227.272884	8.001877e-05	1.393219e-01	2.505392e-05	71.159	10.056381 
4.942955e-01	6.607736e-02	0.000000	226.943042	8.001900e-05	1.393831e-01	2.505213e-05	71.051	10.051661 
4.946985e-01	6.607750e-02	0.000000	226.619356	8.001917e-05	1.394452e-01	2.505043e-05	70.944	10.047076 
4.950981e-01	6.607759e-02	0.000000	226.307455	8.001926e-05	1.395070e-01	2.504878e-05	70.842	10.042721 
4.954943e-01	6.607762e-02	0.000000	226.010687	8.001930e-05	1.395679e-01	2.504715e-05	70.744	10.038655 
4.958870e-01	6.607759e-02	0.000000	225.729747	8.001927e-05	1.396277e-01	2.504555e-05	70.652	10.034881 
4.962764e-01	6.607752e-02	0.000000	225.464390	8.001918e-05	1.396861e-01	2.504404e-05	70.565	10.031374 
4.966624e-01	6.607739e-02	0.000000	225.214184	8.001902e-05	1.397426e-01	2.504268e-05	70.483	10.028098 
4.970451e-01	6.607721e-02	0.000000	224.977612	8.001881e-05	1.397977e-01	2.504145e-05	70.406	10.025038 
4.974244e-01	6.607699e-02	0.000000	224.753926	8.001854e-05	1.398525e-01	2.504026e-05	70.332	10.022239 
4.978005e-01	6.607671e-02	0.000000	224.542686	8.001822e-05	1.399080e-01	2.503900e-05	70.263	10.019745 
4.981733e-01	6.607640e-02	0.000000	224.342009	8.001784e-05	1.399619e-01	2.503790e-05	70.198	10.017390 
4.985428e-01	6.607603e-02	0.000000	224.153470	8.001741e-05	1.400117e-01	2.503736e-05	70.137	10.015045 
4.989092e-01	6.607562e-02	0.000000	223.977201	8.001692e-05	1.400588e-01	2.503725e-05	70.082	10.012781 
4.992723e-01	6.607517e-02	0.000000	223.811124	8.001638e-05	1.401050e-01	2.503728e-05	70.031	10.010681 
4.996323e-01	6.607468e-02	0.000000	223.655749	8.001580e-05	1.401505e-01	2.503744e-05	69.983	10.008759 
4.999891e-01	6.607414e-02	0.000000	222.993938	8.001516e-05	1.403777e-01	2.504012e-05	69.784	10.001464 
5.003428e-01	6.607357e-02	0.000000	222.647753	8.001448e-05	1.404454e-01	2.503971e-05	69.675	9.996145 
5.006934e-01	6.607296e-02	0.000000	222.314127	8.001376e-05	1.405217e-01	2.503903e-05	69.570	9.991456 
5.010409e-01	6.607231e-02	0.000000	222.023331	8.001298e-05	1.405910e-01	2.503805e-05	69.477	9.987530 
5.013854e-01	6.607162e-02	0.000000	221.751488	8.001217e-05	1.406586e-01	2.503696e-05	69.389	9.983979 
5.017268e-01	6.607089e-02	0.000000	221.491236	8.001175e-05	1.407251e-01	2.503585e-05	69.305	9.980673 
5.020652e-01	6.607013e-02	0.000000	221.234894	8.001091e-05	1.407921e-01	2.503480e-05	69.223	9.977426 
5.024006e-01	6.606934e-02	0.000000	220.980063	8.001000e-05	1.408600e-01	2.503386e-05	69.141	9.974214 
5.027331e-01	6.606851e-02	0.000000	220.728796	8.000905e-05	1.409286e-01	2.503302e-05	69.061	9.971074 
5.030626e-01	6.606765e-02	0.000000	220.486484	8.000806e-05	1.409969e-01	2.503223e-05	68.984	9.968111 
5.033892e-01	6.606676e-02	0.000000	220.259389	8.000703e-05	1.410641e-01	2.503145e-05	68.912	9.965440 
5.037129e-01	6.606584e-02	0.000000	220.051952	8.000596e-05	1.411291e-01	2.503066e-05	68.845	9.963131 
5.040337e-01	6.606489e-02	0.000000	219.864960	8.000485e-05	1.411913e-01	2.502992e-05	68.786	9.961170 
5.043516e-01	6.606391e-02	0.000000	219.696556	8.000370e-05	1.412504e-01	2.502928e-05	68.732	9.959498 
5.046667e-01	6.606291e-02	0.000000	219.545137	8.000251e-05	1.413080e-01	2.502868e-05	68.684	9.958138 
5.049790e-01	6.606187e-02	0.000000	219.408326	8.000129e-05	1.413653e-01	2.502792e-05	68.641	9.957127 
5.052885e-01	6.606081e-02	0.000000	219.283840	8.000003e-05	1.414201e-01	2.502735e-05	68.601	9.956265 
5.055953e-01	6.605972e-02	0.000000	219.175760	7.999874e-05	1.414709e-01	2.502726e-05	68.568	9.955538 
5.058993e-01	6.605861e-02	0.000000	219.078805	7.999742e-05	1.415186e-01	2.502750e-05	68.540	9.954884 
5.062005e-01	6.605748e-02	0.000000	218.996689	7.999606e-05	1.415611e-01	2.502850e-05	68.518	9.954230 
5.064991e-01	6.605632e-02	0.000000	218.931680	7.999467e-05	1.415981e-01	2.503040e-05	68.504	9.953586 
5.067950e-01	6.605514e-02	0.000000	218.875398	7.999325e-05	1.416283e-01	2.503318e-05	68.495	9.952726 
5.070882e-01	6.605393e-02	0.000000	218.829861	7.999179e-05	1.416533e-01	2.503675e-05	68.492	9.951770 
5.073788e-01	6.605271e-02	0.000000	218.796323	7.999031e-05	1.416762e-01	2.504077e-05	68.494	9.950922 
5.076667e-01	6.605147e-02	0.000000	218.770940	7.998880e-05	1.416967e-01	2.504523e-05	68.499	9.950085 
5.079520e-01	6.605020e-02	0.000000	218.750353	7.998726e-05	1.417126e-01	2.505034e-05	68.508	9.949065 
5.082348e-01	6.604892e-02	0.000000	218.733794	7.998569e-05	1.417247e-01	2.505597e-05	68.520	9.947895 
5.085150e-01	6.604762e-02	0.000000	218.720385	7.998410e-05	1.417357e-01	2.506184e-05	68.533	9.946712 
5.087927e-01	6.604630e-02	0.000000	218.708678	7.998248e-05	1.417472e-01	2.506770e-05	68.547	9.945588 
5.090678e-01	6.604496e-02	0.000000	218.698391	7.998084e-05	1.417599e-01	2.507347e-05	68.561	9.944553 
5.093405e-01	6.604360e-02	0.000000	218.690033	7.997917e-05	1.417734e-01	2.507914e-05	68.575	9.943610 
5.096106e-01	6.604224e-02	0.000000	218.684082	7.997747e-05	1.417874e-01	2.508475e-05	68.590	9.942744 
5.098783e-01	6.604085e-02	0.000000	218.681422	7.997576e-05	1.418024e-01	2.509028e-05	68.606	9.942011 
5.101436e-01	6.603945e-02	0.000000	218.682300	7.997402e-05	1.418183e-01	2.509575e-05	68.622	9.941393 
5.104064e-01	6.603804e-02	0.000000	218.687456	7.997226e-05	1.418337e-01	2.510117e-05	68.640	9.940868 
5.106669e-01	6.603661e-02	0.000000	218.699269	7.997048e-05	1.418478e-01	2.510665e-05	68.660	9.940436 
5.109250e-01	6.603517e-02	0.000000	218.718992	7.996868e-05	1.418621e-01	2.511198e-05	68.683	9.940219 
5.111807e-01	6.603372e-02	0.000000	218.752027	7.996686e-05	1.418738e-01	2.511768e-05	68.710	9.940136 
5.114340e-01	6.603225e-02	0.000000	218.788481	7.996502e-05	1.418858e-01	2.512258e-05	68.737	9.940303 
5.116851e-01	6.603078e-02	0.000000	218.864565	7.996316e-05	1.419012e-01	2.513092e-05	68.785	9.940804 
