-----------------------------------------------------------------------------------------------------------------------
 Mult. |         Configurations          |     Terms    |      Ei           Ek      | gi   gk |    Aki    | Acc. |Type|
  No.  |                                 |              |    (cm-1)       (cm-1)    |         |    s^-1   |      |    |
       |                                 |              |                           |         |           |      |    |
-----------------------------------------------------------------------------------------------------------------------
   103 | 2s.2p.(3P*).3s - 2s.2p.(3P*).6p |   4P* - 4D   | 167009.29   -  235038     | 12 - 20 | 1.10e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166990.73   -  235031     |  4 - 6  | 7.73e+06  | B    |    |
       |                                 |              | 167035.71   -  235066.8   |  6 - 8  | 1.10e+07  | B    |    |
       |                                 |              | 166990.73   -  234998     |  4 - 2  | 1.84e+06  | C+   |    |
       |                                 |              | 167035.71   -  235011     |  6 - 4  | 5.50e+05  | C+   |    |
       |                                 |              | 166967.13   -  234998     |  2 - 2  | 9.20e+06  | B    |    |
       |                                 |              | 166990.73   -  235011     |  4 - 4  | 5.88e+06  | B    |    |
       |                                 |              | 167035.71   -  235031     |  6 - 6  | 3.31e+06  | B    |    |
       |                                 |              | 166967.13   -  235011     |  2 - 4  | 4.60e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   104 |         2s2.4d - 2p3            |   2D  - 2P*  | 168124.17   -  168742.04  | 10 - 6  | 3.68e+03  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168123.74   -  168748.30  |  4 - 4  | 3.80e+02  | B    |    |
       |                                 |              | 168123.74   -  168729.53  |  4 - 2  | 3.47e+03  | B    |    |
       |                                 |              | 168124.45   -  168748.30  |  6 - 4  | 3.41e+03  | B    |    |
       |                                 |              |                           |         |           |      |    |
   105 |         2s2.4d - 2s2.4f         |   2D  - 2F*  | 168124.17   -  168978.34  | 10 - 14 | 3.50e+04  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168124.45   -  168978.34  |  6 - 6  | 2.33e+03  | C+   |    |
       |                                 |              | 168123.74   -  168978.34  |  4 - 6  | 3.27e+04  | C+   |    |
       |                                 |              | 168124.45   -  168978.34  |  6 - 8  | 3.49e+04  | C+   |    |
       |                                 |              |                           |         |           |      |    |
   106 |         2s2.4d - 2s2.5p         |   2D  - 2P*  | 168124.17   -  175292.3   | 10 - 6  | 9.39e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168123.74   -  175294.75  |  4 - 4  | 9.41e+05  | B    |    |
       |                                 |              | 168123.74   -  175287.39  |  4 - 2  | 9.37e+06  | B    |    |
       |                                 |              | 168124.45   -  175294.75  |  6 - 4  | 8.46e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   107 |         2s2.4d - 2s.2p.(3P*).3s |   2D  - 2P*  | 168124.17   -  177787.22  | 10 - 6  | 3.06e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168123.74   -  177793.54  |  4 - 4  | 3.07e+04  | B    |    |
       |                                 |              | 168123.74   -  177774.59  |  4 - 2  | 3.05e+05  | B    |    |
       |                                 |              | 168124.45   -  177793.54  |  6 - 4  | 2.76e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   108 |         2s2.4d - 2s2.6p         |   2D  - 2P*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168123.74   -  182993.23  |  4 - 2  | 5.15e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   109 |         2s2.4d - 2s2.7p         |   2D  - 2P*  | 168124.17   -  186746.2   | 10 - 6  | 3.11e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168123.74   -  186746.3   |  4 - 4  | 3.11e+05  | B    |    |
       |                                 |              | 168123.74   -  186745.9   |  4 - 2  | 3.11e+06  | B    |    |
       |                                 |              | 168124.45   -  186746.3   |  6 - 4  | 2.80e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   110 |         2s2.4d - 2s.2p.(3P*).3d |   2D  - 2D*  | 168124.17   -  198431.96  | 10 - 10 | 2.65e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168123.74   -  198436.31  |  4 - 6  | 1.77e+04  | C    |    |
       |                                 |              | 168124.45   -  198425.43  |  6 - 4  | 2.65e+04  | C    |    |
       |                                 |              | 168123.74   -  198425.43  |  4 - 4  | 2.38e+05  | B    |    |
       |                                 |              | 168124.45   -  198436.31  |  6 - 6  | 2.47e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   111 |            2p3 - 2s2.5s         |   2P* - 2S   | 168742.04   -  173347.84  |  6 - 2  | 2.92e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168729.53   -  173347.84  |  2 - 2  | 9.80e+05  | B    |    |
       |                                 |              | 168748.30   -  173347.84  |  4 - 2  | 1.94e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   112 |            2p3 - 2s2.5d         |   2P* - 2D   | 168742.04   -  178495.47  |  6 - 10 | 4.41e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168748.30   -  178495.11  |  4 - 4  | 7.33e+05  | B    |    |
       |                                 |              | 168729.53   -  178495.11  |  2 - 4  | 3.68e+06  | B    |    |
       |                                 |              | 168748.30   -  178495.71  |  4 - 6  | 4.40e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   113 |            2p3 - 2s2.6s         |   2P* - 2S   | 168742.04   -  181264.24  |  6 - 2  | 2.16e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168729.53   -  181264.24  |  2 - 2  | 7.23e+04  | B    |    |
       |                                 |              | 168748.30   -  181264.24  |  4 - 2  | 1.44e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   114 |            2p3 - 2s.2p.(3P*).3p |   2P* - 2P   | 168742.04   -  182036.89  |  6 - 6  | 9.13e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168729.53   -  182043.41  |  2 - 4  | 1.53e+06  | B    |    |
       |                                 |              | 168748.30   -  182023.86  |  4 - 2  | 3.03e+06  | B    |    |
       |                                 |              | 168729.53   -  182023.86  |  2 - 2  | 6.08e+06  | B    |    |
       |                                 |              | 168748.30   -  182043.41  |  4 - 4  | 7.61e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   115 |            2p3 - 2s2.6d         |   2P* - 2D   | 168742.04   -  184075     |  6 - 10 | 8.16e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168748.30   -  184074.59  |  4 - 4  | 1.36e+05  | B    |    |
       |                                 |              | 168729.53   -  184074.59  |  2 - 4  | 6.81e+05  | B    |    |
       |                                 |              | 168748.30   -  184075.28  |  4 - 6  | 8.15e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   116 |            2p3 - 2s2.7s         |   2P* - 2S   | 168742.04   -  185732.93  |  6 - 2  | 2.34e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168729.53   -  185732.93  |  2 - 2  | 7.84e+04  | B    |    |
       |                                 |              | 168748.30   -  185732.93  |  4 - 2  | 1.56e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   117 |            2p3 - 2s.2p.(3P*).3p |   2P* - 2D   | 168742.04   -  188601.54  |  6 - 10 | 3.15e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168748.30   -  188581.25  |  4 - 4  | 5.23e+06  | B    |    |
       |                                 |              | 168729.53   -  188581.25  |  2 - 4  | 2.62e+07  | B    |    |
       |                                 |              | 168748.30   -  188615.07  |  4 - 6  | 3.16e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   118 |            2p3 - 2s.2p.(3P*).4p |   2P* - 2P   | 168742.04   -  214421.41  |  6 - 6  | 4.05e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168729.53   -  214429.95  |  2 - 4  | 6.76e+06  | B    |    |
       |                                 |              | 168748.30   -  214404.33  |  4 - 2  | 1.35e+07  | B    |    |
       |                                 |              | 168729.53   -  214404.33  |  2 - 2  | 2.70e+07  | B    |    |
       |                                 |              | 168748.30   -  214429.95  |  4 - 4  | 3.37e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   119 |            2p3 - 2s.2p.(3P*).5p |   2P* - 2P   | 168742.04   -  227898.88  |  6 - 6  | 3.27e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 168729.53   -  227907.71  |  2 - 4  | 5.47e+06  | B    |    |
       |                                 |              | 168748.30   -  227881.21  |  4 - 2  | 1.09e+07  | B    |    |
       |                                 |              | 168729.53   -  227881.21  |  2 - 2  | 2.18e+07  | B    |    |
       |                                 |              | 168748.30   -  227907.71  |  4 - 4  | 2.73e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   120 | 2s.2p.(3P*).3s - 2s2.6s         |   2P* - 2S   | 177787.22   -  181264.24  |  6 - 2  | 4.90e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177774.59   -  181264.24  |  2 - 2  | 1.65e+06  | B    |    |
       |                                 |              | 177793.54   -  181264.24  |  4 - 2  | 3.25e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   121 | 2s.2p.(3P*).3s - 2s.2p.(3P*).3p |   2P* - 2P   | 177787.22   -  182036.89  |  6 - 6  | 5.83e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177774.59   -  182043.41  |  2 - 4  | 9.85e+04  | B    |    |
       |                                 |              | 177793.54   -  182023.86  |  4 - 2  | 1.92e+05  | B    |    |
       |                                 |              | 177774.59   -  182023.86  |  2 - 2  | 3.89e+05  | B    |    |
       |                                 |              | 177793.54   -  182043.41  |  4 - 4  | 4.86e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   122 | 2s.2p.(3P*).3s - 2s2.6d         |   2P* - 2D   | 177787.22   -  184075     |  6 - 10 | 2.94e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177793.54   -  184074.59  |  4 - 4  | 4.88e+05  | B    |    |
       |                                 |              | 177774.59   -  184074.59  |  2 - 4  | 2.46e+06  | B    |    |
       |                                 |              | 177793.54   -  184075.28  |  4 - 6  | 2.93e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   123 | 2s.2p.(3P*).3s - 2s2.7s         |   2P* - 2S   | 177787.22   -  185732.93  |  6 - 2  | 7.40e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177774.59   -  185732.93  |  2 - 2  | 2.48e+05  | B    |    |
       |                                 |              | 177793.54   -  185732.93  |  4 - 2  | 4.92e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   124 | 2s.2p.(3P*).3s - 2s.2p.(3P*).3p |   2P* - 2D   | 177787.22   -  188601.54  |  6 - 10 | 3.33e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177793.54   -  188581.25  |  4 - 4  | 5.52e+05  | B    |    |
       |                                 |              | 177774.59   -  188581.25  |  2 - 4  | 2.77e+06  | B    |    |
       |                                 |              | 177793.54   -  188615.07  |  4 - 6  | 3.34e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   125 | 2s.2p.(3P*).3s - 2s.2p.(3P*).4p |   2P* - 2P   | 177787.22   -  214421.41  |  6 - 6  | 3.97e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177774.59   -  214429.95  |  2 - 4  | 6.63e+06  | B    |    |
       |                                 |              | 177793.54   -  214404.33  |  4 - 2  | 1.32e+07  | B    |    |
       |                                 |              | 177774.59   -  214404.33  |  2 - 2  | 2.65e+07  | B    |    |
       |                                 |              | 177793.54   -  214429.95  |  4 - 4  | 3.31e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   126 | 2s.2p.(3P*).3s - 2s.2p.(3P*).5p |   2P* - 2P   | 177787.22   -  227898.88  |  6 - 6  | 2.21e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 177774.59   -  227907.71  |  2 - 4  | 3.69e+06  | B    |    |
       |                                 |              | 177793.54   -  227881.21  |  4 - 2  | 7.36e+06  | B    |    |
       |                                 |              | 177774.59   -  227881.21  |  2 - 2  | 1.47e+07  | B    |    |
       |                                 |              | 177793.54   -  227907.71  |  4 - 4  | 1.84e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   127 | 2s.2p.(3P*).3p - 2s.2p.(3P*).3d |   4D  - 4F*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181736.05   -  195752.58  |  6 - 4  | 8.33e+05  | B    |    |
       |                                 |              | 181711.03   -  195752.58  |  4 - 4  | 1.17e+07  | B    |    |
       |                                 |              | 181736.05   -  195765.85  |  6 - 6  | 1.02e+07  | B    |    |
       |                                 |              | 181772.41   -  195785.74  |  8 - 8  | 5.93e+06  | B    |    |
       |                                 |              | 181696.66   -  195752.58  |  2 - 4  | 2.94e+07  | B    |    |
       |                                 |              | 181711.03   -  195765.85  |  4 - 6  | 3.15e+07  | B    |    |
       |                                 |              | 181772.41   -  195813.66  |  8 - 10 | 4.19e+07  | B    |    |
       |                                 |              | 181736.05   -  195785.74  |  6 - 8  | 3.60e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   128 |                                 |   4D  - 4D*  | 181741.65   -  196572.8   | 20 - 20 | 1.26e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181696.66   -  196563.41  |  2 - 4  | 3.17e+06  | B    |    |
       |                                 |              | 181711.03   -  196571.82  |  4 - 6  | 2.96e+06  | B    |    |
       |                                 |              | 181736.05   -  196581.96  |  6 - 8  | 1.80e+06  | B    |    |
       |                                 |              | 181711.03   -  196557.87  |  4 - 2  | 6.32e+06  | B    |    |
       |                                 |              | 181736.05   -  196563.41  |  6 - 4  | 4.41e+06  | B    |    |
       |                                 |              | 181772.41   -  196571.82  |  8 - 6  | 2.38e+06  | B    |    |
       |                                 |              | 181696.66   -  196557.87  |  2 - 2  | 6.34e+06  | B    |    |
       |                                 |              | 181711.03   -  196563.41  |  4 - 4  | 5.06e+06  | B    |    |
       |                                 |              | 181736.05   -  196571.82  |  6 - 6  | 7.23e+06  | B    |    |
       |                                 |              | 181772.41   -  196581.96  |  8 - 8  | 1.08e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   129 |                                 |   4D  - 4P*  | 181741.65   -  198856.92  | 20 - 12 | 6.69e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181696.66   -  198865.25  |  2 - 4  | 3.38e+05  | B    |    |
       |                                 |              | 181711.03   -  198844.00  |  4 - 6  | 1.34e+05  | B    |    |
       |                                 |              | 181696.66   -  198879.01  |  2 - 2  | 3.38e+06  | B    |    |
       |                                 |              | 181711.03   -  198865.25  |  4 - 4  | 2.16e+06  | B    |    |
       |                                 |              | 181736.05   -  198844.00  |  6 - 6  | 1.20e+06  | B    |    |
       |                                 |              | 181711.03   -  198879.01  |  4 - 2  | 3.38e+06  | B    |    |
       |                                 |              | 181736.05   -  198865.25  |  6 - 4  | 4.22e+06  | B    |    |
       |                                 |              | 181772.41   -  198844.00  |  8 - 6  | 5.31e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   130 | 2s.2p.(3P*).3p - 2s.2p.(3P*).4s |   4D  - 4P*  | 181741.65   -  209595.37  | 20 - 12 | 9.77e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181696.66   -  209576.46  |  2 - 4  | 4.90e+06  | B    |    |
       |                                 |              | 181711.03   -  209622.32  |  4 - 6  | 1.97e+06  | B    |    |
       |                                 |              | 181696.66   -  209552.36  |  2 - 2  | 4.89e+07  | B    |    |
       |                                 |              | 181711.03   -  209576.46  |  4 - 4  | 3.13e+07  | B    |    |
       |                                 |              | 181736.05   -  209622.32  |  6 - 6  | 1.76e+07  | B    |    |
       |                                 |              | 181711.03   -  209552.36  |  4 - 2  | 4.88e+07  | B    |    |
       |                                 |              | 181736.05   -  209576.46  |  6 - 4  | 6.15e+07  | B    |    |
       |                                 |              | 181772.41   -  209622.32  |  8 - 6  | 7.81e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   131 | 2s.2p.(3P*).3p - 2s.2p.(3P*).4d |   4D  - 4F*  | 181741.65   -  219591.86  | 20 - 28 | 7.00e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181736.05   -  219556.54  |  6 - 4  | 1.40e+06  | B    |    |
       |                                 |              | 181772.41   -  219570.15  |  8 - 6  | 6.73e+05  | B    |    |
       |                                 |              | 181711.03   -  219556.54  |  4 - 4  | 1.96e+07  | B    |    |
       |                                 |              | 181736.05   -  219570.15  |  6 - 6  | 1.70e+07  | B    |    |
       |                                 |              | 181772.41   -  219590.76  |  8 - 8  | 9.94e+06  | B    |    |
       |                                 |              | 181696.66   -  219556.54  |  2 - 4  | 4.90e+07  | B    |    |
       |                                 |              | 181711.03   -  219570.15  |  4 - 6  | 5.25e+07  | B    |    |
       |                                 |              | 181736.05   -  219590.76  |  6 - 8  | 6.00e+07  | B    |    |
       |                                 |              | 181772.41   -  219619.88  |  8 - 10 | 6.99e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   132 |                                 |   4D  - 4D*  | 181741.65   -  220140.74  | 20 - 20 | 1.33e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181696.66   -  220130.86  |  2 - 4  | 3.33e+06  | B    |    |
       |                                 |              | 181711.03   -  220139.41  |  4 - 6  | 3.10e+06  | B    |    |
       |                                 |              | 181736.05   -  220150.49  |  6 - 8  | 1.89e+06  | B    |    |
       |                                 |              | 181711.03   -  220125.51  |  4 - 2  | 6.64e+06  | B    |    |
       |                                 |              | 181736.05   -  220130.86  |  6 - 4  | 4.64e+06  | B    |    |
       |                                 |              | 181772.41   -  220139.41  |  8 - 6  | 2.51e+06  | B    |    |
       |                                 |              | 181696.66   -  220125.51  |  2 - 2  | 6.65e+06  | B    |    |
       |                                 |              | 181711.03   -  220130.86  |  4 - 4  | 5.32e+06  | B    |    |
       |                                 |              | 181736.05   -  220139.41  |  6 - 6  | 7.61e+06  | B    |    |
       |                                 |              | 181772.41   -  220150.49  |  8 - 8  | 1.14e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   133 | 2s.2p.(3P*).3p - 2s.2p.(3P*).5s |   4D  - 4P*  | 181741.65   -  225790.8   | 20 - 12 | 4.18e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181696.66   -  225771.8   |  2 - 4  | 2.09e+06  | B    |    |
       |                                 |              | 181711.03   -  225817.8   |  4 - 6  | 8.39e+05  | B    |    |
       |                                 |              | 181696.66   -  225748.0   |  2 - 2  | 2.09e+07  | B    |    |
       |                                 |              | 181711.03   -  225771.8   |  4 - 4  | 1.34e+07  | B    |    |
       |                                 |              | 181736.05   -  225817.8   |  6 - 6  | 7.54e+06  | B    |    |
       |                                 |              | 181711.03   -  225748.0   |  4 - 2  | 2.09e+07  | B    |    |
       |                                 |              | 181736.05   -  225771.8   |  6 - 4  | 2.63e+07  | B    |    |
       |                                 |              | 181772.41   -  225817.8   |  8 - 6  | 3.34e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   134 | 2s.2p.(3P*).3p - 2s.2p.(3P*).5d |   4D  - 4F*  | 181741.65   -  230456.9   | 20 - 28 | 5.16e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181736.05   -  230419     |  6 - 4  | 1.03e+06  | B    |    |
       |                                 |              | 181772.41   -  230433     |  8 - 6  | 4.97e+05  | B    |    |
       |                                 |              | 181711.03   -  230419     |  4 - 4  | 1.44e+07  | B    |    |
       |                                 |              | 181736.05   -  230433     |  6 - 6  | 1.25e+07  | B    |    |
       |                                 |              | 181772.41   -  230458     |  8 - 8  | 7.34e+06  | B    |    |
       |                                 |              | 181696.66   -  230419     |  2 - 4  | 3.61e+07  | B    |    |
       |                                 |              | 181711.03   -  230433     |  4 - 6  | 3.87e+07  | B    |    |
       |                                 |              | 181736.05   -  230458     |  6 - 8  | 4.42e+07  | B    |    |
       |                                 |              | 181772.41   -  230485.5   |  8 - 10 | 5.16e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   135 | 2s.2p.(3P*).3p - 2s.2p.(3P*).6s |   4D  - 4P*  | 181741.65   -  233713.3   | 20 - 12 | 2.25e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 181696.66   -  233693.3   |  2 - 4  | 1.13e+06  | B    |    |
       |                                 |              | 181711.03   -  233740.7   |  4 - 6  | 4.51e+05  | C+   |    |
       |                                 |              | 181696.66   -  233670.9   |  2 - 2  | 1.12e+07  | B    |    |
       |                                 |              | 181711.03   -  233693.3   |  4 - 4  | 7.20e+06  | B    |    |
       |                                 |              | 181736.05   -  233740.7   |  6 - 6  | 4.05e+06  | B    |    |
       |                                 |              | 181711.03   -  233670.9   |  4 - 2  | 1.12e+07  | B    |    |
       |                                 |              | 181736.05   -  233693.3   |  6 - 4  | 1.41e+07  | B    |    |
       |                                 |              | 181772.41   -  233740.7   |  8 - 6  | 1.80e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   136 | 2s.2p.(3P*).3p - 2s2.6p         |   2P  - 2P*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 182043.41   -  182993.23  |  4 - 2  | 1.49e+02  | B    |    |
       |                                 |              | 182023.86   -  182993.23  |  2 - 2  | 3.17e+02  | B    |    |
       |                                 |              |                           |         |           |      |    |
   137 | 2s.2p.(3P*).3p - 2s2.7p         |   2P  - 2P*  | 182036.89   -  186746.2   |  6 - 6  | 1.50e+04  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 182023.86   -  186746.3   |  2 - 4  | 2.52e+03  | B    |    |
       |                                 |              | 182043.41   -  186745.9   |  4 - 2  | 4.97e+03  | B    |    |
       |                                 |              | 182023.86   -  186745.9   |  2 - 2  | 1.01e+04  | B    |    |
       |                                 |              | 182043.41   -  186746.3   |  4 - 4  | 1.24e+04  | B    |    |
       |                                 |              |                           |         |           |      |    |
   138 | 2s.2p.(3P*).3p - 2s.2p.(3P*).3d |   2P  - 2D*  | 182036.89   -  198431.96  |  6 - 10 | 5.03e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 182043.41   -  198425.43  |  4 - 4  | 8.37e+06  | B    |    |
       |                                 |              | 182023.86   -  198425.43  |  2 - 4  | 4.20e+07  | B    |    |
       |                                 |              | 182043.41   -  198436.31  |  4 - 6  | 5.03e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   139 | 2s.2p.(3P*).3p - 2s.2p.(3P*).4d |   2P  - 2D*  | 182036.89   -  220609.32  |  6 - 10 | 2.45e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 182043.41   -  220601.53  |  4 - 4  | 4.08e+06  | B    |    |
       |                                 |              | 182023.86   -  220601.53  |  2 - 4  | 2.04e+07  | B    |    |
       |                                 |              | 182043.41   -  220614.51  |  4 - 6  | 2.45e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   140 | 2s.2p.(3P*).3p - 2s.2p.(3P*).3d |   4S  - 4P*  | 184690.98   -  198856.92  |  4 - 12 | 3.18e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 184690.98   -  198879.01  |  4 - 2  | 3.20e+07  | B    |    |
       |                                 |              | 184690.98   -  198865.25  |  4 - 4  | 3.19e+07  | B    |    |
       |                                 |              | 184690.98   -  198844.00  |  4 - 6  | 3.17e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   141 | 2s.2p.(3P*).3p - 2s.2p.(3P*).4s |   4S  - 4P*  | 184690.98   -  209595.37  |  4 - 12 | 9.63e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 184690.98   -  209552.36  |  4 - 2  | 9.58e+06  | B    |    |
       |                                 |              | 184690.98   -  209576.46  |  4 - 4  | 9.61e+06  | B    |    |
       |                                 |              | 184690.98   -  209622.32  |  4 - 6  | 9.66e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   142 | 2s.2p.(3P*).3p - 2s.2p.(3P*).4d |   4S  - 4P*  | 184690.98   -  220824.07  |  4 - 12 | 2.14e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 184690.98   -  220845.07  |  4 - 2  | 2.14e+07  | B    |    |
       |                                 |              | 184690.98   -  220832.15  |  4 - 4  | 2.14e+07  | B    |    |
       |                                 |              | 184690.98   -  220811.69  |  4 - 6  | 2.14e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   143 | 2s.2p.(3P*).3p - 2s.2p.(3P*).5s |   4S  - 4P*  | 184690.98   -  225790.8   |  4 - 12 | 4.46e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 184690.98   -  225748.0   |  4 - 2  | 4.44e+06  | B    |    |
       |                                 |              | 184690.98   -  225771.8   |  4 - 4  | 4.45e+06  | B    |    |
       |                                 |              | 184690.98   -  225817.8   |  4 - 6  | 4.47e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   144 | 2s.2p.(3P*).3p - 2s.2p.(3P*).5d |   4S  - 4P*  | 184690.98   -  231064.8   |  4 - 12 | 1.87e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 184690.98   -  231086.6   |  4 - 2  | 1.87e+07  | B    |    |
       |                                 |              | 184690.98   -  231071.7   |  4 - 4  | 1.87e+07  | B    |    |
       |                                 |              | 184690.98   -  231052.9   |  4 - 6  | 1.87e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   145 | 2s.2p.(3P*).3p - 2s.2p.(3P*).6s |   4S  - 4P*  | 184690.98   -  233713.3   |  4 - 12 | 2.37e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 184690.98   -  233670.9   |  4 - 2  | 2.36e+06  | B    |    |
       |                                 |              | 184690.98   -  233693.3   |  4 - 4  | 2.37e+06  | B    |    |
       |                                 |              | 184690.98   -  233740.7   |  4 - 6  | 2.37e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   146 | 2s.2p.(3P*).3p - 2s.2p.(3P*).3d |   4P  - 4D*  | 186452.13   -  196572.8   | 12 - 20 | 1.33e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 186443.69   -  196557.87  |  4 - 2  | 2.21e+06  | B    |    |
       |                                 |              | 186466.02   -  196563.41  |  6 - 4  | 6.59e+05  | B    |    |
       |                                 |              | 186427.35   -  196557.87  |  2 - 2  | 1.11e+07  | B    |    |
       |                                 |              | 186443.69   -  196563.41  |  4 - 4  | 7.08e+06  | B    |    |
       |                                 |              | 186466.02   -  196571.82  |  6 - 6  | 3.96e+06  | B    |    |
       |                                 |              | 186427.35   -  196563.41  |  2 - 4  | 5.56e+06  | B    |    |
       |                                 |              | 186443.69   -  196571.82  |  4 - 6  | 9.31e+06  | B    |    |
       |                                 |              | 186466.02   -  196581.96  |  6 - 8  | 1.33e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   147 |                                 |   4P  - 4P*  | 186452.13   -  198856.92  | 12 - 12 | 1.01e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 186427.35   -  198865.25  |  2 - 4  | 4.26e+06  | B    |    |
       |                                 |              | 186443.69   -  198844.00  |  4 - 6  | 3.04e+06  | B    |    |
       |                                 |              | 186443.69   -  198879.01  |  4 - 2  | 8.51e+06  | B    |    |
       |                                 |              | 186466.02   -  198865.25  |  6 - 4  | 4.56e+06  | B    |    |
