---------------------------------------------------------------------------------------------------------------------------------------
 Mult. |               Configurations                |       Terms      |     Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                             |                  |   (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                             |                  |                           |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------------------
       |                                             |                  | 81105.03   -   83752.41   |  3 - 3  | 1.28e+06  | B    |    |
       |                                             |                  | 81105.03   -   83791.04   |  3 - 5  | 1.36e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   375 |            2s2.2p.4p - 2s2.2p.4d            |     3S  - 3F*    | 81105.03   -   83747.39   |  3 - 21 | 2.10e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   83747.39   |  3 - 5  | 8.80e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   376 |                                             |     3S  - 3D*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   83820.13   |  3 - 3  | 1.92e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   377 |            2s2.2p.4p - 2s2.2p.5s            |     3S  - 1P*    | 81105.03   -   83877.31   |  3 - 3  | 6.25e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   83877.31   |  3 - 3  | 6.25e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   378 |            2s2.2p.4p - 2s2.2p.4d            |     3S  - 1P*    | 81105.03   -   84032.15   |  3 - 3  | 7.33e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   84032.15   |  3 - 3  | 7.33e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   379 |                                             |     3S  - 3P*    | 81105.03   -   84109.44   |  3 - 9  | 1.42e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   84121.22   |  3 - 1  | 1.22e+06  | B    |    |
       |                                             |                  | 81105.03   -   84116.09   |  3 - 3  | 1.31e+06  | B    |    |
       |                                             |                  | 81105.03   -   84103.10   |  3 - 5  | 1.52e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   380 |            2s2.2p.4p - 2s2.2p.6s            |     3S  - 3P*    | 81105.03   -   86351.65   |  3 - 9  | 3.59e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   86321.94   |  3 - 1  | 3.53e+05  | C    |    |
       |                                             |                  | 81105.03   -   86331.63   |  3 - 3  | 3.55e+05  | C    |    |
       |                                             |                  | 81105.03   -   86369.60   |  3 - 5  | 3.63e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   381 |            2s2.2p.4p - 2s2.2p.5d            |     3S  - 3P*    | 81105.03   -   86512.79   |  3 - 9  | 2.89e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   86523.16   |  3 - 1  | 2.91e+05  | C    |    |
       |                                             |                  | 81105.03   -   86519.47   |  3 - 3  | 2.90e+05  | C    |    |
       |                                             |                  | 81105.03   -   86506.70   |  3 - 5  | 2.88e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   382 |            2s2.2p.4p - 2s2.2p.7s            |     3S  - 3P*    | 81105.03   -   87737.3    |  3 - 9  | 1.67e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   87711.37   |  3 - 1  | 1.65e+05  | C    |    |
       |                                             |                  | 81105.03   -   87718.56   |  3 - 3  | 1.66e+05  | C    |    |
       |                                             |                  | 81105.03   -   87753.73   |  3 - 5  | 1.68e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   383 |            2s2.2p.4p - 2s2.2p.6d            |     3S  - 3P*    | 81105.03   -   87837.9    |  3 - 9  | 9.64e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -  [87846.9]   |  3 - 1  | 9.69e+04  | C    |    |
       |                                             |                  | 81105.03   -   87843.91   |  3 - 3  | 9.67e+04  | C    |    |
       |                                             |                  | 81105.03   -   87832.54   |  3 - 5  | 9.62e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   384 |            2s2.2p.4p - 2s2.2p.8s            |     3S  - 3P*    | 81105.03   -   88568.03   |  3 - 9  | 9.34e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -   88543.76   |  3 - 1  | 9.25e+04  | D    |    |
       |                                             |                  | 81105.03   -   88549.06   |  3 - 3  | 9.27e+04  | D    |    |
       |                                             |                  | 81105.03   -   88584.26   |  3 - 5  | 9.40e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   385 |            2s2.2p.4p - 2s2.2p.7d            |     3S  - 3P*    | 81105.03   -   88641.4    |  3 - 9  | 4.20e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -  [88649.1]   |  3 - 1  | 4.21e+04  | D    |    |
       |                                             |                  | 81105.03   -  [88646.6]   |  3 - 3  | 4.21e+04  | D    |    |
       |                                             |                  | 81105.03   -  [88636.8]   |  3 - 5  | 4.19e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   386 |            2s2.2p.4p - 2s2.2p.8d            |     3S  - 3P*    | 81105.03   -   89165.8    |  3 - 9  | 2.16e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81105.03   -  [89171.5]   |  3 - 1  | 2.16e+04  | D    |    |
       |                                             |                  | 81105.03   -  [89170.0]   |  3 - 3  | 2.16e+04  | D    |    |
       |                                             |                  | 81105.03   -  [89162.2]   |  3 - 5  | 2.16e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   387 |            2s2.2p.4p - 2s2.2p.4d            |     3P  - 1D*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -   83497.62   |  5 - 5  | 5.33e+02  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   388 |            2s2.2p.4p - 2s2.2p.5s            |     3P  - 3P*    | 81334.25   -   83772.5    |  9 - 9  | 4.49e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   83752.41   |  1 - 3  | 1.09e+05  | C+   |    |
       |                                             |                  | 81325.76   -   83791.04   |  3 - 5  | 2.95e+04  | C+   |    |
       |                                             |                  | 81325.76   -   83740.06   |  3 - 1  | 3.59e+05  | C+   |    |
       |                                             |                  | 81343.99   -   83752.41   |  5 - 3  | 1.90e+05  | C+   |    |
       |                                             |                  | 81325.76   -   83752.41   |  3 - 3  | 1.06e+05  | C+   |    |
       |                                             |                  | 81343.99   -   83791.04   |  5 - 5  | 4.64e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
   389 |            2s2.2p.4p - 2s2.2p.4d            |     3P  - 3F*    | 81337.15   -   83755.48   |  9 - 21 | 4.88e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -   83747.39   |  5 - 5  | 2.00e+04  | C    |    |
       |                                             |                  | 81325.76   -   83747.39   |  3 - 5  | 4.22e+04  | C    |    |
       |                                             |                  | 81343.99   -   83761.26   |  5 - 7  | 1.02e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   390 |                                             |     3P  - 3D*    | 81334.25   -   83839.51   |  9 - 15 | 2.28e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -   83820.13   |  5 - 3  | 2.86e+04  | B    |    |
       |                                             |                  | 81325.76   -   83820.13   |  3 - 3  | 8.12e+05  | B    |    |
       |                                             |                  | 81343.99   -   83838.08   |  5 - 5  | 3.05e+05  | B    |    |
       |                                             |                  | 81311.01   -   83820.13   |  1 - 3  | 1.43e+06  | B    |    |
       |                                             |                  | 81325.76   -   83838.08   |  3 - 5  | 2.03e+06  | B    |    |
       |                                             |                  | 81343.99   -   83848.83   |  5 - 7  | 2.25e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   391 |            2s2.2p.4p - 2s2.2p.5s            |     3P  - 1P*    | 81334.25   -   83877.31   |  9 - 3  | 1.59e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   83877.31   |  1 - 3  | 9.40e+04  | C    |    |
       |                                             |                  | 81325.76   -   83877.31   |  3 - 3  | 5.89e+04  | C    |    |
       |                                             |                  | 81343.99   -   83877.31   |  5 - 3  | 6.28e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   392 |            2s2.2p.4p - 2s2.2p.4d            |     3P  - 1F*    | 81343.99   -   83947.43   |  9 - 7  | 2.39e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -   83947.43   |  5 - 7  | 2.39e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   393 |                                             |     3P  - 1P*    | 81334.25   -   84032.15   |  9 - 3  | 5.70e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   84032.15   |  1 - 3  | 7.50e+02  | C    |    |
       |                                             |                  | 81343.99   -   84032.15   |  5 - 3  | 1.04e+04  | C    |    |
       |                                             |                  | 81325.76   -   84032.15   |  3 - 3  | 4.58e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   394 |                                             |     3P  - 3P*    | 81334.25   -   84109.44   |  9 - 9  | 2.54e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   84116.09   |  1 - 3  | 7.10e+05  | C+   |    |
       |                                             |                  | 81325.76   -   84103.10   |  3 - 5  | 3.36e+05  | C+   |    |
       |                                             |                  | 81325.76   -   84121.22   |  3 - 1  | 2.76e+06  | C+   |    |
       |                                             |                  | 81343.99   -   84116.09   |  5 - 3  | 1.02e+06  | C+   |    |
       |                                             |                  | 81325.76   -   84116.09   |  3 - 3  | 8.97e+05  | C+   |    |
       |                                             |                  | 81343.99   -   84103.10   |  5 - 5  | 2.10e+06  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
   395 |            2s2.2p.4p - 2s2.2p.6s            |     3P  - 3P*    | 81334.25   -   86351.65   |  9 - 9  | 2.69e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   86331.63   |  1 - 3  | 8.97e+04  | D    |    |
       |                                             |                  | 81325.76   -   86369.60   |  3 - 5  | 6.82e+04  | D    |    |
       |                                             |                  | 81325.76   -   86321.94   |  3 - 1  | 2.65e+05  | D    |    |
       |                                             |                  | 81343.99   -   86331.63   |  5 - 3  | 1.10e+05  | D    |    |
       |                                             |                  | 81325.76   -   86331.63   |  3 - 3  | 6.67e+04  | D    |    |
       |                                             |                  | 81343.99   -   86369.60   |  5 - 5  | 2.03e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   396 |            2s2.2p.4p - 2s2.2p.5d            |     3P  - 3D*    | 81334.25   -   86387.94   |  9 - 15 | 2.74e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -   86362.52   |  5 - 3  | 7.46e+03  | C    |    |
       |                                             |                  | 81325.76   -   86362.52   |  3 - 3  | 1.13e+05  | C    |    |
       |                                             |                  | 81343.99   -   86389.38   |  5 - 5  | 6.83e+04  | C    |    |
       |                                             |                  | 81311.01   -   86362.52   |  1 - 3  | 1.52e+05  | C    |    |
       |                                             |                  | 81325.76   -   86389.38   |  3 - 5  | 2.07e+05  | C    |    |
       |                                             |                  | 81343.99   -   86397.80   |  5 - 7  | 2.74e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   397 |                                             |     3P  - 3P*    | 81334.25   -   86512.79   |  9 - 9  | 6.23e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   86519.47   |  1 - 3  | 2.11e+05  | D    |    |
       |                                             |                  | 81325.76   -   86506.70   |  3 - 5  | 1.56e+05  | D    |    |
       |                                             |                  | 81325.76   -   86523.16   |  3 - 1  | 6.30e+05  | D    |    |
       |                                             |                  | 81343.99   -   86519.47   |  5 - 3  | 2.59e+05  | D    |    |
       |                                             |                  | 81325.76   -   86519.47   |  3 - 3  | 1.57e+05  | D    |    |
       |                                             |                  | 81343.99   -   86506.70   |  5 - 5  | 4.63e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   398 |            2s2.2p.4p - 2s2.2p.7s            |     3P  - 3P*    | 81334.25   -   87737.3    |  9 - 9  | 1.69e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   87718.56   |  1 - 3  | 5.64e+04  | D    |    |
       |                                             |                  | 81325.76   -   87753.73   |  3 - 5  | 4.27e+04  | D    |    |
       |                                             |                  | 81325.76   -   87711.37   |  3 - 1  | 1.67e+05  | D    |    |
       |                                             |                  | 81343.99   -   87718.56   |  5 - 3  | 6.94e+04  | D    |    |
       |                                             |                  | 81325.76   -   87718.56   |  3 - 3  | 4.20e+04  | D    |    |
       |                                             |                  | 81343.99   -   87753.73   |  5 - 5  | 1.27e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   399 |            2s2.2p.4p - 2s2.2p.6d            |     3P  - 3D*    | 81334.25   -   87767.44   |  9 - 15 | 6.57e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -   87735.30   |  5 - 3  | 1.79e+03  | D    |    |
       |                                             |                  | 81325.76   -   87735.30   |  3 - 3  | 2.71e+04  | D    |    |
       |                                             |                  | 81343.99   -   87773.09   |  5 - 5  | 1.64e+04  | D    |    |
       |                                             |                  | 81311.01   -   87735.30   |  1 - 3  | 3.64e+04  | D    |    |
       |                                             |                  | 81325.76   -   87773.09   |  3 - 5  | 4.96e+04  | D    |    |
       |                                             |                  | 81343.99   -   87777.17   |  5 - 7  | 6.57e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   400 |                                             |     3P  - 3P*    | 81334.25   -   87837.9    |  9 - 9  | 2.63e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   87843.91   |  1 - 3  | 8.87e+04  | D    |    |
       |                                             |                  | 81325.76   -   87832.54   |  3 - 5  | 6.58e+04  | D    |    |
       |                                             |                  | 81325.76   -  [87846.9]   |  3 - 1  | 2.65e+05  | D    |    |
       |                                             |                  | 81343.99   -   87843.91   |  5 - 3  | 1.09e+05  | D    |    |
       |                                             |                  | 81325.76   -   87843.91   |  3 - 3  | 6.61e+04  | D    |    |
       |                                             |                  | 81343.99   -   87832.54   |  5 - 5  | 1.96e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   401 |            2s2.2p.4p - 2s2.2p.8s            |     3P  - 3P*    | 81334.25   -   88568.03   |  9 - 9  | 1.11e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -   88549.06   |  1 - 3  | 3.70e+04  | D    |    |
       |                                             |                  | 81325.76   -   88584.26   |  3 - 5  | 2.80e+04  | D    |    |
       |                                             |                  | 81325.76   -   88543.76   |  3 - 1  | 1.10e+05  | D    |    |
       |                                             |                  | 81343.99   -   88549.06   |  5 - 3  | 4.57e+04  | D    |    |
       |                                             |                  | 81325.76   -   88549.06   |  3 - 3  | 2.76e+04  | D    |    |
       |                                             |                  | 81343.99   -   88584.26   |  5 - 5  | 8.34e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   402 |            2s2.2p.4p - 2s2.2p.7d            |     3P  - 3D*    | 81334.25   -   88596.5    |  9 - 15 | 2.16e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -  [88558.6]   |  5 - 3  | 5.89e+02  | D    |    |
       |                                             |                  | 81325.76   -  [88558.6]   |  3 - 3  | 8.91e+03  | D    |    |
       |                                             |                  | 81343.99   -   88604.75   |  5 - 5  | 5.41e+03  | D    |    |
       |                                             |                  | 81311.01   -  [88558.6]   |  1 - 3  | 1.19e+04  | D    |    |
       |                                             |                  | 81325.76   -   88604.75   |  3 - 5  | 1.63e+04  | D    |    |
       |                                             |                  | 81343.99   -  [88606.8]   |  5 - 7  | 2.16e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   403 |                                             |     3P  - 3P*    | 81334.25   -   88641.4    |  9 - 9  | 1.38e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -  [88646.6]   |  1 - 3  | 4.64e+04  | D    |    |
       |                                             |                  | 81325.76   -  [88636.8]   |  3 - 5  | 3.45e+04  | D    |    |
       |                                             |                  | 81325.76   -  [88649.1]   |  3 - 1  | 1.39e+05  | D    |    |
       |                                             |                  | 81343.99   -  [88646.6]   |  5 - 3  | 5.72e+04  | D    |    |
       |                                             |                  | 81325.76   -  [88646.6]   |  3 - 3  | 3.46e+04  | D    |    |
       |                                             |                  | 81343.99   -  [88636.8]   |  5 - 5  | 1.03e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   404 |            2s2.2p.4p - 2s2.2p.8d            |     3P  - 3D*    | 81334.25   -   89132.8    |  9 - 15 | 8.72e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81343.99   -  [89091.8]   |  5 - 3  | 2.37e+02  | D    |    |
       |                                             |                  | 81325.76   -  [89091.8]   |  3 - 3  | 3.59e+03  | D    |    |
       |                                             |                  | 81343.99   -   89142.66   |  5 - 5  | 2.18e+03  | D    |    |
       |                                             |                  | 81311.01   -  [89091.8]   |  1 - 3  | 4.81e+03  | D    |    |
       |                                             |                  | 81325.76   -   89142.66   |  3 - 5  | 6.59e+03  | D    |    |
       |                                             |                  | 81343.99   -  [89143.4]   |  5 - 7  | 8.72e+03  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   405 |                                             |     3P  - 3P*    | 81334.25   -   89165.8    |  9 - 9  | 8.20e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81311.01   -  [89170.0]   |  1 - 3  | 2.76e+04  | D    |    |
       |                                             |                  | 81325.76   -  [89162.2]   |  3 - 5  | 2.05e+04  | D    |    |
       |                                             |                  | 81325.76   -  [89171.5]   |  3 - 1  | 8.25e+04  | D    |    |
       |                                             |                  | 81343.99   -  [89170.0]   |  5 - 3  | 3.41e+04  | D    |    |
       |                                             |                  | 81325.76   -  [89170.0]   |  3 - 3  | 2.06e+04  | D    |    |
       |                                             |                  | 81343.99   -  [89162.2]   |  5 - 5  | 6.12e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   406 |            2s2.2p.4p - 2s2.2p.4d            |     1D  - 1D*    | 81769.79   -   83497.62   |  5 - 5  | 3.08e+05  | B+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   407 |            2s2.2p.4p - 2s2.2p.5s            |     1D  - 3P*    | 81769.79   -   83776.55   |  5 - 9  | 1.27e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81769.79   -   83791.04   |  5 - 5  | 4.29e+02  | C    |    |
       |                                             |                  | 81769.79   -   83752.41   |  5 - 3  | 3.73e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   408 |            2s2.2p.4p - 2s2.2p.4d            |     1D  - 3F*    | 81769.79   -   83755.48   |  5 - 21 | 9.61e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81769.79   -   83747.39   |  5 - 5  | 3.26e+03  | C    |    |
       |                                             |                  | 81769.79   -   83761.26   |  5 - 7  | 2.65e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   409 |                                             |     1D  - 3D*    | 81769.79   -   83839.51   |  5 - 15 | 2.28e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81769.79   -   83848.83   |  5 - 7  | 1.35e+04  | C    |    |
       |                                             |                  | 81769.79   -   83838.08   |  5 - 5  | 4.79e+02  | C    |    |
       |                                             |                  | 81769.79   -   83820.13   |  5 - 3  | 8.16e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   410 |            2s2.2p.4p - 2s2.2p.5s            |     1D  - 1P*    | 81769.79   -   83877.31   |  5 - 3  | 1.56e+06  | B+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   411 |            2s2.2p.4p - 2s2.2p.4d            |     1D  - 1F*    | 81769.79   -   83947.43   |  5 - 7  | 2.34e+06  | B+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   412 |                                             |     1D  - 1P*    | 81769.79   -   84032.15   |  5 - 3  | 2.23e+05  | B+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   413 |                                             |     1D  - 3P*    | 81769.79   -   84107.97   |  5 - 9  | 4.35e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 81769.79   -   84116.09   |  5 - 3  | 7.44e+03  | C    |    |
       |                                             |                  | 81769.79   -   84103.10   |  5 - 5  | 3.36e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   414 |            2s2.2p.4p - 2s2.2p.5d            |     1D  - 1D*    | 81769.79   -   86185.2    |  5 - 5  | 2.00e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   415 |            2s2.2p.4p - 2s2.2p.6s            |     1D  - 1P*    | 81769.79   -   86416.55   |  5 - 3  | 4.55e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   416 |            2s2.2p.4p - 2s2.2p.5d            |     1D  - 1F*    | 81769.79   -   86449.19   |  5 - 7  | 1.59e+05  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   417 |                                             |     1D  - 1P*    | 81769.79   -   86491.41   |  5 - 3  | 1.79e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   418 |            2s2.2p.4p - 2s2.2p.6d            |     1D  - 1D*    | 81769.79   -   87633.75   |  5 - 5  | 4.43e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   419 |            2s2.2p.4p - 2s2.2p.7s            |     1D  - 1P*    | 81769.79   -   87789.63   |  5 - 3  | 2.19e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   420 |            2s2.2p.4p - 2s2.2p.6d            |     1D  - 1F*    | 81769.79   -   87806.93   |  5 - 7  | 2.03e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   421 |                                             |     1D  - 1P*    | 81769.79   -   87830.17   |  5 - 3  | 1.22e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   422 |            2s2.2p.4p - 2s2.2p.7d            |     1D  - 1D*    | 81769.79   -   88498.62   |  5 - 5  | 4.16e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   423 |            2s2.2p.4p - 2s2.2p.8s            |     1D  - 1P*    | 81769.79   -   88615.01   |  5 - 3  | 1.26e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   424 |            2s2.2p.4p - 2s2.2p.7d            |     1D  - 1P*    | 81769.79   -   88639.02   |  5 - 3  | 8.34e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   425 |            2s2.2p.4p - 2s2.2p.8d            |     1D  - 1D*    | 81769.79   -   89054.16   |  5 - 5  | 3.38e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   426 |                                             |     1D  - 1P*    | 81769.79   -   89164.74   |  5 - 3  | 5.87e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   427 |            2s2.2p.4p - 2s2.2p.5s            |     1S  - 3P*    | 82251.71   -   83752.41   |  1 - 9  | 2.31e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 82251.71   -   83752.41   |  1 - 3  | 6.92e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   428 |            2s2.2p.4p - 2s2.2p.4d            |     1S  - 3D*    | 82251.71   -   83820.13   |  1 - 15 | 1.00e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 82251.71   -   83820.13   |  1 - 3  | 5.00e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   429 |            2s2.2p.4p - 2s2.2p.5s            |     1S  - 1P*    | 82251.71   -   83877.31   |  1 - 3  | 6.24e+05  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   430 |            2s2.2p.4p - 2s2.2p.4d            |     1S  - 1P*    | 82251.71   -   84032.15   |  1 - 3  | 2.68e+05  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   431 |                                             |     1S  - 3P*    | 82251.71   -   84116.09   |  1 - 9  | 3.90e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 82251.71   -   84116.09   |  1 - 3  | 1.17e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   432 |            2s2.2p.4p - 2s2.2p.6s            |     1S  - 1P*    | 82251.71   -   86416.55   |  1 - 3  | 2.54e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   433 |            2s2.2p.4p - 2s2.2p.5d            |     1S  - 1P*    | 82251.71   -   86491.41   |  1 - 3  | 7.10e+03  | D    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   434 |            2s2.2p.4p - 2s2.2p.6d            |     1S  - 1P*    | 82251.71   -   87830.17   |  1 - 3  | 2.49e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   435 |            2s2.2p.4p - 2s2.2p.7d            |     1S  - 1P*    | 82251.71   -   88639.02   |  1 - 3  | 2.54e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   436 |            2s2.2p.4d - 2s2.2p.5p            |     1D* - 1P     | 83497.62   -   84851.53   |  5 - 3  | 4.84e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   437 |                                             |     1D* - 1D     | 83497.62   -   85399.81   |  5 - 5  | 1.38e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   438 |            2s2.2p.4d - 2s2.2p.6p            |     1D* - 1P     | 83497.62   -   86912.86   |  5 - 3  | 1.62e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   439 |                                             |     1D* - 1D     | 83497.62   -   87218.26   |  5 - 5  | 5.61e+04  | C+   |    |
