#  T(SEC)      TMP(K)       H2         H          O2         O          OH             HO2        H2O2       H2O        N          N2             NO        
 0.18510E-03 0.24761E+04 0.19403E-02 0.11724E-02 0.67073E+00 0.12395E-01 0.31059E-01 0.55618E-04 0.16542E-05 0.25530E+00 0.23637E-08 0.27333E-01 0.10995E-04
 0.18520E-03 0.24761E+04 0.19400E-02 0.11721E-02 0.67073E+00 0.12393E-01 0.31057E-01 0.55613E-04 0.16538E-05 0.25531E+00 0.23637E-08 0.27334E-01 0.11004E-04
 0.18530E-03 0.24761E+04 0.19396E-02 0.11717E-02 0.67073E+00 0.12390E-01 0.31054E-01 0.55609E-04 0.16533E-05 0.25531E+00 0.23637E-08 0.27334E-01 0.11014E-04
 0.18540E-03 0.24761E+04 0.19392E-02 0.11714E-02 0.67074E+00 0.12388E-01 0.31052E-01 0.55604E-04 0.16529E-05 0.25531E+00 0.23637E-08 0.27334E-01 0.11023E-04
 0.18550E-03 0.24762E+04 0.19389E-02 0.11710E-02 0.67074E+00 0.12385E-01 0.31050E-01 0.55599E-04 0.16525E-05 0.25531E+00 0.23638E-08 0.27334E-01 0.11033E-04
 0.18560E-03 0.24762E+04 0.19385E-02 0.11707E-02 0.67074E+00 0.12383E-01 0.31048E-01 0.55595E-04 0.16520E-05 0.25532E+00 0.23638E-08 0.27334E-01 0.11042E-04
 0.18570E-03 0.24762E+04 0.19381E-02 0.11703E-02 0.67075E+00 0.12381E-01 0.31045E-01 0.55590E-04 0.16516E-05 0.25532E+00 0.23638E-08 0.27334E-01 0.11052E-04
 0.18580E-03 0.24763E+04 0.19378E-02 0.11700E-02 0.67075E+00 0.12378E-01 0.31043E-01 0.55585E-04 0.16512E-05 0.25532E+00 0.23638E-08 0.27334E-01 0.11061E-04
 0.18590E-03 0.24763E+04 0.19374E-02 0.11696E-02 0.67075E+00 0.12376E-01 0.31041E-01 0.55581E-04 0.16508E-05 0.25532E+00 0.23639E-08 0.27334E-01 0.11071E-04
 0.18600E-03 0.24763E+04 0.19371E-02 0.11693E-02 0.67075E+00 0.12374E-01 0.31039E-01 0.55576E-04 0.16504E-05 0.25532E+00 0.23639E-08 0.27334E-01 0.11081E-04
 0.18610E-03 0.24763E+04 0.19367E-02 0.11689E-02 0.67076E+00 0.12371E-01 0.31037E-01 0.55571E-04 0.16499E-05 0.25533E+00 0.23639E-08 0.27334E-01 0.11090E-04
 0.18620E-03 0.24764E+04 0.19363E-02 0.11686E-02 0.67076E+00 0.12369E-01 0.31034E-01 0.55567E-04 0.16495E-05 0.25533E+00 0.23639E-08 0.27334E-01 0.11100E-04
 0.18630E-03 0.24764E+04 0.19360E-02 0.11682E-02 0.67076E+00 0.12367E-01 0.31032E-01 0.55562E-04 0.16491E-05 0.25533E+00 0.23639E-08 0.27334E-01 0.11109E-04
 0.18640E-03 0.24764E+04 0.19356E-02 0.11679E-02 0.67077E+00 0.12364E-01 0.31030E-01 0.55558E-04 0.16487E-05 0.25533E+00 0.23640E-08 0.27334E-01 0.11119E-04
 0.18650E-03 0.24764E+04 0.19353E-02 0.11675E-02 0.67077E+00 0.12362E-01 0.31028E-01 0.55553E-04 0.16483E-05 0.25534E+00 0.23640E-08 0.27334E-01 0.11128E-04
 0.18660E-03 0.24765E+04 0.19349E-02 0.11672E-02 0.67077E+00 0.12360E-01 0.31026E-01 0.55549E-04 0.16478E-05 0.25534E+00 0.23640E-08 0.27334E-01 0.11138E-04
 0.18670E-03 0.24765E+04 0.19346E-02 0.11669E-02 0.67077E+00 0.12357E-01 0.31023E-01 0.55544E-04 0.16474E-05 0.25534E+00 0.23640E-08 0.27334E-01 0.11147E-04
 0.18680E-03 0.24765E+04 0.19342E-02 0.11665E-02 0.67078E+00 0.12355E-01 0.31021E-01 0.55539E-04 0.16470E-05 0.25534E+00 0.23640E-08 0.27334E-01 0.11157E-04
 0.18690E-03 0.24766E+04 0.19338E-02 0.11662E-02 0.67078E+00 0.12353E-01 0.31019E-01 0.55535E-04 0.16466E-05 0.25534E+00 0.23641E-08 0.27334E-01 0.11166E-04
 0.18700E-03 0.24766E+04 0.19335E-02 0.11658E-02 0.67078E+00 0.12351E-01 0.31017E-01 0.55530E-04 0.16462E-05 0.25535E+00 0.23641E-08 0.27335E-01 0.11176E-04
 0.18710E-03 0.24766E+04 0.19331E-02 0.11655E-02 0.67079E+00 0.12348E-01 0.31015E-01 0.55526E-04 0.16458E-05 0.25535E+00 0.23641E-08 0.27335E-01 0.11185E-04
 0.18720E-03 0.24766E+04 0.19328E-02 0.11652E-02 0.67079E+00 0.12346E-01 0.31012E-01 0.55521E-04 0.16454E-05 0.25535E+00 0.23641E-08 0.27335E-01 0.11195E-04
 0.18730E-03 0.24767E+04 0.19324E-02 0.11648E-02 0.67079E+00 0.12344E-01 0.31010E-01 0.55517E-04 0.16450E-05 0.25535E+00 0.23642E-08 0.27335E-01 0.11204E-04
 0.18740E-03 0.24767E+04 0.19321E-02 0.11645E-02 0.67080E+00 0.12341E-01 0.31008E-01 0.55512E-04 0.16446E-05 0.25536E+00 0.23642E-08 0.27335E-01 0.11214E-04
 0.18750E-03 0.24767E+04 0.19317E-02 0.11641E-02 0.67080E+00 0.12339E-01 0.31006E-01 0.55508E-04 0.16442E-05 0.25536E+00 0.23642E-08 0.27335E-01 0.11223E-04
 0.18760E-03 0.24767E+04 0.19314E-02 0.11638E-02 0.67080E+00 0.12337E-01 0.31004E-01 0.55503E-04 0.16437E-05 0.25536E+00 0.23642E-08 0.27335E-01 0.11233E-04
 0.18770E-03 0.24768E+04 0.19310E-02 0.11635E-02 0.67080E+00 0.12335E-01 0.31002E-01 0.55499E-04 0.16433E-05 0.25536E+00 0.23642E-08 0.27335E-01 0.11243E-04
 0.18780E-03 0.24768E+04 0.19307E-02 0.11631E-02 0.67081E+00 0.12332E-01 0.31000E-01 0.55495E-04 0.16429E-05 0.25536E+00 0.23643E-08 0.27335E-01 0.11252E-04
 0.18790E-03 0.24768E+04 0.19304E-02 0.11628E-02 0.67081E+00 0.12330E-01 0.30997E-01 0.55490E-04 0.16425E-05 0.25537E+00 0.23643E-08 0.27335E-01 0.11262E-04
 0.18800E-03 0.24769E+04 0.19300E-02 0.11625E-02 0.67081E+00 0.12328E-01 0.30995E-01 0.55486E-04 0.16421E-05 0.25537E+00 0.23643E-08 0.27335E-01 0.11271E-04
 0.18810E-03 0.24769E+04 0.19297E-02 0.11621E-02 0.67082E+00 0.12326E-01 0.30993E-01 0.55481E-04 0.16417E-05 0.25537E+00 0.23643E-08 0.27335E-01 0.11281E-04
 0.18820E-03 0.24769E+04 0.19293E-02 0.11618E-02 0.67082E+00 0.12323E-01 0.30991E-01 0.55477E-04 0.16413E-05 0.25537E+00 0.23643E-08 0.27335E-01 0.11290E-04
 0.18830E-03 0.24769E+04 0.19290E-02 0.11615E-02 0.67082E+00 0.12321E-01 0.30989E-01 0.55473E-04 0.16409E-05 0.25538E+00 0.23644E-08 0.27335E-01 0.11300E-04
 0.18840E-03 0.24770E+04 0.19286E-02 0.11611E-02 0.67082E+00 0.12319E-01 0.30987E-01 0.55468E-04 0.16405E-05 0.25538E+00 0.23644E-08 0.27335E-01 0.11309E-04
 0.18850E-03 0.24770E+04 0.19283E-02 0.11608E-02 0.67083E+00 0.12317E-01 0.30985E-01 0.55464E-04 0.16401E-05 0.25538E+00 0.23644E-08 0.27335E-01 0.11319E-04
 0.18860E-03 0.24770E+04 0.19280E-02 0.11605E-02 0.67083E+00 0.12315E-01 0.30983E-01 0.55459E-04 0.16397E-05 0.25538E+00 0.23644E-08 0.27335E-01 0.11328E-04
 0.18870E-03 0.24770E+04 0.19276E-02 0.11602E-02 0.67083E+00 0.12312E-01 0.30981E-01 0.55455E-04 0.16393E-05 0.25538E+00 0.23645E-08 0.27335E-01 0.11338E-04
 0.18880E-03 0.24771E+04 0.19273E-02 0.11598E-02 0.67083E+00 0.12310E-01 0.30978E-01 0.55451E-04 0.16389E-05 0.25539E+00 0.23645E-08 0.27335E-01 0.11347E-04
 0.18890E-03 0.24771E+04 0.19269E-02 0.11595E-02 0.67084E+00 0.12308E-01 0.30976E-01 0.55446E-04 0.16386E-05 0.25539E+00 0.23645E-08 0.27336E-01 0.11357E-04
 0.18900E-03 0.24771E+04 0.19266E-02 0.11592E-02 0.67084E+00 0.12306E-01 0.30974E-01 0.55442E-04 0.16382E-05 0.25539E+00 0.23645E-08 0.27336E-01 0.11366E-04
 0.18910E-03 0.24771E+04 0.19263E-02 0.11589E-02 0.67084E+00 0.12304E-01 0.30972E-01 0.55438E-04 0.16378E-05 0.25539E+00 0.23645E-08 0.27336E-01 0.11376E-04
 0.18920E-03 0.24772E+04 0.19259E-02 0.11585E-02 0.67085E+00 0.12301E-01 0.30970E-01 0.55434E-04 0.16374E-05 0.25539E+00 0.23646E-08 0.27336E-01 0.11385E-04
 0.18930E-03 0.24772E+04 0.19256E-02 0.11582E-02 0.67085E+00 0.12299E-01 0.30968E-01 0.55429E-04 0.16370E-05 0.25540E+00 0.23646E-08 0.27336E-01 0.11395E-04
 0.18940E-03 0.24772E+04 0.19253E-02 0.11579E-02 0.67085E+00 0.12297E-01 0.30966E-01 0.55425E-04 0.16366E-05 0.25540E+00 0.23646E-08 0.27336E-01 0.11404E-04
 0.18950E-03 0.24773E+04 0.19249E-02 0.11576E-02 0.67085E+00 0.12295E-01 0.30964E-01 0.55421E-04 0.16362E-05 0.25540E+00 0.23646E-08 0.27336E-01 0.11414E-04
 0.18960E-03 0.24773E+04 0.19246E-02 0.11573E-02 0.67086E+00 0.12293E-01 0.30962E-01 0.55417E-04 0.16358E-05 0.25540E+00 0.23646E-08 0.27336E-01 0.11423E-04
 0.18970E-03 0.24773E+04 0.19243E-02 0.11569E-02 0.67086E+00 0.12290E-01 0.30960E-01 0.55412E-04 0.16354E-05 0.25540E+00 0.23647E-08 0.27336E-01 0.11433E-04
 0.18980E-03 0.24773E+04 0.19239E-02 0.11566E-02 0.67086E+00 0.12288E-01 0.30958E-01 0.55408E-04 0.16351E-05 0.25541E+00 0.23647E-08 0.27336E-01 0.11443E-04
 0.18990E-03 0.24774E+04 0.19236E-02 0.11563E-02 0.67086E+00 0.12286E-01 0.30956E-01 0.55404E-04 0.16347E-05 0.25541E+00 0.23647E-08 0.27336E-01 0.11452E-04
 0.19000E-03 0.24774E+04 0.19233E-02 0.11560E-02 0.67087E+00 0.12284E-01 0.30954E-01 0.55400E-04 0.16343E-05 0.25541E+00 0.23647E-08 0.27336E-01 0.11462E-04
 0.19010E-03 0.24774E+04 0.19229E-02 0.11557E-02 0.67087E+00 0.12282E-01 0.30952E-01 0.55395E-04 0.16339E-05 0.25541E+00 0.23648E-08 0.27336E-01 0.11471E-04
 0.19020E-03 0.24774E+04 0.19226E-02 0.11553E-02 0.67087E+00 0.12280E-01 0.30950E-01 0.55391E-04 0.16335E-05 0.25541E+00 0.23648E-08 0.27336E-01 0.11481E-04
 0.19030E-03 0.24775E+04 0.19223E-02 0.11550E-02 0.67088E+00 0.12278E-01 0.30948E-01 0.55387E-04 0.16331E-05 0.25542E+00 0.23648E-08 0.27336E-01 0.11490E-04
 0.19040E-03 0.24775E+04 0.19219E-02 0.11547E-02 0.67088E+00 0.12276E-01 0.30946E-01 0.55383E-04 0.16328E-05 0.25542E+00 0.23648E-08 0.27336E-01 0.11500E-04
 0.19050E-03 0.24775E+04 0.19216E-02 0.11544E-02 0.67088E+00 0.12273E-01 0.30944E-01 0.55379E-04 0.16324E-05 0.25542E+00 0.23648E-08 0.27336E-01 0.11509E-04
 0.19060E-03 0.24775E+04 0.19213E-02 0.11541E-02 0.67088E+00 0.12271E-01 0.30941E-01 0.55374E-04 0.16320E-05 0.25542E+00 0.23649E-08 0.27336E-01 0.11519E-04
 0.19070E-03 0.24776E+04 0.19210E-02 0.11538E-02 0.67089E+00 0.12269E-01 0.30939E-01 0.55370E-04 0.16316E-05 0.25543E+00 0.23649E-08 0.27336E-01 0.11528E-04
 0.19080E-03 0.24776E+04 0.19206E-02 0.11535E-02 0.67089E+00 0.12267E-01 0.30937E-01 0.55366E-04 0.16312E-05 0.25543E+00 0.23649E-08 0.27336E-01 0.11538E-04
 0.19090E-03 0.24776E+04 0.19203E-02 0.11532E-02 0.67089E+00 0.12265E-01 0.30935E-01 0.55362E-04 0.16309E-05 0.25543E+00 0.23649E-08 0.27337E-01 0.11547E-04
 0.19100E-03 0.24776E+04 0.19200E-02 0.11528E-02 0.67089E+00 0.12263E-01 0.30933E-01 0.55358E-04 0.16305E-05 0.25543E+00 0.23649E-08 0.27337E-01 0.11557E-04
 0.19110E-03 0.24777E+04 0.19197E-02 0.11525E-02 0.67090E+00 0.12261E-01 0.30931E-01 0.55354E-04 0.16301E-05 0.25543E+00 0.23650E-08 0.27337E-01 0.11566E-04
 0.19120E-03 0.24777E+04 0.19194E-02 0.11522E-02 0.67090E+00 0.12259E-01 0.30929E-01 0.55350E-04 0.16297E-05 0.25544E+00 0.23650E-08 0.27337E-01 0.11576E-04
 0.19130E-03 0.24777E+04 0.19190E-02 0.11519E-02 0.67090E+00 0.12257E-01 0.30927E-01 0.55346E-04 0.16294E-05 0.25544E+00 0.23650E-08 0.27337E-01 0.11585E-04
 0.19140E-03 0.24777E+04 0.19187E-02 0.11516E-02 0.67091E+00 0.12255E-01 0.30925E-01 0.55342E-04 0.16290E-05 0.25544E+00 0.23650E-08 0.27337E-01 0.11595E-04
 0.19150E-03 0.24778E+04 0.19184E-02 0.11513E-02 0.67091E+00 0.12252E-01 0.30924E-01 0.55338E-04 0.16286E-05 0.25544E+00 0.23651E-08 0.27337E-01 0.11604E-04
 0.19160E-03 0.24778E+04 0.19181E-02 0.11510E-02 0.67091E+00 0.12250E-01 0.30922E-01 0.55333E-04 0.16283E-05 0.25544E+00 0.23651E-08 0.27337E-01 0.11614E-04
 0.19170E-03 0.24778E+04 0.19178E-02 0.11507E-02 0.67091E+00 0.12248E-01 0.30920E-01 0.55329E-04 0.16279E-05 0.25545E+00 0.23651E-08 0.27337E-01 0.11623E-04
 0.19180E-03 0.24778E+04 0.19174E-02 0.11504E-02 0.67092E+00 0.12246E-01 0.30918E-01 0.55325E-04 0.16275E-05 0.25545E+00 0.23651E-08 0.27337E-01 0.11633E-04
 0.19190E-03 0.24779E+04 0.19171E-02 0.11501E-02 0.67092E+00 0.12244E-01 0.30916E-01 0.55321E-04 0.16272E-05 0.25545E+00 0.23651E-08 0.27337E-01 0.11642E-04
 0.19200E-03 0.24779E+04 0.19168E-02 0.11498E-02 0.67092E+00 0.12242E-01 0.30914E-01 0.55317E-04 0.16268E-05 0.25545E+00 0.23652E-08 0.27337E-01 0.11652E-04
 0.19210E-03 0.24779E+04 0.19165E-02 0.11495E-02 0.67092E+00 0.12240E-01 0.30912E-01 0.55313E-04 0.16264E-05 0.25545E+00 0.23652E-08 0.27337E-01 0.11661E-04
 0.19220E-03 0.24779E+04 0.19162E-02 0.11492E-02 0.67093E+00 0.12238E-01 0.30910E-01 0.55309E-04 0.16261E-05 0.25546E+00 0.23652E-08 0.27337E-01 0.11671E-04
 0.19230E-03 0.24780E+04 0.19159E-02 0.11489E-02 0.67093E+00 0.12236E-01 0.30908E-01 0.55305E-04 0.16257E-05 0.25546E+00 0.23652E-08 0.27337E-01 0.11680E-04
 0.19240E-03 0.24780E+04 0.19156E-02 0.11486E-02 0.67093E+00 0.12234E-01 0.30906E-01 0.55301E-04 0.16253E-05 0.25546E+00 0.23652E-08 0.27337E-01 0.11690E-04
 0.19250E-03 0.24780E+04 0.19152E-02 0.11483E-02 0.67093E+00 0.12232E-01 0.30904E-01 0.55297E-04 0.16250E-05 0.25546E+00 0.23653E-08 0.27337E-01 0.11700E-04
 0.19260E-03 0.24780E+04 0.19149E-02 0.11480E-02 0.67094E+00 0.12230E-01 0.30902E-01 0.55293E-04 0.16246E-05 0.25546E+00 0.23653E-08 0.27337E-01 0.11709E-04
 0.19270E-03 0.24781E+04 0.19146E-02 0.11477E-02 0.67094E+00 0.12228E-01 0.30900E-01 0.55289E-04 0.16242E-05 0.25546E+00 0.23653E-08 0.27337E-01 0.11719E-04
 0.19280E-03 0.24781E+04 0.19143E-02 0.11474E-02 0.67094E+00 0.12226E-01 0.30898E-01 0.55285E-04 0.16239E-05 0.25547E+00 0.23653E-08 0.27337E-01 0.11728E-04
 0.19290E-03 0.24781E+04 0.19140E-02 0.11471E-02 0.67094E+00 0.12224E-01 0.30896E-01 0.55281E-04 0.16235E-05 0.25547E+00 0.23654E-08 0.27338E-01 0.11738E-04
 0.19300E-03 0.24781E+04 0.19137E-02 0.11468E-02 0.67095E+00 0.12222E-01 0.30894E-01 0.55278E-04 0.16232E-05 0.25547E+00 0.23654E-08 0.27338E-01 0.11747E-04
 0.19310E-03 0.24782E+04 0.19134E-02 0.11465E-02 0.67095E+00 0.12220E-01 0.30892E-01 0.55274E-04 0.16228E-05 0.25547E+00 0.23654E-08 0.27338E-01 0.11757E-04
 0.19320E-03 0.24782E+04 0.19131E-02 0.11462E-02 0.67095E+00 0.12218E-01 0.30890E-01 0.55270E-04 0.16225E-05 0.25547E+00 0.23654E-08 0.27338E-01 0.11766E-04
 0.19330E-03 0.24782E+04 0.19128E-02 0.11459E-02 0.67095E+00 0.12216E-01 0.30889E-01 0.55266E-04 0.16221E-05 0.25548E+00 0.23654E-08 0.27338E-01 0.11776E-04
 0.19340E-03 0.24782E+04 0.19125E-02 0.11456E-02 0.67096E+00 0.12214E-01 0.30887E-01 0.55262E-04 0.16218E-05 0.25548E+00 0.23655E-08 0.27338E-01 0.11785E-04
 0.19350E-03 0.24782E+04 0.19121E-02 0.11453E-02 0.67096E+00 0.12212E-01 0.30885E-01 0.55258E-04 0.16214E-05 0.25548E+00 0.23655E-08 0.27338E-01 0.11795E-04
 0.19360E-03 0.24783E+04 0.19118E-02 0.11450E-02 0.67096E+00 0.12210E-01 0.30883E-01 0.55254E-04 0.16210E-05 0.25548E+00 0.23655E-08 0.27338E-01 0.11804E-04
 0.19370E-03 0.24783E+04 0.19115E-02 0.11447E-02 0.67096E+00 0.12208E-01 0.30881E-01 0.55250E-04 0.16207E-05 0.25548E+00 0.23655E-08 0.27338E-01 0.11814E-04
 0.19380E-03 0.24783E+04 0.19112E-02 0.11444E-02 0.67097E+00 0.12206E-01 0.30879E-01 0.55246E-04 0.16203E-05 0.25549E+00 0.23655E-08 0.27338E-01 0.11823E-04
 0.19390E-03 0.24783E+04 0.19109E-02 0.11441E-02 0.67097E+00 0.12204E-01 0.30877E-01 0.55243E-04 0.16200E-05 0.25549E+00 0.23656E-08 0.27338E-01 0.11833E-04
 0.19400E-03 0.24784E+04 0.19106E-02 0.11439E-02 0.67097E+00 0.12202E-01 0.30875E-01 0.55239E-04 0.16196E-05 0.25549E+00 0.23656E-08 0.27338E-01 0.11842E-04
 0.19410E-03 0.24784E+04 0.19103E-02 0.11436E-02 0.67097E+00 0.12200E-01 0.30873E-01 0.55235E-04 0.16193E-05 0.25549E+00 0.23656E-08 0.27338E-01 0.11852E-04
 0.19420E-03 0.24784E+04 0.19100E-02 0.11433E-02 0.67098E+00 0.12198E-01 0.30872E-01 0.55231E-04 0.16189E-05 0.25549E+00 0.23656E-08 0.27338E-01 0.11861E-04
 0.19430E-03 0.24784E+04 0.19097E-02 0.11430E-02 0.67098E+00 0.12196E-01 0.30870E-01 0.55227E-04 0.16186E-05 0.25550E+00 0.23657E-08 0.27338E-01 0.11871E-04
 0.19440E-03 0.24785E+04 0.19094E-02 0.11427E-02 0.67098E+00 0.12194E-01 0.30868E-01 0.55223E-04 0.16182E-05 0.25550E+00 0.23657E-08 0.27338E-01 0.11880E-04
 0.19450E-03 0.24785E+04 0.19091E-02 0.11424E-02 0.67098E+00 0.12192E-01 0.30866E-01 0.55220E-04 0.16179E-05 0.25550E+00 0.23657E-08 0.27338E-01 0.11890E-04
 0.19460E-03 0.24785E+04 0.19088E-02 0.11421E-02 0.67099E+00 0.12190E-01 0.30864E-01 0.55216E-04 0.16176E-05 0.25550E+00 0.23657E-08 0.27338E-01 0.11899E-04
 0.19470E-03 0.24785E+04 0.19085E-02 0.11418E-02 0.67099E+00 0.12188E-01 0.30862E-01 0.55212E-04 0.16172E-05 0.25550E+00 0.23657E-08 0.27338E-01 0.11909E-04
 0.19480E-03 0.24786E+04 0.19082E-02 0.11416E-02 0.67099E+00 0.12186E-01 0.30860E-01 0.55208E-04 0.16169E-05 0.25550E+00 0.23658E-08 0.27338E-01 0.11918E-04
 0.19490E-03 0.24786E+04 0.19079E-02 0.11413E-02 0.67099E+00 0.12185E-01 0.30859E-01 0.55204E-04 0.16165E-05 0.25551E+00 0.23658E-08 0.27338E-01 0.11928E-04
 0.19500E-03 0.24786E+04 0.19076E-02 0.11410E-02 0.67100E+00 0.12183E-01 0.30857E-01 0.55201E-04 0.16162E-05 0.25551E+00 0.23658E-08 0.27338E-01 0.11937E-04
 0.19510E-03 0.24786E+04 0.19073E-02 0.11407E-02 0.67100E+00 0.12181E-01 0.30855E-01 0.55197E-04 0.16158E-05 0.25551E+00 0.23658E-08 0.27339E-01 0.11947E-04
 0.19520E-03 0.24786E+04 0.19071E-02 0.11404E-02 0.67100E+00 0.12179E-01 0.30853E-01 0.55193E-04 0.16155E-05 0.25551E+00 0.23659E-08 0.27339E-01 0.11956E-04
 0.19530E-03 0.24787E+04 0.19068E-02 0.11402E-02 0.67100E+00 0.12177E-01 0.30851E-01 0.55189E-04 0.16152E-05 0.25551E+00 0.23659E-08 0.27339E-01 0.11966E-04
 0.19540E-03 0.24787E+04 0.19065E-02 0.11399E-02 0.67101E+00 0.12175E-01 0.30849E-01 0.55186E-04 0.16148E-05 0.25552E+00 0.23659E-08 0.27339E-01 0.11975E-04
 0.19550E-03 0.24787E+04 0.19062E-02 0.11396E-02 0.67101E+00 0.12173E-01 0.30848E-01 0.55182E-04 0.16145E-05 0.25552E+00 0.23659E-08 0.27339E-01 0.11985E-04
 0.19560E-03 0.24787E+04 0.19059E-02 0.11393E-02 0.67101E+00 0.12171E-01 0.30846E-01 0.55178E-04 0.16141E-05 0.25552E+00 0.23659E-08 0.27339E-01 0.11994E-04
 0.19570E-03 0.24788E+04 0.19056E-02 0.11390E-02 0.67101E+00 0.12169E-01 0.30844E-01 0.55175E-04 0.16138E-05 0.25552E+00 0.23660E-08 0.27339E-01 0.12004E-04
 0.19580E-03 0.24788E+04 0.19053E-02 0.11388E-02 0.67102E+00 0.12167E-01 0.30842E-01 0.55171E-04 0.16135E-05 0.25552E+00 0.23660E-08 0.27339E-01 0.12013E-04
 0.19590E-03 0.24788E+04 0.19050E-02 0.11385E-02 0.67102E+00 0.12165E-01 0.30840E-01 0.55167E-04 0.16131E-05 0.25553E+00 0.23660E-08 0.27339E-01 0.12023E-04
 0.19600E-03 0.24788E+04 0.19047E-02 0.11382E-02 0.67102E+00 0.12164E-01 0.30838E-01 0.55164E-04 0.16128E-05 0.25553E+00 0.23660E-08 0.27339E-01 0.12032E-04
 0.19610E-03 0.24789E+04 0.19044E-02 0.11379E-02 0.67102E+00 0.12162E-01 0.30837E-01 0.55160E-04 0.16125E-05 0.25553E+00 0.23660E-08 0.27339E-01 0.12042E-04
 0.19620E-03 0.24789E+04 0.19041E-02 0.11377E-02 0.67103E+00 0.12160E-01 0.30835E-01 0.55156E-04 0.16121E-05 0.25553E+00 0.23661E-08 0.27339E-01 0.12051E-04
 0.19630E-03 0.24789E+04 0.19039E-02 0.11374E-02 0.67103E+00 0.12158E-01 0.30833E-01 0.55153E-04 0.16118E-05 0.25553E+00 0.23661E-08 0.27339E-01 0.12061E-04
 0.19640E-03 0.24789E+04 0.19036E-02 0.11371E-02 0.67103E+00 0.12156E-01 0.30831E-01 0.55149E-04 0.16115E-05 0.25553E+00 0.23661E-08 0.27339E-01 0.12070E-04
 0.19650E-03 0.24789E+04 0.19033E-02 0.11368E-02 0.67103E+00 0.12154E-01 0.30829E-01 0.55145E-04 0.16111E-05 0.25554E+00 0.23661E-08 0.27339E-01 0.12080E-04
 0.19660E-03 0.24790E+04 0.19030E-02 0.11366E-02 0.67103E+00 0.12152E-01 0.30828E-01 0.55142E-04 0.16108E-05 0.25554E+00 0.23662E-08 0.27339E-01 0.12089E-04
 0.19670E-03 0.24790E+04 0.19027E-02 0.11363E-02 0.67104E+00 0.12151E-01 0.30826E-01 0.55138E-04 0.16105E-05 0.25554E+00 0.23662E-08 0.27339E-01 0.12099E-04
 0.19680E-03 0.24790E+04 0.19024E-02 0.11360E-02 0.67104E+00 0.12149E-01 0.30824E-01 0.55134E-04 0.16102E-05 0.25554E+00 0.23662E-08 0.27339E-01 0.12108E-04
 0.19690E-03 0.24790E+04 0.19021E-02 0.11357E-02 0.67104E+00 0.12147E-01 0.30822E-01 0.55131E-04 0.16098E-05 0.25554E+00 0.23662E-08 0.27339E-01 0.12118E-04
 0.19700E-03 0.24791E+04 0.19019E-02 0.11355E-02 0.67104E+00 0.12145E-01 0.30821E-01 0.55127E-04 0.16095E-05 0.25554E+00 0.23662E-08 0.27339E-01 0.12127E-04
 0.19710E-03 0.24791E+04 0.19016E-02 0.11352E-02 0.67105E+00 0.12143E-01 0.30819E-01 0.55124E-04 0.16092E-05 0.25555E+00 0.23663E-08 0.27339E-01 0.12137E-04
 0.19720E-03 0.24791E+04 0.19013E-02 0.11349E-02 0.67105E+00 0.12141E-01 0.30817E-01 0.55120E-04 0.16088E-05 0.25555E+00 0.23663E-08 0.27339E-01 0.12146E-04
 0.19730E-03 0.24791E+04 0.19010E-02 0.11347E-02 0.67105E+00 0.12140E-01 0.30815E-01 0.55117E-04 0.16085E-05 0.25555E+00 0.23663E-08 0.27339E-01 0.12156E-04
 0.19740E-03 0.24791E+04 0.19007E-02 0.11344E-02 0.67105E+00 0.12138E-01 0.30814E-01 0.55113E-04 0.16082E-05 0.25555E+00 0.23663E-08 0.27340E-01 0.12165E-04
 0.19750E-03 0.24792E+04 0.19005E-02 0.11341E-02 0.67106E+00 0.12136E-01 0.30812E-01 0.55109E-04 0.16079E-05 0.25555E+00 0.23664E-08 0.27340E-01 0.12175E-04
 0.19760E-03 0.24792E+04 0.19002E-02 0.11339E-02 0.67106E+00 0.12134E-01 0.30810E-01 0.55106E-04 0.16076E-05 0.25556E+00 0.23664E-08 0.27340E-01 0.12184E-04
 0.19770E-03 0.24792E+04 0.18999E-02 0.11336E-02 0.67106E+00 0.12132E-01 0.30808E-01 0.55102E-04 0.16072E-05 0.25556E+00 0.23664E-08 0.27340E-01 0.12194E-04
 0.19780E-03 0.24792E+04 0.18996E-02 0.11333E-02 0.67106E+00 0.12130E-01 0.30807E-01 0.55099E-04 0.16069E-05 0.25556E+00 0.23664E-08 0.27340E-01 0.12203E-04
 0.19790E-03 0.24792E+04 0.18993E-02 0.11331E-02 0.67106E+00 0.12129E-01 0.30805E-01 0.55095E-04 0.16066E-05 0.25556E+00 0.23664E-08 0.27340E-01 0.12213E-04
 0.19800E-03 0.24793E+04 0.18991E-02 0.11328E-02 0.67107E+00 0.12127E-01 0.30803E-01 0.55092E-04 0.16063E-05 0.25556E+00 0.23665E-08 0.27340E-01 0.12222E-04
 0.19810E-03 0.24793E+04 0.18988E-02 0.11325E-02 0.67107E+00 0.12125E-01 0.30801E-01 0.55088E-04 0.16060E-05 0.25556E+00 0.23665E-08 0.27340E-01 0.12232E-04
 0.19820E-03 0.24793E+04 0.18985E-02 0.11323E-02 0.67107E+00 0.12123E-01 0.30800E-01 0.55085E-04 0.16056E-05 0.25557E+00 0.23665E-08 0.27340E-01 0.12241E-04
