#  T(SEC)      TMP(K)       H2         H          O2         O          OH             HO2        H2O2       H2O        N          N2             NO        
 0.90200E-04 0.23647E+04 0.34363E-02 0.29781E-02 0.65938E+00 0.22124E-01 0.37742E-01 0.77693E-04 0.39039E-05 0.24715E+00 0.20182E-08 0.27098E-01 0.19947E-05
 0.90300E-04 0.23650E+04 0.34313E-02 0.29709E-02 0.65942E+00 0.22091E-01 0.37726E-01 0.77612E-04 0.38943E-05 0.24718E+00 0.20202E-08 0.27099E-01 0.20033E-05
 0.90400E-04 0.23654E+04 0.34263E-02 0.29636E-02 0.65946E+00 0.22059E-01 0.37710E-01 0.77532E-04 0.38849E-05 0.24720E+00 0.20221E-08 0.27100E-01 0.20119E-05
 0.90500E-04 0.23658E+04 0.34213E-02 0.29564E-02 0.65949E+00 0.22027E-01 0.37694E-01 0.77452E-04 0.38755E-05 0.24723E+00 0.20239E-08 0.27101E-01 0.20205E-05
 0.90600E-04 0.23661E+04 0.34163E-02 0.29493E-02 0.65953E+00 0.21994E-01 0.37678E-01 0.77373E-04 0.38661E-05 0.24725E+00 0.20258E-08 0.27101E-01 0.20291E-05
 0.90700E-04 0.23665E+04 0.34114E-02 0.29422E-02 0.65956E+00 0.21962E-01 0.37663E-01 0.77294E-04 0.38568E-05 0.24727E+00 0.20277E-08 0.27102E-01 0.20377E-05
 0.90800E-04 0.23668E+04 0.34065E-02 0.29351E-02 0.65960E+00 0.21930E-01 0.37647E-01 0.77215E-04 0.38475E-05 0.24730E+00 0.20295E-08 0.27103E-01 0.20463E-05
 0.90900E-04 0.23672E+04 0.34016E-02 0.29281E-02 0.65963E+00 0.21898E-01 0.37631E-01 0.77137E-04 0.38383E-05 0.24732E+00 0.20314E-08 0.27104E-01 0.20550E-05
 0.91000E-04 0.23675E+04 0.33967E-02 0.29211E-02 0.65967E+00 0.21866E-01 0.37615E-01 0.77059E-04 0.38292E-05 0.24735E+00 0.20332E-08 0.27104E-01 0.20636E-05
 0.91100E-04 0.23679E+04 0.33918E-02 0.29141E-02 0.65970E+00 0.21835E-01 0.37600E-01 0.76981E-04 0.38201E-05 0.24737E+00 0.20350E-08 0.27105E-01 0.20723E-05
 0.91200E-04 0.23682E+04 0.33870E-02 0.29072E-02 0.65974E+00 0.21803E-01 0.37584E-01 0.76904E-04 0.38110E-05 0.24739E+00 0.20369E-08 0.27106E-01 0.20809E-05
 0.91300E-04 0.23686E+04 0.33822E-02 0.29003E-02 0.65977E+00 0.21772E-01 0.37569E-01 0.76827E-04 0.38020E-05 0.24742E+00 0.20387E-08 0.27107E-01 0.20896E-05
 0.91400E-04 0.23689E+04 0.33774E-02 0.28934E-02 0.65980E+00 0.21741E-01 0.37553E-01 0.76750E-04 0.37931E-05 0.24744E+00 0.20405E-08 0.27107E-01 0.20982E-05
 0.91500E-04 0.23693E+04 0.33726E-02 0.28866E-02 0.65984E+00 0.21710E-01 0.37538E-01 0.76673E-04 0.37842E-05 0.24747E+00 0.20422E-08 0.27108E-01 0.21069E-05
 0.91600E-04 0.23696E+04 0.33678E-02 0.28798E-02 0.65987E+00 0.21679E-01 0.37522E-01 0.76597E-04 0.37753E-05 0.24749E+00 0.20440E-08 0.27109E-01 0.21156E-05
 0.91700E-04 0.23700E+04 0.33631E-02 0.28730E-02 0.65991E+00 0.21648E-01 0.37507E-01 0.76522E-04 0.37665E-05 0.24751E+00 0.20458E-08 0.27110E-01 0.21243E-05
 0.91800E-04 0.23703E+04 0.33583E-02 0.28663E-02 0.65994E+00 0.21617E-01 0.37491E-01 0.76446E-04 0.37577E-05 0.24754E+00 0.20475E-08 0.27110E-01 0.21330E-05
 0.91900E-04 0.23707E+04 0.33536E-02 0.28596E-02 0.65997E+00 0.21586E-01 0.37476E-01 0.76371E-04 0.37490E-05 0.24756E+00 0.20493E-08 0.27111E-01 0.21417E-05
 0.92000E-04 0.23710E+04 0.33489E-02 0.28529E-02 0.66001E+00 0.21556E-01 0.37460E-01 0.76296E-04 0.37404E-05 0.24758E+00 0.20510E-08 0.27112E-01 0.21504E-05
 0.92100E-04 0.23713E+04 0.33443E-02 0.28463E-02 0.66004E+00 0.21525E-01 0.37445E-01 0.76222E-04 0.37318E-05 0.24760E+00 0.20528E-08 0.27113E-01 0.21591E-05
 0.92200E-04 0.23717E+04 0.33396E-02 0.28397E-02 0.66007E+00 0.21495E-01 0.37430E-01 0.76148E-04 0.37232E-05 0.24763E+00 0.20545E-08 0.27113E-01 0.21678E-05
 0.92300E-04 0.23720E+04 0.33350E-02 0.28332E-02 0.66011E+00 0.21465E-01 0.37414E-01 0.76074E-04 0.37147E-05 0.24765E+00 0.20562E-08 0.27114E-01 0.21766E-05
 0.92400E-04 0.23723E+04 0.33304E-02 0.28266E-02 0.66014E+00 0.21435E-01 0.37399E-01 0.76000E-04 0.37062E-05 0.24767E+00 0.20579E-08 0.27115E-01 0.21853E-05
 0.92500E-04 0.23727E+04 0.33258E-02 0.28201E-02 0.66017E+00 0.21405E-01 0.37384E-01 0.75927E-04 0.36978E-05 0.24770E+00 0.20596E-08 0.27115E-01 0.21940E-05
 0.92600E-04 0.23730E+04 0.33212E-02 0.28137E-02 0.66021E+00 0.21375E-01 0.37369E-01 0.75854E-04 0.36894E-05 0.24772E+00 0.20612E-08 0.27116E-01 0.22028E-05
 0.92700E-04 0.23733E+04 0.33166E-02 0.28073E-02 0.66024E+00 0.21345E-01 0.37354E-01 0.75782E-04 0.36810E-05 0.24774E+00 0.20629E-08 0.27117E-01 0.22115E-05
 0.92800E-04 0.23737E+04 0.33121E-02 0.28009E-02 0.66027E+00 0.21316E-01 0.37338E-01 0.75709E-04 0.36728E-05 0.24776E+00 0.20646E-08 0.27118E-01 0.22203E-05
 0.92900E-04 0.23740E+04 0.33075E-02 0.27945E-02 0.66030E+00 0.21286E-01 0.37323E-01 0.75637E-04 0.36645E-05 0.24779E+00 0.20662E-08 0.27118E-01 0.22291E-05
 0.93000E-04 0.23743E+04 0.33030E-02 0.27881E-02 0.66034E+00 0.21257E-01 0.37308E-01 0.75566E-04 0.36563E-05 0.24781E+00 0.20679E-08 0.27119E-01 0.22378E-05
 0.93100E-04 0.23747E+04 0.32985E-02 0.27818E-02 0.66037E+00 0.21228E-01 0.37293E-01 0.75494E-04 0.36481E-05 0.24783E+00 0.20695E-08 0.27120E-01 0.22466E-05
 0.93200E-04 0.23750E+04 0.32940E-02 0.27756E-02 0.66040E+00 0.21199E-01 0.37278E-01 0.75423E-04 0.36400E-05 0.24785E+00 0.20711E-08 0.27120E-01 0.22554E-05
 0.93300E-04 0.23753E+04 0.32896E-02 0.27693E-02 0.66043E+00 0.21170E-01 0.37263E-01 0.75352E-04 0.36319E-05 0.24787E+00 0.20727E-08 0.27121E-01 0.22642E-05
 0.93400E-04 0.23756E+04 0.32851E-02 0.27631E-02 0.66046E+00 0.21141E-01 0.37248E-01 0.75282E-04 0.36239E-05 0.24790E+00 0.20744E-08 0.27122E-01 0.22730E-05
 0.93500E-04 0.23759E+04 0.32807E-02 0.27569E-02 0.66050E+00 0.21112E-01 0.37233E-01 0.75212E-04 0.36159E-05 0.24792E+00 0.20760E-08 0.27122E-01 0.22818E-05
 0.93600E-04 0.23763E+04 0.32763E-02 0.27508E-02 0.66053E+00 0.21083E-01 0.37218E-01 0.75142E-04 0.36080E-05 0.24794E+00 0.20775E-08 0.27123E-01 0.22906E-05
 0.93700E-04 0.23766E+04 0.32719E-02 0.27447E-02 0.66056E+00 0.21055E-01 0.37203E-01 0.75072E-04 0.36001E-05 0.24796E+00 0.20791E-08 0.27124E-01 0.22994E-05
 0.93800E-04 0.23769E+04 0.32675E-02 0.27386E-02 0.66059E+00 0.21026E-01 0.37188E-01 0.75003E-04 0.35922E-05 0.24798E+00 0.20807E-08 0.27124E-01 0.23083E-05
 0.93900E-04 0.23772E+04 0.32632E-02 0.27325E-02 0.66062E+00 0.20998E-01 0.37174E-01 0.74934E-04 0.35844E-05 0.24801E+00 0.20823E-08 0.27125E-01 0.23171E-05
 0.94000E-04 0.23775E+04 0.32588E-02 0.27265E-02 0.66065E+00 0.20970E-01 0.37159E-01 0.74865E-04 0.35766E-05 0.24803E+00 0.20838E-08 0.27126E-01 0.23259E-05
 0.94100E-04 0.23778E+04 0.32545E-02 0.27205E-02 0.66068E+00 0.20941E-01 0.37144E-01 0.74797E-04 0.35689E-05 0.24805E+00 0.20854E-08 0.27127E-01 0.23348E-05
 0.94200E-04 0.23782E+04 0.32502E-02 0.27145E-02 0.66071E+00 0.20913E-01 0.37129E-01 0.74728E-04 0.35611E-05 0.24807E+00 0.20869E-08 0.27127E-01 0.23436E-05
 0.94300E-04 0.23785E+04 0.32459E-02 0.27085E-02 0.66075E+00 0.20886E-01 0.37115E-01 0.74661E-04 0.35535E-05 0.24809E+00 0.20884E-08 0.27128E-01 0.23525E-05
 0.94400E-04 0.23788E+04 0.32416E-02 0.27026E-02 0.66078E+00 0.20858E-01 0.37100E-01 0.74593E-04 0.35459E-05 0.24811E+00 0.20899E-08 0.27129E-01 0.23613E-05
 0.94500E-04 0.23791E+04 0.32374E-02 0.26967E-02 0.66081E+00 0.20830E-01 0.37085E-01 0.74526E-04 0.35383E-05 0.24813E+00 0.20915E-08 0.27129E-01 0.23702E-05
 0.94600E-04 0.23794E+04 0.32331E-02 0.26908E-02 0.66084E+00 0.20802E-01 0.37071E-01 0.74459E-04 0.35307E-05 0.24816E+00 0.20930E-08 0.27130E-01 0.23791E-05
 0.94700E-04 0.23797E+04 0.32289E-02 0.26850E-02 0.66087E+00 0.20775E-01 0.37056E-01 0.74392E-04 0.35232E-05 0.24818E+00 0.20945E-08 0.27130E-01 0.23879E-05
 0.94800E-04 0.23800E+04 0.32247E-02 0.26792E-02 0.66090E+00 0.20747E-01 0.37041E-01 0.74325E-04 0.35158E-05 0.24820E+00 0.20959E-08 0.27131E-01 0.23968E-05
 0.94900E-04 0.23803E+04 0.32205E-02 0.26734E-02 0.66093E+00 0.20720E-01 0.37027E-01 0.74259E-04 0.35083E-05 0.24822E+00 0.20974E-08 0.27132E-01 0.24057E-05
 0.95000E-04 0.23806E+04 0.32163E-02 0.26677E-02 0.66096E+00 0.20693E-01 0.37012E-01 0.74193E-04 0.35009E-05 0.24824E+00 0.20989E-08 0.27132E-01 0.24146E-05
 0.95100E-04 0.23809E+04 0.32122E-02 0.26619E-02 0.66099E+00 0.20666E-01 0.36998E-01 0.74127E-04 0.34936E-05 0.24826E+00 0.21004E-08 0.27133E-01 0.24235E-05
 0.95200E-04 0.23812E+04 0.32080E-02 0.26562E-02 0.66102E+00 0.20639E-01 0.36983E-01 0.74062E-04 0.34863E-05 0.24828E+00 0.21018E-08 0.27134E-01 0.24324E-05
 0.95300E-04 0.23815E+04 0.32039E-02 0.26506E-02 0.66105E+00 0.20612E-01 0.36969E-01 0.73997E-04 0.34790E-05 0.24830E+00 0.21033E-08 0.27134E-01 0.24413E-05
 0.95400E-04 0.23818E+04 0.31998E-02 0.26449E-02 0.66108E+00 0.20585E-01 0.36954E-01 0.73932E-04 0.34718E-05 0.24832E+00 0.21047E-08 0.27135E-01 0.24502E-05
 0.95500E-04 0.23821E+04 0.31957E-02 0.26393E-02 0.66111E+00 0.20559E-01 0.36940E-01 0.73867E-04 0.34646E-05 0.24834E+00 0.21061E-08 0.27136E-01 0.24591E-05
 0.95600E-04 0.23824E+04 0.31916E-02 0.26337E-02 0.66114E+00 0.20532E-01 0.36926E-01 0.73803E-04 0.34574E-05 0.24836E+00 0.21076E-08 0.27136E-01 0.24681E-05
 0.95700E-04 0.23827E+04 0.31875E-02 0.26282E-02 0.66117E+00 0.20505E-01 0.36911E-01 0.73739E-04 0.34503E-05 0.24838E+00 0.21090E-08 0.27137E-01 0.24770E-05
 0.95800E-04 0.23830E+04 0.31835E-02 0.26226E-02 0.66120E+00 0.20479E-01 0.36897E-01 0.73675E-04 0.34432E-05 0.24840E+00 0.21104E-08 0.27138E-01 0.24859E-05
 0.95900E-04 0.23833E+04 0.31794E-02 0.26171E-02 0.66123E+00 0.20453E-01 0.36883E-01 0.73611E-04 0.34361E-05 0.24843E+00 0.21118E-08 0.27138E-01 0.24949E-05
 0.96000E-04 0.23836E+04 0.31754E-02 0.26116E-02 0.66125E+00 0.20427E-01 0.36868E-01 0.73548E-04 0.34291E-05 0.24845E+00 0.21132E-08 0.27139E-01 0.25038E-05
 0.96100E-04 0.23839E+04 0.31714E-02 0.26061E-02 0.66128E+00 0.20400E-01 0.36854E-01 0.73485E-04 0.34221E-05 0.24847E+00 0.21145E-08 0.27139E-01 0.25128E-05
 0.96200E-04 0.23842E+04 0.31674E-02 0.26007E-02 0.66131E+00 0.20374E-01 0.36840E-01 0.73422E-04 0.34151E-05 0.24849E+00 0.21159E-08 0.27140E-01 0.25217E-05
 0.96300E-04 0.23845E+04 0.31634E-02 0.25953E-02 0.66134E+00 0.20349E-01 0.36826E-01 0.73359E-04 0.34082E-05 0.24851E+00 0.21173E-08 0.27141E-01 0.25307E-05
 0.96400E-04 0.23848E+04 0.31594E-02 0.25899E-02 0.66137E+00 0.20323E-01 0.36812E-01 0.73297E-04 0.34013E-05 0.24853E+00 0.21187E-08 0.27141E-01 0.25397E-05
 0.96500E-04 0.23851E+04 0.31555E-02 0.25845E-02 0.66140E+00 0.20297E-01 0.36798E-01 0.73235E-04 0.33945E-05 0.24855E+00 0.21200E-08 0.27142E-01 0.25486E-05
 0.96600E-04 0.23853E+04 0.31515E-02 0.25792E-02 0.66143E+00 0.20271E-01 0.36784E-01 0.73173E-04 0.33877E-05 0.24857E+00 0.21214E-08 0.27143E-01 0.25576E-05
 0.96700E-04 0.23856E+04 0.31476E-02 0.25739E-02 0.66146E+00 0.20246E-01 0.36769E-01 0.73112E-04 0.33809E-05 0.24859E+00 0.21227E-08 0.27143E-01 0.25666E-05
 0.96800E-04 0.23859E+04 0.31437E-02 0.25686E-02 0.66148E+00 0.20220E-01 0.36755E-01 0.73050E-04 0.33741E-05 0.24861E+00 0.21240E-08 0.27144E-01 0.25756E-05
 0.96900E-04 0.23862E+04 0.31398E-02 0.25633E-02 0.66151E+00 0.20195E-01 0.36741E-01 0.72989E-04 0.33674E-05 0.24862E+00 0.21254E-08 0.27144E-01 0.25846E-05
 0.97000E-04 0.23865E+04 0.31359E-02 0.25581E-02 0.66154E+00 0.20170E-01 0.36727E-01 0.72928E-04 0.33607E-05 0.24864E+00 0.21267E-08 0.27145E-01 0.25936E-05
 0.97100E-04 0.23868E+04 0.31321E-02 0.25529E-02 0.66157E+00 0.20145E-01 0.36714E-01 0.72868E-04 0.33541E-05 0.24866E+00 0.21280E-08 0.27146E-01 0.26026E-05
 0.97200E-04 0.23870E+04 0.31282E-02 0.25477E-02 0.66160E+00 0.20120E-01 0.36700E-01 0.72807E-04 0.33474E-05 0.24868E+00 0.21293E-08 0.27146E-01 0.26116E-05
 0.97300E-04 0.23873E+04 0.31244E-02 0.25425E-02 0.66162E+00 0.20095E-01 0.36686E-01 0.72747E-04 0.33409E-05 0.24870E+00 0.21306E-08 0.27147E-01 0.26206E-05
 0.97400E-04 0.23876E+04 0.31206E-02 0.25374E-02 0.66165E+00 0.20070E-01 0.36672E-01 0.72687E-04 0.33343E-05 0.24872E+00 0.21319E-08 0.27147E-01 0.26296E-05
 0.97500E-04 0.23879E+04 0.31167E-02 0.25322E-02 0.66168E+00 0.20045E-01 0.36658E-01 0.72628E-04 0.33278E-05 0.24874E+00 0.21331E-08 0.27148E-01 0.26386E-05
 0.97600E-04 0.23882E+04 0.31129E-02 0.25271E-02 0.66171E+00 0.20020E-01 0.36644E-01 0.72568E-04 0.33213E-05 0.24876E+00 0.21344E-08 0.27149E-01 0.26477E-05
 0.97700E-04 0.23884E+04 0.31092E-02 0.25221E-02 0.66173E+00 0.19996E-01 0.36630E-01 0.72509E-04 0.33148E-05 0.24878E+00 0.21357E-08 0.27149E-01 0.26567E-05
 0.97800E-04 0.23887E+04 0.31054E-02 0.25170E-02 0.66176E+00 0.19971E-01 0.36617E-01 0.72450E-04 0.33084E-05 0.24880E+00 0.21369E-08 0.27150E-01 0.26657E-05
 0.97900E-04 0.23890E+04 0.31016E-02 0.25120E-02 0.66179E+00 0.19947E-01 0.36603E-01 0.72392E-04 0.33020E-05 0.24882E+00 0.21382E-08 0.27150E-01 0.26748E-05
 0.98000E-04 0.23892E+04 0.30979E-02 0.25070E-02 0.66182E+00 0.19922E-01 0.36589E-01 0.72333E-04 0.32956E-05 0.24884E+00 0.21394E-08 0.27151E-01 0.26838E-05
 0.98100E-04 0.23895E+04 0.30942E-02 0.25020E-02 0.66184E+00 0.19898E-01 0.36576E-01 0.72275E-04 0.32893E-05 0.24886E+00 0.21407E-08 0.27152E-01 0.26929E-05
 0.98200E-04 0.23898E+04 0.30905E-02 0.24970E-02 0.66187E+00 0.19874E-01 0.36562E-01 0.72217E-04 0.32830E-05 0.24888E+00 0.21419E-08 0.27152E-01 0.27019E-05
 0.98300E-04 0.23901E+04 0.30868E-02 0.24921E-02 0.66190E+00 0.19850E-01 0.36548E-01 0.72159E-04 0.32767E-05 0.24889E+00 0.21431E-08 0.27153E-01 0.27110E-05
 0.98400E-04 0.23903E+04 0.30831E-02 0.24872E-02 0.66193E+00 0.19826E-01 0.36535E-01 0.72102E-04 0.32705E-05 0.24891E+00 0.21444E-08 0.27153E-01 0.27200E-05
 0.98500E-04 0.23906E+04 0.30794E-02 0.24823E-02 0.66195E+00 0.19802E-01 0.36521E-01 0.72044E-04 0.32643E-05 0.24893E+00 0.21456E-08 0.27154E-01 0.27291E-05
 0.98600E-04 0.23909E+04 0.30757E-02 0.24774E-02 0.66198E+00 0.19778E-01 0.36508E-01 0.71987E-04 0.32581E-05 0.24895E+00 0.21468E-08 0.27154E-01 0.27382E-05
 0.98700E-04 0.23911E+04 0.30721E-02 0.24725E-02 0.66201E+00 0.19754E-01 0.36494E-01 0.71930E-04 0.32519E-05 0.24897E+00 0.21480E-08 0.27155E-01 0.27472E-05
 0.98800E-04 0.23914E+04 0.30684E-02 0.24677E-02 0.66203E+00 0.19731E-01 0.36481E-01 0.71874E-04 0.32458E-05 0.24899E+00 0.21492E-08 0.27156E-01 0.27563E-05
 0.98900E-04 0.23917E+04 0.30648E-02 0.24629E-02 0.66206E+00 0.19707E-01 0.36467E-01 0.71817E-04 0.32397E-05 0.24901E+00 0.21504E-08 0.27156E-01 0.27654E-05
 0.99000E-04 0.23919E+04 0.30612E-02 0.24581E-02 0.66208E+00 0.19684E-01 0.36454E-01 0.71761E-04 0.32336E-05 0.24902E+00 0.21515E-08 0.27157E-01 0.27745E-05
 0.99100E-04 0.23922E+04 0.30576E-02 0.24533E-02 0.66211E+00 0.19660E-01 0.36440E-01 0.71705E-04 0.32276E-05 0.24904E+00 0.21527E-08 0.27157E-01 0.27836E-05
 0.99200E-04 0.23925E+04 0.30540E-02 0.24486E-02 0.66214E+00 0.19637E-01 0.36427E-01 0.71649E-04 0.32216E-05 0.24906E+00 0.21539E-08 0.27158E-01 0.27927E-05
 0.99300E-04 0.23927E+04 0.30505E-02 0.24439E-02 0.66216E+00 0.19614E-01 0.36414E-01 0.71594E-04 0.32156E-05 0.24908E+00 0.21550E-08 0.27158E-01 0.28018E-05
 0.99400E-04 0.23930E+04 0.30469E-02 0.24392E-02 0.66219E+00 0.19591E-01 0.36400E-01 0.71538E-04 0.32096E-05 0.24910E+00 0.21562E-08 0.27159E-01 0.28109E-05
 0.99500E-04 0.23932E+04 0.30434E-02 0.24345E-02 0.66222E+00 0.19567E-01 0.36387E-01 0.71483E-04 0.32037E-05 0.24912E+00 0.21573E-08 0.27159E-01 0.28200E-05
 0.99600E-04 0.23935E+04 0.30398E-02 0.24298E-02 0.66224E+00 0.19544E-01 0.36374E-01 0.71428E-04 0.31978E-05 0.24913E+00 0.21585E-08 0.27160E-01 0.28291E-05
 0.99700E-04 0.23937E+04 0.30363E-02 0.24252E-02 0.66227E+00 0.19522E-01 0.36360E-01 0.71374E-04 0.31919E-05 0.24915E+00 0.21596E-08 0.27161E-01 0.28382E-05
 0.99800E-04 0.23940E+04 0.30328E-02 0.24206E-02 0.66229E+00 0.19499E-01 0.36347E-01 0.71319E-04 0.31861E-05 0.24917E+00 0.21607E-08 0.27161E-01 0.28474E-05
 0.99900E-04 0.23943E+04 0.30293E-02 0.24160E-02 0.66232E+00 0.19476E-01 0.36334E-01 0.71265E-04 0.31803E-05 0.24919E+00 0.21619E-08 0.27162E-01 0.28565E-05
 0.10000E-03 0.23945E+04 0.30258E-02 0.24114E-02 0.66234E+00 0.19453E-01 0.36321E-01 0.71211E-04 0.31745E-05 0.24921E+00 0.21630E-08 0.27162E-01 0.28656E-05
 0.10010E-03 0.23948E+04 0.30223E-02 0.24068E-02 0.66237E+00 0.19431E-01 0.36308E-01 0.71157E-04 0.31687E-05 0.24922E+00 0.21641E-08 0.27163E-01 0.28748E-05
 0.10020E-03 0.23950E+04 0.30189E-02 0.24023E-02 0.66239E+00 0.19408E-01 0.36295E-01 0.71103E-04 0.31630E-05 0.24924E+00 0.21652E-08 0.27163E-01 0.28839E-05
 0.10030E-03 0.23953E+04 0.30154E-02 0.23977E-02 0.66242E+00 0.19386E-01 0.36281E-01 0.71050E-04 0.31573E-05 0.24926E+00 0.21663E-08 0.27164E-01 0.28930E-05
 0.10040E-03 0.23955E+04 0.30120E-02 0.23932E-02 0.66244E+00 0.19363E-01 0.36268E-01 0.70997E-04 0.31516E-05 0.24928E+00 0.21674E-08 0.27164E-01 0.29022E-05
 0.10050E-03 0.23958E+04 0.30086E-02 0.23888E-02 0.66247E+00 0.19341E-01 0.36255E-01 0.70943E-04 0.31459E-05 0.24929E+00 0.21685E-08 0.27165E-01 0.29113E-05
 0.10060E-03 0.23960E+04 0.30052E-02 0.23843E-02 0.66249E+00 0.19319E-01 0.36242E-01 0.70891E-04 0.31403E-05 0.24931E+00 0.21695E-08 0.27165E-01 0.29205E-05
 0.10070E-03 0.23963E+04 0.30018E-02 0.23799E-02 0.66252E+00 0.19297E-01 0.36229E-01 0.70838E-04 0.31347E-05 0.24933E+00 0.21706E-08 0.27166E-01 0.29296E-05
 0.10080E-03 0.23965E+04 0.29984E-02 0.23754E-02 0.66254E+00 0.19275E-01 0.36216E-01 0.70786E-04 0.31291E-05 0.24935E+00 0.21717E-08 0.27167E-01 0.29388E-05
 0.10090E-03 0.23968E+04 0.29950E-02 0.23710E-02 0.66257E+00 0.19253E-01 0.36203E-01 0.70733E-04 0.31236E-05 0.24936E+00 0.21727E-08 0.27167E-01 0.29480E-05
 0.10100E-03 0.23970E+04 0.29916E-02 0.23666E-02 0.66259E+00 0.19231E-01 0.36191E-01 0.70681E-04 0.31180E-05 0.24938E+00 0.21738E-08 0.27168E-01 0.29571E-05
 0.10110E-03 0.23973E+04 0.29883E-02 0.23623E-02 0.66262E+00 0.19209E-01 0.36178E-01 0.70629E-04 0.31125E-05 0.24940E+00 0.21748E-08 0.27168E-01 0.29663E-05
 0.10120E-03 0.23975E+04 0.29849E-02 0.23579E-02 0.66264E+00 0.19187E-01 0.36165E-01 0.70578E-04 0.31070E-05 0.24942E+00 0.21759E-08 0.27169E-01 0.29755E-05
 0.10130E-03 0.23978E+04 0.29816E-02 0.23536E-02 0.66267E+00 0.19166E-01 0.36152E-01 0.70526E-04 0.31016E-05 0.24943E+00 0.21769E-08 0.27169E-01 0.29847E-05
 0.10140E-03 0.23980E+04 0.29783E-02 0.23493E-02 0.66269E+00 0.19144E-01 0.36139E-01 0.70475E-04 0.30962E-05 0.24945E+00 0.21780E-08 0.27170E-01 0.29939E-05
 0.10150E-03 0.23982E+04 0.29750E-02 0.23450E-02 0.66272E+00 0.19123E-01 0.36126E-01 0.70424E-04 0.30908E-05 0.24947E+00 0.21790E-08 0.27170E-01 0.30030E-05
 0.10160E-03 0.23985E+04 0.29717E-02 0.23407E-02 0.66274E+00 0.19101E-01 0.36114E-01 0.70373E-04 0.30854E-05 0.24948E+00 0.21800E-08 0.27171E-01 0.30122E-05
 0.10170E-03 0.23987E+04 0.29684E-02 0.23364E-02 0.66277E+00 0.19080E-01 0.36101E-01 0.70323E-04 0.30800E-05 0.24950E+00 0.21810E-08 0.27171E-01 0.30214E-05
 0.10180E-03 0.23990E+04 0.29651E-02 0.23322E-02 0.66279E+00 0.19059E-01 0.36088E-01 0.70272E-04 0.30747E-05 0.24952E+00 0.21820E-08 0.27172E-01 0.30306E-05
 0.10190E-03 0.23992E+04 0.29619E-02 0.23280E-02 0.66281E+00 0.19037E-01 0.36076E-01 0.70222E-04 0.30694E-05 0.24954E+00 0.21830E-08 0.27172E-01 0.30398E-05
 0.10200E-03 0.23994E+04 0.29586E-02 0.23238E-02 0.66284E+00 0.19016E-01 0.36063E-01 0.70172E-04 0.30641E-05 0.24955E+00 0.21840E-08 0.27173E-01 0.30490E-05
 0.10210E-03 0.23997E+04 0.29554E-02 0.23196E-02 0.66286E+00 0.18995E-01 0.36050E-01 0.70122E-04 0.30588E-05 0.24957E+00 0.21850E-08 0.27173E-01 0.30583E-05
 0.10220E-03 0.23999E+04 0.29522E-02 0.23154E-02 0.66288E+00 0.18974E-01 0.36038E-01 0.70072E-04 0.30536E-05 0.24959E+00 0.21860E-08 0.27174E-01 0.30675E-05
 0.10230E-03 0.24001E+04 0.29489E-02 0.23113E-02 0.66291E+00 0.18953E-01 0.36025E-01 0.70023E-04 0.30484E-05 0.24960E+00 0.21870E-08 0.27174E-01 0.30767E-05
 0.10240E-03 0.24004E+04 0.29457E-02 0.23071E-02 0.66293E+00 0.18932E-01 0.36013E-01 0.69973E-04 0.30432E-05 0.24962E+00 0.21880E-08 0.27175E-01 0.30859E-05
 0.10250E-03 0.24006E+04 0.29425E-02 0.23030E-02 0.66296E+00 0.18912E-01 0.36000E-01 0.69924E-04 0.30380E-05 0.24964E+00 0.21890E-08 0.27175E-01 0.30951E-05
 0.10260E-03 0.24008E+04 0.29394E-02 0.22989E-02 0.66298E+00 0.18891E-01 0.35988E-01 0.69875E-04 0.30329E-05 0.24965E+00 0.21899E-08 0.27176E-01 0.31044E-05
 0.10270E-03 0.24011E+04 0.29362E-02 0.22948E-02 0.66300E+00 0.18870E-01 0.35975E-01 0.69826E-04 0.30278E-05 0.24967E+00 0.21909E-08 0.27176E-01 0.31136E-05
 0.10280E-03 0.24013E+04 0.29330E-02 0.22908E-02 0.66303E+00 0.18850E-01 0.35963E-01 0.69778E-04 0.30227E-05 0.24969E+00 0.21918E-08 0.27177E-01 0.31228E-05
 0.10290E-03 0.24015E+04 0.29299E-02 0.22867E-02 0.66305E+00 0.18829E-01 0.35950E-01 0.69729E-04 0.30176E-05 0.24970E+00 0.21928E-08 0.27177E-01 0.31321E-05
 0.10300E-03 0.24018E+04 0.29267E-02 0.22827E-02 0.66307E+00 0.18809E-01 0.35938E-01 0.69681E-04 0.30125E-05 0.24972E+00 0.21937E-08 0.27178E-01 0.31413E-05
 0.10310E-03 0.24020E+04 0.29236E-02 0.22787E-02 0.66310E+00 0.18788E-01 0.35925E-01 0.69633E-04 0.30075E-05 0.24973E+00 0.21947E-08 0.27178E-01 0.31505E-05
 0.10320E-03 0.24022E+04 0.29205E-02 0.22747E-02 0.66312E+00 0.18768E-01 0.35913E-01 0.69585E-04 0.30025E-05 0.24975E+00 0.21956E-08 0.27179E-01 0.31598E-05
 0.10330E-03 0.24025E+04 0.29174E-02 0.22707E-02 0.66314E+00 0.18748E-01 0.35901E-01 0.69537E-04 0.29975E-05 0.24977E+00 0.21965E-08 0.27179E-01 0.31690E-05
