# T(SEC)      TMP(K)       H2         H          O          O2         OH        H2O        HO2        CH2        CH2(S)     CH3       CH4        CO         CO2        HCO        CH2O      CH3O       C2H4       C2H5       C2H6       N2         AR
0.870000E-04  0.282983E+04  0.269523E-01  0.234066E-01  0.166104E-01  0.301546E-01  0.305714E-01  0.122147E+00  0.748597E-05  0.686136E-13  0.639363E-14  0.450382E-13  0.324348E-14  0.535609E-01  0.344848E-01  0.919064E-07  0.467308E-09  0.284153E-15  0.192782E-17  0.109175E-20  0.104032E-22  0.662105E+00  0.000000E+00
0.872000E-04  0.282999E+04  0.269488E-01  0.233978E-01  0.166056E-01  0.301519E-01  0.305709E-01  0.122157E+00  0.748887E-05  0.686554E-13  0.639800E-14  0.450737E-13  0.324670E-14  0.535583E-01  0.344886E-01  0.918863E-07  0.467405E-09  0.284221E-15  0.348955E-18  0.117758E-20  0.111024E-22  0.662113E+00  0.000000E+00
0.874000E-04  0.283016E+04  0.269454E-01  0.233891E-01  0.166008E-01  0.301493E-01  0.305703E-01  0.122167E+00  0.749177E-05  0.686972E-13  0.640237E-14  0.451091E-13  0.324992E-14  0.535556E-01  0.344924E-01  0.918662E-07  0.467501E-09  0.284288E-15 -0.134576E-17  0.121895E-20  0.113617E-22  0.662122E+00  0.000000E+00
0.876000E-04  0.283032E+04  0.269420E-01  0.233803E-01  0.165960E-01  0.301466E-01  0.305697E-01  0.122178E+00  0.749467E-05  0.687389E-13  0.640673E-14  0.451446E-13  0.325314E-14  0.535530E-01  0.344962E-01  0.918462E-07  0.467598E-09  0.284356E-15 -0.296534E-17  0.133066E-20  0.124450E-22  0.662131E+00  0.000000E+00
0.878000E-04  0.283049E+04  0.269386E-01  0.233716E-01  0.165913E-01  0.301439E-01  0.305692E-01  0.122188E+00  0.749756E-05  0.687806E-13  0.641110E-14  0.451801E-13  0.325638E-14  0.535503E-01  0.345000E-01  0.918262E-07  0.467694E-09  0.284424E-15 -0.453385E-17  0.139509E-20  0.130902E-22  0.662139E+00  0.000000E+00
0.880000E-04  0.283065E+04  0.269353E-01  0.233629E-01  0.165865E-01  0.301412E-01  0.305686E-01  0.122198E+00  0.750045E-05  0.688224E-13  0.641547E-14  0.452157E-13  0.325963E-14  0.535477E-01  0.345038E-01  0.918063E-07  0.467791E-09  0.284492E-15 -0.595505E-17  0.140021E-20  0.131851E-22  0.662148E+00  0.000000E+00
0.882000E-04  0.283081E+04  0.269319E-01  0.233543E-01  0.165818E-01  0.301386E-01  0.305680E-01  0.122209E+00  0.750334E-05  0.688643E-13  0.641985E-14  0.452516E-13  0.326291E-14  0.535451E-01  0.345076E-01  0.917864E-07  0.467887E-09  0.284560E-15 -0.711696E-17  0.133295E-20  0.126084E-22  0.662157E+00  0.000000E+00
0.884000E-04  0.283098E+04  0.269285E-01  0.233456E-01  0.165770E-01  0.301359E-01  0.305675E-01  0.122219E+00  0.750622E-05  0.689062E-13  0.642425E-14  0.452877E-13  0.326624E-14  0.535424E-01  0.345113E-01  0.917666E-07  0.467983E-09  0.284629E-15 -0.789106E-17  0.117920E-20  0.112290E-22  0.662165E+00  0.000000E+00
0.886000E-04  0.283114E+04  0.269251E-01  0.233369E-01  0.165723E-01  0.301333E-01  0.305669E-01  0.122229E+00  0.750910E-05  0.689484E-13  0.642868E-14  0.453242E-13  0.326962E-14  0.535398E-01  0.345151E-01  0.917469E-07  0.468079E-09  0.284699E-15 -0.813142E-17  0.923789E-21  0.890610E-23  0.662174E+00  0.000000E+00
0.888000E-04  0.283130E+04  0.269218E-01  0.233283E-01  0.165676E-01  0.301306E-01  0.305664E-01  0.122239E+00  0.751197E-05  0.689907E-13  0.643314E-14  0.453612E-13  0.327309E-14  0.535372E-01  0.345189E-01  0.917272E-07  0.468176E-09  0.284769E-15 -0.767382E-17  0.550439E-21  0.548921E-23  0.662182E+00  0.000000E+00
0.890000E-04  0.283146E+04  0.269184E-01  0.233197E-01  0.165628E-01  0.301280E-01  0.305658E-01  0.122250E+00  0.751484E-05  0.690334E-13  0.643765E-14  0.453989E-13  0.327664E-14  0.535346E-01  0.345226E-01  0.917075E-07  0.468272E-09  0.284840E-15 -0.633492E-17  0.417581E-22  0.817513E-24  0.662191E+00  0.000000E+00
0.892000E-04  0.283163E+04  0.269150E-01  0.233111E-01  0.165581E-01  0.301254E-01  0.305652E-01  0.122260E+00  0.751771E-05  0.690761E-13  0.644216E-14  0.454367E-13  0.328022E-14  0.535320E-01  0.345264E-01  0.916880E-07  0.468368E-09  0.284912E-15 -0.478566E-17 -0.488805E-21 -0.407717E-23  0.662199E+00  0.000000E+00
0.894000E-04  0.283179E+04  0.269117E-01  0.233025E-01  0.165534E-01  0.301227E-01  0.305647E-01  0.122270E+00  0.752057E-05  0.691184E-13  0.644661E-14  0.454738E-13  0.328368E-14  0.535294E-01  0.345301E-01  0.916684E-07  0.468464E-09  0.284982E-15 -0.419928E-17 -0.849988E-21 -0.745374E-23  0.662208E+00  0.000000E+00
0.896000E-04  0.283195E+04  0.269083E-01  0.232940E-01  0.165487E-01  0.301201E-01  0.305641E-01  0.122280E+00  0.752343E-05  0.691606E-13  0.645107E-14  0.455109E-13  0.328717E-14  0.535268E-01  0.345338E-01  0.916490E-07  0.468559E-09  0.285053E-15 -0.342920E-17 -0.119868E-20 -0.107439E-22  0.662216E+00  0.000000E+00
0.898000E-04  0.283211E+04  0.269050E-01  0.232854E-01  0.165441E-01  0.301175E-01  0.305635E-01  0.122290E+00  0.752629E-05  0.692029E-13  0.645553E-14  0.455481E-13  0.329066E-14  0.535242E-01  0.345376E-01  0.916295E-07  0.468655E-09  0.285124E-15 -0.250635E-17 -0.151181E-20 -0.137392E-22  0.662225E+00  0.000000E+00
0.900000E-04  0.283227E+04  0.269017E-01  0.232769E-01  0.165394E-01  0.301148E-01  0.305629E-01  0.122300E+00  0.752914E-05  0.692451E-13  0.645999E-14  0.455853E-13  0.329415E-14  0.535216E-01  0.345413E-01  0.916102E-07  0.468751E-09  0.285195E-15 -0.147299E-17 -0.176230E-20 -0.161945E-22  0.662233E+00  0.000000E+00
0.902000E-04  0.283243E+04  0.268983E-01  0.232684E-01  0.165347E-01  0.301122E-01  0.305624E-01  0.122311E+00  0.753199E-05  0.692873E-13  0.646444E-14  0.456224E-13  0.329764E-14  0.535190E-01  0.345450E-01  0.915909E-07  0.468846E-09  0.285267E-15 -0.383639E-18 -0.191885E-20 -0.178257E-22  0.662242E+00  0.000000E+00
0.904000E-04  0.283259E+04  0.268950E-01  0.232599E-01  0.165301E-01  0.301096E-01  0.305618E-01  0.122321E+00  0.753484E-05  0.693293E-13  0.646888E-14  0.456594E-13  0.330111E-14  0.535164E-01  0.345487E-01  0.915716E-07  0.468942E-09  0.285338E-15  0.694120E-18 -0.194568E-20 -0.183077E-22  0.662250E+00  0.000000E+00
0.906000E-04  0.283275E+04  0.268917E-01  0.232515E-01  0.165254E-01  0.301070E-01  0.305612E-01  0.122331E+00  0.753768E-05  0.693712E-13  0.647330E-14  0.456962E-13  0.330456E-14  0.535138E-01  0.345524E-01  0.915524E-07  0.469037E-09  0.285409E-15  0.167872E-17 -0.180227E-20 -0.172725E-22  0.662259E+00  0.000000E+00
0.908000E-04  0.283291E+04  0.268884E-01  0.232430E-01  0.165208E-01  0.301044E-01  0.305607E-01  0.122341E+00  0.754052E-05  0.694129E-13  0.647771E-14  0.457327E-13  0.330796E-14  0.535112E-01  0.345561E-01  0.915333E-07  0.469133E-09  0.285479E-15  0.247375E-17 -0.144319E-20 -0.143064E-22  0.662267E+00  0.000000E+00
0.910000E-04  0.283307E+04  0.268851E-01  0.232346E-01  0.165162E-01  0.301018E-01  0.305601E-01  0.122351E+00  0.754335E-05  0.694547E-13  0.648213E-14  0.457695E-13  0.331141E-14  0.535086E-01  0.345598E-01  0.915142E-07  0.469228E-09  0.285551E-15  0.364232E-17 -0.128773E-20 -0.131355E-22  0.662275E+00  0.000000E+00
0.912000E-04  0.283323E+04  0.268818E-01  0.232262E-01  0.165115E-01  0.300992E-01  0.305595E-01  0.122361E+00  0.754618E-05  0.694970E-13  0.648660E-14  0.458071E-13  0.331497E-14  0.535061E-01  0.345635E-01  0.914952E-07  0.469323E-09  0.285623E-15  0.554474E-17 -0.159417E-20 -0.160547E-22  0.662284E+00  0.000000E+00
0.914000E-04  0.283339E+04  0.268785E-01  0.232177E-01  0.165069E-01  0.300966E-01  0.305590E-01  0.122371E+00  0.754901E-05  0.695392E-13  0.649107E-14  0.458447E-13  0.331853E-14  0.535035E-01  0.345672E-01  0.914762E-07  0.469418E-09  0.285695E-15  0.751197E-17 -0.191074E-20 -0.190305E-22  0.662292E+00  0.000000E+00
0.916000E-04  0.283355E+04  0.268752E-01  0.232094E-01  0.165023E-01  0.300940E-01  0.305584E-01  0.122381E+00  0.755183E-05  0.695813E-13  0.649553E-14  0.458822E-13  0.332209E-14  0.535009E-01  0.345709E-01  0.914572E-07  0.469513E-09  0.285768E-15  0.948705E-17 -0.222023E-20 -0.218998E-22  0.662300E+00  0.000000E+00
0.918000E-04  0.283370E+04  0.268719E-01  0.232010E-01  0.164977E-01  0.300915E-01  0.305578E-01  0.122391E+00  0.755465E-05  0.696234E-13  0.649998E-14  0.459196E-13  0.332564E-14  0.534983E-01  0.345745E-01  0.914384E-07  0.469608E-09  0.285841E-15  0.114052E-16 -0.250241E-20 -0.244717E-22  0.662309E+00  0.000000E+00
0.920000E-04  0.283386E+04  0.268686E-01  0.231926E-01  0.164931E-01  0.300889E-01  0.305573E-01  0.122401E+00  0.755747E-05  0.696653E-13  0.650442E-14  0.459568E-13  0.332916E-14  0.534958E-01  0.345782E-01  0.914195E-07  0.469703E-09  0.285913E-15  0.131941E-16 -0.273402E-20 -0.265277E-22  0.662317E+00  0.000000E+00
0.922000E-04  0.283402E+04  0.268653E-01  0.231843E-01  0.164886E-01  0.300863E-01  0.305567E-01  0.122411E+00  0.756028E-05  0.697071E-13  0.650884E-14  0.459938E-13  0.333265E-14  0.534932E-01  0.345819E-01  0.914008E-07  0.469798E-09  0.285985E-15  0.147733E-16 -0.288877E-20 -0.278216E-22  0.662325E+00  0.000000E+00
0.924000E-04  0.283418E+04  0.268621E-01  0.231760E-01  0.164840E-01  0.300837E-01  0.305561E-01  0.122421E+00  0.756309E-05  0.697487E-13  0.651323E-14  0.460305E-13  0.333609E-14  0.534907E-01  0.345855E-01  0.913821E-07  0.469892E-09  0.286057E-15  0.160550E-16 -0.293736E-20 -0.280796E-22  0.662334E+00  0.000000E+00
0.926000E-04  0.283433E+04  0.268588E-01  0.231677E-01  0.164794E-01  0.300812E-01  0.305555E-01  0.122431E+00  0.756589E-05  0.697900E-13  0.651759E-14  0.460667E-13  0.333947E-14  0.534881E-01  0.345892E-01  0.913634E-07  0.469987E-09  0.286129E-15  0.169435E-16 -0.284745E-20 -0.270001E-22  0.662342E+00  0.000000E+00
0.928000E-04  0.283449E+04  0.268556E-01  0.231594E-01  0.164749E-01  0.300786E-01  0.305550E-01  0.122440E+00  0.756869E-05  0.698310E-13  0.652192E-14  0.461025E-13  0.334278E-14  0.534856E-01  0.345928E-01  0.913448E-07  0.470082E-09  0.286200E-15  0.173352E-16 -0.258369E-20 -0.242541E-22  0.662350E+00  0.000000E+00
0.930000E-04  0.283465E+04  0.268523E-01  0.231511E-01  0.164704E-01  0.300761E-01  0.305544E-01  0.122450E+00  0.757149E-05  0.698717E-13  0.652620E-14  0.461376E-13  0.334601E-14  0.534830E-01  0.345965E-01  0.913262E-07  0.470176E-09  0.286271E-15  0.171190E-16 -0.210769E-20 -0.194846E-22  0.662358E+00  0.000000E+00
0.932000E-04  0.283480E+04  0.268490E-01  0.231429E-01  0.164658E-01  0.300735E-01  0.305538E-01  0.122460E+00  0.757428E-05  0.699119E-13  0.653042E-14  0.461720E-13  0.334914E-14  0.534805E-01  0.346001E-01  0.913077E-07  0.470271E-09  0.286341E-15  0.161760E-16 -0.137805E-20 -0.123073E-22  0.662367E+00  0.000000E+00
0.934000E-04  0.283496E+04  0.268458E-01  0.231346E-01  0.164613E-01  0.300710E-01  0.305533E-01  0.122470E+00  0.757707E-05  0.699517E-13  0.653459E-14  0.462055E-13  0.335214E-14  0.534779E-01  0.346037E-01  0.912893E-07  0.470365E-09  0.286410E-15  0.143793E-16 -0.350329E-21 -0.230980E-23  0.662375E+00  0.000000E+00
0.936000E-04  0.283512E+04  0.268426E-01  0.231264E-01  0.164568E-01  0.300684E-01  0.305527E-01  0.122480E+00  0.757986E-05  0.699909E-13  0.653869E-14  0.462381E-13  0.335501E-14  0.534754E-01  0.346073E-01  0.912709E-07  0.470459E-09  0.286478E-15  0.115945E-16  0.102294E-20  0.109476E-22  0.662383E+00  0.000000E+00
0.938000E-04  0.283527E+04  0.268393E-01  0.231182E-01  0.164523E-01  0.300659E-01  0.305521E-01  0.122490E+00  0.758264E-05  0.700295E-13  0.654271E-14  0.462696E-13  0.335772E-14  0.534729E-01  0.346110E-01  0.912525E-07  0.470553E-09  0.286545E-15  0.767947E-17  0.279223E-20  0.279325E-22  0.662391E+00  0.000000E+00
0.940000E-04  0.283543E+04  0.268361E-01  0.231100E-01  0.164478E-01  0.300633E-01  0.305515E-01  0.122499E+00  0.758542E-05  0.700691E-13  0.654685E-14  0.463028E-13  0.336068E-14  0.534703E-01  0.346146E-01  0.912342E-07  0.470647E-09  0.286614E-15  0.556254E-17  0.382216E-20  0.379714E-22  0.662399E+00  0.000000E+00
0.942000E-04  0.283558E+04  0.268329E-01  0.231019E-01  0.164433E-01  0.300608E-01  0.305510E-01  0.122509E+00  0.758820E-05  0.701098E-13  0.655114E-14  0.463383E-13  0.336398E-14  0.534678E-01  0.346182E-01  0.912160E-07  0.470741E-09  0.286686E-15  0.583248E-17  0.388094E-20  0.388789E-22  0.662407E+00  0.000000E+00
0.944000E-04  0.283573E+04  0.268297E-01  0.230937E-01  0.164388E-01  0.300583E-01  0.305504E-01  0.122519E+00  0.759097E-05  0.701505E-13  0.655543E-14  0.463738E-13  0.336729E-14  0.534653E-01  0.346218E-01  0.911978E-07  0.470835E-09  0.286758E-15  0.609402E-17  0.388936E-20  0.392957E-22  0.662416E+00  0.000000E+00
0.946000E-04  0.283589E+04  0.268264E-01  0.230856E-01  0.164343E-01  0.300558E-01  0.305498E-01  0.122529E+00  0.759374E-05  0.701912E-13  0.655972E-14  0.464094E-13  0.337059E-14  0.534628E-01  0.346254E-01  0.911796E-07  0.470929E-09  0.286830E-15  0.633591E-17  0.384743E-20  0.392121E-22  0.662424E+00  0.000000E+00
0.948000E-04  0.283604E+04  0.268232E-01  0.230775E-01  0.164299E-01  0.300532E-01  0.305492E-01  0.122538E+00  0.759650E-05  0.702318E-13  0.656400E-14  0.464448E-13  0.337390E-14  0.534603E-01  0.346290E-01  0.911615E-07  0.471023E-09  0.286902E-15  0.654520E-17  0.375589E-20  0.386247E-22  0.662432E+00  0.000000E+00
0.950000E-04  0.283620E+04  0.268200E-01  0.230694E-01  0.164254E-01  0.300507E-01  0.305487E-01  0.122548E+00  0.759926E-05  0.702724E-13  0.656828E-14  0.464803E-13  0.337720E-14  0.534578E-01  0.346326E-01  0.911435E-07  0.471116E-09  0.286975E-15  0.670723E-17  0.361616E-20  0.375354E-22  0.662440E+00  0.000000E+00
0.952000E-04  0.283635E+04  0.268168E-01  0.230613E-01  0.164210E-01  0.300482E-01  0.305481E-01  0.122558E+00  0.760202E-05  0.703130E-13  0.657255E-14  0.465158E-13  0.338051E-14  0.534552E-01  0.346361E-01  0.911255E-07  0.471210E-09  0.287047E-15  0.680561E-17  0.343037E-20  0.359521E-22  0.662448E+00  0.000000E+00
0.954000E-04  0.283650E+04  0.268136E-01  0.230532E-01  0.164165E-01  0.300457E-01  0.305475E-01  0.122567E+00  0.760477E-05  0.703535E-13  0.657682E-14  0.465512E-13  0.338381E-14  0.534527E-01  0.346397E-01  0.911076E-07  0.471304E-09  0.287120E-15  0.682224E-17  0.320132E-20  0.338886E-22  0.662456E+00  0.000000E+00
0.956000E-04  0.283666E+04  0.268105E-01  0.230451E-01  0.164121E-01  0.300432E-01  0.305470E-01  0.122577E+00  0.760752E-05  0.703939E-13  0.658109E-14  0.465866E-13  0.338711E-14  0.534502E-01  0.346433E-01  0.910897E-07  0.471397E-09  0.287192E-15  0.673731E-17  0.293252E-20  0.313642E-22  0.662464E+00  0.000000E+00
0.958000E-04  0.283681E+04  0.268073E-01  0.230371E-01  0.164077E-01  0.300407E-01  0.305464E-01  0.122587E+00  0.761027E-05  0.704344E-13  0.658534E-14  0.466219E-13  0.339041E-14  0.534477E-01  0.346468E-01  0.910718E-07  0.471490E-09  0.287265E-15  0.652930E-17  0.262819E-20  0.284042E-22  0.662472E+00  0.000000E+00
0.960000E-04  0.283696E+04  0.268041E-01  0.230291E-01  0.164032E-01  0.300382E-01  0.305458E-01  0.122596E+00  0.761301E-05  0.704747E-13  0.658959E-14  0.466571E-13  0.339370E-14  0.534453E-01  0.346504E-01  0.910540E-07  0.471584E-09  0.287338E-15  0.617496E-17  0.229321E-20  0.250395E-22  0.662480E+00  0.000000E+00
0.962000E-04  0.283711E+04  0.268009E-01  0.230211E-01  0.163988E-01  0.300357E-01  0.305452E-01  0.122606E+00  0.761575E-05  0.705150E-13  0.659383E-14  0.466922E-13  0.339697E-14  0.534428E-01  0.346540E-01  0.910363E-07  0.471677E-09  0.287411E-15  0.564933E-17  0.193318E-20  0.213069E-22  0.662488E+00  0.000000E+00
0.964000E-04  0.283726E+04  0.267978E-01  0.230131E-01  0.163944E-01  0.300333E-01  0.305447E-01  0.122615E+00  0.761848E-05  0.705551E-13  0.659806E-14  0.467273E-13  0.340024E-14  0.534403E-01  0.346575E-01  0.910186E-07  0.471770E-09  0.287483E-15  0.492573E-17  0.155440E-20  0.172489E-22  0.662496E+00  0.000000E+00
0.966000E-04  0.283742E+04  0.267946E-01  0.230051E-01  0.163901E-01  0.300308E-01  0.305441E-01  0.122625E+00  0.762121E-05  0.705952E-13  0.660228E-14  0.467622E-13  0.340349E-14  0.534378E-01  0.346610E-01  0.910010E-07  0.471863E-09  0.287556E-15  0.397579E-17  0.116384E-20  0.129139E-22  0.662504E+00  0.000000E+00
0.968000E-04  0.283757E+04  0.267914E-01  0.229972E-01  0.163857E-01  0.300283E-01  0.305435E-01  0.122634E+00  0.762394E-05  0.706352E-13  0.660648E-14  0.467969E-13  0.340673E-14  0.534353E-01  0.346646E-01  0.909834E-07  0.471956E-09  0.287629E-15  0.276939E-17  0.769195E-21  0.835598E-23  0.662512E+00  0.000000E+00
0.970000E-04  0.283772E+04  0.267883E-01  0.229892E-01  0.163813E-01  0.300258E-01  0.305429E-01  0.122644E+00  0.762666E-05  0.706753E-13  0.661070E-14  0.468319E-13  0.341000E-14  0.534328E-01  0.346681E-01  0.909658E-07  0.472049E-09  0.287702E-15  0.204908E-17  0.359687E-21  0.399356E-23  0.662520E+00  0.000000E+00
0.972000E-04  0.283787E+04  0.267852E-01  0.229813E-01  0.163769E-01  0.300234E-01  0.305424E-01  0.122653E+00  0.762938E-05  0.707154E-13  0.661493E-14  0.468671E-13  0.341329E-14  0.534304E-01  0.346716E-01  0.909484E-07  0.472142E-09  0.287775E-15  0.179928E-17 -0.560568E-22 -0.993602E-25  0.662528E+00  0.000000E+00
0.974000E-04  0.283802E+04  0.267820E-01  0.229734E-01  0.163726E-01  0.300209E-01  0.305418E-01  0.122663E+00  0.763210E-05  0.707555E-13  0.661916E-14  0.469022E-13  0.341659E-14  0.534279E-01  0.346752E-01  0.909309E-07  0.472234E-09  0.287849E-15  0.154571E-17 -0.457412E-21 -0.405465E-23  0.662536E+00  0.000000E+00
0.976000E-04  0.283817E+04  0.267789E-01  0.229655E-01  0.163682E-01  0.300185E-01  0.305412E-01  0.122672E+00  0.763481E-05  0.707955E-13  0.662338E-14  0.469373E-13  0.341988E-14  0.534254E-01  0.346787E-01  0.909135E-07  0.472327E-09  0.287922E-15  0.128723E-17 -0.834800E-21 -0.777849E-23  0.662544E+00  0.000000E+00
0.978000E-04  0.283832E+04  0.267757E-01  0.229576E-01  0.163639E-01  0.300160E-01  0.305406E-01  0.122682E+00  0.763752E-05  0.708355E-13  0.662760E-14  0.469724E-13  0.342316E-14  0.534230E-01  0.346822E-01  0.908962E-07  0.472419E-09  0.287996E-15  0.102246E-17 -0.117799E-20 -0.111706E-22  0.662551E+00  0.000000E+00
0.980000E-04  0.283847E+04  0.267726E-01  0.229497E-01  0.163596E-01  0.300135E-01  0.305401E-01  0.122691E+00  0.764023E-05  0.708754E-13  0.663181E-14  0.470073E-13  0.342644E-14  0.534205E-01  0.346857E-01  0.908789E-07  0.472512E-09  0.288069E-15  0.749739E-18 -0.147607E-20 -0.141243E-22  0.662559E+00  0.000000E+00
0.982000E-04  0.283862E+04  0.267695E-01  0.229419E-01  0.163552E-01  0.300111E-01  0.305395E-01  0.122701E+00  0.764293E-05  0.709153E-13  0.663601E-14  0.470423E-13  0.342971E-14  0.534181E-01  0.346892E-01  0.908616E-07  0.472604E-09  0.288143E-15  0.467188E-18 -0.171751E-20 -0.165263E-22  0.662567E+00  0.000000E+00
0.984000E-04  0.283876E+04  0.267664E-01  0.229341E-01  0.163509E-01  0.300087E-01  0.305389E-01  0.122710E+00  0.764563E-05  0.709550E-13  0.664020E-14  0.470771E-13  0.343297E-14  0.534156E-01  0.346927E-01  0.908444E-07  0.472697E-09  0.288216E-15  0.172656E-18 -0.189008E-20 -0.182571E-22  0.662575E+00  0.000000E+00
0.986000E-04  0.283891E+04  0.267633E-01  0.229263E-01  0.163466E-01  0.300062E-01  0.305383E-01  0.122719E+00  0.764832E-05  0.709947E-13  0.664439E-14  0.471118E-13  0.343622E-14  0.534132E-01  0.346962E-01  0.908273E-07  0.472789E-09  0.288290E-15 -0.136256E-18 -0.198090E-20 -0.191905E-22  0.662583E+00  0.000000E+00
0.988000E-04  0.283906E+04  0.267602E-01  0.229185E-01  0.163423E-01  0.300038E-01  0.305378E-01  0.122729E+00  0.765101E-05  0.710343E-13  0.664856E-14  0.471464E-13  0.343946E-14  0.534107E-01  0.346997E-01  0.908102E-07  0.472881E-09  0.288363E-15 -0.462200E-18 -0.197644E-20 -0.191939E-22  0.662591E+00  0.000000E+00
0.990000E-04  0.283921E+04  0.267571E-01  0.229107E-01  0.163380E-01  0.300014E-01  0.305372E-01  0.122738E+00  0.765370E-05  0.710738E-13  0.665273E-14  0.471809E-13  0.344268E-14  0.534083E-01  0.347031E-01  0.907931E-07  0.472973E-09  0.288436E-15 -0.808080E-18 -0.186252E-20 -0.181283E-22  0.662598E+00  0.000000E+00
0.992000E-04  0.283936E+04  0.267540E-01  0.229029E-01  0.163337E-01  0.299989E-01  0.305366E-01  0.122747E+00  0.765638E-05  0.711132E-13  0.665688E-14  0.472153E-13  0.344588E-14  0.534058E-01  0.347066E-01  0.907761E-07  0.473065E-09  0.288510E-15 -0.117705E-17 -0.162427E-20 -0.158483E-22  0.662606E+00  0.000000E+00
0.994000E-04  0.283950E+04  0.267509E-01  0.228952E-01  0.163295E-01  0.299965E-01  0.305360E-01  0.122757E+00  0.765906E-05  0.711524E-13  0.666103E-14  0.472495E-13  0.344907E-14  0.534034E-01  0.347101E-01  0.907592E-07  0.473157E-09  0.288583E-15 -0.157253E-17 -0.124619E-20 -0.122018E-22  0.662614E+00  0.000000E+00
0.996000E-04  0.283965E+04  0.267478E-01  0.228874E-01  0.163252E-01  0.299941E-01  0.305355E-01  0.122766E+00  0.766174E-05  0.711916E-13  0.666516E-14  0.472835E-13  0.345223E-14  0.534010E-01  0.347135E-01  0.907422E-07  0.473249E-09  0.288656E-15 -0.199817E-17 -0.712090E-21 -0.703054E-23  0.662622E+00  0.000000E+00
0.998000E-04  0.283980E+04  0.267447E-01  0.228797E-01  0.163209E-01  0.299917E-01  0.305349E-01  0.122775E+00  0.766441E-05  0.712306E-13  0.666927E-14  0.473174E-13  0.345537E-14  0.533985E-01  0.347170E-01  0.907254E-07  0.473340E-09  0.288729E-15 -0.245790E-17 -0.515157E-23 -0.169539E-24  0.662629E+00  0.000000E+00
0.100000E-03  0.283995E+04  0.267417E-01  0.228720E-01  0.163167E-01  0.299893E-01  0.305343E-01  0.122785E+00  0.766708E-05  0.712697E-13  0.667340E-14  0.473515E-13  0.345855E-14  0.533961E-01  0.347204E-01  0.907086E-07  0.473432E-09  0.288802E-15 -0.277111E-17  0.377203E-21  0.354569E-23  0.662637E+00  0.000000E+00
0.100200E-03  0.284009E+04  0.267386E-01  0.228643E-01  0.163124E-01  0.299869E-01  0.305337E-01  0.122794E+00  0.766974E-05  0.713089E-13  0.667754E-14  0.473859E-13  0.346177E-14  0.533937E-01  0.347239E-01  0.906918E-07  0.473523E-09  0.288876E-15 -0.296999E-17  0.530478E-21  0.504509E-23  0.662645E+00  0.000000E+00
0.100400E-03  0.284024E+04  0.267355E-01  0.228566E-01  0.163082E-01  0.299845E-01  0.305331E-01  0.122803E+00  0.767241E-05  0.713481E-13  0.668168E-14  0.474202E-13  0.346498E-14  0.533913E-01  0.347273E-01  0.906751E-07  0.473615E-09  0.288950E-15 -0.313965E-17  0.697715E-21  0.669319E-23  0.662653E+00  0.000000E+00
0.100600E-03  0.284038E+04  0.267325E-01  0.228490E-01  0.163040E-01  0.299821E-01  0.305326E-01  0.122812E+00  0.767506E-05  0.713872E-13  0.668581E-14  0.474544E-13  0.346818E-14  0.533889E-01  0.347308E-01  0.906584E-07  0.473706E-09  0.289024E-15 -0.327730E-17  0.876820E-21  0.847105E-23  0.662660E+00  0.000000E+00
0.100800E-03  0.284053E+04  0.267294E-01  0.228413E-01  0.162998E-01  0.299797E-01  0.305320E-01  0.122822E+00  0.767772E-05  0.714263E-13  0.668993E-14  0.474887E-13  0.347139E-14  0.533864E-01  0.347342E-01  0.906418E-07  0.473798E-09  0.289098E-15 -0.338007E-17  0.106548E-20  0.103576E-22  0.662668E+00  0.000000E+00
0.101000E-03  0.284067E+04  0.267264E-01  0.228337E-01  0.162956E-01  0.299773E-01  0.305314E-01  0.122831E+00  0.768037E-05  0.714654E-13  0.669406E-14  0.475229E-13  0.347459E-14  0.533840E-01  0.347376E-01  0.906252E-07  0.473889E-09  0.289172E-15 -0.344500E-17  0.126118E-20  0.123298E-22  0.662676E+00  0.000000E+00
0.101200E-03  0.284082E+04  0.267233E-01  0.228261E-01  0.162914E-01  0.299749E-01  0.305308E-01  0.122840E+00  0.768302E-05  0.715044E-13  0.669817E-14  0.475571E-13  0.347779E-14  0.533816E-01  0.347410E-01  0.906086E-07  0.473980E-09  0.289246E-15 -0.346912E-17  0.146116E-20  0.143624E-22  0.662683E+00  0.000000E+00
0.101400E-03  0.284096E+04  0.267203E-01  0.228185E-01  0.162872E-01  0.299725E-01  0.305303E-01  0.122849E+00  0.768566E-05  0.715433E-13  0.670229E-14  0.475912E-13  0.348099E-14  0.533792E-01  0.347445E-01  0.905921E-07  0.474071E-09  0.289321E-15 -0.344934E-17  0.166245E-20  0.164282E-22  0.662691E+00  0.000000E+00
0.101600E-03  0.284111E+04  0.267172E-01  0.228109E-01  0.162830E-01  0.299702E-01  0.305297E-01  0.122858E+00  0.768830E-05  0.715822E-13  0.670640E-14  0.476253E-13  0.348419E-14  0.533768E-01  0.347479E-01  0.905757E-07  0.474162E-09  0.289395E-15 -0.338257E-17  0.186188E-20  0.184978E-22  0.662698E+00  0.000000E+00
