# T(SEC)      TMP(K)       H2         H          O          O2         OH        H2O        HO2        CH2        CH2(S)     CH3       CH4        CO         CO2        HCO        CH2O      CH3O       C2H4       C2H5       C2H6       N2         AR
0.150000E-04  0.199597E+04  0.695835E-03  0.180691E-04  0.126317E-04  0.188850E+00  0.342252E-04  0.115718E-02  0.170469E-03  0.740230E-06  0.132755E-06  0.203751E-02  0.920738E-01  0.113797E-03  0.154619E-06  0.147902E-05  0.526981E-03  0.337653E-05  0.766391E-04  0.377542E-05  0.270374E-04  0.714196E+00  0.000000E+00
0.152000E-04  0.199599E+04  0.714997E-03  0.185545E-04  0.128832E-04  0.188811E+00  0.351114E-04  0.119482E-02  0.173530E-03  0.771430E-06  0.138551E-06  0.207494E-02  0.919993E-01  0.120262E-03  0.167939E-06  0.155212E-05  0.545215E-03  0.346875E-05  0.804200E-04  0.391842E-05  0.281858E-04  0.714181E+00  0.000000E+00
0.154000E-04  0.199601E+04  0.734654E-03  0.190546E-04  0.131393E-04  0.188771E+00  0.360188E-04  0.123350E-02  0.176612E-03  0.803768E-06  0.144570E-06  0.211271E-02  0.919232E-01  0.127040E-03  0.182275E-06  0.162829E-05  0.563866E-03  0.356285E-05  0.843448E-04  0.406553E-05  0.293685E-04  0.714165E+00  0.000000E+00
0.156000E-04  0.199604E+04  0.754819E-03  0.195698E-04  0.134001E-04  0.188730E+00  0.369478E-04  0.127323E-02  0.179717E-03  0.837281E-06  0.150819E-06  0.215084E-02  0.918457E-01  0.134143E-03  0.197697E-06  0.170766E-05  0.582938E-03  0.365887E-05  0.884180E-04  0.421683E-05  0.305862E-04  0.714149E+00  0.000000E+00
0.158000E-04  0.199607E+04  0.775508E-03  0.201007E-04  0.136655E-04  0.188688E+00  0.378991E-04  0.131404E-02  0.182843E-03  0.872010E-06  0.157308E-06  0.218932E-02  0.917666E-01  0.141584E-03  0.214277E-06  0.179033E-05  0.602436E-03  0.375684E-05  0.926438E-04  0.437243E-05  0.318395E-04  0.714132E+00  0.000000E+00
0.160000E-04  0.199611E+04  0.796736E-03  0.206475E-04  0.139358E-04  0.188645E+00  0.388730E-04  0.135597E-02  0.185993E-03  0.907996E-06  0.164045E-06  0.222816E-02  0.916858E-01  0.149377E-03  0.232095E-06  0.187642E-05  0.622365E-03  0.385680E-05  0.970267E-04  0.453243E-05  0.331289E-04  0.714115E+00  0.000000E+00
0.162000E-04  0.199614E+04  0.818518E-03  0.212109E-04  0.142111E-04  0.188601E+00  0.398703E-04  0.139903E-02  0.189167E-03  0.945282E-06  0.171039E-06  0.226736E-02  0.916035E-01  0.157537E-03  0.251232E-06  0.196606E-05  0.642730E-03  0.395880E-05  0.101571E-03  0.469691E-05  0.344552E-04  0.714098E+00  0.000000E+00
0.164000E-04  0.199619E+04  0.840870E-03  0.217913E-04  0.144914E-04  0.188555E+00  0.408914E-04  0.144327E-02  0.192365E-03  0.983914E-06  0.178298E-06  0.230693E-02  0.915195E-01  0.166078E-03  0.271777E-06  0.205938E-05  0.663535E-03  0.406287E-05  0.106282E-03  0.486600E-05  0.358188E-04  0.714081E+00  0.000000E+00
0.166000E-04  0.199624E+04  0.863810E-03  0.223892E-04  0.147769E-04  0.188509E+00  0.419370E-04  0.148871E-02  0.195589E-03  0.102394E-05  0.185834E-06  0.234687E-02  0.914338E-01  0.175017E-03  0.293822E-06  0.215652E-05  0.684786E-03  0.416906E-05  0.111164E-03  0.503978E-05  0.372204E-04  0.714063E+00  0.000000E+00
0.168000E-04  0.199629E+04  0.887353E-03  0.230051E-04  0.150677E-04  0.188461E+00  0.430077E-04  0.153539E-02  0.198839E-03  0.106540E-05  0.193655E-06  0.238718E-02  0.913463E-01  0.184369E-03  0.317468E-06  0.225760E-05  0.706486E-03  0.427741E-05  0.116222E-03  0.521837E-05  0.386607E-04  0.714044E+00  0.000000E+00
0.170000E-04  0.199635E+04  0.911517E-03  0.236396E-04  0.153639E-04  0.188412E+00  0.441041E-04  0.158333E-02  0.202116E-03  0.110835E-05  0.201772E-06  0.242786E-02  0.912571E-01  0.194152E-03  0.342819E-06  0.236278E-05  0.728641E-03  0.438796E-05  0.121461E-03  0.540187E-05  0.401401E-04  0.714025E+00  0.000000E+00
0.172000E-04  0.199641E+04  0.936320E-03  0.242932E-04  0.156657E-04  0.188361E+00  0.452268E-04  0.163257E-02  0.205420E-03  0.115283E-05  0.210196E-06  0.246892E-02  0.911660E-01  0.204382E-03  0.369987E-06  0.247219E-05  0.751255E-03  0.450075E-05  0.126886E-03  0.559040E-05  0.416594E-04  0.714006E+00  0.000000E+00
0.174000E-04  0.199648E+04  0.961781E-03  0.249665E-04  0.159731E-04  0.188310E+00  0.463766E-04  0.168314E-02  0.208753E-03  0.119891E-05  0.218938E-06  0.251036E-02  0.910731E-01  0.215077E-03  0.399090E-06  0.258599E-05  0.774333E-03  0.461584E-05  0.132503E-03  0.578405E-05  0.432190E-04  0.713986E+00  0.000000E+00
0.176000E-04  0.199655E+04  0.987918E-03  0.256600E-04  0.162863E-04  0.188257E+00  0.475541E-04  0.173509E-02  0.212116E-03  0.124664E-05  0.228008E-06  0.255218E-02  0.909783E-01  0.226257E-03  0.430253E-06  0.270434E-05  0.797879E-03  0.473327E-05  0.138317E-03  0.598295E-05  0.448195E-04  0.713966E+00  0.000000E+00
0.178000E-04  0.199663E+04  0.101475E-02  0.263745E-04  0.166054E-04  0.188202E+00  0.487599E-04  0.178843E-02  0.215509E-03  0.129607E-05  0.237420E-06  0.259439E-02  0.908816E-01  0.237939E-03  0.463609E-06  0.282740E-05  0.821897E-03  0.485309E-05  0.144333E-03  0.618721E-05  0.464616E-04  0.713945E+00  0.000000E+00
0.180000E-04  0.199672E+04  0.104230E-02  0.271104E-04  0.169306E-04  0.188147E+00  0.499950E-04  0.184323E-02  0.218934E-03  0.134726E-05  0.247185E-06  0.263699E-02  0.907829E-01  0.250145E-03  0.499301E-06  0.295533E-05  0.846393E-03  0.497535E-05  0.150557E-03  0.639695E-05  0.481457E-04  0.713923E+00  0.000000E+00
0.182000E-04  0.199681E+04  0.107058E-02  0.278685E-04  0.172620E-04  0.188089E+00  0.512599E-04  0.189950E-02  0.222391E-03  0.140028E-05  0.257317E-06  0.267997E-02  0.906821E-01  0.262896E-03  0.537476E-06  0.308831E-05  0.871369E-03  0.510010E-05  0.156996E-03  0.661228E-05  0.498723E-04  0.713902E+00  0.000000E+00
0.184000E-04  0.199691E+04  0.109963E-02  0.286494E-04  0.175998E-04  0.188031E+00  0.525555E-04  0.195729E-02  0.225882E-03  0.145518E-05  0.267828E-06  0.272335E-02  0.905793E-01  0.276211E-03  0.578296E-06  0.322652E-05  0.896832E-03  0.522740E-05  0.163654E-03  0.683332E-05  0.516421E-04  0.713879E+00  0.000000E+00
0.186000E-04  0.199701E+04  0.112945E-02  0.294538E-04  0.179441E-04  0.187970E+00  0.538827E-04  0.201665E-02  0.229407E-03  0.151203E-05  0.278732E-06  0.276713E-02  0.904744E-01  0.290115E-03  0.621926E-06  0.337013E-05  0.922784E-03  0.535729E-05  0.170538E-03  0.706021E-05  0.534554E-04  0.713856E+00  0.000000E+00
0.188000E-04  0.199713E+04  0.116007E-02  0.302824E-04  0.182951E-04  0.187908E+00  0.552421E-04  0.207760E-02  0.232968E-03  0.157090E-05  0.290043E-06  0.281130E-02  0.903673E-01  0.304629E-03  0.668547E-06  0.351935E-05  0.949230E-03  0.548983E-05  0.177655E-03  0.729305E-05  0.553128E-04  0.713833E+00  0.000000E+00
0.190000E-04  0.199724E+04  0.119152E-02  0.311360E-04  0.186528E-04  0.187845E+00  0.566347E-04  0.214021E-02  0.236565E-03  0.163187E-05  0.301777E-06  0.285587E-02  0.902581E-01  0.319778E-03  0.718348E-06  0.367436E-05  0.976173E-03  0.562507E-05  0.185010E-03  0.753197E-05  0.572148E-04  0.713809E+00  0.000000E+00
0.192000E-04  0.199737E+04  0.122381E-02  0.320153E-04  0.190176E-04  0.187780E+00  0.580613E-04  0.220450E-02  0.240200E-03  0.169499E-05  0.313948E-06  0.290085E-02  0.901465E-01  0.335586E-03  0.771528E-06  0.383537E-05  0.100362E-02  0.576308E-05  0.192610E-03  0.777711E-05  0.591616E-04  0.713784E+00  0.000000E+00
0.194000E-04  0.199750E+04  0.125698E-02  0.329210E-04  0.193895E-04  0.187713E+00  0.595228E-04  0.227053E-02  0.243874E-03  0.176035E-05  0.326573E-06  0.294623E-02  0.900327E-01  0.352079E-03  0.828302E-06  0.400259E-05  0.103157E-02  0.590391E-05  0.200463E-03  0.802859E-05  0.611539E-04  0.713759E+00  0.000000E+00
0.196000E-04  0.199764E+04  0.129104E-02  0.338540E-04  0.197687E-04  0.187645E+00  0.610203E-04  0.233834E-02  0.247588E-03  0.182803E-05  0.339667E-06  0.299202E-02  0.899165E-01  0.369284E-03  0.888893E-06  0.417624E-05  0.106003E-02  0.604762E-05  0.208574E-03  0.828654E-05  0.631918E-04  0.713733E+00  0.000000E+00
0.198000E-04  0.199779E+04  0.132603E-02  0.348152E-04  0.201555E-04  0.187574E+00  0.625545E-04  0.240798E-02  0.251342E-03  0.189810E-05  0.353248E-06  0.303821E-02  0.897979E-01  0.387228E-03  0.953543E-06  0.435653E-05  0.108900E-02  0.619427E-05  0.216951E-03  0.855109E-05  0.652759E-04  0.713706E+00  0.000000E+00
0.200000E-04  0.199795E+04  0.136196E-02  0.358053E-04  0.205499E-04  0.187502E+00  0.641266E-04  0.247950E-02  0.255139E-03  0.197065E-05  0.367334E-06  0.308482E-02  0.896769E-01  0.405940E-03  0.102250E-05  0.454369E-05  0.111849E-02  0.634392E-05  0.225601E-03  0.882238E-05  0.674064E-04  0.713678E+00  0.000000E+00
0.202000E-04  0.199812E+04  0.139887E-02  0.368253E-04  0.209522E-04  0.187428E+00  0.657375E-04  0.255296E-02  0.258980E-03  0.204577E-05  0.381942E-06  0.313184E-02  0.895533E-01  0.425449E-03  0.109604E-05  0.473798E-05  0.114850E-02  0.649663E-05  0.234532E-03  0.910054E-05  0.695835E-04  0.713650E+00  0.000000E+00
0.204000E-04  0.199829E+04  0.143678E-02  0.378760E-04  0.213626E-04  0.187352E+00  0.673883E-04  0.262839E-02  0.262865E-03  0.212354E-05  0.397092E-06  0.317928E-02  0.894272E-01  0.445785E-03  0.117445E-05  0.493962E-05  0.117904E-02  0.665247E-05  0.243750E-03  0.938570E-05  0.718075E-04  0.713622E+00  0.000000E+00
0.206000E-04  0.199847E+04  0.147572E-02  0.389585E-04  0.217812E-04  0.187274E+00  0.690801E-04  0.270587E-02  0.266795E-03  0.220407E-05  0.412803E-06  0.322713E-02  0.892985E-01  0.466981E-03  0.125801E-05  0.514887E-05  0.121010E-02  0.681150E-05  0.253264E-03  0.967801E-05  0.740787E-04  0.713592E+00  0.000000E+00
0.208000E-04  0.199867E+04  0.151573E-02  0.400736E-04  0.222083E-04  0.187194E+00  0.708139E-04  0.278544E-02  0.270773E-03  0.228744E-05  0.429097E-06  0.327540E-02  0.891671E-01  0.489068E-03  0.134707E-05  0.536599E-05  0.124168E-02  0.697379E-05  0.263082E-03  0.997759E-05  0.763972E-04  0.713562E+00  0.000000E+00
0.210000E-04  0.199887E+04  0.155682E-02  0.412224E-04  0.226441E-04  0.187112E+00  0.725909E-04  0.286716E-02  0.274798E-03  0.237375E-05  0.445993E-06  0.332409E-02  0.890329E-01  0.512082E-03  0.144195E-05  0.559126E-05  0.127380E-02  0.713940E-05  0.273212E-03  0.102846E-04  0.787630E-04  0.713531E+00  0.000000E+00
0.212000E-04  0.199908E+04  0.159904E-02  0.424060E-04  0.230888E-04  0.187028E+00  0.744123E-04  0.295109E-02  0.278873E-03  0.246312E-05  0.463514E-06  0.337320E-02  0.888960E-01  0.536057E-03  0.154301E-05  0.582494E-05  0.130646E-02  0.730839E-05  0.283662E-03  0.105992E-04  0.811763E-04  0.713499E+00  0.000000E+00
0.214000E-04  0.199931E+04  0.164241E-02  0.436253E-04  0.235426E-04  0.186941E+00  0.762793E-04  0.303729E-02  0.282997E-03  0.255565E-05  0.481682E-06  0.342273E-02  0.887561E-01  0.561029E-03  0.165063E-05  0.606732E-05  0.133965E-02  0.748084E-05  0.294440E-03  0.109215E-04  0.836371E-04  0.713466E+00  0.000000E+00
0.216000E-04  0.199954E+04  0.168697E-02  0.448815E-04  0.240058E-04  0.186852E+00  0.781932E-04  0.312582E-02  0.287174E-03  0.265144E-05  0.500522E-06  0.347268E-02  0.886134E-01  0.587036E-03  0.176523E-05  0.631871E-05  0.137338E-02  0.765681E-05  0.305555E-03  0.112516E-04  0.861452E-04  0.713432E+00  0.000000E+00
0.218000E-04  0.199978E+04  0.173274E-02  0.461757E-04  0.244785E-04  0.186761E+00  0.801552E-04  0.321675E-02  0.291403E-03  0.275062E-05  0.520056E-06  0.352306E-02  0.884677E-01  0.614117E-03  0.188721E-05  0.657939E-05  0.140765E-02  0.783636E-05  0.317017E-03  0.115897E-04  0.887006E-04  0.713398E+00  0.000000E+00
0.220000E-04  0.200004E+04  0.177977E-02  0.475091E-04  0.249611E-04  0.186668E+00  0.821666E-04  0.331015E-02  0.295685E-03  0.285330E-05  0.540312E-06  0.357387E-02  0.883189E-01  0.642312E-03  0.201705E-05  0.684969E-05  0.144246E-02  0.801958E-05  0.328834E-03  0.119359E-04  0.913032E-04  0.713362E+00  0.000000E+00
0.222000E-04  0.200031E+04  0.182809E-02  0.488830E-04  0.254538E-04  0.186572E+00  0.842289E-04  0.340608E-02  0.300023E-03  0.295961E-05  0.561314E-06  0.362510E-02  0.881670E-01  0.671664E-03  0.215521E-05  0.712992E-05  0.147781E-02  0.820652E-05  0.341015E-03  0.122905E-04  0.939526E-04  0.713326E+00  0.000000E+00
0.224000E-04  0.200059E+04  0.187774E-02  0.502985E-04  0.259568E-04  0.186473E+00  0.863433E-04  0.350461E-02  0.304416E-03  0.306968E-05  0.583089E-06  0.367676E-02  0.880119E-01  0.702215E-03  0.230220E-05  0.742042E-05  0.151371E-02  0.839726E-05  0.353570E-03  0.126534E-04  0.966485E-04  0.713288E+00  0.000000E+00
0.226000E-04  0.200088E+04  0.192875E-02  0.517570E-04  0.264705E-04  0.186372E+00  0.885115E-04  0.360582E-02  0.308866E-03  0.318364E-05  0.605667E-06  0.372884E-02  0.878536E-01  0.734010E-03  0.245857E-05  0.772152E-05  0.155016E-02  0.859185E-05  0.366509E-03  0.130249E-04  0.993906E-04  0.713250E+00  0.000000E+00
0.228000E-04  0.200119E+04  0.198116E-02  0.532598E-04  0.269951E-04  0.186268E+00  0.907347E-04  0.370977E-02  0.313374E-03  0.330163E-05  0.629076E-06  0.378136E-02  0.876919E-01  0.767096E-03  0.262488E-05  0.803358E-05  0.158715E-02  0.879038E-05  0.379841E-03  0.134052E-04  0.102178E-03  0.713210E+00  0.000000E+00
0.230000E-04  0.200151E+04  0.203501E-02  0.548083E-04  0.275308E-04  0.186162E+00  0.930146E-04  0.381656E-02  0.317941E-03  0.342379E-05  0.653346E-06  0.383430E-02  0.875269E-01  0.801519E-03  0.280174E-05  0.835697E-05  0.162469E-02  0.899291E-05  0.393577E-03  0.137942E-04  0.105011E-03  0.713169E+00  0.000000E+00
0.232000E-04  0.200184E+04  0.209034E-02  0.564039E-04  0.280780E-04  0.186052E+00  0.953528E-04  0.392625E-02  0.322568E-03  0.355028E-05  0.678508E-06  0.388767E-02  0.873583E-01  0.837331E-03  0.298978E-05  0.869204E-05  0.166278E-02  0.919950E-05  0.407727E-03  0.141923E-04  0.107889E-03  0.713128E+00  0.000000E+00
0.234000E-04  0.200219E+04  0.214719E-02  0.580481E-04  0.286371E-04  0.185940E+00  0.977507E-04  0.403893E-02  0.327256E-03  0.368124E-05  0.704595E-06  0.394147E-02  0.871862E-01  0.874581E-03  0.318969E-05  0.903919E-05  0.170141E-02  0.941022E-05  0.422302E-03  0.145996E-04  0.110810E-03  0.713085E+00  0.000000E+00
0.236000E-04  0.200255E+04  0.220561E-02  0.597424E-04  0.292082E-04  0.185825E+00  0.100210E-03  0.415468E-02  0.332006E-03  0.381683E-05  0.731640E-06  0.399570E-02  0.870105E-01  0.913324E-03  0.340219E-05  0.939881E-05  0.174058E-02  0.962513E-05  0.437313E-03  0.150161E-04  0.113773E-03  0.713041E+00  0.000000E+00
0.238000E-04  0.200293E+04  0.226564E-02  0.614884E-04  0.297917E-04  0.185706E+00  0.102733E-03  0.427358E-02  0.336818E-03  0.395723E-05  0.759678E-06  0.405037E-02  0.868310E-01  0.953613E-03  0.362802E-05  0.977129E-05  0.178030E-02  0.984431E-05  0.452771E-03  0.154421E-04  0.116779E-03  0.712996E+00  0.000000E+00
0.240000E-04  0.200332E+04  0.232732E-02  0.632877E-04  0.303880E-04  0.185585E+00  0.105321E-03  0.439574E-02  0.341693E-03  0.410261E-05  0.788745E-06  0.410546E-02  0.866478E-01  0.995506E-03  0.386801E-05  0.101571E-04  0.182056E-02  0.100678E-04  0.468686E-03  0.158776E-04  0.119826E-03  0.712949E+00  0.000000E+00
0.242000E-04  0.200373E+04  0.239071E-02  0.651420E-04  0.309975E-04  0.185460E+00  0.107975E-03  0.452123E-02  0.346632E-03  0.425314E-05  0.818878E-06  0.416097E-02  0.864606E-01  0.103906E-02  0.412300E-05  0.105565E-04  0.186136E-02  0.102957E-04  0.485071E-03  0.163228E-04  0.122912E-03  0.712901E+00  0.000000E+00
0.244000E-04  0.200416E+04  0.245583E-02  0.670530E-04  0.316204E-04  0.185332E+00  0.110698E-03  0.465015E-02  0.351636E-03  0.440900E-05  0.850116E-06  0.421692E-02  0.862695E-01  0.108434E-02  0.439389E-05  0.109702E-04  0.190270E-02  0.105280E-04  0.501938E-03  0.167779E-04  0.126037E-03  0.712852E+00  0.000000E+00
0.246000E-04  0.200461E+04  0.252276E-02  0.690226E-04  0.322571E-04  0.185200E+00  0.113492E-03  0.478261E-02  0.356705E-03  0.457040E-05  0.882498E-06  0.427330E-02  0.860744E-01  0.113140E-02  0.468165E-05  0.113984E-04  0.194457E-02  0.107648E-04  0.519299E-03  0.172430E-04  0.129199E-03  0.712801E+00  0.000000E+00
0.248000E-04  0.200507E+04  0.259153E-02  0.710525E-04  0.329081E-04  0.185065E+00  0.116358E-03  0.491869E-02  0.361840E-03  0.473754E-05  0.916067E-06  0.433010E-02  0.858751E-01  0.118032E-02  0.498728E-05  0.118417E-04  0.198696E-02  0.110062E-04  0.537165E-03  0.177182E-04  0.132396E-03  0.712749E+00  0.000000E+00
0.250000E-04  0.200555E+04  0.266220E-02  0.731448E-04  0.335737E-04  0.184926E+00  0.119298E-03  0.505850E-02  0.367041E-03  0.491061E-05  0.950865E-06  0.438733E-02  0.856715E-01  0.123115E-02  0.531185E-05  0.123005E-04  0.202989E-02  0.112522E-04  0.555550E-03  0.182036E-04  0.135627E-03  0.712696E+00  0.000000E+00
0.252000E-04  0.200605E+04  0.273481E-02  0.753014E-04  0.342544E-04  0.184784E+00  0.122316E-03  0.520215E-02  0.372308E-03  0.508983E-05  0.986936E-06  0.444499E-02  0.854637E-01  0.128397E-02  0.565651E-05  0.127753E-04  0.207333E-02  0.115028E-04  0.574466E-03  0.186995E-04  0.138890E-03  0.712641E+00  0.000000E+00
0.254000E-04  0.200657E+04  0.280943E-02  0.775244E-04  0.349505E-04  0.184638E+00  0.125412E-03  0.534975E-02  0.377642E-03  0.527544E-05  0.102433E-05  0.450307E-02  0.852514E-01  0.133884E-02  0.602246E-05  0.132666E-04  0.211728E-02  0.117581E-04  0.593927E-03  0.192058E-04  0.142182E-03  0.712584E+00  0.000000E+00
0.256000E-04  0.200711E+04  0.288611E-02  0.798158E-04  0.356625E-04  0.184488E+00  0.128589E-03  0.550140E-02  0.383042E-03  0.546765E-05  0.106309E-05  0.456157E-02  0.850346E-01  0.139585E-02  0.641096E-05  0.137750E-04  0.216174E-02  0.120181E-04  0.613946E-03  0.197227E-04  0.145503E-03  0.712526E+00  0.000000E+00
0.258000E-04  0.200767E+04  0.296490E-02  0.821780E-04  0.363910E-04  0.184333E+00  0.131849E-03  0.565723E-02  0.388510E-03  0.566672E-05  0.110326E-05  0.462050E-02  0.848131E-01  0.145507E-02  0.682336E-05  0.143008E-04  0.220671E-02  0.122830E-04  0.634537E-03  0.202504E-04  0.148849E-03  0.712466E+00  0.000000E+00
0.260000E-04  0.200826E+04  0.304587E-02  0.846132E-04  0.371362E-04  0.184175E+00  0.135195E-03  0.581735E-02  0.394044E-03  0.587288E-05  0.114490E-05  0.467985E-02  0.845870E-01  0.151657E-02  0.726110E-05  0.148448E-04  0.225216E-02  0.125526E-04  0.655713E-03  0.207889E-04  0.152218E-03  0.712405E+00  0.000000E+00
0.262000E-04  0.200887E+04  0.312906E-02  0.871238E-04  0.378989E-04  0.184013E+00  0.138629E-03  0.598188E-02  0.399644E-03  0.608641E-05  0.118807E-05  0.473962E-02  0.843560E-01  0.158045E-02  0.772568E-05  0.154073E-04  0.229809E-02  0.128270E-04  0.677490E-03  0.213384E-04  0.155608E-03  0.712341E+00  0.000000E+00
0.264000E-04  0.200950E+04  0.321455E-02  0.897123E-04  0.386794E-04  0.183846E+00  0.142154E-03  0.615096E-02  0.405310E-03  0.630758E-05  0.123281E-05  0.479981E-02  0.841201E-01  0.164678E-02  0.821868E-05  0.159890E-04  0.234450E-02  0.131063E-04  0.699880E-03  0.218989E-04  0.159016E-03  0.712276E+00  0.000000E+00
0.266000E-04  0.201015E+04  0.330240E-02  0.923811E-04  0.394783E-04  0.183674E+00  0.145771E-03  0.632470E-02  0.411042E-03  0.653665E-05  0.127919E-05  0.486042E-02  0.838791E-01  0.171564E-02  0.874182E-05  0.165904E-04  0.239137E-02  0.133904E-04  0.722901E-03  0.224706E-04  0.162438E-03  0.712209E+00  0.000000E+00
0.268000E-04  0.201083E+04  0.339266E-02  0.951330E-04  0.402962E-04  0.183498E+00  0.149484E-03  0.650324E-02  0.416839E-03  0.677394E-05  0.132725E-05  0.492144E-02  0.836330E-01  0.178714E-02  0.929686E-05  0.172121E-04  0.243869E-02  0.136794E-04  0.746565E-03  0.230536E-04  0.165872E-03  0.712140E+00  0.000000E+00
0.270000E-04  0.201154E+04  0.348541E-02  0.979707E-04  0.411336E-04  0.183317E+00  0.153296E-03  0.668671E-02  0.422700E-03  0.701974E-05  0.137708E-05  0.498288E-02  0.833816E-01  0.186136E-02  0.988571E-05  0.178547E-04  0.248645E-02  0.139732E-04  0.770889E-03  0.236478E-04  0.169315E-03  0.712069E+00  0.000000E+00
0.272000E-04  0.201227E+04  0.358072E-02  0.100897E-03  0.419912E-04  0.183131E+00  0.157209E-03  0.687527E-02  0.428624E-03  0.727437E-05  0.142872E-05  0.504473E-02  0.831248E-01  0.193840E-02  0.105104E-04  0.185187E-04  0.253463E-02  0.142719E-04  0.795889E-03  0.242535E-04  0.172762E-03  0.711996E+00  0.000000E+00
0.274000E-04  0.201303E+04  0.367864E-02  0.103915E-03  0.428695E-04  0.182941E+00  0.161226E-03  0.706905E-02  0.434610E-03  0.753815E-05  0.148224E-05  0.510699E-02  0.828625E-01  0.201835E-02  0.111729E-04  0.192049E-04  0.258322E-02  0.145754E-04  0.821580E-03  0.248707E-04  0.176211E-03  0.711921E+00  0.000000E+00
0.276000E-04  0.201382E+04  0.377925E-02  0.107028E-03  0.437693E-04  0.182745E+00  0.165350E-03  0.726819E-02  0.440657E-03  0.781145E-05  0.153772E-05  0.516967E-02  0.825946E-01  0.210132E-02  0.118757E-04  0.199138E-04  0.263220E-02  0.148837E-04  0.847980E-03  0.254993E-04  0.179656E-03  0.711844E+00  0.000000E+00
0.278000E-04  0.201463E+04  0.388263E-02  0.110238E-03  0.446912E-04  0.182544E+00  0.169585E-03  0.747286E-02  0.446762E-03  0.809460E-05  0.159522E-05  0.523275E-02  0.823210E-01  0.218742E-02  0.126209E-04  0.206460E-04  0.268156E-02  0.151968E-04  0.875103E-03  0.261396E-04  0.183096E-03  0.711764E+00  0.000000E+00
0.280000E-04  0.201548E+04  0.398885E-02  0.113550E-03  0.456359E-04  0.182337E+00  0.173933E-03  0.768321E-02  0.452925E-03  0.838799E-05  0.165483E-05  0.529624E-02  0.820414E-01  0.227675E-02  0.134112E-04  0.214021E-04  0.273127E-02  0.155146E-04  0.902968E-03  0.267915E-04  0.186524E-03  0.711682E+00  0.000000E+00
