  T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       C          CH         CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH2OH      CH3O       CH3OH      C2H        C2H2       C2H3       C2H4       C2H5       C2H6       HCCO       CH2CO      HCCOH      N          NH         NH2        NH3        NNH        NO         NO2        N2O        HNO        CN         HCN        H2CN       HCNN       HCNO       HOCN       HNCO       NCO        N2         AR         C3H7       C3H8       CH2CHO     CH3CHO    
 0.16500E-03 0.28801E+04 0.25975E-01 0.20609E-01 0.14786E-01 0.28568E-01 0.29982E-01 0.12559E+00 0.82953E-05 0.28261E-06 0.19278E-11 0.15860E-12 0.75226E-13 0.70441E-14 0.43675E-13 0.34266E-14 0.52763E-01 0.35668E-01 0.84992E-07 0.49916E-09 0.13685E-13 0.29275E-15 0.24432E-15 0.11070E-17 0.97513E-17 0.45261E-21 0.50206E-22 0.18579E-26 0.27678E-28 0.27849E-15 0.57536E-16 0.26411E-18 0.25630E-05 0.18570E-06 0.16836E-07 0.56132E-08 0.47421E-07 0.21166E-02 0.44614E-06 0.48827E-06 0.12685E-06 0.49574E-10 0.74128E-09 0.26902E-14 0.11543E-16 0.11514E-13 0.14271E-10 0.13880E-08 0.56100E-09 0.66394E+00 0.00000E+00 0.35289E-40 0.46034E-42 0.13517E-20 0.20104E-22
 0.16520E-03 0.28802E+04 0.25973E-01 0.20605E-01 0.14783E-01 0.28565E-01 0.29981E-01 0.12559E+00 0.82968E-05 0.28272E-06 0.19290E-11 0.15869E-12 0.75272E-13 0.70482E-14 0.43700E-13 0.34291E-14 0.52761E-01 0.35670E-01 0.84988E-07 0.49926E-09 0.13686E-13 0.29286E-15 0.24441E-15 0.11079E-17 0.97598E-17 0.45294E-21 0.50246E-22 0.18598E-26 0.27706E-28 0.27868E-15 0.57569E-16 0.26441E-18 0.25647E-05 0.18588E-06 0.16859E-07 0.56219E-08 0.47412E-07 0.21202E-02 0.44699E-06 0.48849E-06 0.12708E-06 0.49639E-10 0.74231E-09 0.26930E-14 0.11549E-16 0.11538E-13 0.14294E-10 0.13902E-08 0.56179E-09 0.66394E+00 0.00000E+00 0.35363E-40 0.46155E-42 0.13520E-20 0.20112E-22
 0.16540E-03 0.28802E+04 0.25972E-01 0.20600E-01 0.14780E-01 0.28562E-01 0.29979E-01 0.12560E+00 0.82984E-05 0.28282E-06 0.19301E-11 0.15877E-12 0.75318E-13 0.70523E-14 0.43726E-13 0.34316E-14 0.52759E-01 0.35672E-01 0.84985E-07 0.49937E-09 0.13688E-13 0.29298E-15 0.24451E-15 0.11089E-17 0.97682E-17 0.45326E-21 0.50287E-22 0.18617E-26 0.27734E-28 0.27887E-15 0.57601E-16 0.26470E-18 0.25665E-05 0.18606E-06 0.16883E-07 0.56305E-08 0.47403E-07 0.21238E-02 0.44783E-06 0.48871E-06 0.12731E-06 0.49705E-10 0.74335E-09 0.26957E-14 0.11555E-16 0.11561E-13 0.14318E-10 0.13923E-08 0.56257E-09 0.66394E+00 0.00000E+00 0.35437E-40 0.46276E-42 0.13523E-20 0.20121E-22
 0.16560E-03 0.28803E+04 0.25970E-01 0.20595E-01 0.14777E-01 0.28559E-01 0.29978E-01 0.12560E+00 0.83000E-05 0.28293E-06 0.19312E-11 0.15886E-12 0.75364E-13 0.70564E-14 0.43751E-13 0.34341E-14 0.52758E-01 0.35675E-01 0.84982E-07 0.49948E-09 0.13690E-13 0.29310E-15 0.24461E-15 0.11098E-17 0.97766E-17 0.45359E-21 0.50328E-22 0.18636E-26 0.27762E-28 0.27905E-15 0.57633E-16 0.26499E-18 0.25682E-05 0.18623E-06 0.16906E-07 0.56392E-08 0.47394E-07 0.21274E-02 0.44868E-06 0.48893E-06 0.12754E-06 0.49770E-10 0.74439E-09 0.26984E-14 0.11561E-16 0.11585E-13 0.14342E-10 0.13945E-08 0.56336E-09 0.66395E+00 0.00000E+00 0.35511E-40 0.46397E-42 0.13527E-20 0.20129E-22
 0.16580E-03 0.28804E+04 0.25968E-01 0.20590E-01 0.14773E-01 0.28556E-01 0.29977E-01 0.12561E+00 0.83015E-05 0.28303E-06 0.19323E-11 0.15894E-12 0.75410E-13 0.70605E-14 0.43777E-13 0.34366E-14 0.52756E-01 0.35677E-01 0.84979E-07 0.49959E-09 0.13692E-13 0.29322E-15 0.24470E-15 0.11108E-17 0.97850E-17 0.45392E-21 0.50368E-22 0.18655E-26 0.27790E-28 0.27924E-15 0.57666E-16 0.26529E-18 0.25700E-05 0.18641E-06 0.16930E-07 0.56479E-08 0.47386E-07 0.21310E-02 0.44952E-06 0.48915E-06 0.12777E-06 0.49836E-10 0.74543E-09 0.27011E-14 0.11567E-16 0.11608E-13 0.14366E-10 0.13967E-08 0.56415E-09 0.66395E+00 0.00000E+00 0.35584E-40 0.46517E-42 0.13530E-20 0.20137E-22
 0.16600E-03 0.28805E+04 0.25966E-01 0.20585E-01 0.14770E-01 0.28553E-01 0.29976E-01 0.12562E+00 0.83031E-05 0.28314E-06 0.19335E-11 0.15902E-12 0.75456E-13 0.70646E-14 0.43802E-13 0.34392E-14 0.52754E-01 0.35679E-01 0.84976E-07 0.49970E-09 0.13694E-13 0.29333E-15 0.24480E-15 0.11117E-17 0.97934E-17 0.45424E-21 0.50408E-22 0.18674E-26 0.27818E-28 0.27942E-15 0.57698E-16 0.26558E-18 0.25717E-05 0.18659E-06 0.16953E-07 0.56565E-08 0.47377E-07 0.21346E-02 0.45037E-06 0.48937E-06 0.12800E-06 0.49901E-10 0.74646E-09 0.27038E-14 0.11573E-16 0.11632E-13 0.14390E-10 0.13988E-08 0.56493E-09 0.66395E+00 0.00000E+00 0.35658E-40 0.46636E-42 0.13533E-20 0.20146E-22
 0.16620E-03 0.28806E+04 0.25964E-01 0.20581E-01 0.14767E-01 0.28550E-01 0.29975E-01 0.12562E+00 0.83046E-05 0.28324E-06 0.19346E-11 0.15911E-12 0.75502E-13 0.70687E-14 0.43828E-13 0.34417E-14 0.52753E-01 0.35682E-01 0.84972E-07 0.49980E-09 0.13696E-13 0.29345E-15 0.24490E-15 0.11127E-17 0.98018E-17 0.45456E-21 0.50449E-22 0.18693E-26 0.27846E-28 0.27961E-15 0.57730E-16 0.26587E-18 0.25735E-05 0.18677E-06 0.16976E-07 0.56652E-08 0.47368E-07 0.21382E-02 0.45121E-06 0.48959E-06 0.12822E-06 0.49967E-10 0.74750E-09 0.27066E-14 0.11579E-16 0.11655E-13 0.14414E-10 0.14010E-08 0.56572E-09 0.66396E+00 0.00000E+00 0.35731E-40 0.46754E-42 0.13537E-20 0.20154E-22
 0.16640E-03 0.28807E+04 0.25962E-01 0.20576E-01 0.14764E-01 0.28547E-01 0.29974E-01 0.12563E+00 0.83061E-05 0.28334E-06 0.19357E-11 0.15919E-12 0.75547E-13 0.70727E-14 0.43853E-13 0.34442E-14 0.52751E-01 0.35684E-01 0.84969E-07 0.49991E-09 0.13697E-13 0.29356E-15 0.24499E-15 0.11136E-17 0.98102E-17 0.45489E-21 0.50489E-22 0.18712E-26 0.27874E-28 0.27979E-15 0.57762E-16 0.26616E-18 0.25752E-05 0.18695E-06 0.17000E-07 0.56738E-08 0.47359E-07 0.21418E-02 0.45206E-06 0.48981E-06 0.12845E-06 0.50032E-10 0.74853E-09 0.27093E-14 0.11584E-16 0.11679E-13 0.14438E-10 0.14032E-08 0.56650E-09 0.66396E+00 0.00000E+00 0.35804E-40 0.46872E-42 0.13540E-20 0.20162E-22
 0.16660E-03 0.28808E+04 0.25961E-01 0.20571E-01 0.14761E-01 0.28545E-01 0.29973E-01 0.12563E+00 0.83077E-05 0.28345E-06 0.19368E-11 0.15927E-12 0.75593E-13 0.70768E-14 0.43878E-13 0.34467E-14 0.52750E-01 0.35686E-01 0.84966E-07 0.50002E-09 0.13699E-13 0.29368E-15 0.24509E-15 0.11146E-17 0.98185E-17 0.45521E-21 0.50529E-22 0.18731E-26 0.27902E-28 0.27997E-15 0.57794E-16 0.26645E-18 0.25769E-05 0.18713E-06 0.17023E-07 0.56824E-08 0.47351E-07 0.21454E-02 0.45290E-06 0.49003E-06 0.12868E-06 0.50097E-10 0.74957E-09 0.27120E-14 0.11590E-16 0.11702E-13 0.14462E-10 0.14053E-08 0.56729E-09 0.66396E+00 0.00000E+00 0.35876E-40 0.46988E-42 0.13543E-20 0.20170E-22
 0.16680E-03 0.28809E+04 0.25959E-01 0.20566E-01 0.14758E-01 0.28542E-01 0.29972E-01 0.12564E+00 0.83092E-05 0.28355E-06 0.19379E-11 0.15936E-12 0.75638E-13 0.70808E-14 0.43904E-13 0.34492E-14 0.52748E-01 0.35688E-01 0.84963E-07 0.50012E-09 0.13701E-13 0.29380E-15 0.24518E-15 0.11155E-17 0.98269E-17 0.45553E-21 0.50569E-22 0.18750E-26 0.27930E-28 0.28016E-15 0.57826E-16 0.26674E-18 0.25787E-05 0.18731E-06 0.17046E-07 0.56911E-08 0.47342E-07 0.21491E-02 0.45375E-06 0.49025E-06 0.12891E-06 0.50163E-10 0.75060E-09 0.27147E-14 0.11596E-16 0.11726E-13 0.14486E-10 0.14075E-08 0.56807E-09 0.66397E+00 0.00000E+00 0.35948E-40 0.47103E-42 0.13547E-20 0.20179E-22
 0.16700E-03 0.28810E+04 0.25957E-01 0.20562E-01 0.14755E-01 0.28539E-01 0.29970E-01 0.12565E+00 0.83107E-05 0.28365E-06 0.19390E-11 0.15944E-12 0.75684E-13 0.70849E-14 0.43929E-13 0.34517E-14 0.52746E-01 0.35691E-01 0.84960E-07 0.50023E-09 0.13703E-13 0.29391E-15 0.24528E-15 0.11164E-17 0.98352E-17 0.45585E-21 0.50610E-22 0.18769E-26 0.27958E-28 0.28034E-15 0.57858E-16 0.26703E-18 0.25804E-05 0.18748E-06 0.17070E-07 0.56997E-08 0.47333E-07 0.21527E-02 0.45459E-06 0.49046E-06 0.12914E-06 0.50228E-10 0.75163E-09 0.27174E-14 0.11602E-16 0.11749E-13 0.14510E-10 0.14096E-08 0.56885E-09 0.66397E+00 0.00000E+00 0.36020E-40 0.47216E-42 0.13550E-20 0.20187E-22
 0.16720E-03 0.28810E+04 0.25955E-01 0.20557E-01 0.14752E-01 0.28536E-01 0.29969E-01 0.12565E+00 0.83123E-05 0.28375E-06 0.19401E-11 0.15952E-12 0.75729E-13 0.70889E-14 0.43954E-13 0.34541E-14 0.52745E-01 0.35693E-01 0.84957E-07 0.50033E-09 0.13705E-13 0.29403E-15 0.24537E-15 0.11174E-17 0.98435E-17 0.45617E-21 0.50650E-22 0.18788E-26 0.27986E-28 0.28052E-15 0.57890E-16 0.26731E-18 0.25821E-05 0.18766E-06 0.17093E-07 0.57084E-08 0.47325E-07 0.21563E-02 0.45544E-06 0.49068E-06 0.12937E-06 0.50293E-10 0.75267E-09 0.27201E-14 0.11608E-16 0.11773E-13 0.14533E-10 0.14118E-08 0.56964E-09 0.66397E+00 0.00000E+00 0.36091E-40 0.47328E-42 0.13553E-20 0.20195E-22
 0.16740E-03 0.28811E+04 0.25953E-01 0.20552E-01 0.14749E-01 0.28533E-01 0.29968E-01 0.12566E+00 0.83138E-05 0.28386E-06 0.19412E-11 0.15960E-12 0.75774E-13 0.70929E-14 0.43979E-13 0.34566E-14 0.52743E-01 0.35695E-01 0.84954E-07 0.50044E-09 0.13706E-13 0.29414E-15 0.24547E-15 0.11183E-17 0.98518E-17 0.45649E-21 0.50689E-22 0.18807E-26 0.28014E-28 0.28071E-15 0.57921E-16 0.26760E-18 0.25839E-05 0.18784E-06 0.17116E-07 0.57170E-08 0.47316E-07 0.21599E-02 0.45628E-06 0.49090E-06 0.12960E-06 0.50358E-10 0.75370E-09 0.27228E-14 0.11613E-16 0.11796E-13 0.14557E-10 0.14140E-08 0.57042E-09 0.66398E+00 0.00000E+00 0.36162E-40 0.47438E-42 0.13557E-20 0.20203E-22
 0.16760E-03 0.28812E+04 0.25952E-01 0.20548E-01 0.14745E-01 0.28530E-01 0.29967E-01 0.12566E+00 0.83153E-05 0.28396E-06 0.19423E-11 0.15968E-12 0.75819E-13 0.70970E-14 0.44004E-13 0.34591E-14 0.52741E-01 0.35698E-01 0.84951E-07 0.50055E-09 0.13708E-13 0.29426E-15 0.24556E-15 0.11192E-17 0.98601E-17 0.45681E-21 0.50729E-22 0.18825E-26 0.28041E-28 0.28089E-15 0.57953E-16 0.26789E-18 0.25856E-05 0.18802E-06 0.17140E-07 0.57256E-08 0.47307E-07 0.21635E-02 0.45713E-06 0.49111E-06 0.12983E-06 0.50423E-10 0.75473E-09 0.27255E-14 0.11619E-16 0.11820E-13 0.14581E-10 0.14161E-08 0.57120E-09 0.66398E+00 0.00000E+00 0.36232E-40 0.47546E-42 0.13560E-20 0.20212E-22
 0.16780E-03 0.28813E+04 0.25950E-01 0.20543E-01 0.14742E-01 0.28527E-01 0.29966E-01 0.12567E+00 0.83168E-05 0.28406E-06 0.19434E-11 0.15977E-12 0.75864E-13 0.71010E-14 0.44029E-13 0.34616E-14 0.52740E-01 0.35700E-01 0.84948E-07 0.50065E-09 0.13710E-13 0.29437E-15 0.24566E-15 0.11202E-17 0.98683E-17 0.45713E-21 0.50769E-22 0.18844E-26 0.28069E-28 0.28107E-15 0.57985E-16 0.26818E-18 0.25873E-05 0.18820E-06 0.17163E-07 0.57343E-08 0.47299E-07 0.21671E-02 0.45798E-06 0.49133E-06 0.13006E-06 0.50488E-10 0.75576E-09 0.27282E-14 0.11625E-16 0.11843E-13 0.14605E-10 0.14183E-08 0.57199E-09 0.66398E+00 0.00000E+00 0.36302E-40 0.47652E-42 0.13563E-20 0.20220E-22
 0.16800E-03 0.28814E+04 0.25948E-01 0.20538E-01 0.14739E-01 0.28525E-01 0.29965E-01 0.12568E+00 0.83183E-05 0.28416E-06 0.19445E-11 0.15985E-12 0.75909E-13 0.71050E-14 0.44054E-13 0.34640E-14 0.52738E-01 0.35702E-01 0.84945E-07 0.50076E-09 0.13712E-13 0.29449E-15 0.24575E-15 0.11211E-17 0.98765E-17 0.45745E-21 0.50809E-22 0.18863E-26 0.28097E-28 0.28125E-15 0.58016E-16 0.26846E-18 0.25891E-05 0.18837E-06 0.17186E-07 0.57429E-08 0.47290E-07 0.21707E-02 0.45882E-06 0.49154E-06 0.13029E-06 0.50553E-10 0.75679E-09 0.27310E-14 0.11631E-16 0.11867E-13 0.14629E-10 0.14204E-08 0.57277E-09 0.66398E+00 0.00000E+00 0.36371E-40 0.47756E-42 0.13567E-20 0.20228E-22
 0.16820E-03 0.28815E+04 0.25946E-01 0.20534E-01 0.14736E-01 0.28522E-01 0.29964E-01 0.12568E+00 0.83198E-05 0.28426E-06 0.19456E-11 0.15993E-12 0.75954E-13 0.71090E-14 0.44079E-13 0.34665E-14 0.52737E-01 0.35704E-01 0.84942E-07 0.50086E-09 0.13714E-13 0.29460E-15 0.24585E-15 0.11220E-17 0.98848E-17 0.45777E-21 0.50849E-22 0.18882E-26 0.28125E-28 0.28143E-15 0.58048E-16 0.26875E-18 0.25908E-05 0.18855E-06 0.17210E-07 0.57515E-08 0.47282E-07 0.21743E-02 0.45967E-06 0.49176E-06 0.13052E-06 0.50618E-10 0.75782E-09 0.27337E-14 0.11636E-16 0.11890E-13 0.14653E-10 0.14226E-08 0.57355E-09 0.66399E+00 0.00000E+00 0.36439E-40 0.47858E-42 0.13570E-20 0.20236E-22
 0.16840E-03 0.28816E+04 0.25945E-01 0.20529E-01 0.14733E-01 0.28519E-01 0.29963E-01 0.12569E+00 0.83213E-05 0.28436E-06 0.19467E-11 0.16001E-12 0.75998E-13 0.71129E-14 0.44103E-13 0.34690E-14 0.52735E-01 0.35707E-01 0.84939E-07 0.50097E-09 0.13715E-13 0.29471E-15 0.24594E-15 0.11230E-17 0.98930E-17 0.45809E-21 0.50888E-22 0.18901E-26 0.28152E-28 0.28161E-15 0.58079E-16 0.26903E-18 0.25925E-05 0.18873E-06 0.17233E-07 0.57601E-08 0.47273E-07 0.21779E-02 0.46051E-06 0.49197E-06 0.13075E-06 0.50683E-10 0.75885E-09 0.27364E-14 0.11642E-16 0.11914E-13 0.14676E-10 0.14247E-08 0.57433E-09 0.66399E+00 0.00000E+00 0.36507E-40 0.47957E-42 0.13573E-20 0.20244E-22
 0.16860E-03 0.28816E+04 0.25943E-01 0.20524E-01 0.14730E-01 0.28516E-01 0.29961E-01 0.12569E+00 0.83228E-05 0.28446E-06 0.19477E-11 0.16009E-12 0.76043E-13 0.71169E-14 0.44128E-13 0.34714E-14 0.52734E-01 0.35709E-01 0.84936E-07 0.50107E-09 0.13717E-13 0.29483E-15 0.24604E-15 0.11239E-17 0.99012E-17 0.45840E-21 0.50928E-22 0.18919E-26 0.28180E-28 0.28179E-15 0.58110E-16 0.26932E-18 0.25942E-05 0.18891E-06 0.17256E-07 0.57688E-08 0.47265E-07 0.21816E-02 0.46136E-06 0.49218E-06 0.13098E-06 0.50748E-10 0.75988E-09 0.27391E-14 0.11648E-16 0.11937E-13 0.14700E-10 0.14269E-08 0.57511E-09 0.66399E+00 0.00000E+00 0.36575E-40 0.48059E-42 0.13576E-20 0.20252E-22
 0.16880E-03 0.28817E+04 0.25941E-01 0.20520E-01 0.14727E-01 0.28513E-01 0.29960E-01 0.12570E+00 0.83243E-05 0.28456E-06 0.19488E-11 0.16017E-12 0.76087E-13 0.71209E-14 0.44153E-13 0.34739E-14 0.52732E-01 0.35711E-01 0.84933E-07 0.50117E-09 0.13719E-13 0.29494E-15 0.24613E-15 0.11248E-17 0.99094E-17 0.45872E-21 0.50967E-22 0.18938E-26 0.28207E-28 0.28197E-15 0.58142E-16 0.26960E-18 0.25960E-05 0.18908E-06 0.17279E-07 0.57774E-08 0.47256E-07 0.21852E-02 0.46220E-06 0.49240E-06 0.13121E-06 0.50813E-10 0.76091E-09 0.27418E-14 0.11654E-16 0.11960E-13 0.14724E-10 0.14291E-08 0.57589E-09 0.66400E+00 0.00000E+00 0.36643E-40 0.48163E-42 0.13580E-20 0.20260E-22
 0.16900E-03 0.28818E+04 0.25939E-01 0.20515E-01 0.14724E-01 0.28510E-01 0.29959E-01 0.12571E+00 0.83257E-05 0.28466E-06 0.19499E-11 0.16025E-12 0.76132E-13 0.71248E-14 0.44178E-13 0.34763E-14 0.52730E-01 0.35713E-01 0.84930E-07 0.50128E-09 0.13721E-13 0.29505E-15 0.24622E-15 0.11257E-17 0.99175E-17 0.45903E-21 0.51007E-22 0.18956E-26 0.28235E-28 0.28215E-15 0.58173E-16 0.26989E-18 0.25977E-05 0.18926E-06 0.17303E-07 0.57860E-08 0.47248E-07 0.21888E-02 0.46305E-06 0.49261E-06 0.13143E-06 0.50878E-10 0.76194E-09 0.27445E-14 0.11659E-16 0.11984E-13 0.14748E-10 0.14312E-08 0.57667E-09 0.66400E+00 0.00000E+00 0.36711E-40 0.48264E-42 0.13583E-20 0.20269E-22
 0.16920E-03 0.28819E+04 0.25938E-01 0.20511E-01 0.14721E-01 0.28508E-01 0.29958E-01 0.12571E+00 0.83272E-05 0.28476E-06 0.19510E-11 0.16033E-12 0.76176E-13 0.71288E-14 0.44202E-13 0.34788E-14 0.52729E-01 0.35715E-01 0.84927E-07 0.50138E-09 0.13722E-13 0.29517E-15 0.24632E-15 0.11267E-17 0.99257E-17 0.45935E-21 0.51046E-22 0.18975E-26 0.28262E-28 0.28233E-15 0.58204E-16 0.27017E-18 0.25994E-05 0.18944E-06 0.17326E-07 0.57946E-08 0.47240E-07 0.21924E-02 0.46389E-06 0.49282E-06 0.13166E-06 0.50943E-10 0.76297E-09 0.27472E-14 0.11665E-16 0.12007E-13 0.14772E-10 0.14334E-08 0.57745E-09 0.66400E+00 0.00000E+00 0.36777E-40 0.48364E-42 0.13586E-20 0.20277E-22
 0.16940E-03 0.28820E+04 0.25936E-01 0.20506E-01 0.14718E-01 0.28505E-01 0.29957E-01 0.12572E+00 0.83287E-05 0.28486E-06 0.19520E-11 0.16041E-12 0.76220E-13 0.71327E-14 0.44227E-13 0.34812E-14 0.52727E-01 0.35718E-01 0.84924E-07 0.50149E-09 0.13724E-13 0.29528E-15 0.24641E-15 0.11276E-17 0.99338E-17 0.45966E-21 0.51085E-22 0.18993E-26 0.28289E-28 0.28251E-15 0.58235E-16 0.27045E-18 0.26011E-05 0.18961E-06 0.17349E-07 0.58032E-08 0.47231E-07 0.21960E-02 0.46474E-06 0.49303E-06 0.13189E-06 0.51007E-10 0.76400E-09 0.27499E-14 0.11671E-16 0.12031E-13 0.14795E-10 0.14355E-08 0.57823E-09 0.66401E+00 0.00000E+00 0.36844E-40 0.48462E-42 0.13589E-20 0.20285E-22
 0.16960E-03 0.28821E+04 0.25934E-01 0.20501E-01 0.14715E-01 0.28502E-01 0.29956E-01 0.12572E+00 0.83301E-05 0.28496E-06 0.19531E-11 0.16049E-12 0.76264E-13 0.71367E-14 0.44251E-13 0.34836E-14 0.52726E-01 0.35720E-01 0.84921E-07 0.50159E-09 0.13726E-13 0.29539E-15 0.24650E-15 0.11285E-17 0.99419E-17 0.45998E-21 0.51124E-22 0.19012E-26 0.28316E-28 0.28268E-15 0.58266E-16 0.27074E-18 0.26028E-05 0.18979E-06 0.17372E-07 0.58118E-08 0.47223E-07 0.21996E-02 0.46558E-06 0.49325E-06 0.13212E-06 0.51072E-10 0.76502E-09 0.27525E-14 0.11676E-16 0.12054E-13 0.14819E-10 0.14377E-08 0.57901E-09 0.66401E+00 0.00000E+00 0.36909E-40 0.48557E-42 0.13593E-20 0.20293E-22
 0.16980E-03 0.28822E+04 0.25932E-01 0.20497E-01 0.14712E-01 0.28499E-01 0.29955E-01 0.12573E+00 0.83316E-05 0.28506E-06 0.19542E-11 0.16057E-12 0.76308E-13 0.71406E-14 0.44276E-13 0.34861E-14 0.52724E-01 0.35722E-01 0.84918E-07 0.50169E-09 0.13728E-13 0.29551E-15 0.24660E-15 0.11294E-17 0.99500E-17 0.46029E-21 0.51163E-22 0.19030E-26 0.28344E-28 0.28286E-15 0.58297E-16 0.27102E-18 0.26046E-05 0.18997E-06 0.17395E-07 0.58204E-08 0.47215E-07 0.22032E-02 0.46643E-06 0.49346E-06 0.13235E-06 0.51137E-10 0.76605E-09 0.27552E-14 0.11682E-16 0.12078E-13 0.14843E-10 0.14398E-08 0.57979E-09 0.66401E+00 0.00000E+00 0.36974E-40 0.48651E-42 0.13596E-20 0.20301E-22
 0.17000E-03 0.28822E+04 0.25931E-01 0.20492E-01 0.14709E-01 0.28496E-01 0.29954E-01 0.12574E+00 0.83330E-05 0.28516E-06 0.19552E-11 0.16065E-12 0.76352E-13 0.71445E-14 0.44300E-13 0.34885E-14 0.52723E-01 0.35724E-01 0.84915E-07 0.50179E-09 0.13730E-13 0.29562E-15 0.24669E-15 0.11303E-17 0.99581E-17 0.46060E-21 0.51203E-22 0.19048E-26 0.28371E-28 0.28304E-15 0.58328E-16 0.27130E-18 0.26063E-05 0.19014E-06 0.17419E-07 0.58290E-08 0.47206E-07 0.22068E-02 0.46728E-06 0.49367E-06 0.13258E-06 0.51201E-10 0.76708E-09 0.27579E-14 0.11687E-16 0.12101E-13 0.14867E-10 0.14420E-08 0.58057E-09 0.66402E+00 0.00000E+00 0.37037E-40 0.48742E-42 0.13599E-20 0.20309E-22
 0.17020E-03 0.28823E+04 0.25929E-01 0.20488E-01 0.14706E-01 0.28494E-01 0.29953E-01 0.12574E+00 0.83345E-05 0.28526E-06 0.19563E-11 0.16073E-12 0.76396E-13 0.71484E-14 0.44325E-13 0.34909E-14 0.52721E-01 0.35726E-01 0.84913E-07 0.50190E-09 0.13731E-13 0.29573E-15 0.24678E-15 0.11312E-17 0.99662E-17 0.46091E-21 0.51241E-22 0.19067E-26 0.28398E-28 0.28321E-15 0.58359E-16 0.27158E-18 0.26080E-05 0.19032E-06 0.17442E-07 0.58376E-08 0.47198E-07 0.22104E-02 0.46812E-06 0.49388E-06 0.13281E-06 0.51266E-10 0.76810E-09 0.27606E-14 0.11693E-16 0.12125E-13 0.14890E-10 0.14441E-08 0.58135E-09 0.66402E+00 0.00000E+00 0.37100E-40 0.48830E-42 0.13602E-20 0.20317E-22
 0.17040E-03 0.28824E+04 0.25927E-01 0.20483E-01 0.14703E-01 0.28491E-01 0.29951E-01 0.12575E+00 0.83359E-05 0.28536E-06 0.19573E-11 0.16081E-12 0.76440E-13 0.71523E-14 0.44349E-13 0.34933E-14 0.52720E-01 0.35729E-01 0.84910E-07 0.50200E-09 0.13733E-13 0.29584E-15 0.24688E-15 0.11321E-17 0.99743E-17 0.46122E-21 0.51280E-22 0.19085E-26 0.28425E-28 0.28339E-15 0.58389E-16 0.27186E-18 0.26097E-05 0.19050E-06 0.17465E-07 0.58462E-08 0.47190E-07 0.22141E-02 0.46897E-06 0.49409E-06 0.13304E-06 0.51330E-10 0.76913E-09 0.27633E-14 0.11699E-16 0.12148E-13 0.14914E-10 0.14463E-08 0.58213E-09 0.66402E+00 0.00000E+00 0.37162E-40 0.48916E-42 0.13606E-20 0.20325E-22
 0.17060E-03 0.28825E+04 0.25926E-01 0.20479E-01 0.14700E-01 0.28488E-01 0.29950E-01 0.12575E+00 0.83374E-05 0.28545E-06 0.19584E-11 0.16089E-12 0.76483E-13 0.71562E-14 0.44373E-13 0.34957E-14 0.52718E-01 0.35731E-01 0.84907E-07 0.50210E-09 0.13735E-13 0.29595E-15 0.24697E-15 0.11330E-17 0.99823E-17 0.46154E-21 0.51319E-22 0.19103E-26 0.28452E-28 0.28357E-15 0.58420E-16 0.27214E-18 0.26114E-05 0.19067E-06 0.17488E-07 0.58548E-08 0.47182E-07 0.22177E-02 0.46981E-06 0.49429E-06 0.13327E-06 0.51395E-10 0.77015E-09 0.27660E-14 0.11704E-16 0.12172E-13 0.14938E-10 0.14484E-08 0.58290E-09 0.66402E+00 0.00000E+00 0.37223E-40 0.48998E-42 0.13609E-20 0.20333E-22
 0.17080E-03 0.28826E+04 0.25924E-01 0.20474E-01 0.14697E-01 0.28485E-01 0.29949E-01 0.12576E+00 0.83388E-05 0.28555E-06 0.19594E-11 0.16097E-12 0.76527E-13 0.71601E-14 0.44397E-13 0.34981E-14 0.52717E-01 0.35733E-01 0.84904E-07 0.50220E-09 0.13737E-13 0.29607E-15 0.24706E-15 0.11340E-17 0.99904E-17 0.46185E-21 0.51358E-22 0.19121E-26 0.28478E-28 0.28374E-15 0.58451E-16 0.27242E-18 0.26131E-05 0.19085E-06 0.17511E-07 0.58634E-08 0.47173E-07 0.22213E-02 0.47066E-06 0.49450E-06 0.13350E-06 0.51459E-10 0.77117E-09 0.27687E-14 0.11710E-16 0.12195E-13 0.14961E-10 0.14506E-08 0.58368E-09 0.66403E+00 0.00000E+00 0.37283E-40 0.49078E-42 0.13612E-20 0.20341E-22
 0.17100E-03 0.28827E+04 0.25922E-01 0.20470E-01 0.14694E-01 0.28482E-01 0.29948E-01 0.12576E+00 0.83402E-05 0.28565E-06 0.19605E-11 0.16105E-12 0.76570E-13 0.71639E-14 0.44422E-13 0.35005E-14 0.52715E-01 0.35735E-01 0.84901E-07 0.50231E-09 0.13738E-13 0.29618E-15 0.24715E-15 0.11349E-17 0.99984E-17 0.46216E-21 0.51397E-22 0.19139E-26 0.28505E-28 0.28392E-15 0.58481E-16 0.27270E-18 0.26148E-05 0.19102E-06 0.17534E-07 0.58720E-08 0.47165E-07 0.22249E-02 0.47150E-06 0.49471E-06 0.13373E-06 0.51524E-10 0.77220E-09 0.27714E-14 0.11715E-16 0.12219E-13 0.14985E-10 0.14527E-08 0.58446E-09 0.66403E+00 0.00000E+00 0.37342E-40 0.49155E-42 0.13615E-20 0.20349E-22
