  T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       C          CH         CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH2OH      CH3O       CH3OH      C2H        C2H2       C2H3       C2H4       C2H5       C2H6       HCCO       CH2CO      HCCOH      N          NH         NH2        NH3        NNH        NO         NO2        N2O        HNO        CN         HCN        H2CN       HCNN       HCNO       HOCN       HNCO       NCO        N2         AR         C3H7       C3H8       CH2CHO     CH3CHO    
 0.17120E-03 0.28827E+04 0.25920E-01 0.20466E-01 0.14691E-01 0.28480E-01 0.29947E-01 0.12577E+00 0.83417E-05 0.28575E-06 0.19615E-11 0.16112E-12 0.76613E-13 0.71678E-14 0.44446E-13 0.35029E-14 0.52714E-01 0.35737E-01 0.84899E-07 0.50241E-09 0.13740E-13 0.29629E-15 0.24724E-15 0.11358E-17 0.10006E-16 0.46246E-21 0.51435E-22 0.19157E-26 0.28532E-28 0.28409E-15 0.58512E-16 0.27298E-18 0.26165E-05 0.19120E-06 0.17558E-07 0.58805E-08 0.47157E-07 0.22285E-02 0.47235E-06 0.49492E-06 0.13396E-06 0.51588E-10 0.77322E-09 0.27741E-14 0.11721E-16 0.12242E-13 0.15009E-10 0.14548E-08 0.58523E-09 0.66403E+00 0.00000E+00 0.37400E-40 0.49229E-42 0.13618E-20 0.20356E-22
 0.17140E-03 0.28828E+04 0.25919E-01 0.20461E-01 0.14688E-01 0.28477E-01 0.29946E-01 0.12578E+00 0.83431E-05 0.28584E-06 0.19626E-11 0.16120E-12 0.76657E-13 0.71716E-14 0.44470E-13 0.35053E-14 0.52712E-01 0.35739E-01 0.84896E-07 0.50251E-09 0.13742E-13 0.29640E-15 0.24734E-15 0.11367E-17 0.10014E-16 0.46277E-21 0.51474E-22 0.19175E-26 0.28559E-28 0.28427E-15 0.58542E-16 0.27326E-18 0.26182E-05 0.19138E-06 0.17581E-07 0.58891E-08 0.47149E-07 0.22321E-02 0.47319E-06 0.49512E-06 0.13419E-06 0.51653E-10 0.77424E-09 0.27767E-14 0.11726E-16 0.12266E-13 0.15032E-10 0.14570E-08 0.58601E-09 0.66404E+00 0.00000E+00 0.37457E-40 0.49299E-42 0.13622E-20 0.20364E-22
 0.17160E-03 0.28829E+04 0.25917E-01 0.20457E-01 0.14686E-01 0.28474E-01 0.29945E-01 0.12578E+00 0.83445E-05 0.28594E-06 0.19636E-11 0.16128E-12 0.76700E-13 0.71755E-14 0.44494E-13 0.35077E-14 0.52711E-01 0.35741E-01 0.84893E-07 0.50261E-09 0.13744E-13 0.29651E-15 0.24743E-15 0.11376E-17 0.10022E-16 0.46308E-21 0.51512E-22 0.19193E-26 0.28585E-28 0.28444E-15 0.58572E-16 0.27354E-18 0.26199E-05 0.19155E-06 0.17604E-07 0.58977E-08 0.47141E-07 0.22357E-02 0.47404E-06 0.49533E-06 0.13442E-06 0.51717E-10 0.77526E-09 0.27794E-14 0.11732E-16 0.12289E-13 0.15056E-10 0.14591E-08 0.58678E-09 0.66404E+00 0.00000E+00 0.37513E-40 0.49366E-42 0.13625E-20 0.20372E-22
 0.17180E-03 0.28830E+04 0.25915E-01 0.20452E-01 0.14683E-01 0.28471E-01 0.29944E-01 0.12579E+00 0.83459E-05 0.28604E-06 0.19647E-11 0.16136E-12 0.76743E-13 0.71793E-14 0.44518E-13 0.35101E-14 0.52709E-01 0.35744E-01 0.84890E-07 0.50271E-09 0.13745E-13 0.29662E-15 0.24752E-15 0.11385E-17 0.10030E-16 0.46339E-21 0.51551E-22 0.19211E-26 0.28612E-28 0.28462E-15 0.58603E-16 0.27382E-18 0.26216E-05 0.19173E-06 0.17627E-07 0.59063E-08 0.47133E-07 0.22393E-02 0.47489E-06 0.49554E-06 0.13465E-06 0.51781E-10 0.77629E-09 0.27821E-14 0.11737E-16 0.12313E-13 0.15080E-10 0.14613E-08 0.58756E-09 0.66404E+00 0.00000E+00 0.37567E-40 0.49430E-42 0.13628E-20 0.20380E-22
 0.17200E-03 0.28831E+04 0.25914E-01 0.20448E-01 0.14680E-01 0.28469E-01 0.29943E-01 0.12579E+00 0.83473E-05 0.28613E-06 0.19657E-11 0.16144E-12 0.76786E-13 0.71831E-14 0.44542E-13 0.35125E-14 0.52708E-01 0.35746E-01 0.84888E-07 0.50281E-09 0.13747E-13 0.29673E-15 0.24761E-15 0.11393E-17 0.10038E-16 0.46369E-21 0.51589E-22 0.19229E-26 0.28638E-28 0.28479E-15 0.58633E-16 0.27409E-18 0.26233E-05 0.19190E-06 0.17650E-07 0.59148E-08 0.47125E-07 0.22429E-02 0.47573E-06 0.49574E-06 0.13488E-06 0.51845E-10 0.77731E-09 0.27848E-14 0.11743E-16 0.12336E-13 0.15103E-10 0.14634E-08 0.58833E-09 0.66405E+00 0.00000E+00 0.37620E-40 0.49489E-42 0.13631E-20 0.20388E-22
 0.17220E-03 0.28832E+04 0.25912E-01 0.20443E-01 0.14677E-01 0.28466E-01 0.29941E-01 0.12580E+00 0.83487E-05 0.28623E-06 0.19667E-11 0.16151E-12 0.76828E-13 0.71870E-14 0.44566E-13 0.35148E-14 0.52706E-01 0.35748E-01 0.84885E-07 0.50291E-09 0.13749E-13 0.29684E-15 0.24770E-15 0.11402E-17 0.10046E-16 0.46400E-21 0.51628E-22 0.19246E-26 0.28664E-28 0.28496E-15 0.58663E-16 0.27437E-18 0.26250E-05 0.19208E-06 0.17673E-07 0.59234E-08 0.47117E-07 0.22466E-02 0.47658E-06 0.49595E-06 0.13511E-06 0.51910E-10 0.77833E-09 0.27875E-14 0.11748E-16 0.12359E-13 0.15127E-10 0.14656E-08 0.58911E-09 0.66405E+00 0.00000E+00 0.37672E-40 0.49545E-42 0.13634E-20 0.20396E-22
 0.17240E-03 0.28832E+04 0.25910E-01 0.20439E-01 0.14674E-01 0.28463E-01 0.29940E-01 0.12580E+00 0.83501E-05 0.28632E-06 0.19677E-11 0.16159E-12 0.76871E-13 0.71908E-14 0.44590E-13 0.35172E-14 0.52705E-01 0.35750E-01 0.84882E-07 0.50301E-09 0.13751E-13 0.29695E-15 0.24779E-15 0.11411E-17 0.10054E-16 0.46430E-21 0.51666E-22 0.19264E-26 0.28691E-28 0.28514E-15 0.58693E-16 0.27465E-18 0.26267E-05 0.19225E-06 0.17696E-07 0.59320E-08 0.47109E-07 0.22502E-02 0.47742E-06 0.49615E-06 0.13533E-06 0.51974E-10 0.77935E-09 0.27901E-14 0.11754E-16 0.12383E-13 0.15151E-10 0.14677E-08 0.58988E-09 0.66405E+00 0.00000E+00 0.37722E-40 0.49597E-42 0.13637E-20 0.20403E-22
 0.17260E-03 0.28833E+04 0.25909E-01 0.20435E-01 0.14671E-01 0.28460E-01 0.29939E-01 0.12581E+00 0.83515E-05 0.28642E-06 0.19688E-11 0.16167E-12 0.76914E-13 0.71946E-14 0.44613E-13 0.35196E-14 0.52703E-01 0.35752E-01 0.84879E-07 0.50311E-09 0.13752E-13 0.29706E-15 0.24788E-15 0.11420E-17 0.10062E-16 0.46461E-21 0.51704E-22 0.19282E-26 0.28717E-28 0.28531E-15 0.58723E-16 0.27493E-18 0.26284E-05 0.19243E-06 0.17719E-07 0.59405E-08 0.47101E-07 0.22538E-02 0.47827E-06 0.49635E-06 0.13556E-06 0.52038E-10 0.78037E-09 0.27928E-14 0.11759E-16 0.12406E-13 0.15174E-10 0.14698E-08 0.59065E-09 0.66405E+00 0.00000E+00 0.37771E-40 0.49645E-42 0.13640E-20 0.20411E-22
 0.17280E-03 0.28834E+04 0.25907E-01 0.20430E-01 0.14668E-01 0.28458E-01 0.29938E-01 0.12582E+00 0.83529E-05 0.28651E-06 0.19698E-11 0.16174E-12 0.76956E-13 0.71984E-14 0.44637E-13 0.35219E-14 0.52702E-01 0.35754E-01 0.84877E-07 0.50321E-09 0.13754E-13 0.29717E-15 0.24797E-15 0.11429E-17 0.10070E-16 0.46491E-21 0.51742E-22 0.19299E-26 0.28743E-28 0.28548E-15 0.58753E-16 0.27520E-18 0.26301E-05 0.19260E-06 0.17742E-07 0.59491E-08 0.47093E-07 0.22574E-02 0.47911E-06 0.49656E-06 0.13579E-06 0.52102E-10 0.78138E-09 0.27955E-14 0.11765E-16 0.12430E-13 0.15198E-10 0.14720E-08 0.59143E-09 0.66406E+00 0.00000E+00 0.37818E-40 0.49688E-42 0.13644E-20 0.20419E-22
 0.17300E-03 0.28835E+04 0.25906E-01 0.20426E-01 0.14665E-01 0.28455E-01 0.29937E-01 0.12582E+00 0.83543E-05 0.28661E-06 0.19708E-11 0.16182E-12 0.76999E-13 0.72022E-14 0.44661E-13 0.35243E-14 0.52700E-01 0.35756E-01 0.84874E-07 0.50331E-09 0.13756E-13 0.29728E-15 0.24806E-15 0.11438E-17 0.10078E-16 0.46522E-21 0.51780E-22 0.19317E-26 0.28769E-28 0.28565E-15 0.58783E-16 0.27548E-18 0.26318E-05 0.19278E-06 0.17765E-07 0.59577E-08 0.47085E-07 0.22610E-02 0.47996E-06 0.49676E-06 0.13602E-06 0.52166E-10 0.78240E-09 0.27982E-14 0.11770E-16 0.12453E-13 0.15221E-10 0.14741E-08 0.59220E-09 0.66406E+00 0.00000E+00 0.37864E-40 0.49727E-42 0.13647E-20 0.20427E-22
 0.17320E-03 0.28836E+04 0.25904E-01 0.20422E-01 0.14662E-01 0.28452E-01 0.29936E-01 0.12583E+00 0.83556E-05 0.28670E-06 0.19718E-11 0.16190E-12 0.77041E-13 0.72059E-14 0.44684E-13 0.35266E-14 0.52699E-01 0.35758E-01 0.84871E-07 0.50341E-09 0.13758E-13 0.29739E-15 0.24815E-15 0.11447E-17 0.10086E-16 0.46552E-21 0.51818E-22 0.19334E-26 0.28795E-28 0.28582E-15 0.58813E-16 0.27575E-18 0.26335E-05 0.19295E-06 0.17788E-07 0.59662E-08 0.47077E-07 0.22646E-02 0.48080E-06 0.49696E-06 0.13625E-06 0.52230E-10 0.78342E-09 0.28008E-14 0.11775E-16 0.12477E-13 0.15245E-10 0.14762E-08 0.59297E-09 0.66406E+00 0.00000E+00 0.37909E-40 0.49761E-42 0.13650E-20 0.20435E-22
 0.17340E-03 0.28836E+04 0.25902E-01 0.20417E-01 0.14660E-01 0.28449E-01 0.29935E-01 0.12583E+00 0.83570E-05 0.28680E-06 0.19728E-11 0.16197E-12 0.77083E-13 0.72097E-14 0.44708E-13 0.35290E-14 0.52697E-01 0.35760E-01 0.84869E-07 0.50351E-09 0.13759E-13 0.29750E-15 0.24824E-15 0.11456E-17 0.10093E-16 0.46582E-21 0.51856E-22 0.19351E-26 0.28821E-28 0.28599E-15 0.58843E-16 0.27603E-18 0.26352E-05 0.19313E-06 0.17811E-07 0.59748E-08 0.47069E-07 0.22682E-02 0.48165E-06 0.49717E-06 0.13648E-06 0.52294E-10 0.78444E-09 0.28035E-14 0.11781E-16 0.12501E-13 0.15269E-10 0.14784E-08 0.59374E-09 0.66407E+00 0.00000E+00 0.37951E-40 0.49791E-42 0.13653E-20 0.20442E-22
 0.17360E-03 0.28837E+04 0.25901E-01 0.20413E-01 0.14657E-01 0.28447E-01 0.29934E-01 0.12584E+00 0.83584E-05 0.28689E-06 0.19739E-11 0.16205E-12 0.77125E-13 0.72135E-14 0.44732E-13 0.35313E-14 0.52696E-01 0.35762E-01 0.84866E-07 0.50361E-09 0.13761E-13 0.29761E-15 0.24833E-15 0.11464E-17 0.10101E-16 0.46612E-21 0.51894E-22 0.19368E-26 0.28846E-28 0.28617E-15 0.58872E-16 0.27630E-18 0.26369E-05 0.19330E-06 0.17834E-07 0.59833E-08 0.47061E-07 0.22718E-02 0.48250E-06 0.49737E-06 0.13671E-06 0.52358E-10 0.78545E-09 0.28062E-14 0.11786E-16 0.12524E-13 0.15292E-10 0.14805E-08 0.59451E-09 0.66407E+00 0.00000E+00 0.37992E-40 0.49816E-42 0.13656E-20 0.20450E-22
 0.17380E-03 0.28838E+04 0.25899E-01 0.20409E-01 0.14654E-01 0.28444E-01 0.29933E-01 0.12584E+00 0.83598E-05 0.28698E-06 0.19749E-11 0.16213E-12 0.77167E-13 0.72172E-14 0.44755E-13 0.35337E-14 0.52694E-01 0.35764E-01 0.84864E-07 0.50371E-09 0.13763E-13 0.29771E-15 0.24842E-15 0.11473E-17 0.10109E-16 0.46643E-21 0.51932E-22 0.19386E-26 0.28872E-28 0.28634E-15 0.58902E-16 0.27658E-18 0.26386E-05 0.19348E-06 0.17857E-07 0.59918E-08 0.47053E-07 0.22754E-02 0.48334E-06 0.49757E-06 0.13694E-06 0.52421E-10 0.78647E-09 0.28088E-14 0.11792E-16 0.12548E-13 0.15316E-10 0.14826E-08 0.59528E-09 0.66407E+00 0.00000E+00 0.38031E-40 0.49835E-42 0.13659E-20 0.20458E-22
 0.17400E-03 0.28839E+04 0.25897E-01 0.20405E-01 0.14651E-01 0.28441E-01 0.29932E-01 0.12585E+00 0.83611E-05 0.28708E-06 0.19759E-11 0.16220E-12 0.77209E-13 0.72210E-14 0.44779E-13 0.35360E-14 0.52693E-01 0.35767E-01 0.84861E-07 0.50380E-09 0.13765E-13 0.29782E-15 0.24851E-15 0.11482E-17 0.10117E-16 0.46673E-21 0.51969E-22 0.19403E-26 0.28898E-28 0.28651E-15 0.58932E-16 0.27685E-18 0.26402E-05 0.19365E-06 0.17880E-07 0.60004E-08 0.47045E-07 0.22790E-02 0.48419E-06 0.49777E-06 0.13717E-06 0.52485E-10 0.78748E-09 0.28115E-14 0.11797E-16 0.12571E-13 0.15339E-10 0.14848E-08 0.59605E-09 0.66407E+00 0.00000E+00 0.38069E-40 0.49850E-42 0.13662E-20 0.20465E-22
 0.17420E-03 0.28840E+04 0.25896E-01 0.20400E-01 0.14648E-01 0.28439E-01 0.29931E-01 0.12585E+00 0.83625E-05 0.28717E-06 0.19769E-11 0.16228E-12 0.77251E-13 0.72247E-14 0.44802E-13 0.35383E-14 0.52691E-01 0.35769E-01 0.84858E-07 0.50390E-09 0.13766E-13 0.29793E-15 0.24860E-15 0.11491E-17 0.10125E-16 0.46703E-21 0.52007E-22 0.19420E-26 0.28923E-28 0.28668E-15 0.58961E-16 0.27712E-18 0.26419E-05 0.19382E-06 0.17903E-07 0.60089E-08 0.47037E-07 0.22827E-02 0.48503E-06 0.49797E-06 0.13740E-06 0.52549E-10 0.78850E-09 0.28142E-14 0.11802E-16 0.12595E-13 0.15363E-10 0.14869E-08 0.59682E-09 0.66408E+00 0.00000E+00 0.38104E-40 0.49859E-42 0.13665E-20 0.20473E-22
 0.17440E-03 0.28840E+04 0.25894E-01 0.20396E-01 0.14645E-01 0.28436E-01 0.29929E-01 0.12586E+00 0.83638E-05 0.28726E-06 0.19779E-11 0.16235E-12 0.77293E-13 0.72284E-14 0.44825E-13 0.35407E-14 0.52690E-01 0.35771E-01 0.84856E-07 0.50400E-09 0.13768E-13 0.29804E-15 0.24869E-15 0.11500E-17 0.10133E-16 0.46733E-21 0.52045E-22 0.19436E-26 0.28949E-28 0.28684E-15 0.58991E-16 0.27740E-18 0.26436E-05 0.19400E-06 0.17926E-07 0.60175E-08 0.47030E-07 0.22863E-02 0.48588E-06 0.49817E-06 0.13763E-06 0.52613E-10 0.78951E-09 0.28168E-14 0.11808E-16 0.12618E-13 0.15386E-10 0.14890E-08 0.59759E-09 0.66408E+00 0.00000E+00 0.38138E-40 0.49862E-42 0.13668E-20 0.20481E-22
 0.17460E-03 0.28841E+04 0.25893E-01 0.20392E-01 0.14642E-01 0.28433E-01 0.29928E-01 0.12587E+00 0.83652E-05 0.28736E-06 0.19789E-11 0.16243E-12 0.77335E-13 0.72321E-14 0.44849E-13 0.35430E-14 0.52689E-01 0.35773E-01 0.84853E-07 0.50410E-09 0.13770E-13 0.29815E-15 0.24878E-15 0.11508E-17 0.10140E-16 0.46762E-21 0.52082E-22 0.19454E-26 0.28974E-28 0.28701E-15 0.59020E-16 0.27767E-18 0.26453E-05 0.19417E-06 0.17949E-07 0.60260E-08 0.47022E-07 0.22899E-02 0.48672E-06 0.49837E-06 0.13786E-06 0.52676E-10 0.79053E-09 0.28195E-14 0.11813E-16 0.12642E-13 0.15410E-10 0.14912E-08 0.59836E-09 0.66408E+00 0.00000E+00 0.38182E-40 0.49898E-42 0.13671E-20 0.20488E-22
 0.17480E-03 0.28842E+04 0.25891E-01 0.20388E-01 0.14640E-01 0.28431E-01 0.29927E-01 0.12587E+00 0.83665E-05 0.28745E-06 0.19799E-11 0.16250E-12 0.77376E-13 0.72358E-14 0.44872E-13 0.35453E-14 0.52687E-01 0.35775E-01 0.84851E-07 0.50420E-09 0.13771E-13 0.29825E-15 0.24887E-15 0.11517E-17 0.10148E-16 0.46792E-21 0.52119E-22 0.19471E-26 0.29000E-28 0.28718E-15 0.59049E-16 0.27794E-18 0.26470E-05 0.19435E-06 0.17972E-07 0.60345E-08 0.47014E-07 0.22935E-02 0.48757E-06 0.49857E-06 0.13809E-06 0.52740E-10 0.79154E-09 0.28222E-14 0.11818E-16 0.12665E-13 0.15433E-10 0.14933E-08 0.59913E-09 0.66408E+00 0.00000E+00 0.38228E-40 0.49939E-42 0.13675E-20 0.20496E-22
 0.17500E-03 0.28843E+04 0.25889E-01 0.20384E-01 0.14637E-01 0.28428E-01 0.29926E-01 0.12588E+00 0.83678E-05 0.28754E-06 0.19809E-11 0.16258E-12 0.77418E-13 0.72395E-14 0.44895E-13 0.35476E-14 0.52686E-01 0.35777E-01 0.84848E-07 0.50429E-09 0.13773E-13 0.29836E-15 0.24896E-15 0.11526E-17 0.10156E-16 0.46822E-21 0.52157E-22 0.19488E-26 0.29026E-28 0.28735E-15 0.59078E-16 0.27821E-18 0.26486E-05 0.19452E-06 0.17995E-07 0.60430E-08 0.47006E-07 0.22971E-02 0.48841E-06 0.49877E-06 0.13832E-06 0.52804E-10 0.79255E-09 0.28248E-14 0.11823E-16 0.12689E-13 0.15457E-10 0.14954E-08 0.59990E-09 0.66409E+00 0.00000E+00 0.38274E-40 0.49979E-42 0.13678E-20 0.20503E-22
 0.17520E-03 0.28843E+04 0.25888E-01 0.20379E-01 0.14634E-01 0.28425E-01 0.29925E-01 0.12588E+00 0.83692E-05 0.28763E-06 0.19818E-11 0.16265E-12 0.77459E-13 0.72432E-14 0.44918E-13 0.35499E-14 0.52684E-01 0.35779E-01 0.84846E-07 0.50439E-09 0.13775E-13 0.29847E-15 0.24905E-15 0.11534E-17 0.10163E-16 0.46852E-21 0.52194E-22 0.19505E-26 0.29051E-28 0.28752E-15 0.59108E-16 0.27848E-18 0.26503E-05 0.19469E-06 0.18018E-07 0.60516E-08 0.46999E-07 0.23007E-02 0.48926E-06 0.49896E-06 0.13855E-06 0.52867E-10 0.79356E-09 0.28275E-14 0.11829E-16 0.12712E-13 0.15480E-10 0.14975E-08 0.60067E-09 0.66409E+00 0.00000E+00 0.38320E-40 0.50020E-42 0.13681E-20 0.20511E-22
 0.17540E-03 0.28844E+04 0.25886E-01 0.20375E-01 0.14631E-01 0.28422E-01 0.29924E-01 0.12589E+00 0.83705E-05 0.28772E-06 0.19828E-11 0.16273E-12 0.77500E-13 0.72469E-14 0.44941E-13 0.35522E-14 0.52683E-01 0.35781E-01 0.84843E-07 0.50449E-09 0.13777E-13 0.29857E-15 0.24914E-15 0.11543E-17 0.10171E-16 0.46881E-21 0.52231E-22 0.19522E-26 0.29077E-28 0.28769E-15 0.59137E-16 0.27875E-18 0.26520E-05 0.19487E-06 0.18041E-07 0.60601E-08 0.46991E-07 0.23043E-02 0.49010E-06 0.49916E-06 0.13878E-06 0.52931E-10 0.79458E-09 0.28301E-14 0.11834E-16 0.12736E-13 0.15504E-10 0.14997E-08 0.60144E-09 0.66409E+00 0.00000E+00 0.38366E-40 0.50060E-42 0.13684E-20 0.20519E-22
 0.17560E-03 0.28845E+04 0.25885E-01 0.20371E-01 0.14628E-01 0.28420E-01 0.29923E-01 0.12589E+00 0.83718E-05 0.28782E-06 0.19838E-11 0.16280E-12 0.77541E-13 0.72506E-14 0.44965E-13 0.35545E-14 0.52681E-01 0.35783E-01 0.84841E-07 0.50458E-09 0.13778E-13 0.29868E-15 0.24922E-15 0.11552E-17 0.10179E-16 0.46911E-21 0.52268E-22 0.19539E-26 0.29102E-28 0.28785E-15 0.59166E-16 0.27902E-18 0.26537E-05 0.19504E-06 0.18064E-07 0.60686E-08 0.46983E-07 0.23079E-02 0.49095E-06 0.49936E-06 0.13901E-06 0.52994E-10 0.79559E-09 0.28328E-14 0.11839E-16 0.12759E-13 0.15527E-10 0.15018E-08 0.60220E-09 0.66410E+00 0.00000E+00 0.38411E-40 0.50100E-42 0.13687E-20 0.20526E-22
 0.17580E-03 0.28846E+04 0.25883E-01 0.20367E-01 0.14626E-01 0.28417E-01 0.29922E-01 0.12590E+00 0.83731E-05 0.28791E-06 0.19848E-11 0.16287E-12 0.77583E-13 0.72543E-14 0.44988E-13 0.35568E-14 0.52680E-01 0.35785E-01 0.84838E-07 0.50468E-09 0.13780E-13 0.29879E-15 0.24931E-15 0.11560E-17 0.10186E-16 0.46941E-21 0.52306E-22 0.19556E-26 0.29128E-28 0.28802E-15 0.59195E-16 0.27929E-18 0.26553E-05 0.19521E-06 0.18087E-07 0.60771E-08 0.46976E-07 0.23115E-02 0.49179E-06 0.49956E-06 0.13924E-06 0.53058E-10 0.79660E-09 0.28354E-14 0.11845E-16 0.12782E-13 0.15551E-10 0.15039E-08 0.60297E-09 0.66410E+00 0.00000E+00 0.38457E-40 0.50141E-42 0.13690E-20 0.20534E-22
 0.17600E-03 0.28846E+04 0.25882E-01 0.20363E-01 0.14623E-01 0.28414E-01 0.29921E-01 0.12590E+00 0.83745E-05 0.28800E-06 0.19858E-11 0.16295E-12 0.77624E-13 0.72579E-14 0.45011E-13 0.35591E-14 0.52679E-01 0.35787E-01 0.84836E-07 0.50478E-09 0.13782E-13 0.29889E-15 0.24940E-15 0.11569E-17 0.10194E-16 0.46970E-21 0.52343E-22 0.19573E-26 0.29153E-28 0.28818E-15 0.59224E-16 0.27956E-18 0.26570E-05 0.19539E-06 0.18110E-07 0.60856E-08 0.46968E-07 0.23151E-02 0.49264E-06 0.49975E-06 0.13947E-06 0.53121E-10 0.79761E-09 0.28381E-14 0.11850E-16 0.12806E-13 0.15574E-10 0.15060E-08 0.60374E-09 0.66410E+00 0.00000E+00 0.38503E-40 0.50182E-42 0.13693E-20 0.20541E-22
 0.17620E-03 0.28847E+04 0.25880E-01 0.20359E-01 0.14620E-01 0.28412E-01 0.29920E-01 0.12591E+00 0.83758E-05 0.28809E-06 0.19868E-11 0.16302E-12 0.77664E-13 0.72616E-14 0.45033E-13 0.35614E-14 0.52677E-01 0.35789E-01 0.84833E-07 0.50487E-09 0.13783E-13 0.29900E-15 0.24949E-15 0.11577E-17 0.10202E-16 0.46999E-21 0.52380E-22 0.19590E-26 0.29178E-28 0.28835E-15 0.59253E-16 0.27983E-18 0.26587E-05 0.19556E-06 0.18133E-07 0.60941E-08 0.46960E-07 0.23188E-02 0.49348E-06 0.49995E-06 0.13969E-06 0.53184E-10 0.79862E-09 0.28408E-14 0.11855E-16 0.12829E-13 0.15597E-10 0.15082E-08 0.60450E-09 0.66410E+00 0.00000E+00 0.38549E-40 0.50223E-42 0.13696E-20 0.20549E-22
 0.17640E-03 0.28848E+04 0.25878E-01 0.20354E-01 0.14617E-01 0.28409E-01 0.29919E-01 0.12591E+00 0.83771E-05 0.28818E-06 0.19877E-11 0.16310E-12 0.77705E-13 0.72652E-14 0.45056E-13 0.35637E-14 0.52676E-01 0.35791E-01 0.84831E-07 0.50497E-09 0.13785E-13 0.29910E-15 0.24958E-15 0.11586E-17 0.10209E-16 0.47029E-21 0.52416E-22 0.19607E-26 0.29204E-28 0.28852E-15 0.59281E-16 0.28009E-18 0.26604E-05 0.19573E-06 0.18156E-07 0.61026E-08 0.46953E-07 0.23224E-02 0.49433E-06 0.50014E-06 0.13992E-06 0.53248E-10 0.79963E-09 0.28434E-14 0.11860E-16 0.12853E-13 0.15621E-10 0.15103E-08 0.60527E-09 0.66411E+00 0.00000E+00 0.38595E-40 0.50265E-42 0.13699E-20 0.20556E-22
 0.17660E-03 0.28849E+04 0.25877E-01 0.20350E-01 0.14615E-01 0.28406E-01 0.29918E-01 0.12592E+00 0.83784E-05 0.28827E-06 0.19887E-11 0.16317E-12 0.77746E-13 0.72689E-14 0.45079E-13 0.35659E-14 0.52674E-01 0.35793E-01 0.84829E-07 0.50507E-09 0.13787E-13 0.29921E-15 0.24966E-15 0.11595E-17 0.10217E-16 0.47058E-21 0.52453E-22 0.19624E-26 0.29229E-28 0.28868E-15 0.59310E-16 0.28036E-18 0.26620E-05 0.19590E-06 0.18179E-07 0.61111E-08 0.46945E-07 0.23260E-02 0.49517E-06 0.50034E-06 0.14015E-06 0.53311E-10 0.80063E-09 0.28461E-14 0.11865E-16 0.12876E-13 0.15644E-10 0.15124E-08 0.60603E-09 0.66411E+00 0.00000E+00 0.38641E-40 0.50308E-42 0.13702E-20 0.20564E-22
 0.17680E-03 0.28850E+04 0.25875E-01 0.20346E-01 0.14612E-01 0.28404E-01 0.29917E-01 0.12592E+00 0.83797E-05 0.28836E-06 0.19897E-11 0.16324E-12 0.77787E-13 0.72725E-14 0.45102E-13 0.35682E-14 0.52673E-01 0.35795E-01 0.84826E-07 0.50516E-09 0.13788E-13 0.29932E-15 0.24975E-15 0.11603E-17 0.10225E-16 0.47087E-21 0.52490E-22 0.19641E-26 0.29254E-28 0.28885E-15 0.59339E-16 0.28063E-18 0.26637E-05 0.19608E-06 0.18201E-07 0.61196E-08 0.46938E-07 0.23296E-02 0.49602E-06 0.50053E-06 0.14038E-06 0.53374E-10 0.80164E-09 0.28487E-14 0.11871E-16 0.12900E-13 0.15668E-10 0.15145E-08 0.60680E-09 0.66411E+00 0.00000E+00 0.38687E-40 0.50351E-42 0.13705E-20 0.20571E-22
 0.17700E-03 0.28850E+04 0.25874E-01 0.20342E-01 0.14609E-01 0.28401E-01 0.29915E-01 0.12593E+00 0.83810E-05 0.28845E-06 0.19906E-11 0.16331E-12 0.77827E-13 0.72761E-14 0.45125E-13 0.35705E-14 0.52672E-01 0.35797E-01 0.84824E-07 0.50526E-09 0.13790E-13 0.29942E-15 0.24984E-15 0.11612E-17 0.10232E-16 0.47117E-21 0.52527E-22 0.19658E-26 0.29279E-28 0.28901E-15 0.59367E-16 0.28089E-18 0.26654E-05 0.19625E-06 0.18224E-07 0.61281E-08 0.46930E-07 0.23332E-02 0.49686E-06 0.50073E-06 0.14061E-06 0.53437E-10 0.80265E-09 0.28513E-14 0.11876E-16 0.12923E-13 0.15691E-10 0.15166E-08 0.60756E-09 0.66411E+00 0.00000E+00 0.38734E-40 0.50396E-42 0.13708E-20 0.20579E-22
 0.17720E-03 0.28851E+04 0.25872E-01 0.20338E-01 0.14606E-01 0.28399E-01 0.29914E-01 0.12593E+00 0.83822E-05 0.28854E-06 0.19916E-11 0.16339E-12 0.77868E-13 0.72797E-14 0.45147E-13 0.35727E-14 0.52670E-01 0.35799E-01 0.84821E-07 0.50535E-09 0.13792E-13 0.29953E-15 0.24992E-15 0.11620E-17 0.10240E-16 0.47146E-21 0.52563E-22 0.19675E-26 0.29305E-28 0.28917E-15 0.59396E-16 0.28116E-18 0.26670E-05 0.19642E-06 0.18247E-07 0.61366E-08 0.46923E-07 0.23368E-02 0.49771E-06 0.50092E-06 0.14084E-06 0.53501E-10 0.80366E-09 0.28540E-14 0.11881E-16 0.12947E-13 0.15714E-10 0.15188E-08 0.60833E-09 0.66412E+00 0.00000E+00 0.38781E-40 0.50442E-42 0.13711E-20 0.20586E-22
