  T(SEC)      TMP(K)       H          H2         O          O2         OH         H2O        HO2        H2O2       HCO        CH2O       CH3O       CH3        CH4        CO         CO2        N2        
 0.35640E-03 0.29142E+04 0.19133E-01 0.25104E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35790E-15 0.30279E-12 0.24760E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35660E-03 0.29142E+04 0.19133E-01 0.25104E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35790E-15 0.29962E-12 0.24500E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35680E-03 0.29142E+04 0.19133E-01 0.25104E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35789E-15 0.29649E-12 0.24245E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35700E-03 0.29142E+04 0.19133E-01 0.25104E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35788E-15 0.29342E-12 0.23994E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35720E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35788E-15 0.29039E-12 0.23747E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35740E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35787E-15 0.28742E-12 0.23504E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35760E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84253E-07 0.53311E-09 0.35787E-15 0.28450E-12 0.23265E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35780E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84254E-07 0.53311E-09 0.35786E-15 0.28162E-12 0.23030E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35800E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84254E-07 0.53311E-09 0.35785E-15 0.27879E-12 0.22798E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35820E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91948E-05 0.33069E-06 0.84254E-07 0.53311E-09 0.35785E-15 0.27601E-12 0.22571E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35840E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53311E-09 0.35784E-15 0.27327E-12 0.22347E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35860E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35784E-15 0.27057E-12 0.22127E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35880E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35783E-15 0.26792E-12 0.21910E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35900E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35783E-15 0.26531E-12 0.21697E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35920E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35782E-15 0.26273E-12 0.21486E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35940E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35782E-15 0.26020E-12 0.21280E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35960E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35781E-15 0.25771E-12 0.21076E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.35980E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35781E-15 0.25525E-12 0.20875E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36000E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28716E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35780E-15 0.25283E-12 0.20677E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36020E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35780E-15 0.25044E-12 0.20482E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36040E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35779E-15 0.24809E-12 0.20290E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36060E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53312E-09 0.35779E-15 0.24577E-12 0.20100E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36080E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53313E-09 0.35778E-15 0.24348E-12 0.19913E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36100E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53313E-09 0.35778E-15 0.24122E-12 0.19728E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36120E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53313E-09 0.35778E-15 0.23899E-12 0.19546E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36140E-03 0.29142E+04 0.19133E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84254E-07 0.53313E-09 0.35777E-15 0.23678E-12 0.19365E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36160E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84255E-07 0.53313E-09 0.35777E-15 0.23460E-12 0.19187E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36180E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84255E-07 0.53313E-09 0.35776E-15 0.23245E-12 0.19011E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36200E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84255E-07 0.53313E-09 0.35776E-15 0.23031E-12 0.18836E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36220E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84255E-07 0.53313E-09 0.35775E-15 0.22820E-12 0.18663E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36240E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33068E-06 0.84255E-07 0.53313E-09 0.35775E-15 0.22611E-12 0.18492E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36260E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53313E-09 0.35775E-15 0.22403E-12 0.18322E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36280E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53313E-09 0.35774E-15 0.22197E-12 0.18153E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36300E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35774E-15 0.21993E-12 0.17986E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36320E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35773E-15 0.21790E-12 0.17819E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36340E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35773E-15 0.21588E-12 0.17653E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36360E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35773E-15 0.21387E-12 0.17489E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36380E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35772E-15 0.21187E-12 0.17324E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36400E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35772E-15 0.20987E-12 0.17160E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36420E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35771E-15 0.20788E-12 0.16997E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36440E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35771E-15 0.20589E-12 0.16833E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36460E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35771E-15 0.20416E-12 0.16691E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36480E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35770E-15 0.20247E-12 0.16554E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36500E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91947E-05 0.33067E-06 0.84255E-07 0.53314E-09 0.35770E-15 0.20082E-12 0.16419E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36520E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84255E-07 0.53315E-09 0.35770E-15 0.19919E-12 0.16285E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36540E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84255E-07 0.53315E-09 0.35769E-15 0.19758E-12 0.16154E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36560E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84256E-07 0.53315E-09 0.35769E-15 0.19600E-12 0.16025E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36580E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84256E-07 0.53315E-09 0.35769E-15 0.19444E-12 0.15898E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36600E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84256E-07 0.53315E-09 0.35768E-15 0.19291E-12 0.15773E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36620E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84256E-07 0.53315E-09 0.35768E-15 0.19140E-12 0.15649E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36640E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84256E-07 0.53315E-09 0.35768E-15 0.18991E-12 0.15528E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36660E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33067E-06 0.84256E-07 0.53315E-09 0.35768E-15 0.18844E-12 0.15408E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36680E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53315E-09 0.35767E-15 0.18700E-12 0.15290E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36700E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53315E-09 0.35767E-15 0.18557E-12 0.15173E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36720E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53315E-09 0.35767E-15 0.18416E-12 0.15059E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36740E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53315E-09 0.35766E-15 0.18277E-12 0.14945E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36760E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35766E-15 0.18140E-12 0.14833E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36780E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35766E-15 0.18005E-12 0.14723E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36800E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35766E-15 0.17871E-12 0.14614E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36820E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35765E-15 0.17739E-12 0.14506E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36840E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35765E-15 0.17608E-12 0.14400E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36860E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35765E-15 0.17479E-12 0.14295E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36880E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35765E-15 0.17351E-12 0.14191E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36900E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35764E-15 0.17225E-12 0.14088E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36920E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35764E-15 0.17100E-12 0.13986E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36940E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84256E-07 0.53316E-09 0.35764E-15 0.16976E-12 0.13885E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36960E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53316E-09 0.35764E-15 0.16853E-12 0.13785E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.36980E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35763E-15 0.16731E-12 0.13685E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37000E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35763E-15 0.16610E-12 0.13587E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37020E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35763E-15 0.16489E-12 0.13489E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37040E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35763E-15 0.16370E-12 0.13392E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37060E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35762E-15 0.16251E-12 0.13295E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37080E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35762E-15 0.16133E-12 0.13199E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37100E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33066E-06 0.84257E-07 0.53317E-09 0.35762E-15 0.16015E-12 0.13103E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37120E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33065E-06 0.84257E-07 0.53317E-09 0.35762E-15 0.15897E-12 0.13008E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37140E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33065E-06 0.84257E-07 0.53317E-09 0.35762E-15 0.15780E-12 0.12912E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37160E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33065E-06 0.84257E-07 0.53317E-09 0.35761E-15 0.15664E-12 0.12817E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37180E-03 0.29142E+04 0.19132E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33065E-06 0.84257E-07 0.53317E-09 0.35761E-15 0.15547E-12 0.12723E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37200E-03 0.29142E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91946E-05 0.33065E-06 0.84257E-07 0.53317E-09 0.35761E-15 0.15430E-12 0.12628E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37220E-03 0.29142E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35761E-15 0.15313E-12 0.12533E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37240E-03 0.29142E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35760E-15 0.15196E-12 0.12438E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37260E-03 0.29142E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35760E-15 0.15079E-12 0.12343E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37280E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35760E-15 0.14968E-12 0.12252E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37300E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35760E-15 0.14867E-12 0.12171E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37320E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35760E-15 0.14768E-12 0.12090E-13 0.52016E-01 0.36622E-01 0.66656E+00
 0.37340E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35759E-15 0.14670E-12 0.12010E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37360E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14192E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84257E-07 0.53318E-09 0.35759E-15 0.14573E-12 0.11931E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37380E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53318E-09 0.35759E-15 0.14477E-12 0.11853E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37400E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53318E-09 0.35759E-15 0.14382E-12 0.11776E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37420E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53318E-09 0.35759E-15 0.14288E-12 0.11700E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37440E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53318E-09 0.35758E-15 0.14195E-12 0.11624E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37460E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53319E-09 0.35758E-15 0.14104E-12 0.11549E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37480E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53319E-09 0.35758E-15 0.14013E-12 0.11476E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37500E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53319E-09 0.35758E-15 0.13923E-12 0.11402E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37520E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53319E-09 0.35758E-15 0.13834E-12 0.11330E-13 0.52016E-01 0.36623E-01 0.66656E+00
 0.37540E-03 0.29143E+04 0.19131E-01 0.25103E-01 0.14191E-01 0.28715E-01 0.30097E-01 0.12755E+00 0.91945E-05 0.33065E-06 0.84258E-07 0.53319E-09 0.35758E-15 0.13746E-12 0.11258E-13 0.52016E-01 0.36623E-01 0.66656E+00
