 T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH3O       C2H2       C2H3       C2H4       C2H5       C2H6       N2         AR        
 0.18740E-03 0.28806E+04 0.25865E-01 0.20785E-01 0.15146E-01 0.29307E-01 0.30331E-01 0.12538E+00 0.85215E-05 0.35999E-06 0.83290E-13 0.79531E-14 0.58197E-13 0.45068E-14 0.52681E-01 0.35721E-01 0.86688E-07 0.50266E-09 0.31877E-15 0.97621E-17 0.46528E-21 0.52220E-22 0.32153E-26 0.48082E-28 0.66478E+00 0.00000E+00
 0.18760E-03 0.28807E+04 0.25864E-01 0.20782E-01 0.15144E-01 0.29306E-01 0.30330E-01 0.12538E+00 0.85229E-05 0.35992E-06 0.83313E-13 0.79556E-14 0.58218E-13 0.45090E-14 0.52680E-01 0.35722E-01 0.86682E-07 0.50271E-09 0.31883E-15 0.97682E-17 0.46551E-21 0.52250E-22 0.32175E-26 0.48112E-28 0.66478E+00 0.00000E+00
 0.18780E-03 0.28807E+04 0.25862E-01 0.20778E-01 0.15142E-01 0.29304E-01 0.30330E-01 0.12538E+00 0.85242E-05 0.35986E-06 0.83337E-13 0.79581E-14 0.58240E-13 0.45112E-14 0.52678E-01 0.35724E-01 0.86676E-07 0.50277E-09 0.31890E-15 0.97743E-17 0.46573E-21 0.52279E-22 0.32196E-26 0.48142E-28 0.66479E+00 0.00000E+00
 0.18800E-03 0.28808E+04 0.25861E-01 0.20774E-01 0.15140E-01 0.29303E-01 0.30330E-01 0.12539E+00 0.85256E-05 0.35979E-06 0.83360E-13 0.79606E-14 0.58262E-13 0.45133E-14 0.52677E-01 0.35726E-01 0.86670E-07 0.50283E-09 0.31896E-15 0.97804E-17 0.46596E-21 0.52309E-22 0.32217E-26 0.48172E-28 0.66479E+00 0.00000E+00
 0.18820E-03 0.28809E+04 0.25859E-01 0.20771E-01 0.15138E-01 0.29302E-01 0.30329E-01 0.12539E+00 0.85269E-05 0.35972E-06 0.83383E-13 0.79631E-14 0.58283E-13 0.45154E-14 0.52676E-01 0.35728E-01 0.86664E-07 0.50289E-09 0.31903E-15 0.97865E-17 0.46618E-21 0.52339E-22 0.32239E-26 0.48202E-28 0.66479E+00 0.00000E+00
 0.18840E-03 0.28809E+04 0.25857E-01 0.20767E-01 0.15136E-01 0.29301E-01 0.30329E-01 0.12540E+00 0.85283E-05 0.35966E-06 0.83406E-13 0.79656E-14 0.58305E-13 0.45176E-14 0.52674E-01 0.35730E-01 0.86658E-07 0.50295E-09 0.31910E-15 0.97926E-17 0.46641E-21 0.52368E-22 0.32260E-26 0.48232E-28 0.66480E+00 0.00000E+00
 0.18860E-03 0.28810E+04 0.25856E-01 0.20764E-01 0.15134E-01 0.29300E-01 0.30328E-01 0.12540E+00 0.85296E-05 0.35959E-06 0.83430E-13 0.79681E-14 0.58326E-13 0.45197E-14 0.52673E-01 0.35732E-01 0.86652E-07 0.50301E-09 0.31916E-15 0.97986E-17 0.46663E-21 0.52398E-22 0.32282E-26 0.48262E-28 0.66480E+00 0.00000E+00
 0.18880E-03 0.28811E+04 0.25854E-01 0.20760E-01 0.15132E-01 0.29298E-01 0.30328E-01 0.12541E+00 0.85310E-05 0.35953E-06 0.83453E-13 0.79706E-14 0.58348E-13 0.45219E-14 0.52672E-01 0.35733E-01 0.86646E-07 0.50307E-09 0.31923E-15 0.98047E-17 0.46686E-21 0.52427E-22 0.32303E-26 0.48292E-28 0.66481E+00 0.00000E+00
 0.18900E-03 0.28812E+04 0.25853E-01 0.20757E-01 0.15130E-01 0.29297E-01 0.30327E-01 0.12541E+00 0.85323E-05 0.35946E-06 0.83476E-13 0.79731E-14 0.58369E-13 0.45240E-14 0.52670E-01 0.35735E-01 0.86640E-07 0.50312E-09 0.31929E-15 0.98107E-17 0.46708E-21 0.52457E-22 0.32324E-26 0.48322E-28 0.66481E+00 0.00000E+00
 0.18920E-03 0.28812E+04 0.25851E-01 0.20753E-01 0.15128E-01 0.29296E-01 0.30327E-01 0.12542E+00 0.85336E-05 0.35940E-06 0.83499E-13 0.79756E-14 0.58391E-13 0.45261E-14 0.52669E-01 0.35737E-01 0.86634E-07 0.50318E-09 0.31936E-15 0.98168E-17 0.46731E-21 0.52486E-22 0.32346E-26 0.48352E-28 0.66481E+00 0.00000E+00
 0.18940E-03 0.28813E+04 0.25849E-01 0.20749E-01 0.15126E-01 0.29295E-01 0.30327E-01 0.12542E+00 0.85350E-05 0.35933E-06 0.83522E-13 0.79780E-14 0.58412E-13 0.45283E-14 0.52668E-01 0.35739E-01 0.86628E-07 0.50324E-09 0.31942E-15 0.98228E-17 0.46753E-21 0.52515E-22 0.32367E-26 0.48382E-28 0.66482E+00 0.00000E+00
 0.18960E-03 0.28814E+04 0.25848E-01 0.20746E-01 0.15124E-01 0.29293E-01 0.30326E-01 0.12543E+00 0.85363E-05 0.35927E-06 0.83545E-13 0.79805E-14 0.58433E-13 0.45304E-14 0.52666E-01 0.35741E-01 0.86623E-07 0.50330E-09 0.31949E-15 0.98289E-17 0.46775E-21 0.52545E-22 0.32388E-26 0.48412E-28 0.66482E+00 0.00000E+00
 0.18980E-03 0.28814E+04 0.25846E-01 0.20742E-01 0.15122E-01 0.29292E-01 0.30326E-01 0.12543E+00 0.85376E-05 0.35920E-06 0.83568E-13 0.79830E-14 0.58455E-13 0.45325E-14 0.52665E-01 0.35743E-01 0.86617E-07 0.50336E-09 0.31955E-15 0.98349E-17 0.46798E-21 0.52574E-22 0.32410E-26 0.48441E-28 0.66482E+00 0.00000E+00
 0.19000E-03 0.28815E+04 0.25845E-01 0.20739E-01 0.15120E-01 0.29291E-01 0.30325E-01 0.12543E+00 0.85390E-05 0.35914E-06 0.83591E-13 0.79854E-14 0.58476E-13 0.45346E-14 0.52664E-01 0.35744E-01 0.86611E-07 0.50341E-09 0.31962E-15 0.98409E-17 0.46820E-21 0.52603E-22 0.32431E-26 0.48471E-28 0.66483E+00 0.00000E+00
 0.19020E-03 0.28816E+04 0.25843E-01 0.20735E-01 0.15118E-01 0.29290E-01 0.30325E-01 0.12544E+00 0.85403E-05 0.35907E-06 0.83614E-13 0.79879E-14 0.58497E-13 0.45367E-14 0.52662E-01 0.35746E-01 0.86605E-07 0.50347E-09 0.31968E-15 0.98469E-17 0.46842E-21 0.52633E-22 0.32452E-26 0.48501E-28 0.66483E+00 0.00000E+00
 0.19040E-03 0.28816E+04 0.25842E-01 0.20732E-01 0.15116E-01 0.29289E-01 0.30324E-01 0.12544E+00 0.85416E-05 0.35901E-06 0.83637E-13 0.79904E-14 0.58518E-13 0.45389E-14 0.52661E-01 0.35748E-01 0.86599E-07 0.50353E-09 0.31975E-15 0.98529E-17 0.46864E-21 0.52662E-22 0.32473E-26 0.48530E-28 0.66484E+00 0.00000E+00
 0.19060E-03 0.28817E+04 0.25840E-01 0.20728E-01 0.15114E-01 0.29287E-01 0.30324E-01 0.12545E+00 0.85429E-05 0.35894E-06 0.83660E-13 0.79928E-14 0.58539E-13 0.45410E-14 0.52660E-01 0.35750E-01 0.86594E-07 0.50359E-09 0.31981E-15 0.98589E-17 0.46886E-21 0.52691E-22 0.32494E-26 0.48560E-28 0.66484E+00 0.00000E+00
 0.19080E-03 0.28818E+04 0.25839E-01 0.20725E-01 0.15112E-01 0.29286E-01 0.30324E-01 0.12545E+00 0.85442E-05 0.35888E-06 0.83683E-13 0.79953E-14 0.58561E-13 0.45431E-14 0.52658E-01 0.35752E-01 0.86588E-07 0.50364E-09 0.31988E-15 0.98648E-17 0.46908E-21 0.52720E-22 0.32515E-26 0.48589E-28 0.66484E+00 0.00000E+00
 0.19100E-03 0.28819E+04 0.25837E-01 0.20721E-01 0.15110E-01 0.29285E-01 0.30323E-01 0.12546E+00 0.85456E-05 0.35882E-06 0.83705E-13 0.79977E-14 0.58582E-13 0.45452E-14 0.52657E-01 0.35753E-01 0.86582E-07 0.50370E-09 0.31994E-15 0.98708E-17 0.46931E-21 0.52749E-22 0.32536E-26 0.48619E-28 0.66485E+00 0.00000E+00
 0.19120E-03 0.28819E+04 0.25836E-01 0.20718E-01 0.15108E-01 0.29284E-01 0.30323E-01 0.12546E+00 0.85469E-05 0.35875E-06 0.83728E-13 0.80001E-14 0.58603E-13 0.45473E-14 0.52656E-01 0.35755E-01 0.86576E-07 0.50376E-09 0.32001E-15 0.98768E-17 0.46953E-21 0.52778E-22 0.32557E-26 0.48648E-28 0.66485E+00 0.00000E+00
 0.19140E-03 0.28820E+04 0.25834E-01 0.20715E-01 0.15106E-01 0.29283E-01 0.30322E-01 0.12547E+00 0.85482E-05 0.35869E-06 0.83751E-13 0.80026E-14 0.58624E-13 0.45494E-14 0.52654E-01 0.35757E-01 0.86571E-07 0.50382E-09 0.32007E-15 0.98827E-17 0.46975E-21 0.52807E-22 0.32578E-26 0.48678E-28 0.66485E+00 0.00000E+00
 0.19160E-03 0.28821E+04 0.25832E-01 0.20711E-01 0.15104E-01 0.29281E-01 0.30322E-01 0.12547E+00 0.85495E-05 0.35862E-06 0.83773E-13 0.80050E-14 0.58645E-13 0.45515E-14 0.52653E-01 0.35759E-01 0.86565E-07 0.50387E-09 0.32014E-15 0.98887E-17 0.46997E-21 0.52836E-22 0.32600E-26 0.48707E-28 0.66486E+00 0.00000E+00
 0.19180E-03 0.28821E+04 0.25831E-01 0.20708E-01 0.15102E-01 0.29280E-01 0.30321E-01 0.12547E+00 0.85508E-05 0.35856E-06 0.83796E-13 0.80074E-14 0.58666E-13 0.45536E-14 0.52652E-01 0.35761E-01 0.86559E-07 0.50393E-09 0.32020E-15 0.98946E-17 0.47019E-21 0.52865E-22 0.32620E-26 0.48737E-28 0.66486E+00 0.00000E+00
 0.19200E-03 0.28822E+04 0.25829E-01 0.20704E-01 0.15100E-01 0.29279E-01 0.30321E-01 0.12548E+00 0.85521E-05 0.35850E-06 0.83819E-13 0.80099E-14 0.58687E-13 0.45556E-14 0.52650E-01 0.35762E-01 0.86554E-07 0.50399E-09 0.32026E-15 0.99005E-17 0.47041E-21 0.52894E-22 0.32641E-26 0.48766E-28 0.66487E+00 0.00000E+00
 0.19220E-03 0.28823E+04 0.25828E-01 0.20701E-01 0.15098E-01 0.29278E-01 0.30321E-01 0.12548E+00 0.85534E-05 0.35844E-06 0.83841E-13 0.80123E-14 0.58708E-13 0.45577E-14 0.52649E-01 0.35764E-01 0.86548E-07 0.50404E-09 0.32033E-15 0.99064E-17 0.47062E-21 0.52922E-22 0.32662E-26 0.48795E-28 0.66487E+00 0.00000E+00
 0.19240E-03 0.28823E+04 0.25826E-01 0.20697E-01 0.15096E-01 0.29277E-01 0.30320E-01 0.12549E+00 0.85547E-05 0.35837E-06 0.83864E-13 0.80147E-14 0.58728E-13 0.45598E-14 0.52648E-01 0.35766E-01 0.86542E-07 0.50410E-09 0.32039E-15 0.99123E-17 0.47084E-21 0.52951E-22 0.32683E-26 0.48825E-28 0.66487E+00 0.00000E+00
 0.19260E-03 0.28824E+04 0.25825E-01 0.20694E-01 0.15094E-01 0.29275E-01 0.30320E-01 0.12549E+00 0.85560E-05 0.35831E-06 0.83886E-13 0.80171E-14 0.58749E-13 0.45619E-14 0.52647E-01 0.35768E-01 0.86537E-07 0.50416E-09 0.32046E-15 0.99182E-17 0.47106E-21 0.52980E-22 0.32704E-26 0.48854E-28 0.66488E+00 0.00000E+00
 0.19280E-03 0.28825E+04 0.25823E-01 0.20690E-01 0.15092E-01 0.29274E-01 0.30319E-01 0.12550E+00 0.85573E-05 0.35825E-06 0.83909E-13 0.80195E-14 0.58770E-13 0.45640E-14 0.52645E-01 0.35769E-01 0.86531E-07 0.50421E-09 0.32052E-15 0.99241E-17 0.47128E-21 0.53009E-22 0.32725E-26 0.48883E-28 0.66488E+00 0.00000E+00
 0.19300E-03 0.28825E+04 0.25822E-01 0.20687E-01 0.15091E-01 0.29273E-01 0.30319E-01 0.12550E+00 0.85586E-05 0.35819E-06 0.83931E-13 0.80219E-14 0.58791E-13 0.45660E-14 0.52644E-01 0.35771E-01 0.86525E-07 0.50427E-09 0.32058E-15 0.99300E-17 0.47150E-21 0.53037E-22 0.32746E-26 0.48912E-28 0.66488E+00 0.00000E+00
 0.19320E-03 0.28826E+04 0.25820E-01 0.20684E-01 0.15089E-01 0.29272E-01 0.30319E-01 0.12551E+00 0.85599E-05 0.35812E-06 0.83953E-13 0.80243E-14 0.58812E-13 0.45681E-14 0.52643E-01 0.35773E-01 0.86520E-07 0.50433E-09 0.32065E-15 0.99359E-17 0.47171E-21 0.53066E-22 0.32767E-26 0.48941E-28 0.66489E+00 0.00000E+00
 0.19340E-03 0.28827E+04 0.25819E-01 0.20680E-01 0.15087E-01 0.29271E-01 0.30318E-01 0.12551E+00 0.85611E-05 0.35806E-06 0.83976E-13 0.80267E-14 0.58832E-13 0.45702E-14 0.52641E-01 0.35775E-01 0.86514E-07 0.50438E-09 0.32071E-15 0.99418E-17 0.47193E-21 0.53094E-22 0.32787E-26 0.48970E-28 0.66489E+00 0.00000E+00
 0.19360E-03 0.28827E+04 0.25817E-01 0.20677E-01 0.15085E-01 0.29270E-01 0.30318E-01 0.12551E+00 0.85624E-05 0.35800E-06 0.83998E-13 0.80291E-14 0.58853E-13 0.45722E-14 0.52640E-01 0.35776E-01 0.86509E-07 0.50444E-09 0.32078E-15 0.99476E-17 0.47215E-21 0.53123E-22 0.32808E-26 0.48999E-28 0.66489E+00 0.00000E+00
 0.19380E-03 0.28828E+04 0.25816E-01 0.20674E-01 0.15083E-01 0.29268E-01 0.30317E-01 0.12552E+00 0.85637E-05 0.35794E-06 0.84020E-13 0.80315E-14 0.58873E-13 0.45743E-14 0.52639E-01 0.35778E-01 0.86503E-07 0.50449E-09 0.32084E-15 0.99535E-17 0.47236E-21 0.53151E-22 0.32829E-26 0.49028E-28 0.66490E+00 0.00000E+00
 0.19400E-03 0.28829E+04 0.25814E-01 0.20670E-01 0.15081E-01 0.29267E-01 0.30317E-01 0.12552E+00 0.85650E-05 0.35788E-06 0.84042E-13 0.80339E-14 0.58894E-13 0.45763E-14 0.52638E-01 0.35780E-01 0.86498E-07 0.50455E-09 0.32090E-15 0.99593E-17 0.47258E-21 0.53180E-22 0.32850E-26 0.49057E-28 0.66490E+00 0.00000E+00
 0.19420E-03 0.28829E+04 0.25813E-01 0.20667E-01 0.15079E-01 0.29266E-01 0.30316E-01 0.12553E+00 0.85663E-05 0.35782E-06 0.84064E-13 0.80362E-14 0.58915E-13 0.45784E-14 0.52636E-01 0.35782E-01 0.86492E-07 0.50461E-09 0.32097E-15 0.99651E-17 0.47280E-21 0.53208E-22 0.32870E-26 0.49086E-28 0.66490E+00 0.00000E+00
 0.19440E-03 0.28830E+04 0.25811E-01 0.20663E-01 0.15077E-01 0.29265E-01 0.30316E-01 0.12553E+00 0.85675E-05 0.35775E-06 0.84086E-13 0.80386E-14 0.58935E-13 0.45804E-14 0.52635E-01 0.35783E-01 0.86487E-07 0.50466E-09 0.32103E-15 0.99709E-17 0.47301E-21 0.53237E-22 0.32891E-26 0.49115E-28 0.66491E+00 0.00000E+00
 0.19460E-03 0.28831E+04 0.25810E-01 0.20660E-01 0.15075E-01 0.29264E-01 0.30316E-01 0.12554E+00 0.85688E-05 0.35769E-06 0.84108E-13 0.80410E-14 0.58956E-13 0.45825E-14 0.52634E-01 0.35785E-01 0.86481E-07 0.50472E-09 0.32109E-15 0.99768E-17 0.47323E-21 0.53265E-22 0.32912E-26 0.49144E-28 0.66491E+00 0.00000E+00
 0.19480E-03 0.28831E+04 0.25808E-01 0.20657E-01 0.15073E-01 0.29263E-01 0.30315E-01 0.12554E+00 0.85701E-05 0.35763E-06 0.84131E-13 0.80434E-14 0.58976E-13 0.45845E-14 0.52633E-01 0.35787E-01 0.86476E-07 0.50477E-09 0.32116E-15 0.99826E-17 0.47344E-21 0.53293E-22 0.32932E-26 0.49172E-28 0.66492E+00 0.00000E+00
 0.19500E-03 0.28832E+04 0.25807E-01 0.20653E-01 0.15071E-01 0.29261E-01 0.30315E-01 0.12554E+00 0.85713E-05 0.35757E-06 0.84153E-13 0.80457E-14 0.58997E-13 0.45865E-14 0.52631E-01 0.35789E-01 0.86470E-07 0.50483E-09 0.32122E-15 0.99884E-17 0.47366E-21 0.53321E-22 0.32953E-26 0.49201E-28 0.66492E+00 0.00000E+00
 0.19520E-03 0.28833E+04 0.25805E-01 0.20650E-01 0.15069E-01 0.29260E-01 0.30314E-01 0.12555E+00 0.85726E-05 0.35751E-06 0.84174E-13 0.80481E-14 0.59017E-13 0.45886E-14 0.52630E-01 0.35790E-01 0.86465E-07 0.50488E-09 0.32128E-15 0.99942E-17 0.47387E-21 0.53350E-22 0.32973E-26 0.49230E-28 0.66492E+00 0.00000E+00
 0.19540E-03 0.28833E+04 0.25804E-01 0.20647E-01 0.15068E-01 0.29259E-01 0.30314E-01 0.12555E+00 0.85739E-05 0.35745E-06 0.84196E-13 0.80504E-14 0.59037E-13 0.45906E-14 0.52629E-01 0.35792E-01 0.86459E-07 0.50494E-09 0.32135E-15 0.99999E-17 0.47408E-21 0.53378E-22 0.32994E-26 0.49259E-28 0.66493E+00 0.00000E+00
 0.19560E-03 0.28834E+04 0.25802E-01 0.20643E-01 0.15066E-01 0.29258E-01 0.30314E-01 0.12556E+00 0.85751E-05 0.35739E-06 0.84218E-13 0.80528E-14 0.59058E-13 0.45926E-14 0.52627E-01 0.35794E-01 0.86454E-07 0.50500E-09 0.32141E-15 0.10006E-16 0.47430E-21 0.53406E-22 0.33014E-26 0.49287E-28 0.66493E+00 0.00000E+00
 0.19580E-03 0.28835E+04 0.25801E-01 0.20640E-01 0.15064E-01 0.29257E-01 0.30313E-01 0.12556E+00 0.85764E-05 0.35733E-06 0.84240E-13 0.80551E-14 0.59078E-13 0.45947E-14 0.52626E-01 0.35796E-01 0.86449E-07 0.50505E-09 0.32147E-15 0.10011E-16 0.47451E-21 0.53434E-22 0.33035E-26 0.49316E-28 0.66493E+00 0.00000E+00
 0.19600E-03 0.28835E+04 0.25799E-01 0.20637E-01 0.15062E-01 0.29256E-01 0.30313E-01 0.12557E+00 0.85776E-05 0.35727E-06 0.84262E-13 0.80575E-14 0.59098E-13 0.45967E-14 0.52625E-01 0.35797E-01 0.86443E-07 0.50511E-09 0.32153E-15 0.10017E-16 0.47472E-21 0.53462E-22 0.33055E-26 0.49344E-28 0.66494E+00 0.00000E+00
 0.19620E-03 0.28836E+04 0.25798E-01 0.20634E-01 0.15060E-01 0.29255E-01 0.30312E-01 0.12557E+00 0.85789E-05 0.35721E-06 0.84284E-13 0.80598E-14 0.59118E-13 0.45987E-14 0.52624E-01 0.35799E-01 0.86438E-07 0.50516E-09 0.32160E-15 0.10023E-16 0.47494E-21 0.53490E-22 0.33076E-26 0.49373E-28 0.66494E+00 0.00000E+00
 0.19640E-03 0.28837E+04 0.25797E-01 0.20630E-01 0.15058E-01 0.29253E-01 0.30312E-01 0.12557E+00 0.85801E-05 0.35715E-06 0.84305E-13 0.80621E-14 0.59139E-13 0.46007E-14 0.52623E-01 0.35801E-01 0.86433E-07 0.50522E-09 0.32166E-15 0.10029E-16 0.47515E-21 0.53518E-22 0.33096E-26 0.49401E-28 0.66494E+00 0.00000E+00
 0.19660E-03 0.28837E+04 0.25795E-01 0.20627E-01 0.15056E-01 0.29252E-01 0.30312E-01 0.12558E+00 0.85814E-05 0.35709E-06 0.84327E-13 0.80645E-14 0.59159E-13 0.46027E-14 0.52621E-01 0.35802E-01 0.86427E-07 0.50527E-09 0.32172E-15 0.10034E-16 0.47536E-21 0.53546E-22 0.33116E-26 0.49430E-28 0.66495E+00 0.00000E+00
 0.19680E-03 0.28838E+04 0.25794E-01 0.20624E-01 0.15054E-01 0.29251E-01 0.30311E-01 0.12558E+00 0.85826E-05 0.35703E-06 0.84349E-13 0.80668E-14 0.59179E-13 0.46048E-14 0.52620E-01 0.35804E-01 0.86422E-07 0.50532E-09 0.32178E-15 0.10040E-16 0.47557E-21 0.53574E-22 0.33137E-26 0.49458E-28 0.66495E+00 0.00000E+00
 0.19700E-03 0.28839E+04 0.25792E-01 0.20620E-01 0.15052E-01 0.29250E-01 0.30311E-01 0.12559E+00 0.85839E-05 0.35697E-06 0.84370E-13 0.80691E-14 0.59199E-13 0.46068E-14 0.52619E-01 0.35806E-01 0.86417E-07 0.50538E-09 0.32185E-15 0.10046E-16 0.47578E-21 0.53602E-22 0.33157E-26 0.49487E-28 0.66495E+00 0.00000E+00
 0.19720E-03 0.28839E+04 0.25791E-01 0.20617E-01 0.15051E-01 0.29249E-01 0.30310E-01 0.12559E+00 0.85851E-05 0.35691E-06 0.84392E-13 0.80714E-14 0.59219E-13 0.46088E-14 0.52618E-01 0.35808E-01 0.86411E-07 0.50543E-09 0.32191E-15 0.10052E-16 0.47600E-21 0.53630E-22 0.33177E-26 0.49515E-28 0.66496E+00 0.00000E+00
 0.19740E-03 0.28840E+04 0.25789E-01 0.20614E-01 0.15049E-01 0.29248E-01 0.30310E-01 0.12560E+00 0.85864E-05 0.35685E-06 0.84413E-13 0.80738E-14 0.59239E-13 0.46108E-14 0.52616E-01 0.35809E-01 0.86406E-07 0.50549E-09 0.32197E-15 0.10057E-16 0.47621E-21 0.53657E-22 0.33198E-26 0.49543E-28 0.66496E+00 0.00000E+00
 0.19760E-03 0.28841E+04 0.25788E-01 0.20611E-01 0.15047E-01 0.29247E-01 0.30310E-01 0.12560E+00 0.85876E-05 0.35679E-06 0.84435E-13 0.80761E-14 0.59259E-13 0.46128E-14 0.52615E-01 0.35811E-01 0.86401E-07 0.50554E-09 0.32203E-15 0.10063E-16 0.47642E-21 0.53685E-22 0.33218E-26 0.49571E-28 0.66496E+00 0.00000E+00
 0.19780E-03 0.28841E+04 0.25786E-01 0.20607E-01 0.15045E-01 0.29246E-01 0.30309E-01 0.12560E+00 0.85888E-05 0.35673E-06 0.84456E-13 0.80784E-14 0.59279E-13 0.46148E-14 0.52614E-01 0.35813E-01 0.86396E-07 0.50560E-09 0.32209E-15 0.10069E-16 0.47663E-21 0.53713E-22 0.33238E-26 0.49600E-28 0.66497E+00 0.00000E+00
 0.19800E-03 0.28842E+04 0.25785E-01 0.20604E-01 0.15043E-01 0.29244E-01 0.30309E-01 0.12561E+00 0.85901E-05 0.35667E-06 0.84478E-13 0.80807E-14 0.59299E-13 0.46167E-14 0.52613E-01 0.35814E-01 0.86390E-07 0.50565E-09 0.32216E-15 0.10074E-16 0.47684E-21 0.53740E-22 0.33258E-26 0.49628E-28 0.66497E+00 0.00000E+00
 0.19820E-03 0.28843E+04 0.25783E-01 0.20601E-01 0.15041E-01 0.29243E-01 0.30308E-01 0.12561E+00 0.85913E-05 0.35661E-06 0.84499E-13 0.80830E-14 0.59319E-13 0.46187E-14 0.52611E-01 0.35816E-01 0.86385E-07 0.50571E-09 0.32222E-15 0.10080E-16 0.47705E-21 0.53768E-22 0.33278E-26 0.49656E-28 0.66497E+00 0.00000E+00
 0.19840E-03 0.28843E+04 0.25782E-01 0.20598E-01 0.15040E-01 0.29242E-01 0.30308E-01 0.12562E+00 0.85925E-05 0.35656E-06 0.84521E-13 0.80853E-14 0.59339E-13 0.46207E-14 0.52610E-01 0.35818E-01 0.86380E-07 0.50576E-09 0.32228E-15 0.10086E-16 0.47726E-21 0.53796E-22 0.33299E-26 0.49684E-28 0.66498E+00 0.00000E+00
 0.19860E-03 0.28844E+04 0.25781E-01 0.20595E-01 0.15038E-01 0.29241E-01 0.30308E-01 0.12562E+00 0.85937E-05 0.35650E-06 0.84542E-13 0.80876E-14 0.59358E-13 0.46227E-14 0.52609E-01 0.35819E-01 0.86375E-07 0.50581E-09 0.32234E-15 0.10091E-16 0.47746E-21 0.53823E-22 0.33319E-26 0.49712E-28 0.66498E+00 0.00000E+00
 0.19880E-03 0.28845E+04 0.25779E-01 0.20591E-01 0.15036E-01 0.29240E-01 0.30307E-01 0.12562E+00 0.85950E-05 0.35644E-06 0.84563E-13 0.80898E-14 0.59378E-13 0.46247E-14 0.52608E-01 0.35821E-01 0.86370E-07 0.50587E-09 0.32240E-15 0.10097E-16 0.47767E-21 0.53851E-22 0.33339E-26 0.49740E-28 0.66498E+00 0.00000E+00
 0.19900E-03 0.28845E+04 0.25778E-01 0.20588E-01 0.15034E-01 0.29239E-01 0.30307E-01 0.12563E+00 0.85962E-05 0.35638E-06 0.84584E-13 0.80921E-14 0.59398E-13 0.46267E-14 0.52607E-01 0.35823E-01 0.86364E-07 0.50592E-09 0.32247E-15 0.10103E-16 0.47788E-21 0.53878E-22 0.33359E-26 0.49768E-28 0.66499E+00 0.00000E+00
 0.19920E-03 0.28846E+04 0.25776E-01 0.20585E-01 0.15032E-01 0.29238E-01 0.30306E-01 0.12563E+00 0.85974E-05 0.35632E-06 0.84606E-13 0.80944E-14 0.59418E-13 0.46286E-14 0.52605E-01 0.35824E-01 0.86359E-07 0.50597E-09 0.32253E-15 0.10108E-16 0.47809E-21 0.53906E-22 0.33379E-26 0.49796E-28 0.66499E+00 0.00000E+00
 0.19940E-03 0.28846E+04 0.25775E-01 0.20582E-01 0.15030E-01 0.29237E-01 0.30306E-01 0.12564E+00 0.85986E-05 0.35626E-06 0.84627E-13 0.80967E-14 0.59437E-13 0.46306E-14 0.52604E-01 0.35826E-01 0.86354E-07 0.50603E-09 0.32259E-15 0.10114E-16 0.47830E-21 0.53933E-22 0.33399E-26 0.49824E-28 0.66499E+00 0.00000E+00
 0.19960E-03 0.28847E+04 0.25773E-01 0.20579E-01 0.15029E-01 0.29236E-01 0.30306E-01 0.12564E+00 0.85998E-05 0.35621E-06 0.84648E-13 0.80990E-14 0.59457E-13 0.46326E-14 0.52603E-01 0.35828E-01 0.86349E-07 0.50608E-09 0.32265E-15 0.10119E-16 0.47850E-21 0.53960E-22 0.33419E-26 0.49852E-28 0.66500E+00 0.00000E+00
 0.19980E-03 0.28848E+04 0.25772E-01 0.20576E-01 0.15027E-01 0.29235E-01 0.30305E-01 0.12564E+00 0.86010E-05 0.35615E-06 0.84669E-13 0.81012E-14 0.59477E-13 0.46345E-14 0.52602E-01 0.35829E-01 0.86344E-07 0.50614E-09 0.32271E-15 0.10125E-16 0.47871E-21 0.53988E-22 0.33439E-26 0.49880E-28 0.66500E+00 0.00000E+00
 0.20000E-03 0.28848E+04 0.25771E-01 0.20572E-01 0.15025E-01 0.29233E-01 0.30305E-01 0.12565E+00 0.86022E-05 0.35609E-06 0.84690E-13 0.81035E-14 0.59496E-13 0.46365E-14 0.52600E-01 0.35831E-01 0.86339E-07 0.50619E-09 0.32277E-15 0.10131E-16 0.47892E-21 0.54015E-22 0.33459E-26 0.49908E-28 0.66500E+00 0.00000E+00
 0.20020E-03 0.28849E+04 0.25769E-01 0.20569E-01 0.15023E-01 0.29232E-01 0.30304E-01 0.12565E+00 0.86034E-05 0.35603E-06 0.84711E-13 0.81057E-14 0.59516E-13 0.46385E-14 0.52599E-01 0.35833E-01 0.86334E-07 0.50624E-09 0.32283E-15 0.10136E-16 0.47912E-21 0.54042E-22 0.33479E-26 0.49935E-28 0.66501E+00 0.00000E+00
 0.20040E-03 0.28850E+04 0.25768E-01 0.20566E-01 0.15021E-01 0.29231E-01 0.30304E-01 0.12566E+00 0.86046E-05 0.35598E-06 0.84732E-13 0.81080E-14 0.59535E-13 0.46404E-14 0.52598E-01 0.35834E-01 0.86329E-07 0.50630E-09 0.32289E-15 0.10142E-16 0.47933E-21 0.54069E-22 0.33499E-26 0.49963E-28 0.66501E+00 0.00000E+00
