 T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH3O       C2H2       C2H3       C2H4       C2H5       C2H6       N2         AR        
 0.17420E-03 0.28755E+04 0.25978E-01 0.21041E-01 0.15292E-01 0.29394E-01 0.30361E-01 0.12505E+00 0.84262E-05 0.36471E-06 0.81654E-13 0.77777E-14 0.56687E-13 0.43573E-14 0.52776E-01 0.35590E-01 0.87124E-07 0.49856E-09 0.31426E-15 0.93399E-17 0.44964E-21 0.50170E-22 0.30679E-26 0.46011E-28 0.66451E+00 0.00000E+00
 0.17440E-03 0.28756E+04 0.25976E-01 0.21037E-01 0.15290E-01 0.29393E-01 0.30361E-01 0.12505E+00 0.84277E-05 0.36463E-06 0.81680E-13 0.77805E-14 0.56711E-13 0.43597E-14 0.52774E-01 0.35592E-01 0.87117E-07 0.49863E-09 0.31433E-15 0.93466E-17 0.44988E-21 0.50202E-22 0.30702E-26 0.46044E-28 0.66452E+00 0.00000E+00
 0.17460E-03 0.28757E+04 0.25974E-01 0.21033E-01 0.15287E-01 0.29392E-01 0.30360E-01 0.12506E+00 0.84293E-05 0.36456E-06 0.81706E-13 0.77833E-14 0.56735E-13 0.43621E-14 0.52773E-01 0.35594E-01 0.87110E-07 0.49869E-09 0.31440E-15 0.93533E-17 0.45013E-21 0.50234E-22 0.30725E-26 0.46076E-28 0.66452E+00 0.00000E+00
 0.17480E-03 0.28757E+04 0.25972E-01 0.21029E-01 0.15285E-01 0.29390E-01 0.30360E-01 0.12506E+00 0.84308E-05 0.36448E-06 0.81732E-13 0.77861E-14 0.56759E-13 0.43644E-14 0.52771E-01 0.35596E-01 0.87103E-07 0.49876E-09 0.31447E-15 0.93599E-17 0.45038E-21 0.50267E-22 0.30748E-26 0.46109E-28 0.66452E+00 0.00000E+00
 0.17500E-03 0.28758E+04 0.25971E-01 0.21025E-01 0.15283E-01 0.29389E-01 0.30359E-01 0.12507E+00 0.84323E-05 0.36440E-06 0.81758E-13 0.77889E-14 0.56783E-13 0.43668E-14 0.52770E-01 0.35598E-01 0.87096E-07 0.49882E-09 0.31454E-15 0.93666E-17 0.45062E-21 0.50299E-22 0.30772E-26 0.46141E-28 0.66453E+00 0.00000E+00
 0.17520E-03 0.28759E+04 0.25969E-01 0.21021E-01 0.15280E-01 0.29387E-01 0.30359E-01 0.12507E+00 0.84338E-05 0.36433E-06 0.81784E-13 0.77917E-14 0.56807E-13 0.43691E-14 0.52768E-01 0.35600E-01 0.87089E-07 0.49889E-09 0.31461E-15 0.93732E-17 0.45087E-21 0.50331E-22 0.30795E-26 0.46174E-28 0.66453E+00 0.00000E+00
 0.17540E-03 0.28760E+04 0.25967E-01 0.21016E-01 0.15278E-01 0.29386E-01 0.30358E-01 0.12508E+00 0.84353E-05 0.36425E-06 0.81810E-13 0.77944E-14 0.56831E-13 0.43715E-14 0.52767E-01 0.35602E-01 0.87081E-07 0.49895E-09 0.31468E-15 0.93799E-17 0.45112E-21 0.50363E-22 0.30818E-26 0.46206E-28 0.66454E+00 0.00000E+00
 0.17560E-03 0.28761E+04 0.25965E-01 0.21012E-01 0.15276E-01 0.29385E-01 0.30358E-01 0.12508E+00 0.84369E-05 0.36418E-06 0.81836E-13 0.77972E-14 0.56855E-13 0.43739E-14 0.52765E-01 0.35605E-01 0.87074E-07 0.49902E-09 0.31475E-15 0.93865E-17 0.45136E-21 0.50395E-22 0.30841E-26 0.46238E-28 0.66454E+00 0.00000E+00
 0.17580E-03 0.28761E+04 0.25963E-01 0.21008E-01 0.15273E-01 0.29383E-01 0.30357E-01 0.12509E+00 0.84384E-05 0.36410E-06 0.81862E-13 0.78000E-14 0.56879E-13 0.43762E-14 0.52764E-01 0.35607E-01 0.87067E-07 0.49908E-09 0.31482E-15 0.93931E-17 0.45161E-21 0.50427E-22 0.30864E-26 0.46271E-28 0.66455E+00 0.00000E+00
 0.17600E-03 0.28762E+04 0.25962E-01 0.21004E-01 0.15271E-01 0.29382E-01 0.30357E-01 0.12510E+00 0.84399E-05 0.36402E-06 0.81888E-13 0.78028E-14 0.56902E-13 0.43786E-14 0.52762E-01 0.35609E-01 0.87060E-07 0.49914E-09 0.31489E-15 0.93997E-17 0.45185E-21 0.50459E-22 0.30886E-26 0.46303E-28 0.66455E+00 0.00000E+00
 0.17620E-03 0.28763E+04 0.25960E-01 0.21000E-01 0.15269E-01 0.29380E-01 0.30356E-01 0.12510E+00 0.84414E-05 0.36395E-06 0.81913E-13 0.78055E-14 0.56926E-13 0.43809E-14 0.52761E-01 0.35611E-01 0.87053E-07 0.49921E-09 0.31496E-15 0.94063E-17 0.45210E-21 0.50491E-22 0.30909E-26 0.46335E-28 0.66455E+00 0.00000E+00
 0.17640E-03 0.28764E+04 0.25958E-01 0.20996E-01 0.15266E-01 0.29379E-01 0.30356E-01 0.12511E+00 0.84429E-05 0.36387E-06 0.81939E-13 0.78083E-14 0.56950E-13 0.43832E-14 0.52759E-01 0.35613E-01 0.87046E-07 0.49927E-09 0.31503E-15 0.94129E-17 0.45234E-21 0.50523E-22 0.30932E-26 0.46368E-28 0.66456E+00 0.00000E+00
 0.17660E-03 0.28765E+04 0.25956E-01 0.20992E-01 0.15264E-01 0.29378E-01 0.30355E-01 0.12511E+00 0.84444E-05 0.36380E-06 0.81965E-13 0.78110E-14 0.56973E-13 0.43856E-14 0.52758E-01 0.35615E-01 0.87039E-07 0.49934E-09 0.31510E-15 0.94195E-17 0.45258E-21 0.50555E-22 0.30955E-26 0.46400E-28 0.66456E+00 0.00000E+00
 0.17680E-03 0.28765E+04 0.25954E-01 0.20988E-01 0.15262E-01 0.29376E-01 0.30355E-01 0.12512E+00 0.84459E-05 0.36372E-06 0.81990E-13 0.78138E-14 0.56997E-13 0.43879E-14 0.52756E-01 0.35617E-01 0.87032E-07 0.49940E-09 0.31517E-15 0.94260E-17 0.45283E-21 0.50587E-22 0.30978E-26 0.46432E-28 0.66457E+00 0.00000E+00
 0.17700E-03 0.28766E+04 0.25953E-01 0.20984E-01 0.15260E-01 0.29375E-01 0.30354E-01 0.12512E+00 0.84474E-05 0.36365E-06 0.82016E-13 0.78165E-14 0.57021E-13 0.43902E-14 0.52755E-01 0.35619E-01 0.87025E-07 0.49946E-09 0.31524E-15 0.94326E-17 0.45307E-21 0.50619E-22 0.31001E-26 0.46464E-28 0.66457E+00 0.00000E+00
 0.17720E-03 0.28767E+04 0.25951E-01 0.20980E-01 0.15257E-01 0.29374E-01 0.30354E-01 0.12513E+00 0.84489E-05 0.36357E-06 0.82041E-13 0.78192E-14 0.57044E-13 0.43926E-14 0.52753E-01 0.35621E-01 0.87018E-07 0.49953E-09 0.31531E-15 0.94392E-17 0.45331E-21 0.50651E-22 0.31024E-26 0.46496E-28 0.66458E+00 0.00000E+00
 0.17740E-03 0.28768E+04 0.25949E-01 0.20976E-01 0.15255E-01 0.29372E-01 0.30353E-01 0.12513E+00 0.84504E-05 0.36350E-06 0.82067E-13 0.78220E-14 0.57068E-13 0.43949E-14 0.52752E-01 0.35623E-01 0.87011E-07 0.49959E-09 0.31538E-15 0.94457E-17 0.45356E-21 0.50683E-22 0.31046E-26 0.46528E-28 0.66458E+00 0.00000E+00
 0.17760E-03 0.28769E+04 0.25947E-01 0.20972E-01 0.15253E-01 0.29371E-01 0.30353E-01 0.12514E+00 0.84519E-05 0.36342E-06 0.82092E-13 0.78247E-14 0.57091E-13 0.43972E-14 0.52750E-01 0.35625E-01 0.87004E-07 0.49966E-09 0.31545E-15 0.94523E-17 0.45380E-21 0.50714E-22 0.31069E-26 0.46560E-28 0.66458E+00 0.00000E+00
 0.17780E-03 0.28769E+04 0.25946E-01 0.20968E-01 0.15250E-01 0.29369E-01 0.30353E-01 0.12514E+00 0.84533E-05 0.36335E-06 0.82118E-13 0.78274E-14 0.57115E-13 0.43995E-14 0.52749E-01 0.35627E-01 0.86997E-07 0.49972E-09 0.31552E-15 0.94588E-17 0.45404E-21 0.50746E-22 0.31092E-26 0.46592E-28 0.66459E+00 0.00000E+00
 0.17800E-03 0.28770E+04 0.25944E-01 0.20964E-01 0.15248E-01 0.29368E-01 0.30352E-01 0.12515E+00 0.84548E-05 0.36328E-06 0.82143E-13 0.78301E-14 0.57138E-13 0.44018E-14 0.52747E-01 0.35629E-01 0.86991E-07 0.49978E-09 0.31559E-15 0.94653E-17 0.45428E-21 0.50778E-22 0.31114E-26 0.46624E-28 0.66459E+00 0.00000E+00
 0.17820E-03 0.28771E+04 0.25942E-01 0.20960E-01 0.15246E-01 0.29367E-01 0.30352E-01 0.12515E+00 0.84563E-05 0.36320E-06 0.82169E-13 0.78329E-14 0.57161E-13 0.44041E-14 0.52746E-01 0.35631E-01 0.86984E-07 0.49985E-09 0.31566E-15 0.94718E-17 0.45452E-21 0.50809E-22 0.31137E-26 0.46656E-28 0.66460E+00 0.00000E+00
 0.17840E-03 0.28772E+04 0.25940E-01 0.20956E-01 0.15244E-01 0.29365E-01 0.30351E-01 0.12516E+00 0.84578E-05 0.36313E-06 0.82194E-13 0.78356E-14 0.57185E-13 0.44064E-14 0.52744E-01 0.35633E-01 0.86977E-07 0.49991E-09 0.31573E-15 0.94783E-17 0.45477E-21 0.50841E-22 0.31160E-26 0.46688E-28 0.66460E+00 0.00000E+00
 0.17860E-03 0.28773E+04 0.25939E-01 0.20952E-01 0.15241E-01 0.29364E-01 0.30351E-01 0.12516E+00 0.84593E-05 0.36306E-06 0.82219E-13 0.78383E-14 0.57208E-13 0.44088E-14 0.52743E-01 0.35635E-01 0.86970E-07 0.49997E-09 0.31580E-15 0.94848E-17 0.45501E-21 0.50872E-22 0.31182E-26 0.46720E-28 0.66460E+00 0.00000E+00
 0.17880E-03 0.28773E+04 0.25937E-01 0.20948E-01 0.15239E-01 0.29363E-01 0.30350E-01 0.12517E+00 0.84607E-05 0.36298E-06 0.82244E-13 0.78410E-14 0.57231E-13 0.44111E-14 0.52741E-01 0.35637E-01 0.86963E-07 0.50003E-09 0.31587E-15 0.94913E-17 0.45525E-21 0.50904E-22 0.31205E-26 0.46751E-28 0.66461E+00 0.00000E+00
 0.17900E-03 0.28774E+04 0.25935E-01 0.20944E-01 0.15237E-01 0.29361E-01 0.30350E-01 0.12517E+00 0.84622E-05 0.36291E-06 0.82270E-13 0.78437E-14 0.57254E-13 0.44133E-14 0.52740E-01 0.35639E-01 0.86956E-07 0.50010E-09 0.31593E-15 0.94978E-17 0.45549E-21 0.50935E-22 0.31228E-26 0.46783E-28 0.66461E+00 0.00000E+00
 0.17920E-03 0.28775E+04 0.25933E-01 0.20940E-01 0.15235E-01 0.29360E-01 0.30349E-01 0.12518E+00 0.84637E-05 0.36284E-06 0.82295E-13 0.78464E-14 0.57277E-13 0.44156E-14 0.52739E-01 0.35641E-01 0.86950E-07 0.50016E-09 0.31600E-15 0.95042E-17 0.45573E-21 0.50967E-22 0.31250E-26 0.46815E-28 0.66462E+00 0.00000E+00
 0.17940E-03 0.28776E+04 0.25932E-01 0.20936E-01 0.15232E-01 0.29359E-01 0.30349E-01 0.12518E+00 0.84651E-05 0.36276E-06 0.82320E-13 0.78491E-14 0.57301E-13 0.44179E-14 0.52737E-01 0.35643E-01 0.86943E-07 0.50022E-09 0.31607E-15 0.95107E-17 0.45597E-21 0.50998E-22 0.31273E-26 0.46846E-28 0.66462E+00 0.00000E+00
 0.17960E-03 0.28777E+04 0.25930E-01 0.20932E-01 0.15230E-01 0.29357E-01 0.30348E-01 0.12519E+00 0.84666E-05 0.36269E-06 0.82345E-13 0.78517E-14 0.57324E-13 0.44202E-14 0.52736E-01 0.35645E-01 0.86936E-07 0.50029E-09 0.31614E-15 0.95172E-17 0.45621E-21 0.51029E-22 0.31295E-26 0.46878E-28 0.66463E+00 0.00000E+00
 0.17980E-03 0.28777E+04 0.25928E-01 0.20928E-01 0.15228E-01 0.29356E-01 0.30348E-01 0.12519E+00 0.84680E-05 0.36262E-06 0.82370E-13 0.78544E-14 0.57347E-13 0.44225E-14 0.52734E-01 0.35647E-01 0.86930E-07 0.50035E-09 0.31621E-15 0.95236E-17 0.45644E-21 0.51061E-22 0.31318E-26 0.46910E-28 0.66463E+00 0.00000E+00
 0.18000E-03 0.28778E+04 0.25927E-01 0.20924E-01 0.15226E-01 0.29355E-01 0.30347E-01 0.12520E+00 0.84695E-05 0.36255E-06 0.82395E-13 0.78571E-14 0.57370E-13 0.44248E-14 0.52733E-01 0.35649E-01 0.86923E-07 0.50041E-09 0.31628E-15 0.95300E-17 0.45668E-21 0.51092E-22 0.31340E-26 0.46941E-28 0.66463E+00 0.00000E+00
 0.18020E-03 0.28779E+04 0.25925E-01 0.20920E-01 0.15223E-01 0.29353E-01 0.30347E-01 0.12520E+00 0.84710E-05 0.36247E-06 0.82420E-13 0.78598E-14 0.57393E-13 0.44271E-14 0.52731E-01 0.35651E-01 0.86916E-07 0.50047E-09 0.31635E-15 0.95365E-17 0.45692E-21 0.51123E-22 0.31362E-26 0.46973E-28 0.66464E+00 0.00000E+00
 0.18040E-03 0.28780E+04 0.25923E-01 0.20916E-01 0.15221E-01 0.29352E-01 0.30347E-01 0.12521E+00 0.84724E-05 0.36240E-06 0.82445E-13 0.78624E-14 0.57416E-13 0.44293E-14 0.52730E-01 0.35653E-01 0.86910E-07 0.50054E-09 0.31642E-15 0.95429E-17 0.45716E-21 0.51154E-22 0.31385E-26 0.47004E-28 0.66464E+00 0.00000E+00
 0.18060E-03 0.28780E+04 0.25921E-01 0.20913E-01 0.15219E-01 0.29351E-01 0.30346E-01 0.12521E+00 0.84739E-05 0.36233E-06 0.82469E-13 0.78651E-14 0.57439E-13 0.44316E-14 0.52728E-01 0.35655E-01 0.86903E-07 0.50060E-09 0.31648E-15 0.95493E-17 0.45740E-21 0.51186E-22 0.31407E-26 0.47036E-28 0.66465E+00 0.00000E+00
 0.18080E-03 0.28781E+04 0.25920E-01 0.20909E-01 0.15217E-01 0.29349E-01 0.30346E-01 0.12522E+00 0.84753E-05 0.36226E-06 0.82494E-13 0.78678E-14 0.57461E-13 0.44339E-14 0.52727E-01 0.35657E-01 0.86896E-07 0.50066E-09 0.31655E-15 0.95557E-17 0.45763E-21 0.51217E-22 0.31430E-26 0.47067E-28 0.66465E+00 0.00000E+00
 0.18100E-03 0.28782E+04 0.25918E-01 0.20905E-01 0.15215E-01 0.29348E-01 0.30345E-01 0.12522E+00 0.84767E-05 0.36219E-06 0.82519E-13 0.78704E-14 0.57484E-13 0.44361E-14 0.52726E-01 0.35659E-01 0.86890E-07 0.50072E-09 0.31662E-15 0.95621E-17 0.45787E-21 0.51248E-22 0.31452E-26 0.47098E-28 0.66465E+00 0.00000E+00
 0.18120E-03 0.28783E+04 0.25916E-01 0.20901E-01 0.15212E-01 0.29347E-01 0.30345E-01 0.12523E+00 0.84782E-05 0.36212E-06 0.82544E-13 0.78731E-14 0.57507E-13 0.44384E-14 0.52724E-01 0.35661E-01 0.86883E-07 0.50078E-09 0.31669E-15 0.95685E-17 0.45811E-21 0.51279E-22 0.31474E-26 0.47130E-28 0.66466E+00 0.00000E+00
 0.18140E-03 0.28783E+04 0.25915E-01 0.20897E-01 0.15210E-01 0.29345E-01 0.30344E-01 0.12523E+00 0.84796E-05 0.36205E-06 0.82568E-13 0.78757E-14 0.57530E-13 0.44407E-14 0.52723E-01 0.35663E-01 0.86877E-07 0.50085E-09 0.31676E-15 0.95748E-17 0.45834E-21 0.51310E-22 0.31496E-26 0.47161E-28 0.66466E+00 0.00000E+00
 0.18160E-03 0.28784E+04 0.25913E-01 0.20893E-01 0.15208E-01 0.29344E-01 0.30344E-01 0.12524E+00 0.84811E-05 0.36198E-06 0.82593E-13 0.78784E-14 0.57553E-13 0.44429E-14 0.52721E-01 0.35665E-01 0.86870E-07 0.50091E-09 0.31682E-15 0.95812E-17 0.45858E-21 0.51341E-22 0.31519E-26 0.47192E-28 0.66467E+00 0.00000E+00
 0.18180E-03 0.28785E+04 0.25911E-01 0.20889E-01 0.15206E-01 0.29343E-01 0.30343E-01 0.12524E+00 0.84825E-05 0.36190E-06 0.82618E-13 0.78810E-14 0.57575E-13 0.44452E-14 0.52720E-01 0.35667E-01 0.86863E-07 0.50097E-09 0.31689E-15 0.95876E-17 0.45881E-21 0.51371E-22 0.31541E-26 0.47223E-28 0.66467E+00 0.00000E+00
 0.18200E-03 0.28786E+04 0.25910E-01 0.20886E-01 0.15204E-01 0.29341E-01 0.30343E-01 0.12525E+00 0.84839E-05 0.36183E-06 0.82642E-13 0.78836E-14 0.57598E-13 0.44474E-14 0.52718E-01 0.35669E-01 0.86857E-07 0.50103E-09 0.31696E-15 0.95939E-17 0.45905E-21 0.51402E-22 0.31563E-26 0.47255E-28 0.66467E+00 0.00000E+00
 0.18220E-03 0.28787E+04 0.25908E-01 0.20882E-01 0.15201E-01 0.29340E-01 0.30342E-01 0.12525E+00 0.84853E-05 0.36176E-06 0.82667E-13 0.78862E-14 0.57621E-13 0.44496E-14 0.52717E-01 0.35671E-01 0.86851E-07 0.50109E-09 0.31703E-15 0.96003E-17 0.45928E-21 0.51433E-22 0.31585E-26 0.47286E-28 0.66468E+00 0.00000E+00
 0.18240E-03 0.28787E+04 0.25906E-01 0.20878E-01 0.15199E-01 0.29339E-01 0.30342E-01 0.12526E+00 0.84868E-05 0.36169E-06 0.82691E-13 0.78889E-14 0.57643E-13 0.44519E-14 0.52716E-01 0.35673E-01 0.86844E-07 0.50115E-09 0.31710E-15 0.96066E-17 0.45952E-21 0.51464E-22 0.31607E-26 0.47317E-28 0.66468E+00 0.00000E+00
 0.18260E-03 0.28788E+04 0.25905E-01 0.20874E-01 0.15197E-01 0.29337E-01 0.30342E-01 0.12526E+00 0.84882E-05 0.36162E-06 0.82716E-13 0.78915E-14 0.57666E-13 0.44541E-14 0.52714E-01 0.35675E-01 0.86838E-07 0.50121E-09 0.31716E-15 0.96129E-17 0.45975E-21 0.51495E-22 0.31630E-26 0.47348E-28 0.66469E+00 0.00000E+00
 0.18280E-03 0.28789E+04 0.25903E-01 0.20870E-01 0.15195E-01 0.29336E-01 0.30341E-01 0.12527E+00 0.84896E-05 0.36155E-06 0.82740E-13 0.78941E-14 0.57688E-13 0.44564E-14 0.52713E-01 0.35677E-01 0.86831E-07 0.50128E-09 0.31723E-15 0.96192E-17 0.45999E-21 0.51525E-22 0.31652E-26 0.47379E-28 0.66469E+00 0.00000E+00
 0.18300E-03 0.28790E+04 0.25901E-01 0.20867E-01 0.15193E-01 0.29335E-01 0.30341E-01 0.12527E+00 0.84910E-05 0.36148E-06 0.82764E-13 0.78967E-14 0.57711E-13 0.44586E-14 0.52711E-01 0.35679E-01 0.86825E-07 0.50134E-09 0.31730E-15 0.96255E-17 0.46022E-21 0.51556E-22 0.31674E-26 0.47410E-28 0.66469E+00 0.00000E+00
 0.18320E-03 0.28790E+04 0.25900E-01 0.20863E-01 0.15191E-01 0.29334E-01 0.30340E-01 0.12528E+00 0.84924E-05 0.36141E-06 0.82789E-13 0.78993E-14 0.57733E-13 0.44608E-14 0.52710E-01 0.35681E-01 0.86818E-07 0.50140E-09 0.31737E-15 0.96318E-17 0.46045E-21 0.51586E-22 0.31696E-26 0.47441E-28 0.66470E+00 0.00000E+00
 0.18340E-03 0.28791E+04 0.25898E-01 0.20859E-01 0.15189E-01 0.29332E-01 0.30340E-01 0.12528E+00 0.84938E-05 0.36134E-06 0.82813E-13 0.79019E-14 0.57756E-13 0.44630E-14 0.52709E-01 0.35683E-01 0.86812E-07 0.50146E-09 0.31743E-15 0.96381E-17 0.46069E-21 0.51617E-22 0.31718E-26 0.47472E-28 0.66470E+00 0.00000E+00
 0.18360E-03 0.28792E+04 0.25896E-01 0.20855E-01 0.15186E-01 0.29331E-01 0.30339E-01 0.12529E+00 0.84953E-05 0.36128E-06 0.82837E-13 0.79045E-14 0.57778E-13 0.44653E-14 0.52707E-01 0.35685E-01 0.86806E-07 0.50152E-09 0.31750E-15 0.96444E-17 0.46092E-21 0.51648E-22 0.31740E-26 0.47503E-28 0.66471E+00 0.00000E+00
 0.18380E-03 0.28793E+04 0.25895E-01 0.20852E-01 0.15184E-01 0.29330E-01 0.30339E-01 0.12529E+00 0.84967E-05 0.36121E-06 0.82861E-13 0.79071E-14 0.57800E-13 0.44675E-14 0.52706E-01 0.35686E-01 0.86799E-07 0.50158E-09 0.31757E-15 0.96507E-17 0.46115E-21 0.51678E-22 0.31762E-26 0.47533E-28 0.66471E+00 0.00000E+00
 0.18400E-03 0.28793E+04 0.25893E-01 0.20848E-01 0.15182E-01 0.29328E-01 0.30338E-01 0.12529E+00 0.84981E-05 0.36114E-06 0.82885E-13 0.79097E-14 0.57823E-13 0.44697E-14 0.52704E-01 0.35688E-01 0.86793E-07 0.50164E-09 0.31764E-15 0.96569E-17 0.46138E-21 0.51708E-22 0.31784E-26 0.47564E-28 0.66471E+00 0.00000E+00
 0.18420E-03 0.28794E+04 0.25891E-01 0.20844E-01 0.15180E-01 0.29327E-01 0.30338E-01 0.12530E+00 0.84995E-05 0.36107E-06 0.82909E-13 0.79123E-14 0.57845E-13 0.44719E-14 0.52703E-01 0.35690E-01 0.86787E-07 0.50170E-09 0.31770E-15 0.96632E-17 0.46162E-21 0.51739E-22 0.31806E-26 0.47595E-28 0.66472E+00 0.00000E+00
 0.18440E-03 0.28795E+04 0.25890E-01 0.20840E-01 0.15178E-01 0.29326E-01 0.30338E-01 0.12530E+00 0.85009E-05 0.36100E-06 0.82934E-13 0.79149E-14 0.57867E-13 0.44741E-14 0.52702E-01 0.35692E-01 0.86780E-07 0.50176E-09 0.31777E-15 0.96694E-17 0.46185E-21 0.51769E-22 0.31827E-26 0.47626E-28 0.66472E+00 0.00000E+00
 0.18460E-03 0.28796E+04 0.25888E-01 0.20837E-01 0.15176E-01 0.29325E-01 0.30337E-01 0.12531E+00 0.85023E-05 0.36093E-06 0.82958E-13 0.79175E-14 0.57889E-13 0.44763E-14 0.52700E-01 0.35694E-01 0.86774E-07 0.50182E-09 0.31784E-15 0.96757E-17 0.46208E-21 0.51800E-22 0.31849E-26 0.47656E-28 0.66473E+00 0.00000E+00
 0.18480E-03 0.28796E+04 0.25886E-01 0.20833E-01 0.15174E-01 0.29323E-01 0.30337E-01 0.12531E+00 0.85036E-05 0.36086E-06 0.82982E-13 0.79200E-14 0.57912E-13 0.44785E-14 0.52699E-01 0.35696E-01 0.86768E-07 0.50188E-09 0.31790E-15 0.96819E-17 0.46231E-21 0.51830E-22 0.31871E-26 0.47687E-28 0.66473E+00 0.00000E+00
 0.18500E-03 0.28797E+04 0.25885E-01 0.20829E-01 0.15172E-01 0.29322E-01 0.30336E-01 0.12532E+00 0.85050E-05 0.36080E-06 0.83005E-13 0.79226E-14 0.57934E-13 0.44807E-14 0.52697E-01 0.35698E-01 0.86762E-07 0.50194E-09 0.31797E-15 0.96881E-17 0.46254E-21 0.51860E-22 0.31893E-26 0.47718E-28 0.66473E+00 0.00000E+00
 0.18520E-03 0.28798E+04 0.25883E-01 0.20825E-01 0.15169E-01 0.29321E-01 0.30336E-01 0.12532E+00 0.85064E-05 0.36073E-06 0.83029E-13 0.79252E-14 0.57956E-13 0.44829E-14 0.52696E-01 0.35700E-01 0.86755E-07 0.50200E-09 0.31804E-15 0.96943E-17 0.46277E-21 0.51890E-22 0.31915E-26 0.47748E-28 0.66474E+00 0.00000E+00
 0.18540E-03 0.28799E+04 0.25881E-01 0.20822E-01 0.15167E-01 0.29319E-01 0.30335E-01 0.12533E+00 0.85078E-05 0.36066E-06 0.83053E-13 0.79277E-14 0.57978E-13 0.44851E-14 0.52695E-01 0.35702E-01 0.86749E-07 0.50206E-09 0.31810E-15 0.97005E-17 0.46300E-21 0.51920E-22 0.31937E-26 0.47779E-28 0.66474E+00 0.00000E+00
 0.18560E-03 0.28799E+04 0.25880E-01 0.20818E-01 0.15165E-01 0.29318E-01 0.30335E-01 0.12533E+00 0.85092E-05 0.36059E-06 0.83077E-13 0.79303E-14 0.58000E-13 0.44873E-14 0.52693E-01 0.35704E-01 0.86743E-07 0.50212E-09 0.31817E-15 0.97067E-17 0.46323E-21 0.51951E-22 0.31958E-26 0.47809E-28 0.66475E+00 0.00000E+00
 0.18580E-03 0.28800E+04 0.25878E-01 0.20814E-01 0.15163E-01 0.29317E-01 0.30334E-01 0.12534E+00 0.85106E-05 0.36052E-06 0.83101E-13 0.79328E-14 0.58022E-13 0.44895E-14 0.52692E-01 0.35706E-01 0.86737E-07 0.50218E-09 0.31824E-15 0.97129E-17 0.46346E-21 0.51981E-22 0.31980E-26 0.47840E-28 0.66475E+00 0.00000E+00
 0.18600E-03 0.28801E+04 0.25877E-01 0.20811E-01 0.15161E-01 0.29316E-01 0.30334E-01 0.12534E+00 0.85120E-05 0.36046E-06 0.83125E-13 0.79354E-14 0.58044E-13 0.44917E-14 0.52690E-01 0.35707E-01 0.86731E-07 0.50224E-09 0.31830E-15 0.97191E-17 0.46369E-21 0.52011E-22 0.32002E-26 0.47870E-28 0.66475E+00 0.00000E+00
 0.18620E-03 0.28801E+04 0.25875E-01 0.20807E-01 0.15159E-01 0.29314E-01 0.30334E-01 0.12535E+00 0.85133E-05 0.36039E-06 0.83148E-13 0.79379E-14 0.58066E-13 0.44938E-14 0.52689E-01 0.35709E-01 0.86724E-07 0.50230E-09 0.31837E-15 0.97253E-17 0.46392E-21 0.52041E-22 0.32023E-26 0.47900E-28 0.66476E+00 0.00000E+00
 0.18640E-03 0.28802E+04 0.25873E-01 0.20803E-01 0.15157E-01 0.29313E-01 0.30333E-01 0.12535E+00 0.85147E-05 0.36032E-06 0.83172E-13 0.79405E-14 0.58088E-13 0.44960E-14 0.52688E-01 0.35711E-01 0.86718E-07 0.50236E-09 0.31844E-15 0.97314E-17 0.46414E-21 0.52071E-22 0.32045E-26 0.47931E-28 0.66476E+00 0.00000E+00
 0.18660E-03 0.28803E+04 0.25872E-01 0.20800E-01 0.15155E-01 0.29312E-01 0.30333E-01 0.12536E+00 0.85161E-05 0.36026E-06 0.83196E-13 0.79430E-14 0.58109E-13 0.44982E-14 0.52686E-01 0.35713E-01 0.86712E-07 0.50242E-09 0.31850E-15 0.97376E-17 0.46437E-21 0.52101E-22 0.32067E-26 0.47961E-28 0.66476E+00 0.00000E+00
 0.18680E-03 0.28804E+04 0.25870E-01 0.20796E-01 0.15153E-01 0.29311E-01 0.30332E-01 0.12536E+00 0.85174E-05 0.36019E-06 0.83219E-13 0.79455E-14 0.58131E-13 0.45004E-14 0.52685E-01 0.35715E-01 0.86706E-07 0.50248E-09 0.31857E-15 0.97437E-17 0.46460E-21 0.52130E-22 0.32088E-26 0.47991E-28 0.66477E+00 0.00000E+00
 0.18700E-03 0.28804E+04 0.25868E-01 0.20792E-01 0.15151E-01 0.29309E-01 0.30332E-01 0.12537E+00 0.85188E-05 0.36012E-06 0.83243E-13 0.79480E-14 0.58153E-13 0.45025E-14 0.52684E-01 0.35717E-01 0.86700E-07 0.50254E-09 0.31864E-15 0.97498E-17 0.46483E-21 0.52160E-22 0.32110E-26 0.48022E-28 0.66477E+00 0.00000E+00
 0.18720E-03 0.28805E+04 0.25867E-01 0.20789E-01 0.15149E-01 0.29308E-01 0.30331E-01 0.12537E+00 0.85202E-05 0.36006E-06 0.83266E-13 0.79506E-14 0.58175E-13 0.45047E-14 0.52682E-01 0.35719E-01 0.86694E-07 0.50260E-09 0.31870E-15 0.97560E-17 0.46505E-21 0.52190E-22 0.32131E-26 0.48052E-28 0.66478E+00 0.00000E+00
