  T(SEC)      TMP(K)       H          H2         O          O2         OH         H2O        HO2        H2O2       HCO        CH2O       CH3O       CH3        CH4        CO         CO2        N2        
 0.62600E-04 0.19948E+04 0.93864E-05 0.25460E-02 0.53957E-04 0.18795E+00 0.80136E-05 0.10605E-02 0.24288E-05 0.25592E-10 0.15476E-06 0.22163E-02 0.22026E-03 0.23680E-02 0.90022E-01 0.52822E-04 0.90749E-08 0.71349E+00
 0.62800E-04 0.19948E+04 0.94309E-05 0.25590E-02 0.53985E-04 0.18794E+00 0.80503E-05 0.10674E-02 0.24404E-05 0.25868E-10 0.15649E-06 0.22306E-02 0.22108E-03 0.23759E-02 0.89997E-01 0.53537E-04 0.92608E-08 0.71348E+00
 0.63000E-04 0.19948E+04 0.94757E-05 0.25721E-02 0.54013E-04 0.18792E+00 0.80872E-05 0.10744E-02 0.24521E-05 0.26147E-10 0.15824E-06 0.22449E-02 0.22189E-03 0.23837E-02 0.89972E-01 0.54261E-04 0.94501E-08 0.71348E+00
 0.63200E-04 0.19948E+04 0.95207E-05 0.25852E-02 0.54042E-04 0.18791E+00 0.81242E-05 0.10814E-02 0.24638E-05 0.26428E-10 0.16000E-06 0.22593E-02 0.22271E-03 0.23916E-02 0.89948E-01 0.54992E-04 0.96428E-08 0.71347E+00
 0.63400E-04 0.19948E+04 0.95659E-05 0.25984E-02 0.54071E-04 0.18790E+00 0.81614E-05 0.10885E-02 0.24755E-05 0.26711E-10 0.16178E-06 0.22737E-02 0.22353E-03 0.23995E-02 0.89923E-01 0.55731E-04 0.98390E-08 0.71347E+00
 0.63600E-04 0.19948E+04 0.96113E-05 0.26116E-02 0.54101E-04 0.18788E+00 0.81987E-05 0.10955E-02 0.24873E-05 0.26997E-10 0.16358E-06 0.22882E-02 0.22434E-03 0.24073E-02 0.89898E-01 0.56479E-04 0.10039E-07 0.71346E+00
 0.63800E-04 0.19949E+04 0.96570E-05 0.26248E-02 0.54131E-04 0.18787E+00 0.82362E-05 0.11027E-02 0.24991E-05 0.27286E-10 0.16539E-06 0.23027E-02 0.22516E-03 0.24152E-02 0.89874E-01 0.57235E-04 0.10242E-07 0.71345E+00
 0.64000E-04 0.19949E+04 0.97028E-05 0.26380E-02 0.54161E-04 0.18786E+00 0.82738E-05 0.11098E-02 0.25109E-05 0.27578E-10 0.16722E-06 0.23173E-02 0.22598E-03 0.24231E-02 0.89849E-01 0.57999E-04 0.10449E-07 0.71345E+00
 0.64200E-04 0.19949E+04 0.97488E-05 0.26513E-02 0.54191E-04 0.18784E+00 0.83116E-05 0.11170E-02 0.25228E-05 0.27872E-10 0.16907E-06 0.23319E-02 0.22679E-03 0.24310E-02 0.89824E-01 0.58771E-04 0.10660E-07 0.71344E+00
 0.64400E-04 0.19949E+04 0.97951E-05 0.26647E-02 0.54222E-04 0.18783E+00 0.83496E-05 0.11242E-02 0.25347E-05 0.28169E-10 0.17093E-06 0.23466E-02 0.22761E-03 0.24389E-02 0.89799E-01 0.59552E-04 0.10874E-07 0.71343E+00
 0.64600E-04 0.19949E+04 0.98416E-05 0.26780E-02 0.54253E-04 0.18782E+00 0.83877E-05 0.11315E-02 0.25467E-05 0.28468E-10 0.17281E-06 0.23613E-02 0.22843E-03 0.24468E-02 0.89774E-01 0.60341E-04 0.11093E-07 0.71343E+00
 0.64800E-04 0.19949E+04 0.98883E-05 0.26914E-02 0.54284E-04 0.18780E+00 0.84259E-05 0.11388E-02 0.25587E-05 0.28771E-10 0.17471E-06 0.23761E-02 0.22925E-03 0.24547E-02 0.89749E-01 0.61140E-04 0.11315E-07 0.71342E+00
 0.65000E-04 0.19949E+04 0.99352E-05 0.27048E-02 0.54316E-04 0.18779E+00 0.84643E-05 0.11461E-02 0.25707E-05 0.29076E-10 0.17663E-06 0.23909E-02 0.23006E-03 0.24626E-02 0.89723E-01 0.61946E-04 0.11541E-07 0.71342E+00
 0.65200E-04 0.19949E+04 0.99823E-05 0.27183E-02 0.54348E-04 0.18778E+00 0.85029E-05 0.11535E-02 0.25828E-05 0.29384E-10 0.17856E-06 0.24058E-02 0.23088E-03 0.24706E-02 0.89698E-01 0.62762E-04 0.11771E-07 0.71341E+00
 0.65400E-04 0.19950E+04 0.10030E-04 0.27318E-02 0.54380E-04 0.18776E+00 0.85417E-05 0.11609E-02 0.25949E-05 0.29694E-10 0.18051E-06 0.24207E-02 0.23170E-03 0.24785E-02 0.89673E-01 0.63586E-04 0.12006E-07 0.71340E+00
 0.65600E-04 0.19950E+04 0.10077E-04 0.27453E-02 0.54412E-04 0.18775E+00 0.85806E-05 0.11683E-02 0.26070E-05 0.30008E-10 0.18248E-06 0.24357E-02 0.23252E-03 0.24864E-02 0.89647E-01 0.64419E-04 0.12244E-07 0.71340E+00
 0.65800E-04 0.19950E+04 0.10125E-04 0.27589E-02 0.54445E-04 0.18773E+00 0.86196E-05 0.11758E-02 0.26192E-05 0.30324E-10 0.18446E-06 0.24507E-02 0.23334E-03 0.24944E-02 0.89622E-01 0.65262E-04 0.12487E-07 0.71339E+00
 0.66000E-04 0.19950E+04 0.10173E-04 0.27725E-02 0.54478E-04 0.18772E+00 0.86589E-05 0.11833E-02 0.26315E-05 0.30644E-10 0.18647E-06 0.24657E-02 0.23415E-03 0.25023E-02 0.89596E-01 0.66113E-04 0.12734E-07 0.71338E+00
 0.66200E-04 0.19950E+04 0.10221E-04 0.27861E-02 0.54511E-04 0.18771E+00 0.86982E-05 0.11908E-02 0.26437E-05 0.30966E-10 0.18849E-06 0.24809E-02 0.23497E-03 0.25103E-02 0.89571E-01 0.66974E-04 0.12985E-07 0.71338E+00
 0.66400E-04 0.19950E+04 0.10270E-04 0.27998E-02 0.54545E-04 0.18769E+00 0.87378E-05 0.11984E-02 0.26561E-05 0.31291E-10 0.19053E-06 0.24960E-02 0.23579E-03 0.25182E-02 0.89545E-01 0.67844E-04 0.13241E-07 0.71337E+00
 0.66600E-04 0.19950E+04 0.10318E-04 0.28135E-02 0.54579E-04 0.18768E+00 0.87775E-05 0.12060E-02 0.26684E-05 0.31619E-10 0.19259E-06 0.25112E-02 0.23661E-03 0.25262E-02 0.89519E-01 0.68723E-04 0.13501E-07 0.71336E+00
 0.66800E-04 0.19950E+04 0.10367E-04 0.28273E-02 0.54613E-04 0.18766E+00 0.88174E-05 0.12137E-02 0.26808E-05 0.31950E-10 0.19467E-06 0.25265E-02 0.23743E-03 0.25342E-02 0.89493E-01 0.69611E-04 0.13766E-07 0.71336E+00
 0.67000E-04 0.19951E+04 0.10417E-04 0.28411E-02 0.54648E-04 0.18765E+00 0.88575E-05 0.12213E-02 0.26932E-05 0.32284E-10 0.19676E-06 0.25418E-02 0.23825E-03 0.25422E-02 0.89467E-01 0.70510E-04 0.14035E-07 0.71335E+00
 0.67200E-04 0.19951E+04 0.10466E-04 0.28549E-02 0.54683E-04 0.18764E+00 0.88977E-05 0.12291E-02 0.27057E-05 0.32621E-10 0.19888E-06 0.25572E-02 0.23907E-03 0.25502E-02 0.89441E-01 0.71417E-04 0.14310E-07 0.71334E+00
 0.67400E-04 0.19951E+04 0.10516E-04 0.28687E-02 0.54718E-04 0.18762E+00 0.89381E-05 0.12368E-02 0.27182E-05 0.32961E-10 0.20101E-06 0.25726E-02 0.23989E-03 0.25582E-02 0.89415E-01 0.72335E-04 0.14589E-07 0.71334E+00
 0.67600E-04 0.19951E+04 0.10565E-04 0.28826E-02 0.54753E-04 0.18761E+00 0.89786E-05 0.12446E-02 0.27308E-05 0.33305E-10 0.20317E-06 0.25881E-02 0.24071E-03 0.25662E-02 0.89389E-01 0.73262E-04 0.14872E-07 0.71333E+00
 0.67800E-04 0.19951E+04 0.10616E-04 0.28965E-02 0.54789E-04 0.18759E+00 0.90193E-05 0.12525E-02 0.27433E-05 0.33651E-10 0.20534E-06 0.26036E-02 0.24153E-03 0.25742E-02 0.89363E-01 0.74199E-04 0.15161E-07 0.71332E+00
 0.68000E-04 0.19951E+04 0.10666E-04 0.29105E-02 0.54825E-04 0.18758E+00 0.90602E-05 0.12603E-02 0.27560E-05 0.34001E-10 0.20753E-06 0.26192E-02 0.24235E-03 0.25822E-02 0.89337E-01 0.75146E-04 0.15455E-07 0.71332E+00
 0.68200E-04 0.19951E+04 0.10716E-04 0.29245E-02 0.54861E-04 0.18756E+00 0.91013E-05 0.12682E-02 0.27686E-05 0.34353E-10 0.20975E-06 0.26348E-02 0.24317E-03 0.25902E-02 0.89311E-01 0.76103E-04 0.15754E-07 0.71331E+00
 0.68400E-04 0.19952E+04 0.10767E-04 0.29385E-02 0.54898E-04 0.18755E+00 0.91425E-05 0.12762E-02 0.27814E-05 0.34709E-10 0.21198E-06 0.26504E-02 0.24399E-03 0.25982E-02 0.89284E-01 0.77070E-04 0.16058E-07 0.71330E+00
 0.68600E-04 0.19952E+04 0.10818E-04 0.29526E-02 0.54935E-04 0.18754E+00 0.91839E-05 0.12842E-02 0.27941E-05 0.35068E-10 0.21423E-06 0.26662E-02 0.24481E-03 0.26063E-02 0.89258E-01 0.78047E-04 0.16367E-07 0.71330E+00
 0.68800E-04 0.19952E+04 0.10870E-04 0.29667E-02 0.54972E-04 0.18752E+00 0.92255E-05 0.12922E-02 0.28069E-05 0.35430E-10 0.21651E-06 0.26819E-02 0.24563E-03 0.26143E-02 0.89231E-01 0.79035E-04 0.16682E-07 0.71329E+00
 0.69000E-04 0.19952E+04 0.10921E-04 0.29808E-02 0.55009E-04 0.18751E+00 0.92673E-05 0.13003E-02 0.28197E-05 0.35796E-10 0.21880E-06 0.26977E-02 0.24645E-03 0.26224E-02 0.89205E-01 0.80033E-04 0.17002E-07 0.71328E+00
 0.69200E-04 0.19952E+04 0.10973E-04 0.29950E-02 0.55047E-04 0.18749E+00 0.93092E-05 0.13084E-02 0.28326E-05 0.36165E-10 0.22111E-06 0.27136E-02 0.24727E-03 0.26304E-02 0.89178E-01 0.81041E-04 0.17327E-07 0.71328E+00
 0.69400E-04 0.19952E+04 0.11025E-04 0.30092E-02 0.55085E-04 0.18748E+00 0.93513E-05 0.13165E-02 0.28455E-05 0.36537E-10 0.22345E-06 0.27295E-02 0.24809E-03 0.26385E-02 0.89151E-01 0.82060E-04 0.17659E-07 0.71327E+00
 0.69600E-04 0.19953E+04 0.11077E-04 0.30234E-02 0.55124E-04 0.18746E+00 0.93936E-05 0.13247E-02 0.28585E-05 0.36912E-10 0.22580E-06 0.27455E-02 0.24891E-03 0.26465E-02 0.89125E-01 0.83090E-04 0.17995E-07 0.71326E+00
 0.69800E-04 0.19953E+04 0.11130E-04 0.30377E-02 0.55162E-04 0.18745E+00 0.94361E-05 0.13329E-02 0.28715E-05 0.37291E-10 0.22818E-06 0.27615E-02 0.24973E-03 0.26546E-02 0.89098E-01 0.84131E-04 0.18338E-07 0.71326E+00
 0.70000E-04 0.19953E+04 0.11183E-04 0.30520E-02 0.55201E-04 0.18743E+00 0.94787E-05 0.13412E-02 0.28845E-05 0.37673E-10 0.23058E-06 0.27776E-02 0.25056E-03 0.26627E-02 0.89071E-01 0.85182E-04 0.18686E-07 0.71325E+00
 0.70200E-04 0.19953E+04 0.11236E-04 0.30664E-02 0.55241E-04 0.18742E+00 0.95216E-05 0.13495E-02 0.28976E-05 0.38059E-10 0.23300E-06 0.27937E-02 0.25138E-03 0.26708E-02 0.89044E-01 0.86244E-04 0.19041E-07 0.71324E+00
 0.70400E-04 0.19953E+04 0.11289E-04 0.30808E-02 0.55280E-04 0.18740E+00 0.95646E-05 0.13578E-02 0.29107E-05 0.38448E-10 0.23544E-06 0.28099E-02 0.25220E-03 0.26789E-02 0.89017E-01 0.87318E-04 0.19401E-07 0.71324E+00
 0.70600E-04 0.19954E+04 0.11342E-04 0.30952E-02 0.55320E-04 0.18739E+00 0.96078E-05 0.13662E-02 0.29239E-05 0.38840E-10 0.23790E-06 0.28261E-02 0.25302E-03 0.26870E-02 0.88989E-01 0.88402E-04 0.19768E-07 0.71323E+00
 0.70800E-04 0.19954E+04 0.11396E-04 0.31097E-02 0.55360E-04 0.18737E+00 0.96512E-05 0.13746E-02 0.29371E-05 0.39236E-10 0.24039E-06 0.28424E-02 0.25384E-03 0.26951E-02 0.88962E-01 0.89498E-04 0.20140E-07 0.71322E+00
 0.71000E-04 0.19954E+04 0.11450E-04 0.31242E-02 0.55401E-04 0.18736E+00 0.96947E-05 0.13831E-02 0.29504E-05 0.39636E-10 0.24289E-06 0.28587E-02 0.25467E-03 0.27032E-02 0.88935E-01 0.90605E-04 0.20520E-07 0.71322E+00
 0.71200E-04 0.19954E+04 0.11505E-04 0.31387E-02 0.55441E-04 0.18734E+00 0.97385E-05 0.13916E-02 0.29636E-05 0.40039E-10 0.24542E-06 0.28751E-02 0.25549E-03 0.27114E-02 0.88908E-01 0.91724E-04 0.20905E-07 0.71321E+00
 0.71400E-04 0.19954E+04 0.11559E-04 0.31533E-02 0.55483E-04 0.18733E+00 0.97824E-05 0.14001E-02 0.29770E-05 0.40446E-10 0.24797E-06 0.28915E-02 0.25631E-03 0.27195E-02 0.88880E-01 0.92854E-04 0.21297E-07 0.71320E+00
 0.71600E-04 0.19955E+04 0.11614E-04 0.31679E-02 0.55524E-04 0.18731E+00 0.98265E-05 0.14087E-02 0.29904E-05 0.40856E-10 0.25055E-06 0.29080E-02 0.25714E-03 0.27277E-02 0.88853E-01 0.93996E-04 0.21696E-07 0.71319E+00
 0.71800E-04 0.19955E+04 0.11669E-04 0.31826E-02 0.55566E-04 0.18729E+00 0.98709E-05 0.14173E-02 0.30038E-05 0.41270E-10 0.25314E-06 0.29245E-02 0.25796E-03 0.27358E-02 0.88825E-01 0.95150E-04 0.22101E-07 0.71319E+00
 0.72000E-04 0.19955E+04 0.11725E-04 0.31972E-02 0.55607E-04 0.18728E+00 0.99154E-05 0.14260E-02 0.30172E-05 0.41688E-10 0.25576E-06 0.29411E-02 0.25878E-03 0.27440E-02 0.88797E-01 0.96315E-04 0.22513E-07 0.71318E+00
 0.72200E-04 0.19955E+04 0.11780E-04 0.32120E-02 0.55650E-04 0.18726E+00 0.99601E-05 0.14347E-02 0.30307E-05 0.42109E-10 0.25841E-06 0.29578E-02 0.25961E-03 0.27521E-02 0.88770E-01 0.97492E-04 0.22932E-07 0.71317E+00
 0.72400E-04 0.19955E+04 0.11836E-04 0.32267E-02 0.55692E-04 0.18725E+00 0.10005E-04 0.14434E-02 0.30443E-05 0.42534E-10 0.26107E-06 0.29745E-02 0.26043E-03 0.27603E-02 0.88742E-01 0.98682E-04 0.23358E-07 0.71317E+00
 0.72600E-04 0.19956E+04 0.11892E-04 0.32415E-02 0.55735E-04 0.18723E+00 0.10050E-04 0.14522E-02 0.30579E-05 0.42963E-10 0.26376E-06 0.29912E-02 0.26126E-03 0.27685E-02 0.88714E-01 0.99884E-04 0.23792E-07 0.71316E+00
 0.72800E-04 0.19956E+04 0.11949E-04 0.32564E-02 0.55778E-04 0.18722E+00 0.10095E-04 0.14611E-02 0.30715E-05 0.43396E-10 0.26648E-06 0.30080E-02 0.26208E-03 0.27767E-02 0.88686E-01 0.10110E-03 0.24232E-07 0.71315E+00
 0.73000E-04 0.19956E+04 0.12006E-04 0.32713E-02 0.55822E-04 0.18720E+00 0.10141E-04 0.14699E-02 0.30852E-05 0.43833E-10 0.26921E-06 0.30248E-02 0.26290E-03 0.27849E-02 0.88658E-01 0.10232E-03 0.24680E-07 0.71314E+00
 0.73200E-04 0.19956E+04 0.12063E-04 0.32862E-02 0.55865E-04 0.18718E+00 0.10186E-04 0.14789E-02 0.30989E-05 0.44273E-10 0.27198E-06 0.30417E-02 0.26373E-03 0.27931E-02 0.88630E-01 0.10356E-03 0.25135E-07 0.71314E+00
 0.73400E-04 0.19956E+04 0.12120E-04 0.33011E-02 0.55909E-04 0.18717E+00 0.10232E-04 0.14878E-02 0.31127E-05 0.44717E-10 0.27476E-06 0.30587E-02 0.26455E-03 0.28013E-02 0.88602E-01 0.10481E-03 0.25598E-07 0.71313E+00
 0.73600E-04 0.19957E+04 0.12177E-04 0.33161E-02 0.55954E-04 0.18715E+00 0.10278E-04 0.14968E-02 0.31265E-05 0.45165E-10 0.27757E-06 0.30757E-02 0.26538E-03 0.28095E-02 0.88573E-01 0.10608E-03 0.26069E-07 0.71312E+00
 0.73800E-04 0.19957E+04 0.12235E-04 0.33311E-02 0.55998E-04 0.18714E+00 0.10325E-04 0.15059E-02 0.31403E-05 0.45618E-10 0.28041E-06 0.30927E-02 0.26620E-03 0.28178E-02 0.88545E-01 0.10736E-03 0.26547E-07 0.71312E+00
 0.74000E-04 0.19957E+04 0.12293E-04 0.33462E-02 0.56043E-04 0.18712E+00 0.10371E-04 0.15150E-02 0.31542E-05 0.46074E-10 0.28327E-06 0.31098E-02 0.26703E-03 0.28260E-02 0.88517E-01 0.10865E-03 0.27034E-07 0.71311E+00
 0.74200E-04 0.19957E+04 0.12352E-04 0.33613E-02 0.56089E-04 0.18710E+00 0.10418E-04 0.15241E-02 0.31682E-05 0.46534E-10 0.28616E-06 0.31270E-02 0.26786E-03 0.28342E-02 0.88488E-01 0.10995E-03 0.27528E-07 0.71310E+00
 0.74400E-04 0.19958E+04 0.12411E-04 0.33765E-02 0.56134E-04 0.18709E+00 0.10465E-04 0.15333E-02 0.31822E-05 0.46998E-10 0.28907E-06 0.31442E-02 0.26868E-03 0.28425E-02 0.88459E-01 0.11126E-03 0.28031E-07 0.71309E+00
 0.74600E-04 0.19958E+04 0.12470E-04 0.33917E-02 0.56180E-04 0.18707E+00 0.10512E-04 0.15425E-02 0.31962E-05 0.47466E-10 0.29200E-06 0.31614E-02 0.26951E-03 0.28508E-02 0.88431E-01 0.11259E-03 0.28542E-07 0.71309E+00
 0.74800E-04 0.19958E+04 0.12529E-04 0.34069E-02 0.56226E-04 0.18705E+00 0.10559E-04 0.15518E-02 0.32103E-05 0.47939E-10 0.29497E-06 0.31787E-02 0.27034E-03 0.28590E-02 0.88402E-01 0.11394E-03 0.29061E-07 0.71308E+00
 0.75000E-04 0.19958E+04 0.12588E-04 0.34221E-02 0.56273E-04 0.18704E+00 0.10606E-04 0.15611E-02 0.32244E-05 0.48415E-10 0.29795E-06 0.31961E-02 0.27116E-03 0.28673E-02 0.88373E-01 0.11529E-03 0.29589E-07 0.71307E+00
 0.75200E-04 0.19958E+04 0.12648E-04 0.34374E-02 0.56319E-04 0.18702E+00 0.10654E-04 0.15704E-02 0.32386E-05 0.48896E-10 0.30097E-06 0.32135E-02 0.27199E-03 0.28756E-02 0.88344E-01 0.11666E-03 0.30125E-07 0.71307E+00
 0.75400E-04 0.19959E+04 0.12709E-04 0.34528E-02 0.56366E-04 0.18701E+00 0.10702E-04 0.15798E-02 0.32528E-05 0.49381E-10 0.30401E-06 0.32310E-02 0.27282E-03 0.28839E-02 0.88315E-01 0.11805E-03 0.30671E-07 0.71306E+00
 0.75600E-04 0.19959E+04 0.12769E-04 0.34682E-02 0.56414E-04 0.18699E+00 0.10750E-04 0.15893E-02 0.32670E-05 0.49870E-10 0.30708E-06 0.32485E-02 0.27364E-03 0.28922E-02 0.88286E-01 0.11944E-03 0.31225E-07 0.71305E+00
 0.75800E-04 0.19959E+04 0.12830E-04 0.34836E-02 0.56462E-04 0.18697E+00 0.10798E-04 0.15988E-02 0.32813E-05 0.50364E-10 0.31017E-06 0.32661E-02 0.27447E-03 0.29005E-02 0.88257E-01 0.12086E-03 0.31788E-07 0.71304E+00
 0.76000E-04 0.19959E+04 0.12891E-04 0.34990E-02 0.56509E-04 0.18696E+00 0.10847E-04 0.16083E-02 0.32957E-05 0.50862E-10 0.31329E-06 0.32837E-02 0.27530E-03 0.29088E-02 0.88228E-01 0.12228E-03 0.32361E-07 0.71304E+00
 0.76200E-04 0.19960E+04 0.12952E-04 0.35145E-02 0.56558E-04 0.18694E+00 0.10896E-04 0.16179E-02 0.33100E-05 0.51364E-10 0.31644E-06 0.33014E-02 0.27613E-03 0.29172E-02 0.88199E-01 0.12372E-03 0.32943E-07 0.71303E+00
 0.76400E-04 0.19960E+04 0.13014E-04 0.35301E-02 0.56606E-04 0.18692E+00 0.10945E-04 0.16275E-02 0.33245E-05 0.51870E-10 0.31962E-06 0.33191E-02 0.27696E-03 0.29255E-02 0.88169E-01 0.12518E-03 0.33534E-07 0.71302E+00
 0.76600E-04 0.19960E+04 0.13076E-04 0.35457E-02 0.56655E-04 0.18690E+00 0.10994E-04 0.16372E-02 0.33390E-05 0.52381E-10 0.32282E-06 0.33369E-02 0.27778E-03 0.29339E-02 0.88140E-01 0.12665E-03 0.34135E-07 0.71301E+00
 0.76800E-04 0.19961E+04 0.13138E-04 0.35613E-02 0.56704E-04 0.18689E+00 0.11043E-04 0.16469E-02 0.33535E-05 0.52897E-10 0.32605E-06 0.33547E-02 0.27861E-03 0.29422E-02 0.88110E-01 0.12813E-03 0.34746E-07 0.71301E+00
 0.77000E-04 0.19961E+04 0.13201E-04 0.35769E-02 0.56754E-04 0.18687E+00 0.11093E-04 0.16567E-02 0.33681E-05 0.53417E-10 0.32931E-06 0.33726E-02 0.27944E-03 0.29506E-02 0.88081E-01 0.12963E-03 0.35367E-07 0.71300E+00
 0.77200E-04 0.19961E+04 0.13264E-04 0.35926E-02 0.56804E-04 0.18685E+00 0.11143E-04 0.16665E-02 0.33827E-05 0.53941E-10 0.33260E-06 0.33906E-02 0.28027E-03 0.29590E-02 0.88051E-01 0.13114E-03 0.35997E-07 0.71299E+00
 0.77400E-04 0.19961E+04 0.13327E-04 0.36084E-02 0.56854E-04 0.18684E+00 0.11193E-04 0.16764E-02 0.33973E-05 0.54470E-10 0.33592E-06 0.34086E-02 0.28110E-03 0.29674E-02 0.88021E-01 0.13267E-03 0.36638E-07 0.71298E+00
 0.77600E-04 0.19962E+04 0.13390E-04 0.36242E-02 0.56904E-04 0.18682E+00 0.11243E-04 0.16863E-02 0.34121E-05 0.55004E-10 0.33926E-06 0.34266E-02 0.28193E-03 0.29758E-02 0.87992E-01 0.13421E-03 0.37290E-07 0.71298E+00
 0.77800E-04 0.19962E+04 0.13454E-04 0.36400E-02 0.56955E-04 0.18680E+00 0.11293E-04 0.16962E-02 0.34268E-05 0.55542E-10 0.34264E-06 0.34447E-02 0.28276E-03 0.29842E-02 0.87962E-01 0.13577E-03 0.37952E-07 0.71297E+00
 0.78000E-04 0.19962E+04 0.13518E-04 0.36558E-02 0.57006E-04 0.18678E+00 0.11344E-04 0.17062E-02 0.34416E-05 0.56085E-10 0.34604E-06 0.34629E-02 0.28359E-03 0.29926E-02 0.87932E-01 0.13734E-03 0.38624E-07 0.71296E+00
 0.78200E-04 0.19962E+04 0.13583E-04 0.36717E-02 0.57058E-04 0.18677E+00 0.11395E-04 0.17163E-02 0.34565E-05 0.56633E-10 0.34947E-06 0.34811E-02 0.28442E-03 0.30010E-02 0.87902E-01 0.13893E-03 0.39308E-07 0.71295E+00
 0.78400E-04 0.19963E+04 0.13648E-04 0.36877E-02 0.57109E-04 0.18675E+00 0.11446E-04 0.17264E-02 0.34714E-05 0.57186E-10 0.35294E-06 0.34993E-02 0.28525E-03 0.30094E-02 0.87872E-01 0.14054E-03 0.40002E-07 0.71294E+00
 0.78600E-04 0.19963E+04 0.13713E-04 0.37037E-02 0.57161E-04 0.18673E+00 0.11498E-04 0.17365E-02 0.34863E-05 0.57743E-10 0.35643E-06 0.35176E-02 0.28608E-03 0.30179E-02 0.87841E-01 0.14216E-03 0.40708E-07 0.71294E+00
 0.78800E-04 0.19963E+04 0.13778E-04 0.37197E-02 0.57214E-04 0.18671E+00 0.11549E-04 0.17467E-02 0.35013E-05 0.58305E-10 0.35996E-06 0.35360E-02 0.28692E-03 0.30263E-02 0.87811E-01 0.14380E-03 0.41425E-07 0.71293E+00
 0.79000E-04 0.19964E+04 0.13844E-04 0.37358E-02 0.57266E-04 0.18670E+00 0.11601E-04 0.17570E-02 0.35163E-05 0.58872E-10 0.36351E-06 0.35544E-02 0.28775E-03 0.30348E-02 0.87781E-01 0.14545E-03 0.42153E-07 0.71292E+00
 0.79200E-04 0.19964E+04 0.13910E-04 0.37519E-02 0.57319E-04 0.18668E+00 0.11653E-04 0.17673E-02 0.35314E-05 0.59444E-10 0.36709E-06 0.35729E-02 0.28858E-03 0.30433E-02 0.87750E-01 0.14712E-03 0.42894E-07 0.71291E+00
 0.79400E-04 0.19964E+04 0.13977E-04 0.37680E-02 0.57373E-04 0.18666E+00 0.11706E-04 0.17776E-02 0.35466E-05 0.60021E-10 0.37071E-06 0.35914E-02 0.28941E-03 0.30518E-02 0.87719E-01 0.14880E-03 0.43646E-07 0.71291E+00
 0.79600E-04 0.19965E+04 0.14044E-04 0.37842E-02 0.57426E-04 0.18664E+00 0.11758E-04 0.17880E-02 0.35618E-05 0.60603E-10 0.37436E-06 0.36100E-02 0.29024E-03 0.30603E-02 0.87689E-01 0.15050E-03 0.44410E-07 0.71290E+00
 0.79800E-04 0.19965E+04 0.14111E-04 0.38005E-02 0.57480E-04 0.18662E+00 0.11811E-04 0.17985E-02 0.35770E-05 0.61190E-10 0.37804E-06 0.36287E-02 0.29108E-03 0.30688E-02 0.87658E-01 0.15222E-03 0.45186E-07 0.71289E+00
 0.80000E-04 0.19965E+04 0.14178E-04 0.38167E-02 0.57534E-04 0.18661E+00 0.11864E-04 0.18090E-02 0.35923E-05 0.61782E-10 0.38175E-06 0.36474E-02 0.29191E-03 0.30773E-02 0.87627E-01 0.15396E-03 0.45974E-07 0.71288E+00
 0.80200E-04 0.19965E+04 0.14246E-04 0.38330E-02 0.57589E-04 0.18659E+00 0.11917E-04 0.18195E-02 0.36076E-05 0.62379E-10 0.38549E-06 0.36661E-02 0.29274E-03 0.30858E-02 0.87596E-01 0.15571E-03 0.46776E-07 0.71287E+00
 0.80400E-04 0.19966E+04 0.14314E-04 0.38494E-02 0.57644E-04 0.18657E+00 0.11971E-04 0.18301E-02 0.36230E-05 0.62981E-10 0.38927E-06 0.36849E-02 0.29358E-03 0.30943E-02 0.87565E-01 0.15748E-03 0.47590E-07 0.71287E+00
 0.80600E-04 0.19966E+04 0.14383E-04 0.38658E-02 0.57699E-04 0.18655E+00 0.12025E-04 0.18408E-02 0.36384E-05 0.63589E-10 0.39307E-06 0.37038E-02 0.29441E-03 0.31029E-02 0.87534E-01 0.15926E-03 0.48416E-07 0.71286E+00
 0.80800E-04 0.19966E+04 0.14452E-04 0.38823E-02 0.57754E-04 0.18653E+00 0.12079E-04 0.18515E-02 0.36539E-05 0.64201E-10 0.39691E-06 0.37227E-02 0.29524E-03 0.31114E-02 0.87503E-01 0.16107E-03 0.49256E-07 0.71285E+00
 0.81000E-04 0.19967E+04 0.14521E-04 0.38987E-02 0.57810E-04 0.18652E+00 0.12133E-04 0.18622E-02 0.36694E-05 0.64819E-10 0.40079E-06 0.37416E-02 0.29608E-03 0.31200E-02 0.87472E-01 0.16289E-03 0.50110E-07 0.71284E+00
 0.81200E-04 0.19967E+04 0.14591E-04 0.39153E-02 0.57867E-04 0.18650E+00 0.12187E-04 0.18730E-02 0.36850E-05 0.65443E-10 0.40470E-06 0.37606E-02 0.29691E-03 0.31286E-02 0.87441E-01 0.16473E-03 0.50976E-07 0.71283E+00
 0.81400E-04 0.19967E+04 0.14660E-04 0.39318E-02 0.57923E-04 0.18648E+00 0.12242E-04 0.18839E-02 0.37006E-05 0.66071E-10 0.40864E-06 0.37797E-02 0.29775E-03 0.31371E-02 0.87409E-01 0.16658E-03 0.51857E-07 0.71283E+00
 0.81600E-04 0.19968E+04 0.14731E-04 0.39485E-02 0.57980E-04 0.18646E+00 0.12297E-04 0.18948E-02 0.37162E-05 0.66705E-10 0.41261E-06 0.37988E-02 0.29858E-03 0.31457E-02 0.87378E-01 0.16846E-03 0.52751E-07 0.71282E+00
