# T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        H2O2       HO2        CH2        CH3        CH4        CO         HCO        CH2O       CH3O       C2H6       N2        
0.27600E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27610E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27620E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27630E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27640E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27650E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27660E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27670E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27680E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27690E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27700E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27710E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27720E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27730E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27740E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27750E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27760E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27770E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27780E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27790E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27800E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27810E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27820E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27830E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27840E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27850E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27860E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27870E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27880E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27890E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27900E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27910E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27920E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27930E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27940E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27950E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27960E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27970E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27980E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.27990E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28000E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28010E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28020E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28030E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28040E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28050E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28060E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28070E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28080E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28090E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28100E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28110E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28120E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28130E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28140E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28150E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28160E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28170E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28180E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28190E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28200E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28210E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28220E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28230E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28240E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28250E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28260E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28270E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28280E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28290E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28300E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28310E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28320E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28330E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28340E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28350E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28360E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28370E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28380E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28390E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28400E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28410E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28420E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28430E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28440E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28450E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28460E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28470E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28480E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28490E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.28500E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
