# Intensities integrated over 757.15 nm to 797.07 nm against X
# x (cm); 	 Intens (W/cm**2-sr)
8.008210e+00 	 3.975693e-04
8.030460e+00 	 6.248466e-04
8.052700e+00 	 6.301039e-04
8.074950e+00 	 5.096629e-04
8.097190e+00 	 2.847968e-04
8.119440e+00 	 5.393540e-04
8.141680e+00 	 6.069028e-04
8.163930e+00 	 6.408027e-04
8.186170e+00 	 4.995302e-04
8.208420e+00 	 4.079797e-04
8.230660e+00 	 1.094930e-03
8.252910e+00 	 2.610946e-04
8.275150e+00 	 3.493387e-04
8.297400e+00 	 -2.265528e-04
8.319640e+00 	 -3.072234e-04
8.341890e+00 	 -4.102278e-05
8.364140e+00 	 -5.967877e-05
8.386380e+00 	 -6.674856e-05
8.408630e+00 	 -8.750798e-05
8.430870e+00 	 4.564545e-04
8.453120e+00 	 3.511997e-04
8.475360e+00 	 -1.092089e-04
8.497610e+00 	 -2.615555e-05
8.519850e+00 	 -3.297496e-04
8.542100e+00 	 -5.605858e-04
8.564340e+00 	 -4.673068e-04
8.586590e+00 	 -3.044295e-04
8.608830e+00 	 -3.424040e-04
8.631080e+00 	 -3.537254e-04
8.653320e+00 	 7.743825e-05
8.675570e+00 	 -1.623723e-04
8.697810e+00 	 -7.908212e-04
8.720060e+00 	 -1.241502e-03
8.742300e+00 	 -7.541209e-04
8.764550e+00 	 -6.809130e-04
8.786790e+00 	 -6.742140e-04
8.809040e+00 	 -5.432455e-05
8.831280e+00 	 -2.677881e-04
8.853530e+00 	 -4.343162e-04
8.875770e+00 	 -8.000575e-04
8.898020e+00 	 -9.822603e-04
8.920260e+00 	 -8.396096e-04
8.942510e+00 	 -4.748233e-04
8.964750e+00 	 -3.229702e-04
8.987000e+00 	 -6.209426e-04
9.009240e+00 	 -6.779339e-04
9.031490e+00 	 -3.306115e-04
9.053730e+00 	 -6.747851e-04
9.075980e+00 	 -6.502821e-04
9.098220e+00 	 -7.177197e-04
9.120470e+00 	 -1.066969e-03
9.142710e+00 	 -7.821322e-04
9.164960e+00 	 -9.759496e-04
9.187200e+00 	 -1.970829e-04
9.209450e+00 	 -7.949130e-04
9.231690e+00 	 -3.595344e-04
9.253940e+00 	 -1.316551e-03
9.276180e+00 	 -1.066156e-03
9.298430e+00 	 -6.081713e-04
9.320670e+00 	 -2.420259e-05
9.342920e+00 	 -7.687338e-04
9.365160e+00 	 -9.022781e-04
9.387410e+00 	 -9.068083e-04
9.409650e+00 	 -1.037515e-03
9.431900e+00 	 -9.858971e-04
9.454140e+00 	 -9.176170e-04
9.476390e+00 	 -2.156226e-04
9.498630e+00 	 -3.871796e-04
9.520880e+00 	 -1.349276e-03
9.543120e+00 	 -5.463812e-04
9.565370e+00 	 -8.134671e-04
9.587610e+00 	 -7.198634e-04
9.609860e+00 	 -2.977117e-04
9.632100e+00 	 -3.104219e-04
9.654350e+00 	 -4.178478e-04
9.676590e+00 	 -1.764102e-04
9.698840e+00 	 -8.573596e-04
9.721080e+00 	 -5.698941e-04
9.743330e+00 	 -9.683422e-04
9.765570e+00 	 -8.776189e-04
9.787820e+00 	 -8.304422e-04
9.810060e+00 	 -6.153153e-04
9.832310e+00 	 -4.916990e-04
9.854550e+00 	 -5.403379e-04
9.876800e+00 	 -4.377437e-04
9.899040e+00 	 -5.484617e-04
9.921290e+00 	 -5.074622e-04
9.943530e+00 	 -3.932289e-04
9.965780e+00 	 -1.020397e-03
9.988020e+00 	 -6.605008e-04
1.001030e+01 	 9.166789e-05
1.003250e+01 	 -4.577308e-04
1.005480e+01 	 -1.067334e-03
1.007700e+01 	 -6.034347e-04
1.009920e+01 	 -6.845915e-04
1.012150e+01 	 -2.765796e-04
1.014370e+01 	 -8.830396e-04
1.016600e+01 	 -5.502722e-04
1.018820e+01 	 7.804699e-05
1.021050e+01 	 -4.627344e-04
