# Spectral intensities against wavelength averaged over spatial strips 174 to 176
# Wavel (nm); 	 Intens (W/cm**2-sr-um)
4.570860e+02 	 7.218003e+01
4.573600e+02 	 7.585795e+01
4.576350e+02 	 7.334165e+01
4.579090e+02 	 5.874512e+01
4.581840e+02 	 6.683587e+01
4.584580e+02 	 8.276336e+01
4.587320e+02 	 7.213600e+01
4.590070e+02 	 8.213005e+01
4.592810e+02 	 9.271339e+01
4.595550e+02 	 9.133501e+01
4.598290e+02 	 9.101667e+01
4.601040e+02 	 9.519243e+01
4.603780e+02 	 1.194139e+02
4.606520e+02 	 1.251610e+02
4.609270e+02 	 7.822523e+01
4.612010e+02 	 9.112165e+01
4.614750e+02 	 9.818285e+01
4.617490e+02 	 1.143034e+02
4.620230e+02 	 1.169755e+02
4.622980e+02 	 1.341459e+02
4.625720e+02 	 1.210395e+02
4.628460e+02 	 1.266275e+02
4.631200e+02 	 1.177544e+02
4.633940e+02 	 1.463717e+02
4.636680e+02 	 1.218184e+02
4.639430e+02 	 1.154853e+02
4.642170e+02 	 1.561931e+02
4.644910e+02 	 1.637792e+02
4.647650e+02 	 1.663531e+02
4.650390e+02 	 1.605280e+02
4.653130e+02 	 1.430528e+02
4.655870e+02 	 1.234575e+02
4.658610e+02 	 1.521291e+02
4.661350e+02 	 1.374309e+02
4.664090e+02 	 1.439333e+02
4.666830e+02 	 1.705525e+02
4.669570e+02 	 1.887051e+02
4.672310e+02 	 2.202011e+02
4.675050e+02 	 2.065867e+02
4.677790e+02 	 2.048595e+02
4.680530e+02 	 2.257891e+02
4.683270e+02 	 2.242989e+02
4.686010e+02 	 1.772920e+02
4.688750e+02 	 1.887389e+02
4.691490e+02 	 1.744133e+02
4.694230e+02 	 1.692995e+02
4.696970e+02 	 1.673352e+02
4.699710e+02 	 1.364827e+02
4.702450e+02 	 1.159256e+02
4.705190e+02 	 1.096772e+02
4.707920e+02 	 9.968653e+01
4.710660e+02 	 8.668173e+01
4.713400e+02 	 1.341120e+02
4.716140e+02 	 1.216152e+02
4.718880e+02 	 8.563864e+01
4.721620e+02 	 1.063481e+02
4.724350e+02 	 5.664200e+01
4.727090e+02 	 7.956973e+01
4.729830e+02 	 7.300637e+01
4.732570e+02 	 8.272949e+01
4.735310e+02 	 8.538125e+01
4.738040e+02 	 9.577832e+01
4.740780e+02 	 6.230112e+01
4.743520e+02 	 4.584531e+01
4.746260e+02 	 2.837349e+01
4.748990e+02 	 1.465411e+01
4.751730e+02 	 2.697480e+01
4.754470e+02 	 2.490555e+01
4.757200e+02 	 3.356525e+01
4.759940e+02 	 3.690112e+01
4.762680e+02 	 4.408424e+01
4.765410e+02 	 4.317661e+01
4.768150e+02 	 3.364992e+01
4.770890e+02 	 2.872232e+01
4.773620e+02 	 3.233251e+01
4.776360e+02 	 2.566077e+01
4.779090e+02 	 2.526115e+01
4.781830e+02 	 2.866136e+01
4.784560e+02 	 2.265680e+01
4.787300e+02 	 3.051387e+01
4.790040e+02 	 3.514005e+01
4.792770e+02 	 2.721187e+01
4.795510e+02 	 3.212592e+01
4.798240e+02 	 2.344928e+01
4.800980e+02 	 3.578691e+01
4.803710e+02 	 2.415032e+01
4.806450e+02 	 1.960203e+01
4.809180e+02 	 1.533313e+01
4.811920e+02 	 7.599341e+00
4.814650e+02 	 3.796115e+00
4.817380e+02 	 2.846493e+00
4.820120e+02 	 2.092621e+00
4.822850e+02 	 1.801707e+00
4.825590e+02 	 1.460331e+00
4.828320e+02 	 9.184640e-01
4.831060e+02 	 1.443397e+00
4.833790e+02 	 1.022807e+00
4.836520e+02 	 1.676061e+00
4.839260e+02 	 9.025805e-01
4.841990e+02 	 1.232882e+00
4.844720e+02 	 1.638808e+00
4.847460e+02 	 1.263904e+00
4.850190e+02 	 1.647952e+00
4.852920e+02 	 1.372955e+00
4.855660e+02 	 1.452203e+00
4.858390e+02 	 1.022231e+00
4.861120e+02 	 7.947152e-01
4.863850e+02 	 5.399363e-01
4.866590e+02 	 5.918539e-01
4.869320e+02 	 1.111436e+00
4.872050e+02 	 6.219952e-01
4.874780e+02 	 8.565557e-01
4.877510e+02 	 1.145675e+00
4.880250e+02 	 8.092779e-01
4.882980e+02 	 5.231384e-01
4.885710e+02 	 3.944789e-01
4.888440e+02 	 1.027041e+00
4.891170e+02 	 4.484285e-01
4.893900e+02 	 6.617208e-01
4.896640e+02 	 7.958328e-01
4.899370e+02 	 9.854184e-01
4.902100e+02 	 7.995243e-01
4.904830e+02 	 7.492661e-01
4.907560e+02 	 9.124696e-01
4.910290e+02 	 7.796445e-01
4.913020e+02 	 4.317323e-01
4.915750e+02 	 2.968075e-01
4.918480e+02 	 1.083937e+00
4.921210e+02 	 6.518317e-01
4.923940e+02 	 7.090325e-01
4.926670e+02 	 7.916672e-01
4.929400e+02 	 5.205307e-01
4.932130e+02 	 1.265326e+00
4.934860e+02 	 1.047123e+00
4.937590e+02 	 1.077637e+00
4.940320e+02 	 2.772359e-01
4.943050e+02 	 9.164320e-01
4.945780e+02 	 6.963325e-01
4.948510e+02 	 6.708309e-01
4.951240e+02 	 8.115808e-01
4.953970e+02 	 8.986859e-01
4.956700e+02 	 5.911427e-01
4.959430e+02 	 5.362787e-01
4.962160e+02 	 9.056624e-01
4.964880e+02 	 7.374805e-01
4.967610e+02 	 7.678589e-01
4.970340e+02 	 9.130453e-01
4.973070e+02 	 8.586758e-01
4.975800e+02 	 8.321040e-01
4.978530e+02 	 8.351520e-01
4.981250e+02 	 6.641592e-01
4.983980e+02 	 2.596490e-01
4.986710e+02 	 6.665299e-01
4.989440e+02 	 6.102773e-01
4.992170e+02 	 5.242221e-01
4.994890e+02 	 1.198711e+00
4.997620e+02 	 1.024839e+00
5.000350e+02 	 1.203892e+00
5.003070e+02 	 6.183715e-01
5.005800e+02 	 7.360581e-01
5.008530e+02 	 7.980003e-01
5.011260e+02 	 1.303833e+00
5.013980e+02 	 2.677837e-01
5.016710e+02 	 2.913719e+00
5.019440e+02 	 1.400725e+00
5.022160e+02 	 8.069411e-01
5.024890e+02 	 1.046954e+00
5.027610e+02 	 9.303512e-01
5.030340e+02 	 8.110389e-01
5.033070e+02 	 1.022706e+00
5.035790e+02 	 1.359069e+00
5.038520e+02 	 1.088238e+00
5.041240e+02 	 7.272528e-01
5.043970e+02 	 1.033137e+00
5.046690e+02 	 6.995837e-01
5.049420e+02 	 8.835813e-01
5.052150e+02 	 6.726259e-01
5.054870e+02 	 4.275328e-01
5.057600e+02 	 1.226210e+00
5.060320e+02 	 8.595699e-01
5.063050e+02 	 5.851821e-01
5.065770e+02 	 7.709069e-01
5.068490e+02 	 1.113705e+00
5.071220e+02 	 8.974328e-01
5.073940e+02 	 1.210632e+00
5.076670e+02 	 1.400725e+00
5.079390e+02 	 1.241891e-01
5.082120e+02 	 1.031579e+00
5.084840e+02 	 1.001573e+00
5.087560e+02 	 6.590792e-01
5.090290e+02 	 9.117584e-01
5.093010e+02 	 1.102800e+00
5.095740e+02 	 1.293673e+00
5.098460e+02 	 9.803045e-01
5.101180e+02 	 1.141645e+00
5.103910e+02 	 9.532112e-01
5.106630e+02 	 1.462871e+00
5.109350e+02 	 9.247971e-01
5.112070e+02 	 6.703568e-01
5.114800e+02 	 8.977715e-01
5.117520e+02 	 8.023013e-01
5.120240e+02 	 8.366083e-01
5.122960e+02 	 7.089987e-01
5.125690e+02 	 8.079232e-01
5.128410e+02 	 1.067647e+00
5.131130e+02 	 1.168705e+00
5.133850e+02 	 6.498675e-01
5.136580e+02 	 1.105848e+00
5.139300e+02 	 9.474539e-01
5.142020e+02 	 5.552440e-01
5.144740e+02 	 1.343457e+00
5.147460e+02 	 1.083293e+00
5.150180e+02 	 1.448037e+00
5.152900e+02 	 5.281642e-01
5.155630e+02 	 1.354768e+00
5.158350e+02 	 5.957824e-01
5.161070e+02 	 9.285901e-01
5.163790e+02 	 9.981523e-01
5.166510e+02 	 9.983893e-01
5.169230e+02 	 9.685867e-01
5.171950e+02 	 8.703395e-01
5.174670e+02 	 1.105916e+00
5.177390e+02 	 7.380563e-01
5.180110e+02 	 7.742597e-01
5.182830e+02 	 1.178851e+00
5.185550e+02 	 4.725416e-01
5.188270e+02 	 1.793917e+00
5.190990e+02 	 8.835136e-01
5.193710e+02 	 1.191226e+00
5.196430e+02 	 4.091093e-01
5.199150e+02 	 1.058029e+00
5.201870e+02 	 1.609005e+00
5.204590e+02 	 4.111413e-01
5.207310e+02 	 7.538720e-01
5.210030e+02 	 9.980507e-01
5.212750e+02 	 9.989312e-01
5.215470e+02 	 6.910155e-01
5.218180e+02 	 2.075688e-01
5.220900e+02 	 8.320363e-01
5.223620e+02 	 6.947069e-01
5.226340e+02 	 8.713555e-01
5.229060e+02 	 2.868168e+00
5.231780e+02 	 1.225669e+00
5.234490e+02 	 1.366080e+00
5.237210e+02 	 1.546013e+00
5.239930e+02 	 9.153144e-01
5.242650e+02 	 1.235456e+00
5.245370e+02 	 1.166673e+00
5.248080e+02 	 1.701732e+00
5.250800e+02 	 2.378795e+00
5.253520e+02 	 1.067681e+00
5.256240e+02 	 1.461008e+00
5.258950e+02 	 1.143034e+00
